"dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"SODIUM CARBOXYMETHYL CELLULOSE",6633,"SODIUM CARBOXYMETHYL CELLULOSE","SODIUM CARBOXYMETHYL CELLULOSE","","","sodium carboxymethyl cellulose",FALSE,"sodium carboxymethyl cellulose"
"Naloxegol (Naloxegol oxalate)",22609,"Naloxegol","Naloxegol oxalate","","","naloxegol (naloxegol oxalate)",FALSE,"naloxegol (naloxegol oxalate)"
"PROCHLORPERAZINE",7991,"PROCHLORPERAZINE","PROCHLORPERAZINE","","","prochlorperazine",FALSE,"prochlorperazine"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F",20651,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F","","","pneumococcal polysaccharide serotype 12f",FALSE,"pneumococcal polysaccharide serotype 12f"
"LITHIUM CARBONATE",10227,"LITHIUM CARBONATE","LITHIUM CARBONATE","Y","LITHIUM","lithium carbonate",FALSE,"lithium carbonate"
"VALPROIC ACID (SODIUM VALPROATE)",2115,"VALPROIC ACID","SODIUM VALPROATE","Y","VALPROIC ACID","valproic acid (valproate)",FALSE,"valproic acid (sodium valproate)"
"INSULIN ISOPHANE (NPH)",7323,"INSULIN ISOPHANE","NPH","Y","HUMAN INSULIN ISOPHANE","insulin isophane human",FALSE,"insulin isophane human"
"ICODEXTRIN",11909,"ICODEXTRIN","ICODEXTRIN","","","icodextrin",FALSE,"icodextrin"
"Bosutinib",22234,"Bosutinib","Bosutinib","","","bosutinib",FALSE,"bosutinib"
"PHENOL",6935,"PHENOL","PHENOL","","","phenol",FALSE,"phenol"
"CHLORHEXIDINE GLUCONATE",626,"CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE","Y","CHLORHEXIDINE","chlorhexidine",FALSE,"chlorhexidine gluconate"
"VITAMIN D",703,"VITAMIN D","VITAMIN D","","","vitamin D",FALSE,"vitamin D"
"RIVAROXABAN",20387,"RIVAROXABAN","RIVAROXABAN","Y","RIVAROXABAN","rivaroxaban",FALSE,"rivaroxaban"
"MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)",720,"MAGNESIUM HYDROXIDE","DRIED ALUMINUM HYDROXIDE GEL","","","magnesium hydroxide (dried aluminum hydroxide gel)",FALSE,"magnesium hydroxide (dried aluminum hydroxide gel)"
"SORBITOL",9192,"SORBITOL","SORBITOL","","","sorbitol",FALSE,"sorbitol"
"OCRIPLASMIN",22139,"OCRIPLASMIN","OCRIPLASMIN","","","ocriplasmin",FALSE,"ocriplasmin"
"ISONIAZID",6618,"ISONIAZID","ISONIAZID","","","isoniazid",FALSE,"isoniazid"
"BLINATUMOMAB",22674,"BLINATUMOMAB","BLINATUMOMAB","","","blinatumomab",FALSE,"blinatumomab"
"DERMATOPHAGOIDES FARINAE",7660,"DERMATOPHAGOIDES FARINAE","DERMATOPHAGOIDES FARINAE","","","dermatophagoides farinae",FALSE,"dermatophagoides farinae"
"MENINGOCOCCAL GROUP C OLIGOSACCHARIDE",12152,"MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","","","meningococcal group c oligosaccharide",FALSE,"meningococcal group c oligosaccharide"
"DOLICHOVESPULA MACULATA VENOM PROTEIN EXTRACT",7638,"DOLICHOVESPULA MACULATA VENOM PROTEIN EXTRACT","DOLICHOVESPULA MACULATA VENOM PROTEIN EXTRACT","","","dolichovespula maculata venom protein extract",FALSE,"dolichovespula maculata venom protein extract"
"SODIUM GLUCONATE",6787,"SODIUM GLUCONATE","SODIUM GLUCONATE","","","sodium gluconate",FALSE,"sodium gluconate"
"BENZTROPINE MESYLATE",5922,"BENZTROPINE MESYLATE","BENZTROPINE MESYLATE","Y","BENZTROPINE","benztropine",FALSE,"benztropine mesylate"
"METHAZOLAMIDE",5863,"METHAZOLAMIDE","METHAZOLAMIDE","","","methazolamide",FALSE,"methazolamide"
"PYRETHRINS",6441,"PYRETHRINS","PYRETHRINS","","","pyrethrins",FALSE,"pyrethrins"
"AZACITIDINE",20554,"AZACITIDINE","AZACITIDINE","","","azacitidine",FALSE,"azacitidine"
"KETOROLAC TROMETHAMINE",1241,"KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","Y","KETOROLAC","ketorolac",FALSE,"ketorolac tromethamine"
"ASPARAGINASE",2433,"ASPARAGINASE","ASPARAGINASE",NA,NA,NA,NA,NA
"SILTUXIMAB",22547,"SILTUXIMAB","SILTUXIMAB","","","siltuximab",FALSE,"siltuximab"
"ROSIGLITAZONE (ROSIGLITAZONE MALEATE)",11925,"ROSIGLITAZONE","ROSIGLITAZONE MALEATE","","","rosiglitazone (rosiglitazone maleate)",FALSE,"rosiglitazone (rosiglitazone maleate)"
"CALAMINE",7296,"CALAMINE","CALAMINE","","","calamine",FALSE,"calamine"
"CROTAMITON",9260,"CROTAMITON","CROTAMITON","","","crotamiton",FALSE,"crotamiton"
"PEANUT OIL",6572,"PEANUT OIL","PEANUT OIL","","","peanut oil",FALSE,"peanut oil"
"VITAMIN E",701,"VITAMIN E","VITAMIN E","","","vitamin E",FALSE,"vitamin E"
"PRAZOSIN (PRAZOSIN HYDROCHLORIDE)",11108,"PRAZOSIN","PRAZOSIN HYDROCHLORIDE","","","prazosin (prazosin hydrochloride)",FALSE,"prazosin (prazosin hydrochloride)"
"IODINE (POTASSIUM IODIDE)",7218,"IODINE","POTASSIUM IODIDE","","","iodine (potassium iodide)",FALSE,"iodine (potassium iodide)"
"PERPHENAZINE",8003,"PERPHENAZINE","PERPHENAZINE","","","perphenazine",FALSE,"perphenazine"
"SULFASALAZINE",8138,"SULFASALAZINE","SULFASALAZINE","","","sulfasalazine",FALSE,"sulfasalazine"
"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1",7654,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1","V.C.O.","","","inactivated poliomyelitis vaccine (v.c.o.) type 2 mef1",FALSE,"inactivated poliomyelitis vaccine (v.c.o.) type 2 mef1"
"QUINIDINE SULFATE",6714,"QUINIDINE SULFATE","QUINIDINE SULFATE","","","quinidine sulfate",FALSE,"quinidine sulfate"
"TRIPELENNAMINE HYDROCHLORIDE",20364,"TRIPELENNAMINE HYDROCHLORIDE","TRIPELENNAMINE HYDROCHLORIDE","","","tripelennamine hydrochloride",FALSE,"tripelennamine hydrochloride"
"TRAVOPROST",12477,"TRAVOPROST","TRAVOPROST","Y","TRAVOPROST","travoprost",FALSE,"travoprost"
"TAZAROTENE",11373,"TAZAROTENE","TAZAROTENE","","","tazarotene",FALSE,"tazarotene"
"GOSERELIN (GOSERELIN ACETATE)",11167,"GOSERELIN","GOSERELIN ACETATE","","","goserelin (goserelin acetate)",FALSE,"goserelin (goserelin acetate)"
"METHOCARBAMOL",6340,"METHOCARBAMOL","METHOCARBAMOL","","","methocarbamol",FALSE,"methocarbamol"
"EPTIFIBATIDE",11891,"EPTIFIBATIDE","EPTIFIBATIDE","","","eptifibatide",FALSE,"eptifibatide"
"GLATIRAMER ACETATE",11533,"GLATIRAMER ACETATE","GLATIRAMER ACETATE","","","glatiramer acetate",FALSE,"glatiramer acetate"
"MITOMYCIN",2195,"MITOMYCIN","MITOMYCIN","","","mitomycin",FALSE,"mitomycin"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2",20646,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2","","","pneumococcal polysaccharide serotype 2",FALSE,"pneumococcal polysaccharide serotype 2"
"SODIUM OXYBATE",15411,"SODIUM OXYBATE","SODIUM OXYBATE","","","sodium oxybate",FALSE,"sodium oxybate"
"PYRITHIONE ZINC",662,"PYRITHIONE ZINC","PYRITHIONE ZINC","","","pyrithione zinc",FALSE,"pyrithione zinc"
"LANOLIN",6974,"LANOLIN","LANOLIN","","","lanolin",FALSE,"lanolin"
"RABEPRAZOLE SODIUM",12149,"RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","Y","RABEPRAZOLE SODIUM","rabeprazole",FALSE,"rabeprazole sodium"
"BISMUTH SUBGALLATE",7149,"BISMUTH SUBGALLATE","BISMUTH SUBGALLATE","","","bismuth subgallate",FALSE,"bismuth subgallate"
"RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)",15082,"RABIES VACCINE INACTIVATED","PURIFIED CHICK EMBRYO CELL CULTURE","","","rabies vaccine inactivated (purified chick embryo cell culture)",FALSE,"rabies vaccine inactivated (purified chick embryo cell culture)"
"DIGOXIN",6731,"DIGOXIN","DIGOXIN","Y","DIGOXIN","digoxin",FALSE,"digoxin"
"TRIPROLIDINE HYDROCHLORIDE",6494,"TRIPROLIDINE HYDROCHLORIDE","TRIPROLIDINE HYDROCHLORIDE","","","triprolidine hydrochloride",FALSE,"triprolidine hydrochloride"
"MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)",7504,"MOMETASONE FUROATE","MOMETASONE FUROATE MONOHYDRATE","Y","MOMETASONE","mometasone",TRUE,"mometasone furoate"
"SULFINPYRAZONE",8151,"SULFINPYRAZONE","SULFINPYRAZONE","","","sulfinpyrazone",FALSE,"sulfinpyrazone"
"TERBUTALINE SULFATE",2345,"TERBUTALINE SULFATE","TERBUTALINE SULFATE","","","terbutaline sulfate",FALSE,"terbutaline sulfate"
"HAEMOPHILUS INFLUENZAE TYPE B-PRP",7795,"HAEMOPHILUS INFLUENZAE TYPE B-PRP","HAEMOPHILUS INFLUENZAE TYPE B-PRP","","","haemophilus influenzae type b-prp",FALSE,"haemophilus influenzae type b-prp"
"PALIPERIDONE (Paliperidone Palmitate)",20163,"PALIPERIDONE","Paliperidone Palmitate","","","paliperidone (paliperidone palmitate)",FALSE,"paliperidone (paliperidone palmitate)"
"CIMETIDINE",2165,"CIMETIDINE","CIMETIDINE","","","cimetidine",FALSE,"cimetidine"
"INDOMETHACIN",10126,"INDOMETHACIN","INDOMETHACIN","Y","INDOMETHACIN","indomethacin",FALSE,"indomethacin"
"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT",127,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT","D.C.O.","","","inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett",FALSE,"inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett"
"POLYETHYLENE GLYCOL 3350",698,"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350","","","polyethylene glycol 3350",FALSE,"polyethylene glycol 3350"
"ZINC CHLORIDE",6321,"ZINC CHLORIDE","ZINC CHLORIDE","","","zinc chloride",FALSE,"zinc chloride"
"TESTOSTERONE CYPIONATE",7487,"TESTOSTERONE CYPIONATE","TESTOSTERONE CYPIONATE","Y","TESTOSTERONE","testosterone",FALSE,"testosterone cypionate"
"BETAMETHASONE ACETATE",7606,"BETAMETHASONE ACETATE","BETAMETHASONE ACETATE","Y","BETAMETHASONE","betamethasone (base)",FALSE,"betamethasone acetate"
"LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)",923,"LEVOCABASTINE","LEVOCABASTINE HYDROCHLORIDE","","","levocabastine (levocabastine hydrochloride)",FALSE,"levocabastine (levocabastine hydrochloride)"
"Paritaprevir",22556,"Paritaprevir","Paritaprevir","","","paritaprevir",FALSE,"paritaprevir"
"COAL TAR",6849,"COAL TAR","COAL TAR","","","coal tar",FALSE,"coal tar"
"CYPROHEPTADINE HYDROCHLORIDE",10029,"CYPROHEPTADINE HYDROCHLORIDE","CYPROHEPTADINE HYDROCHLORIDE","","","cyproheptadine hydrochloride",FALSE,"cyproheptadine hydrochloride"
"WHITE FACED HORNET VENOM PROTEIN",2029,"WHITE FACED HORNET VENOM PROTEIN","WHITE FACED HORNET VENOM PROTEIN","","","white faced hornet venom protein",FALSE,"white faced hornet venom protein"
"ROPIVACAINE HYDROCHLORIDE",11081,"ROPIVACAINE HYDROCHLORIDE","ROPIVACAINE HYDROCHLORIDE","","","ropivacaine hydrochloride",FALSE,"ropivacaine hydrochloride"
"ZINC OXIDE",7289,"ZINC OXIDE","ZINC OXIDE","","","zinc oxide",FALSE,"zinc oxide"
"AIR",2328,"AIR","AIR","","","air",FALSE,"air"
"BIMATOPROST",12108,"BIMATOPROST","BIMATOPROST","Y","BIMATOPROST","bimatoprost",FALSE,"bimatoprost"
"GLUCAGON (RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE)",12072,"GLUCAGON","RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE","","","glucagon (recombinant dna origin) (glucagon hydrochloride)",FALSE,"glucagon (recombinant dna origin) (glucagon hydrochloride)"
"LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)",7645,"LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN","EQUINE","","","lymphocyte immune globulin anti-thymocyte globulin (equine)",FALSE,"lymphocyte immune globulin anti-thymocyte globulin (equine)"
"IFOSFAMIDE",1747,"IFOSFAMIDE","IFOSFAMIDE","","","ifosfamide",FALSE,"ifosfamide"
"ARGININE HYDROCHLORIDE",13800,"ARGININE HYDROCHLORIDE","ARGININE HYDROCHLORIDE","","","arginine hydrochloride",FALSE,"arginine hydrochloride"
"POLYVINYL ALCOHOL",6033,"POLYVINYL ALCOHOL","POLYVINYL ALCOHOL","","","polyvinyl alcohol",FALSE,"polyvinyl alcohol"
"OXYBUTYNIN",13333,"OXYBUTYNIN","OXYBUTYNIN",NA,NA,NA,NA,NA
"CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN",12153,"CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN","CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN","","","corynebacterium diphtheriae crm-197 protein",FALSE,"corynebacterium diphtheriae crm-197 protein"
"HEPATITIS B IMMUNE GLOBULIN HUMAN",7764,"HEPATITIS B IMMUNE GLOBULIN HUMAN","HEPATITIS B IMMUNE GLOBULIN HUMAN","","","hepatitis b immune globulin human",FALSE,"hepatitis b immune globulin human"
"L-LYSINE (L-LYSINE ACETATE)",193,"L-LYSINE","L-LYSINE ACETATE","","","l-lysine (l-lysine acetate)",FALSE,"l-lysine (l-lysine acetate)"
"DAPTOMYCIN",20161,"DAPTOMYCIN","DAPTOMYCIN","","","daptomycin",FALSE,"daptomycin"
"DEFERASIROX",20022,"DEFERASIROX","DEFERASIROX","","","deferasirox",FALSE,"deferasirox"
"HALOPERIDOL",10146,"HALOPERIDOL","HALOPERIDOL","Y","HALOPERIDOL","haloperidol",FALSE,"haloperidol"
"MAGNESIUM CHLORIDE",49,"MAGNESIUM CHLORIDE","MAGNESIUM CHLORIDE","","","magnesium chloride",FALSE,"magnesium chloride"
"ENALAPRILAT",1776,"ENALAPRILAT","ENALAPRILAT","","","enalaprilat",FALSE,"enalaprilat"
"MAGNESIUM (MAGNESIUM OXIDE)",6487,"MAGNESIUM","MAGNESIUM OXIDE","","","magnesium (magnesium oxide)",FALSE,"magnesium (magnesium oxide)"
"METOCLOPRAMIDE HYDROCHLORIDE",3776,"METOCLOPRAMIDE HYDROCHLORIDE","METOCLOPRAMIDE HYDROCHLORIDE","Y","METOCLOPRAMIDE","metoclopramide",FALSE,"metoclopramide hydrochloride"
"Indacaterol (Indacaterol Maleate)",21063,"Indacaterol","Indacaterol Maleate","","","indacaterol (indacaterol maleate)",FALSE,"indacaterol (indacaterol maleate)"
"BRINZOLAMIDE",11799,"BRINZOLAMIDE","BRINZOLAMIDE",NA,NA,NA,NA,NA
"Cobicistat",21508,"Cobicistat","Cobicistat","","","cobicistat",FALSE,"cobicistat"
"METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL",4070,"METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","","","methyl heptyl colamino formylmethyl pyridinium chl",FALSE,"methyl heptyl colamino formylmethyl pyridinium chl"
"CLONAZEPAM",2192,"CLONAZEPAM","CLONAZEPAM","Y","CLONAZEPAM","clonazepam",FALSE,"clonazepam"
"FAMOTIDINE",1395,"FAMOTIDINE","FAMOTIDINE","","","famotidine",FALSE,"famotidine"
"ETHAMBUTOL HYDROCHLORIDE",20261,"ETHAMBUTOL HYDROCHLORIDE","ETHAMBUTOL HYDROCHLORIDE","","","ethambutol hydrochloride",FALSE,"ethambutol hydrochloride"
"HYDROXYETHYLCELLULOSE",3977,"HYDROXYETHYLCELLULOSE","HYDROXYETHYLCELLULOSE",NA,NA,NA,NA,NA
"CORTISONE ACETATE",7530,"CORTISONE ACETATE","CORTISONE ACETATE","","","cortisone acetate",FALSE,"cortisone acetate"
"METHOXSALEN",5303,"METHOXSALEN","METHOXSALEN","","","methoxsalen",FALSE,"methoxsalen"
"LOTEPREDNOL ETABONATE",20429,"LOTEPREDNOL ETABONATE","LOTEPREDNOL ETABONATE","","","loteprednol etabonate",FALSE,"loteprednol etabonate"
"BACLOFEN",2104,"BACLOFEN","BACLOFEN","Y","BACLOFEN","baclofen",FALSE,"baclofen"
"DARIFENACIN (DARIFENACIN HYDROBROMIDE)",17051,"DARIFENACIN","DARIFENACIN HYDROBROMIDE","","","darifenacin (darifenacin hydrobromide)",FALSE,"darifenacin (darifenacin hydrobromide)"
"ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE)",13353,"ALENDRONIC ACID","ALENDRONATE SODIUM TRIHYDRATE","Y","ALENDRONATE","alendronic acid",TRUE,"alendronic acid (alendronate sodium)"
"Dabrafenib (Dabrafenib mesylate)",22126,"Dabrafenib","Dabrafenib mesylate","","","dabrafenib (dabrafenib mesylate)",FALSE,"dabrafenib (dabrafenib mesylate)"
"TRANDOLAPRIL",11443,"TRANDOLAPRIL","TRANDOLAPRIL","Y","TRANDOLAPRIL","trandolapril",FALSE,"trandolapril"
"Galsulfase",22147,"Galsulfase","Galsulfase","","","galsulfase",FALSE,"galsulfase"
"RIFABUTIN",8316,"RIFABUTIN","RIFABUTIN","","","rifabutin",FALSE,"rifabutin"
"THALIDOMIDE",6036,"THALIDOMIDE","THALIDOMIDE","","","thalidomide",FALSE,"thalidomide"
"FROVATRIPTAN (Frovatriptan Succinate Monohydrate)",13350,"FROVATRIPTAN","Frovatriptan Succinate Monohydrate","","","frovatriptan (frovatriptan succinate monohydrate)",TRUE,"frovatriptan (frovatriptan succinate monohydrate)"
"DIAZEPAM",9418,"DIAZEPAM","DIAZEPAM","Y","DIAZEPAM","diazepam",FALSE,"diazepam"
"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN",19709,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN","","","recombinant human papillomavirus type 16 l1 protein",FALSE,"recombinant human papillomavirus type 16 l1 protein"
"OXYMETAZOLINE HYDROCHLORIDE",10195,"OXYMETAZOLINE HYDROCHLORIDE","OXYMETAZOLINE HYDROCHLORIDE","","","oxymetazoline hydrochloride",FALSE,"oxymetazoline hydrochloride"
"AGALSIDASE ALFA",13300,"AGALSIDASE ALFA","AGALSIDASE ALFA","","","agalsidase alfa",FALSE,"agalsidase alfa"
"GONADORELIN ACETATE",7330,"GONADORELIN ACETATE","GONADORELIN ACETATE","","","gonadorelin acetate",FALSE,"gonadorelin acetate"
"DICHLOROBENZENE",3989,"DICHLOROBENZENE","DICHLOROBENZENE","","","dichlorobenzene",FALSE,"dichlorobenzene"
"L-THREONINE",941,"L-THREONINE","L-THREONINE","","","l-threonine",FALSE,"l-threonine"
"PENTAMIDINE ISETIONATE",20144,"PENTAMIDINE ISETIONATE","PENTAMIDINE ISETIONATE",NA,NA,NA,NA,NA
"RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE)",11819,"RISEDRONATE SODIUM","RISEDRONATE SODIUM MONOHYDRATE","Y","RISEDRONATE","risedronate",TRUE,"risedronate sodium"
"CLINDAMYCIN (CLINDAMYCIN 2-PALMITATE HYDROCHLORIDE)",8551,"CLINDAMYCIN","CLINDAMYCIN 2-PALMITATE HYDROCHLORIDE","Y","CLINDAMYCIN","clindamycin",FALSE,"clindamycin (clindamycin palmitate hydrochloride)"
"CIPROFLOXACIN (CIPROFLOXACIN LACTATE)",93,"CIPROFLOXACIN","CIPROFLOXACIN LACTATE","Y","CIPROFLOXACIN","ciprofloxacin",FALSE,"ciprofloxacin (ciprofloxacin lactate)"
"DIMENHYDRINATE",9782,"DIMENHYDRINATE","DIMENHYDRINATE","","","dimenhydrinate",FALSE,"dimenhydrinate"
"INTERFERON ALFA-2B",1751,"INTERFERON ALFA-2B","INTERFERON ALFA-2B","","","interferon alfa-2b",FALSE,"interferon alfa-2b"
"BUSPIRONE HYDROCHLORIDE",1890,"BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE","","","buspirone hydrochloride",FALSE,"buspirone hydrochloride"
"TOLBUTAMIDE",9563,"TOLBUTAMIDE","TOLBUTAMIDE","","","tolbutamide",FALSE,"tolbutamide"
"EXEMESTANE",12019,"EXEMESTANE","EXEMESTANE","","","exemestane",FALSE,"exemestane"
"DIMETHYL SULFOXIDE",9745,"DIMETHYL SULFOXIDE","DIMETHYL SULFOXIDE","","","dimethyl sulfoxide",FALSE,"dimethyl sulfoxide"
"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN",22571,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN","","","recombinant human papillomavirus type 33 l1 protein",FALSE,"recombinant human papillomavirus type 33 l1 protein"
"TYPHOID VACCINE (SALMONELLA TYPHI TY21A)",7832,"TYPHOID VACCINE","SALMONELLA TYPHI TY21A","","","typhoid vaccine (salmonella typhi ty21a)",FALSE,"typhoid vaccine (salmonella typhi ty21a)"
"METHYLPREDNISOLONE",7626,"METHYLPREDNISOLONE","METHYLPREDNISOLONE","","","methylprednisolone",FALSE,"methylprednisolone"
"ZINC (ZINC OXIDE)",331,"ZINC","ZINC OXIDE","","","zinc (zinc oxide)",FALSE,"zinc (zinc oxide)"
"Roflumilast",20639,"Roflumilast","Roflumilast",NA,NA,NA,NA,NA
"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4",19830,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4","","","human-bovine rotavirus reassortant type g4",FALSE,"human-bovine rotavirus reassortant type g4"
"LETROZOLE",11446,"LETROZOLE","LETROZOLE","","","letrozole",FALSE,"letrozole"
"REPAGLINIDE",11860,"REPAGLINIDE","REPAGLINIDE","Y","REPAGLINIDE","repaglinide",FALSE,"repaglinide"
"HUMAN PLASMA PROTEINS",12888,"HUMAN PLASMA PROTEINS","HUMAN PLASMA PROTEINS","","","human plasma proteins",FALSE,"human plasma proteins"
"FROVATRIPTAN (FROVATRIPTAN SUCCINATE)",13350,"FROVATRIPTAN","FROVATRIPTAN SUCCINATE","","","frovatriptan (frovatriptan succinate)",FALSE,"frovatriptan (frovatriptan succinate)"
"ANAGRELIDE (ANAGRELIDE HYDROCHLORIDE MONOHYDRATE)",11707,"ANAGRELIDE","ANAGRELIDE HYDROCHLORIDE MONOHYDRATE","","","anagrelide (anagrelide hydrochloride monohydrate)",TRUE,"anagrelide (anagrelide hydrochloride monohydrate)"
"TRIMETHOPRIM",8452,"TRIMETHOPRIM","TRIMETHOPRIM","Y","TRIMETHOPRIM","trimethoprim",FALSE,"trimethoprim"
"CARBIDOPA",2370,"CARBIDOPA","CARBIDOPA","Y","CARBIDOPA","carbidopa",FALSE,"carbidopa"
"BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE",214,"BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE","BCG","","","bacillus calmette-guerin (bcg) strain tice",FALSE,"bacillus calmette-guerin (bcg) strain tice"
"SOYBEAN OIL",3289,"SOYBEAN OIL","SOYBEAN OIL","","","soybean oil",FALSE,"soybean oil"
"PAMIDRONATE DISODIUM",896,"PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM","","","pamidronate disodium",FALSE,"pamidronate disodium"
"TROSPIUM CHLORIDE",17368,"TROSPIUM CHLORIDE","TROSPIUM CHLORIDE","","","trospium chloride",FALSE,"trospium chloride"
"DINOPROSTONE",2161,"DINOPROSTONE","DINOPROSTONE","","","dinoprostone",FALSE,"dinoprostone"
"IRBESARTAN",11776,"IRBESARTAN","IRBESARTAN","Y","IRBESARTAN","irbesartan",FALSE,"irbesartan"
"BECLOMETHASONE DIPROPIONATE",7567,"BECLOMETHASONE DIPROPIONATE","BECLOMETHASONE DIPROPIONATE","Y","BECLOMETHASONE","beclomethasone",FALSE,"beclomethasone dipropionate"
"PROPYLENE GLYCOL",10219,"PROPYLENE GLYCOL","PROPYLENE GLYCOL","","","propylene glycol",FALSE,"propylene glycol"
"METHYLENE BLUE",7160,"METHYLENE BLUE","METHYLENE BLUE","","","methylene blue",FALSE,"methylene blue"
"DACLIZUMAB BETA",22834,"DACLIZUMAB BETA","DACLIZUMAB BETA","","","daclizumab beta",FALSE,"daclizumab beta"
"CALCITRIOL",4893,"CALCITRIOL","CALCITRIOL","Y","CALCITRIOL","calcitriol",FALSE,"calcitriol"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A",20542,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A","","","pneumococcal polysaccharide serotype 6a",FALSE,"pneumococcal polysaccharide serotype 6a"
"CLOPIDOGREL (CLOPIDOGREL BISULFATE)",11795,"CLOPIDOGREL","CLOPIDOGREL BISULFATE","Y","CLOPIDOGREL","clopidogrel",FALSE,"clopidogrel (clopidogrel bisulfate)"
"GLYBURIDE",4007,"GLYBURIDE","GLYBURIDE","Y","GLYBURIDE","glyburide",FALSE,"glyburide"
"MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE",20582,"MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE","MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE","","","meningococcal group w-135 oligosaccharide",FALSE,"meningococcal group w-135 oligosaccharide"
"OLANZAPINE",1,"OLANZAPINE","OLANZAPINE","Y","OLANZAPINE","olanzapine",FALSE,"olanzapine"
"CERTOLIZUMAB PEGOL",20513,"CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","","","certolizumab pegol",FALSE,"certolizumab pegol"
"VITAMIN B12",781,"VITAMIN B12","VITAMIN B12","","","vitamin B12",FALSE,"vitamin B12"
"MELOXICAM",11764,"MELOXICAM","MELOXICAM","Y","MELOXICAM","meloxicam",FALSE,"meloxicam"
"PHENIRAMINE MALEATE",6895,"PHENIRAMINE MALEATE","PHENIRAMINE MALEATE","","","pheniramine maleate",FALSE,"pheniramine maleate"
"BICALUTAMIDE",141,"BICALUTAMIDE","BICALUTAMIDE","","","bicalutamide",FALSE,"bicalutamide"
"DESIPRAMINE HYDROCHLORIDE",10024,"DESIPRAMINE HYDROCHLORIDE","DESIPRAMINE HYDROCHLORIDE","","","desipramine hydrochloride",FALSE,"desipramine hydrochloride"
