ccdd	top250name	dpd_ingredient	ing_stem	hydrate	ntp_ing
		LOPERAMIDE HYDROCHLORIDE	LOPERAMIDE HYDROCHLORIDE	FALSE	LOPERAMIDE HYDROCHLORIDE
		LOPINAVIR	LOPINAVIR	FALSE	LOPINAVIR
		LORATADINE	LORATADINE	FALSE	LORATADINE
Y	LORAZEPAM	LORAZEPAM	LORAZEPAM	FALSE	LORAZEPAM
		L-ORNITHINE DIHYDROCHLORIDE	L-ORNITHINE DIHYDROCHLORIDE	FALSE	L-ORNITHINE DIHYDROCHLORIDE
Y	LOSARTAN	LOSARTAN POTASSIUM	LOSARTAN	FALSE	LOSARTAN POTASSIUM
		LOTEPREDNOL ETABONATE	LOTEPREDNOL ETABONATE	FALSE	LOTEPREDNOL ETABONATE
		LOVASTATIN	LOVASTATIN	FALSE	LOVASTATIN
		LOXAPINE (LOXAPINE HYDROCHLORIDE)	LOXAPINE (LOXAPINE HYDROCHLORIDE)	FALSE	LOXAPINE (LOXAPINE HYDROCHLORIDE)
		LOXAPINE (LOXAPINE SUCCINATE)	LOXAPINE (LOXAPINE SUCCINATE)	FALSE	LOXAPINE (LOXAPINE SUCCINATE)
		L-PHENYLALANINE	L-PHENYLALANINE	FALSE	L-PHENYLALANINE
		L-PHENYLALANINE HYDROCHLORIDE	L-PHENYLALANINE HYDROCHLORIDE	FALSE	L-PHENYLALANINE HYDROCHLORIDE
		L-PROLINE	L-PROLINE	FALSE	L-PROLINE
		L-THREONINE	L-THREONINE	FALSE	L-THREONINE
		L-TYROSINE	L-TYROSINE	FALSE	L-TYROSINE
		LUMACAFTOR	LUMACAFTOR	FALSE	LUMACAFTOR
		Lurasidone Hydrochloride	Lurasidone Hydrochloride	FALSE	Lurasidone Hydrochloride
		LUTROPIN ALFA	LUTROPIN ALFA	FALSE	LUTROPIN ALFA
		L-VALINE	L-VALINE	FALSE	L-VALINE
		LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)	LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)	FALSE	LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)
		LYSINE (L-LYSINE ACETATE)	LYSINE (L-LYSINE ACETATE)	FALSE	LYSINE (L-LYSINE ACETATE)
		LYSINE (L-LYSINE HYDROCHLORIDE)	LYSINE (L-LYSINE HYDROCHLORIDE)	FALSE	LYSINE (L-LYSINE HYDROCHLORIDE)
		LYSINE (LYSINE ACETATE)	LYSINE (LYSINE ACETATE)	FALSE	LYSINE (LYSINE ACETATE)
		LYSINE (LYSINE MONOHYDROCHLORIDE)	LYSINE (LYSINE MONOHYDROCHLORIDE)	FALSE	LYSINE (LYSINE MONOHYDROCHLORIDE)
		MACITENTAN	MACITENTAN	FALSE	MACITENTAN
		MACROGOL	MACROGOL	FALSE	MACROGOL
		MAGNESIUM (MAGNESIUM OXIDE)	MAGNESIUM (MAGNESIUM OXIDE)	FALSE	MAGNESIUM (MAGNESIUM OXIDE)
		MAGNESIUM ACETATE	MAGNESIUM ACETATE	FALSE	MAGNESIUM ACETATE
		MAGNESIUM CHLORIDE	MAGNESIUM CHLORIDE	FALSE	MAGNESIUM CHLORIDE
		MAGNESIUM HYDROXIDE	MAGNESIUM HYDROXIDE	FALSE	MAGNESIUM HYDROXIDE
		MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)	MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)	FALSE	MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)
		MAGNESIUM OXIDE	MAGNESIUM OXIDE	FALSE	MAGNESIUM OXIDE
		MAGNESIUM SULFATE	MAGNESIUM SULFATE	FALSE	MAGNESIUM SULFATE
		MANGANESE (MANGANESE GLUCONATE)	MANGANESE (MANGANESE GLUCONATE)	FALSE	MANGANESE (MANGANESE GLUCONATE)
		MANGANESE (MANGANESE SULFATE)	MANGANESE (MANGANESE SULFATE)	FALSE	MANGANESE (MANGANESE SULFATE)
		MANGANESE CHLORIDE	MANGANESE CHLORIDE	FALSE	MANGANESE CHLORIDE
		MANNITOL	MANNITOL	FALSE	MANNITOL
		MAPROTILINE HYDROCHLORIDE	MAPROTILINE HYDROCHLORIDE	FALSE	MAPROTILINE HYDROCHLORIDE
		MARAVIROC	MARAVIROC	FALSE	MARAVIROC
		MEASLES VIRUS VACCINE LIVE ATTENUATED	MEASLES VIRUS VACCINE LIVE ATTENUATED	FALSE	MEASLES VIRUS VACCINE LIVE ATTENUATED
		MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)	MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)	FALSE	MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)
		MEBENDAZOLE	MEBENDAZOLE	FALSE	MEBENDAZOLE
		MEDIUM CHAIN TRIGLYCERIDES (MCT)	MEDIUM CHAIN TRIGLYCERIDES (MCT)	FALSE	MEDIUM CHAIN TRIGLYCERIDES (MCT)
Y	MEDROXYPROGESTERONE	MEDROXYPROGESTERONE ACETATE	MEDROXYPROGESTERONE	FALSE	MEDROXYPROGESTERONE ACETATE
		MEFENAMIC ACID	MEFENAMIC ACID	FALSE	MEFENAMIC ACID
		MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)	MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)	FALSE	MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)
		MEGESTROL ACETATE	MEGESTROL ACETATE	FALSE	MEGESTROL ACETATE
		MEGLUMINE IODIPAMIDE	MEGLUMINE IODIPAMIDE	FALSE	MEGLUMINE IODIPAMIDE
		MEGLUMINE IOXITALAMATE	MEGLUMINE IOXITALAMATE	FALSE	MEGLUMINE IOXITALAMATE
Y	MELOXICAM	MELOXICAM	MELOXICAM	FALSE	MELOXICAM
		MELPHALAN (MELPHALAN HYDROCHLORIDE)	MELPHALAN (MELPHALAN HYDROCHLORIDE)	FALSE	MELPHALAN (MELPHALAN HYDROCHLORIDE)
		MEMANTINE HYDROCHLORIDE	MEMANTINE HYDROCHLORIDE	FALSE	MEMANTINE HYDROCHLORIDE
		MENINGOCOCCAL GROUP A OLIGOSACCHARIDE	MENINGOCOCCAL GROUP A OLIGOSACCHARIDE	FALSE	MENINGOCOCCAL GROUP A OLIGOSACCHARIDE
		MENINGOCOCCAL GROUP C OLIGOSACCHARIDE	MENINGOCOCCAL GROUP C OLIGOSACCHARIDE	FALSE	MENINGOCOCCAL GROUP C OLIGOSACCHARIDE
		MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE	MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE	FALSE	MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE
		MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE	MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE	FALSE	MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE
		MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A	FALSE	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A
		MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C	FALSE	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C
		MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135	FALSE	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135
		MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y	FALSE	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y
		MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C	MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C	FALSE	MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C
		"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A"	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A"	FALSE	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A"
		"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"	FALSE	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"
		"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"	FALSE	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"
		"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y"	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y"	FALSE	"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y"
		MENOTROPINS	MENOTROPINS	FALSE	MENOTROPINS
		MENTHOL	MENTHOL	FALSE	MENTHOL
		MEPERIDINE (MEPERIDINE HYDROCHLORIDE)	MEPERIDINE (MEPERIDINE HYDROCHLORIDE)	FALSE	MEPERIDINE (MEPERIDINE HYDROCHLORIDE)
		MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE	FALSE	MEPERIDINE HYDROCHLORIDE
		MEPIVACAINE HYDROCHLORIDE	MEPIVACAINE HYDROCHLORIDE	FALSE	MEPIVACAINE HYDROCHLORIDE
		MEPOLIZUMAB	MEPOLIZUMAB	FALSE	MEPOLIZUMAB
		MERADIMATE	MERADIMATE	FALSE	MERADIMATE
		MERCAPTOPURINE	MERCAPTOPURINE	FALSE	MERCAPTOPURINE
		MEROPENEM	MEROPENEM	FALSE	MEROPENEM
		MEROPENEM (MEROPENEM TRIHYDRATE)	MEROPENEM (MEROPENEM TRIHYDRATE)	TRUE	MEROPENEM (MEROPENEM TRIHYDRATE)
Y	MESALAZINE	MESALAZINE	MESALAZINE	FALSE	MESALAZINE
		MESNA	MESNA	FALSE	MESNA
Y	METFORMIN	METFORMIN HYDROCHLORIDE	METFORMIN	FALSE	METFORMIN HYDROCHLORIDE
		METHACHOLINE CHLORIDE	METHACHOLINE CHLORIDE	FALSE	METHACHOLINE CHLORIDE
Y	METHADONE	METHADONE HYDROCHLORIDE	METHADONE	FALSE	METHADONE HYDROCHLORIDE
		METHAZOLAMIDE	METHAZOLAMIDE	FALSE	METHAZOLAMIDE
		METHENAMINE MANDELATE	METHENAMINE MANDELATE	FALSE	METHENAMINE MANDELATE
		METHIONINE	METHIONINE	FALSE	METHIONINE
		METHOCARBAMOL	METHOCARBAMOL	FALSE	METHOCARBAMOL
Y	METHOTREXATE	METHOTREXATE	METHOTREXATE	FALSE	METHOTREXATE
Y	METHOTREXATE	METHOTREXATE (METHOTREXATE SODIUM)	METHOTREXATE	FALSE	METHOTREXATE (METHOTREXATE SODIUM)
		METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)	METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)	FALSE	METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)
		METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)	METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)	FALSE	METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)
		METHOXSALEN	METHOXSALEN	FALSE	METHOXSALEN
		METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)	METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)	FALSE	METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)
		METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL	METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL	FALSE	METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL
		METHYLDOPA	METHYLDOPA	FALSE	METHYLDOPA
		METHYLENE BLUE	METHYLENE BLUE	FALSE	METHYLENE BLUE
		METHYLNALTREXONE BROMIDE	METHYLNALTREXONE BROMIDE	FALSE	METHYLNALTREXONE BROMIDE
Y	METHYLPHENIDATE	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE	FALSE	METHYLPHENIDATE HYDROCHLORIDE
		METHYLPREDNISOLONE	METHYLPREDNISOLONE	FALSE	METHYLPREDNISOLONE
		METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)	METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)	FALSE	METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)
		METHYLPREDNISOLONE ACETATE	METHYLPREDNISOLONE ACETATE	FALSE	METHYLPREDNISOLONE ACETATE
Y	METOCLOPRAMIDE	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE	FALSE	METOCLOPRAMIDE HYDROCHLORIDE
		METOLAZONE	METOLAZONE	FALSE	METOLAZONE
Y	METOPROLOL	METOPROLOL TARTRATE	METOPROLOL	FALSE	METOPROLOL TARTRATE
Y	METRONIDAZOLE	METRONIDAZOLE	METRONIDAZOLE	FALSE	METRONIDAZOLE
		MICAFUNGIN SODIUM	MICAFUNGIN SODIUM	FALSE	MICAFUNGIN SODIUM
		MICONAZOLE NITRATE	MICONAZOLE NITRATE	FALSE	MICONAZOLE NITRATE
		MIDAZOLAM	MIDAZOLAM	FALSE	MIDAZOLAM
		MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)	MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)	FALSE	MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)
		MIDODRINE HYDROCHLORIDE	MIDODRINE HYDROCHLORIDE	FALSE	MIDODRINE HYDROCHLORIDE
		MIFEPRISTONE	MIFEPRISTONE	FALSE	MIFEPRISTONE
		MIGLUSTAT	MIGLUSTAT	FALSE	MIGLUSTAT
		MILRINONE (MILRINONE LACTATE)	MILRINONE (MILRINONE LACTATE)	FALSE	MILRINONE (MILRINONE LACTATE)
		MINERAL OIL	MINERAL OIL	FALSE	MINERAL OIL
		MINERAL OIL LIGHT	MINERAL OIL LIGHT	FALSE	MINERAL OIL LIGHT
Y	MINOCYCLINE	MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)	MINOCYCLINE	FALSE	MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE)
		MINOXIDIL	MINOXIDIL	FALSE	MINOXIDIL
		Mirabegron	Mirabegron	FALSE	Mirabegron
Y	MIRTAZAPINE	MIRTAZAPINE	MIRTAZAPINE	FALSE	MIRTAZAPINE
Y	MISOPROSTOL	MISOPROSTOL	MISOPROSTOL	FALSE	MISOPROSTOL
		MITOMYCIN	MITOMYCIN	FALSE	MITOMYCIN
		MITOTANE	MITOTANE	FALSE	MITOTANE
		MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)	MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)	FALSE	MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)
		MOCLOBEMIDE	MOCLOBEMIDE	FALSE	MOCLOBEMIDE
		MODAFINIL	MODAFINIL	FALSE	MODAFINIL
		MODIFIED RAGWEED TYROSINE ADSORBATE	MODIFIED RAGWEED TYROSINE ADSORBATE	FALSE	MODIFIED RAGWEED TYROSINE ADSORBATE
		Modified Vaccinia Virus (Ankara-Bavarian Nordic)	Modified Vaccinia Virus (Ankara-Bavarian Nordic)	FALSE	Modified Vaccinia Virus (Ankara-Bavarian Nordic)
Y	MOMETASONE	MOMETASONE FUROATE	MOMETASONE	FALSE	MOMETASONE FUROATE
Y	MOMETASONE	MOMETASONE FUROATE (MOMETASONE FUROATE MONOHYDRATE)	MOMETASONE	TRUE	MOMETASONE FUROATE
Y	MONTELUKAST	MONTELUKAST (MONTELUKAST SODIUM)	MONTELUKAST	FALSE	MONTELUKAST (MONTELUKAST SODIUM)
		MOROCTOCOG ALFA	MOROCTOCOG ALFA	FALSE	MOROCTOCOG ALFA
Y	MORPHINE	MORPHINE HYDROCHLORIDE	MORPHINE	FALSE	MORPHINE HYDROCHLORIDE
Y	MORPHINE	MORPHINE SULFATE	MORPHINE	FALSE	MORPHINE SULFATE
Y	MOXIFLOXACIN	MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)	MOXIFLOXACIN	FALSE	MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)
		MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)	MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)	FALSE	MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)
		MUPIROCIN	MUPIROCIN	FALSE	MUPIROCIN
		MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)	MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)	TRUE	MUPIROCIN (MUPIROCIN CALCIUM DIHYDRATE)
		MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL	FALSE	MYCOPHENOLATE MOFETIL
		MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)	MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)	FALSE	MYCOPHENOLATE MOFETIL (MYCOPHENOLATE MOFETIL HYDROCHLORIDE)
		MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)	MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)	FALSE	MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)
		MYROXYLON BALSAMUM	MYROXYLON BALSAMUM	FALSE	MYROXYLON BALSAMUM
		NABILONE	NABILONE	FALSE	NABILONE
		NABUMETONE	NABUMETONE	FALSE	NABUMETONE
		N-ACETYL-L-TYROSINE	N-ACETYL-L-TYROSINE	FALSE	N-ACETYL-L-TYROSINE
		NADOLOL	NADOLOL	FALSE	NADOLOL
		NAFARELIN (NAFARELIN ACETATE)	NAFARELIN (NAFARELIN ACETATE)	FALSE	NAFARELIN (NAFARELIN ACETATE)
		NALBUPHINE HYDROCHLORIDE	NALBUPHINE	FALSE	NALBUPHINE HYDROCHLORIDE
		Naloxegol (Naloxegol oxalate)	Naloxegol (Naloxegol oxalate)	FALSE	Naloxegol (Naloxegol oxalate)
Y	NALOXONE	NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)	NALOXONE	TRUE	NALOXONE (NALOXONE HYDROCHLORIDE)
Y	NALOXONE	NALOXONE HYDROCHLORIDE	NALOXONE	FALSE	NALOXONE HYDROCHLORIDE
Y	NALOXONE	NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)	NALOXONE	TRUE	NALOXONE HYDROCHLORIDE 
		NALTREXONE HYDROCHLORIDE	NALTREXONE HYDROCHLORIDE	FALSE	NALTREXONE HYDROCHLORIDE
		NAPHAZOLINE HYDROCHLORIDE	NAPHAZOLINE HYDROCHLORIDE	FALSE	NAPHAZOLINE HYDROCHLORIDE
		NAPHAZOLINE NITRATE	NAPHAZOLINE NITRATE	FALSE	NAPHAZOLINE NITRATE
Y	NAPROXEN	NAPROXEN	NAPROXEN	FALSE	NAPROXEN
Y	NAPROXEN	NAPROXEN SODIUM	NAPROXEN	FALSE	NAPROXEN SODIUM
		NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)	NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)	FALSE	NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)
		NATALIZUMAB	NATALIZUMAB	FALSE	NATALIZUMAB
		Nebivolol (Nebivolol Hydrochloride)	Nebivolol (Nebivolol Hydrochloride)	FALSE	Nebivolol (Nebivolol Hydrochloride)
		NEDOCROMIL SODIUM	NEDOCROMIL SODIUM	FALSE	NEDOCROMIL SODIUM
		NELARABINE	NELARABINE	FALSE	NELARABINE
		NELFINAVIR (NELFINAVIR MESYLATE)	NELFINAVIR (NELFINAVIR MESYLATE)	FALSE	NELFINAVIR (NELFINAVIR MESYLATE)
		NEOMYCIN (NEOMYCIN SULFATE)	NEOMYCIN (NEOMYCIN SULFATE)	FALSE	NEOMYCIN (NEOMYCIN SULFATE)
		NEOMYCIN SULFATE	NEOMYCIN SULFATE	FALSE	NEOMYCIN SULFATE
		NEON	NEON	FALSE	NEON
		NEOSTIGMINE BROMIDE	NEOSTIGMINE BROMIDE	FALSE	NEOSTIGMINE BROMIDE
		NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE	FALSE	NEOSTIGMINE METHYLSULFATE
		NEVIRAPINE	NEVIRAPINE	FALSE	NEVIRAPINE
		NICOTINAMIDE	NICOTINAMIDE	FALSE	NICOTINAMIDE
		NICOTINIC ACID	NICOTINIC ACID	FALSE	NICOTINIC ACID
Y	NIFEDIPINE	NIFEDIPINE	NIFEDIPINE	FALSE	NIFEDIPINE
		NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)	NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)	TRUE	NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)
		NILUTAMIDE	NILUTAMIDE	FALSE	NILUTAMIDE
		NIMODIPINE	NIMODIPINE	FALSE	NIMODIPINE
		NINTEDANIB (NINTEDANIB ESILATE)	NINTEDANIB (NINTEDANIB ESILATE)	FALSE	NINTEDANIB (NINTEDANIB ESILATE)
		NITISINONE	NITISINONE	FALSE	NITISINONE
		NITRAZEPAM	NITRAZEPAM	FALSE	NITRAZEPAM
		NITRIC OXIDE	NITRIC OXIDE	FALSE	NITRIC OXIDE
Y	NITROFURANTOIN	NITROFURANTOIN	NITROFURANTOIN	FALSE	NITROFURANTOIN
		NITROGEN	NITROGEN	FALSE	NITROGEN
Y	NITROGLYCERIN	NITROGLYCERIN	NITROGLYCERIN	FALSE	NITROGLYCERIN
		NITROUS OXIDE	NITROUS OXIDE	FALSE	NITROUS OXIDE
		NIVOLUMAB	NIVOLUMAB	FALSE	NIVOLUMAB
		NIZATIDINE	NIZATIDINE	FALSE	NIZATIDINE
		NON POLLEN	NON POLLEN	FALSE	NON POLLEN
		Nonacog Gamma	Nonacog Gamma	FALSE	Nonacog Gamma
Y	NORELGESTROMIN	NORELGESTROMIN	NORELGESTROMIN	FALSE	NORELGESTROMIN
		NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)	NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)	FALSE	NOREPINEPHRINE (NOREPINEPHRINE BITARTRATE)
Y	NORETHINDRONE	NORETHINDRONE	NORETHINDRONE	FALSE	NORETHINDRONE
Y	NORETHINDRONE	NORETHINDRONE ACETATE	NORETHINDRONE	FALSE	NORETHINDRONE ACETATE
		NORFLOXACIN	NORFLOXACIN	FALSE	NORFLOXACIN
Y	NORGESTIMATE	NORGESTIMATE	NORGESTIMATE	FALSE	NORGESTIMATE
		NORMETHADONE HYDROCHLORIDE	NORMETHADONE HYDROCHLORIDE	FALSE	NORMETHADONE HYDROCHLORIDE
Y	NORTRIPTYLINE	NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE)	NORTRIPTYLINE	FALSE	NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE)
		NYLIDRIN HYDROCHLORIDE	NYLIDRIN HYDROCHLORIDE	FALSE	NYLIDRIN HYDROCHLORIDE
Y	NYSTATIN	NYSTATIN	NYSTATIN	FALSE	NYSTATIN
		OBETICHOLIC ACID	OBETICHOLIC ACID	FALSE	OBETICHOLIC ACID
		Obinutuzumab	Obinutuzumab	FALSE	Obinutuzumab
		OCRIPLASMIN	OCRIPLASMIN	FALSE	OCRIPLASMIN
		OCTINOXATE	OCTINOXATE	FALSE	OCTINOXATE
		OCTISALATE	OCTISALATE	FALSE	OCTISALATE
		OCTOCRYLENE	OCTOCRYLENE	FALSE	OCTOCRYLENE
		OCTREOTIDE (OCTREOTIDE ACETATE)	OCTREOTIDE (OCTREOTIDE ACETATE)	FALSE	OCTREOTIDE (OCTREOTIDE ACETATE)
		OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE	OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE	FALSE	OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE
		OFLOXACIN	OFLOXACIN	FALSE	OFLOXACIN
		OIL OF TURPENTINE	OIL OF TURPENTINE	FALSE	OIL OF TURPENTINE
Y	OLANZAPINE	OLANZAPINE	OLANZAPINE	FALSE	OLANZAPINE
Y	OLANZAPINE	OLANZAPINE (OLANZAPINE TARTRATE)	OLANZAPINE	FALSE	OLANZAPINE (OLANZAPINE TARTRATE)
		OLAPARIB	OLAPARIB	FALSE	OLAPARIB
		OLIVE OIL	OLIVE OIL	FALSE	OLIVE OIL
Y	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL	OLMESARTAN	FALSE	OLMESARTAN MEDOXOMIL
		Olodaterol (OLODATEROL HYDROCHLORIDE)	Olodaterol (OLODATEROL HYDROCHLORIDE)	FALSE	Olodaterol (OLODATEROL HYDROCHLORIDE)
Y	OLOPATADINE	OLOPATADINE (OLOPATADINE HYDROCHLORIDE)	OLOPATADINE	FALSE	OLOPATADINE (OLOPATADINE HYDROCHLORIDE)
		OLSALAZINE SODIUM	OLSALAZINE SODIUM	FALSE	OLSALAZINE SODIUM
		OMALIZUMAB	OMALIZUMAB	FALSE	OMALIZUMAB
		Ombitasvir	Ombitasvir	FALSE	Ombitasvir
Y	OMEPRAZOLE	OMEPRAZOLE	OMEPRAZOLE	FALSE	OMEPRAZOLE
Y	OMEPRAZOLE	OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)	OMEPRAZOLE	FALSE	OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)
		OnabotulinumtoxinA	OnabotulinumtoxinA	FALSE	OnabotulinumtoxinA
		ONDANSETRON	ONDANSETRON	FALSE	ONDANSETRON
		ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)	ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)	TRUE	ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)
		ONDANSETRON (ONDANSETRON HYDROCHLORIDE)	ONDANSETRON (ONDANSETRON HYDROCHLORIDE)	FALSE	ONDANSETRON (ONDANSETRON HYDROCHLORIDE)
		OPIUM	OPIUM	FALSE	OPIUM
		ORCIPRENALINE SULFATE	ORCIPRENALINE SULFATE	FALSE	ORCIPRENALINE SULFATE
		ORLISTAT	ORLISTAT	FALSE	ORLISTAT
		ORPHENADRINE CITRATE	ORPHENADRINE CITRATE	FALSE	ORPHENADRINE CITRATE
		OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)	OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)	FALSE	OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)
