"ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing","CCDD.status","Comments","DPD_Ingredient_FR","ing_stem_fr","ntp_ing_fr"
"Y","","TRANYLCYPROMINE (TRANYLCYPROMINE SULFATE)","tranylcypromine","FALSE","tranylcypromine (tranylcypromine sulfate)","Released","","Tranylcypromine (Sulfate de tranylcypromine)","tranylcypromine","tranylcypromine (sulfate de tranylcypromine)"
"Y","","TRASTUZUMAB","trastuzumab","FALSE","trastuzumab","Released","","Trastuzumab","trastuzumab","trastuzumab"
"Y","","TRASTUZUMAB EMTANSINE","trastuzumab emtansine","FALSE","trastuzumab emtansine","Released","","TRASTUZUMAB EMTANSINE","trastuzumab emtansine","trastuzumab emtansine"
"Y","TRAVOPROST","TRAVOPROST","travoprost","FALSE","travoprost","Released","","Travoprost","travoprost","travoprost"
"Y","TRAZODONE","TRAZODONE HYDROCHLORIDE","trazodone","FALSE","trazodone hydrochloride","Released","","Chlohydrate de trazodone","trazodone","chlohydrate de trazodone"
"Y","","TREPROSTINIL (TREPROSTINIL SODIUM)","treprostinil","FALSE","treprostinil (treprostinil sodium)","Released","","Tréprostinil (Tréprostinil sodique)","tréprostinil","tréprostinil (tréprostinil sodique)"
"Y","","TRETINOIN","tretinoin","FALSE","tretinoin","Released","","Trétinoïne","trétinoïne","trétinoïne"
"Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","triamcinolone acetonide","FALSE","triamcinolone acetonide","Released","","Acétonide  de triamcinolone","acétonide de triamcinolone","acétonide de triamcinolone"
"Y","","TRIAMCINOLONE DIACETATE","triamcinolone diacetate","FALSE","triamcinolone diacetate","Released","","Diacétate de triamcinolone","diacétate de triamcinolone","diacétate de triamcinolone"
"Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE HEXACETONIDE","triamcinolone hexacetonide","FALSE","triamcinolone hexacetonide","Released","","Hexacétonide de triamcinolone","hexacétonide de triamcinolone","hexacétonide de triamcinolone"
"Y","TRIAMTERENE","TRIAMTERENE","triamterene","FALSE","triamterene","Released","Combination only","Triamtérène","triamtérène","triamtérène"
"Y","","TRIAZOLAM","triazolam","FALSE","triazolam","Released","","Triazolam","triazolam","triazolam"
"Y","","TRICLOSAN","triclosan","FALSE","triclosan","Released","Single ingredient TM out of scope","Triclosan","triclosan","triclosan"
"Y","","TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)","trifluoperazine","FALSE","trifluoperazine (trifluoperazine hydrochloride)","Released","","Trifluopérazine (Chlorhydrate de trifluopérazine)","trifluopérazine","trifluopérazine (chlorhydrate de trifluopérazine)"
"Y","","TRIFLURIDINE","trifluridine","FALSE","trifluridine","Released","","Trifluridine","trifluridine","trifluridine"
"Y","","TRIHEXYPHENIDYL HYDROCHLORIDE","trihexyphenidyl","FALSE","trihexyphenidyl hydrochloride","Released","","Chlorhydrate de trihexyphénidyle","trihexyphénidyle","chlorhydrate de trihexyphénidyle"
"Y","","TRIMEBUTINE MALEATE","trimebutine","FALSE","trimebutine maleate","Released","","Maléate de trimébutine","trimébutine","maléate de trimébutine"
"Y","","TRIMEPRAZINE (TRIMEPRAZINE TARTRATE)","trimeprazine","FALSE","trimeprazine (trimeprazine tartrate)","Released","","Triméprazine (Tartrate de triméprazine)","triméprazine","triméprazine (tartrate de triméprazine)"
"Y","TRIMETHOPRIM","TRIMETHOPRIM","trimethoprim","FALSE","trimethoprim","Released","","Triméthoprime","triméthoprime","triméthoprime"
"Y","TRIMETHOPRIM","TRIMETHOPRIM (TRIMETHOPRIM SULFATE)","trimethoprim","FALSE","trimethoprim (trimethoprim sulfate)","Released","","Triméthoprime (Sulfate de triméthoprime)","triméthoprime","triméthoprime (sulfate de triméthoprime)"
"Y","","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)","trimipramine","FALSE","trimipramine (trimipramine maleate)","Released","","Trimipramine (Maléate de trimipramine)","trimipramine","trimipramine (maléate de trimipramine)"
"","","TRIPELENNAMINE HYDROCHLORIDE","tripelennamine hydrochloride","FALSE","tripelennamine hydrochloride","No live products","","Chlorhydrate de tripélennamine","tripélennamine","chlorhydrate de tripélennamine"
"Y","","TRIPROLIDINE HYDROCHLORIDE","triprolidine","FALSE","triprolidine hydrochloride","Released","","Chlorhydrate de triprolidine","triprolidine","chlorhydrate de triprolidine"
"Y","","TRIPTORELIN (TRIPTORELIN PAMOATE)","triptorelin","FALSE","triptorelin (triptorelin pamoate)","Released","","Triptoréline (Pamoate de triptoréline)","triptoréline","triptoréline (pamoate de triptoréline)"
"Y","","TRIPTORELIN ACETATE","triptorelin","FALSE","triptorelin acetate","Released","","Acétate de triptoréline","triptoréline","acétate de triptoréline"
"Y","","TROLAMINE SALICYLATE","trolamine salicylate","FALSE","trolamine salicylate","Released","","Salicylate de trolamine","salicylate de trolamine","salicylate de trolamine"
"Y","","TROMETAMOL","trometamol","FALSE","trometamol","No live products","","Trométamol","trométamol","trométamol"
"Y","","TROPICAMIDE","tropicamide","FALSE","tropicamide","Released","","Tropicamide","tropicamide","tropicamide"
"Y","","TROSPIUM CHLORIDE","trospium","FALSE","trospium chloride","Released","","Chlorure de trospium","trospium","chlorure de trospium"
"Y","","TRYPAN BLUE","trypan blue","FALSE","trypan blue","Released","","Trypan blue","bleu trypan","bleu trypan"
"Y","","TRYPTOPHAN","tryptophan","FALSE","tryptophan","Released","","Tryptophane","tryptophane","tryptophane"
"Y","","TUROCTOCOG ALFA","turoctocog alfa","FALSE","turoctocog alfa","Released","","TUROCTOCOG ALFA","turoctocog alfa","turoctocog alfa"
"","","TYPHOID VACCINE (SALMONELLA TYPHI TY21A)","typhoid vaccine (salmonella typhi ty21a)","FALSE","typhoid vaccine (salmonella typhi ty21a)","Immunologic","","Vaccin antitiphoïdique (Salmonella TYPHI TY21A)","typhoid vaccine (salmonella typhi ty21a)","typhoid vaccine (salmonella typhi ty21a)"
"","","TYROSINE","tyrosine","FALSE","tyrosine","TPN","","Tyrosine","tyrosine","tyrosine"
"Y","","ULIPRISTAL ACETATE","ulipristal","FALSE","ulipristal acetate","Released","","Ulipristal Acétate","ulipristal","acétate d'ulipristal"
"Y","UMECLIDINIUM","UMECLIDINIUM (UMECLIDINIUM BROMIDE)","umeclidinium","FALSE","umeclidinium (umeclidinium bromide)","Released","","Uméclidinium (Bromure d'uméclidinium)","uméclidinium","uméclidinium (bromure d'uméclidinium)"
"Y","","UREA","urea","FALSE","urea","Released","One live product in scope","Urée","urée","urée"
"Y","","URSODIOL","ursodiol","FALSE","ursodiol","Released","","Ursodiol","ursodiol","ursodiol"
"Y","","USTEKINUMAB","ustekinumab","FALSE","ustekinumab","Released","","Ustékinumab","ustékinumab","ustékinumab"
"Y","VALACYCLOVIR","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE MONOHYDRATE)","valacyclovir","TRUE","valacyclovir (valacyclovir hydrochloride)","Released","","Valaciclovir","valaciclovir","valaciclovir (chlorhydrate de valaciclovir)"
"Y","VALACYCLOVIR","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","valacyclovir","FALSE","valacyclovir (valacyclovir hydrochloride)","Released","","Valaciclovir (Chlorhydrate de valaciclovir)","valaciclovir","valaciclovir (chlorhydrate de valaciclovir)"
"Y","","VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE)","valganciclovir","FALSE","valganciclovir (valganciclovir hydrochloride)","Released","","Valganciclovir (Chlorhydrate de valganciclovir)","valganciclovir","valganciclovir (chlorhydrate de valganciclovir)"
"","","VALINE","valine","FALSE","valine","TPN","","Valine","valine","valine"
"Y","VALPROIC ACID","VALPROIC ACID","valproic acid (base)","FALSE","valproic acid","Released","","Acide valproïque","acide valproïque (base)","acide valproïque"
"Y","DIVALPROEX","VALPROIC ACID (DIVALPROEX SODIUM)","valproic acid (divalproex)","FALSE","valproic acid (divalproex sodium)","Released","","Acide valproïque (Divalproex de sodium)","acide valproïque (divalproex)","acide valproïque (divalproex sodique)"
"Y","VALPROIC ACID","VALPROIC ACID (SODIUM VALPROATE)","valproic acid (valproate)","FALSE","valproic acid (sodium valproate)","Released","","Acide valproïque (Valproate de sodium)","acide valproïque (valproate)","acide valproïque (valproate de sodium)"
"Y","VALSARTAN","VALSARTAN","valsartan","FALSE","valsartan","Released","","Valsartan","valsartan","valsartan"
"Y","","VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)","valsartan","FALSE","valsartan (sacubitril valsartan sodium hydrate complex)","Released","","Valsartan (Complexe sodique hydraté de sacubitril/valsartan)","valsartan","valsartan (complexe sodique hydraté de sacubitril et valsartan)"
"Y","","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","vancomycin","FALSE","vancomycin (vancomycin hydrochloride)","Released","","Vancomycine (Chlorhydrate de vancomycine)","vancomycine","vancomycine (chlorhydrate de vancomycine)"
"Y","","VANCOMYCIN HYDROCHLORIDE","vancomycin","FALSE","vancomycin hydrochloride","Released","","Chlorhydrate de vancomycine","vancomycine","chlorhydrate de vancomycine"
"Y","","VANDETANIB","vandetanib","FALSE","vandetanib","Released","","Vandétanib","vandétanib","vandétanib"
"Y","","VARDENAFIL (VARDENAFIL HYDROCHLORIDE)","vardenafil","FALSE","vardenafil (vardenafil hydrochloride)","Released","","Vardénafil (Chlorhydrate de vardénafil)","vardénafil","vardénafil (chlorhydrate de vardénafil)"
"Y","VARENICLINE","VARENICLINE (VARENICLINE TARTRATE)","varenicline","FALSE","varenicline (varenicline tartrate)","Released","","Varénicline (Tartrate de varénicline)","varénicline","varénicline (tartrate de varénicline)"
"","","VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN","varicella zoster immune globulin human","FALSE","varicella zoster immune globulin human","Immunologic","","","varicella zoster immune globulin human","varicella zoster immune globulin human"
"","","VARICELLA ZOSTER IMMUNOGLOBULIN (HUMAN)","varicella zoster immunoglobulin (human)","FALSE","varicella zoster immunoglobulin (human)","Immunologic","","Immunoglobuline (humaine) contre le virus varicelle-zona","varicella zoster immunoglobulin (human)","varicella zoster immunoglobulin (human)"
"","","VARICELLA-ZOSTER VIRUS GLYCOPROTEIN E ANTIGEN","varicella-zoster virus glycoprotein E antigen","FALSE","varicella-zoster virus glycoprotein E antigen","Immunologic","","Antigène Glycoprotéine E du Virus de la Varicelle-Zona","varicella-zoster virus glycoprotein E antigen","varicella-zoster virus glycoprotein E antigen"
"","","VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN)","varicella-zoster virus vaccine live attenuated (oka/merck strain)","FALSE","varicella-zoster virus vaccine live attenuated (oka/merck strain)","Immunologic","","Vaccin contre le virus varicelle-zona vivant atténué (souche Oka/Merck)","varicella-zoster virus vaccine live attenuated (oka/merck strain)","varicella-zoster virus vaccine live attenuated (oka/merck strain)"
"Y","","VASOPRESSIN","vasopressin","FALSE","vasopressin","Released","","Vasopressine","vasopressine","vasopressine"
"Y","","VECURONIUM BROMIDE","vecuronium","FALSE","vecuronium bromide","No live products","","Bromure de vécuronium","vécuronium","bromure de vécuronium"
"Y","","VEDOLIZUMAB","vedolizumab","FALSE","vedolizumab","Released","","Védolizumab","védolizumab","védolizumab"
"Y","","VELAGLUCERASE ALFA","velaglucerase alfa","FALSE","velaglucerase alfa","Released","","Vélaglucérase Alfa","vélaglucérase alfa","vélaglucérase alfa"
"Y","","VELPATASVIR","velpatasvir","FALSE","velpatasvir","Released","Combination only","Velpatasvir","velpatasvir","velpatasvir"
"Y","","VEMURAFENIB","vemurafenib","FALSE","vemurafenib","Released","","Vémurafénib","vémurafénib","vémurafénib"
"Y","","VENETOCLAX","venetoclax","FALSE","venetoclax","Released","","Venetoclax","vénétoclax","vénétoclax"
"Y","VENLAFAXINE","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","venlafaxine","FALSE","venlafaxine (venlafaxine hydrochloride)","Released","","Venlafaxine (Chlorhydrate de venlafaxine)","venlafaxine","venlafaxine (chlorhydrate de venlafaxine)"
"Y","VERAPAMIL","VERAPAMIL HYDROCHLORIDE","verapamil","FALSE","verapamil hydrochloride","Released","","Chlorhydrate de vérapamil","vérapamil","chlorhydrate de vérapamil"
"Y","","VERNAKALANT HYDROCHLORIDE","vernakalant","FALSE","vernakalant hydrochloride","Released","","Chlorhydrate de vernakalant","vernakalant","chlorhydrate de vernakalant"
"Y","","VERTEPORFIN","verteporfin","FALSE","verteporfin","Released","","Vertéporfine","vertéporfine","vertéporfine"
"","","VESPULA SPP VENOM PROTEIN EXTRACT","vespula spp venom protein extract","FALSE","vespula spp venom protein extract","Allergen","","Extrait de protéine de venin de guêpe (vespula spp)","vespula spp venom protein extract","vespula spp venom protein extract"
"","","VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED","vibrio cholerae inaba 48 classical biotype, heat inactivated","FALSE","vibrio cholerae inaba 48 classical biotype, heat inactivated","Immunologic","","Biotype classique inaba 48 de vibrio cholerae, inactivé à la chaleur","vibrio cholerae inaba 48 classical biotype, heat inactivated","vibrio cholerae inaba 48 classical biotype, heat inactivated"
"","","VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED","vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated","FALSE","vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated","Immunologic","","Biotype e1 tor inaba 6973 de vibrio cholerae, inactivé au formol","vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated","vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated"
"","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED","vibrio cholerae ogawa 50 classical biotype, formalin inactivated","FALSE","vibrio cholerae ogawa 50 classical biotype, formalin inactivated","Immunologic","","Biotype classique ogawa 50 de vibrio cholerae, inactivé au formol","vibrio cholerae ogawa 50 classical biotype, formalin inactivated","vibrio cholerae ogawa 50 classical biotype, formalin inactivated"
"","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED","vibrio cholerae ogawa 50 classical biotype, heat inactivated","FALSE","vibrio cholerae ogawa 50 classical biotype, heat inactivated","Immunologic","","Biotype classique ogawa 50 de vibrio cholerae, inactivé à la chaleur","vibrio cholerae ogawa 50 classical biotype, heat inactivated","vibrio cholerae ogawa 50 classical biotype, heat inactivated"
"Y","","VIGABATRIN","vigabatrin","FALSE","vigabatrin","Released","","Vigabatrine","vigabatrine","vigabatrine"
"Y","VILANTEROL","VILANTEROL (VILANTEROL TRIFENATATE)","vilanterol","FALSE","vilanterol (vilanterol trifenatate)","Released","Combination only","Vilantérol (Trifénatate de vilantérol)","vilantérol","vilantérol (trifénatate de vilantérol)"
"Y","","VILAZODONE HYDROCHLORIDE","vilazodone","FALSE","vilazodone hydrochloride","Released","","CHLORHYDRATE DE VILAZODONE","vilazodone","chlorhydrate de vilazodone"
"Y","","VINBLASTINE SULFATE","vinblastine","FALSE","vinblastine sulfate","Released","","Sulfate de vinblastine","vinblastine","sulfate de vinblastine"
"Y","","VINCRISTINE SULFATE","vincristine","FALSE","vincristine sulfate","Released","","Sulfate de vincristine","sulfate de vincristine","sulfate de vincristine"
"Y","","VINORELBINE (VINORELBINE TARTRATE)","vinorelbine","FALSE","vinorelbine (vinorelbine tartrate)","Released","","Vinorelbine (Tartrate de vinorelbine)","vinorelbine","vinorelbine (tartrate de vinorelbine)"
"Y","","VISMODEGIB","vismodegib","FALSE","vismodegib","Released","","Vismodégib","vismodégib","vismodégib"
"Y","","VITAMIN A","vitamin A","FALSE","vitamin A","No products in scope","No products in scope and precise vitamer not specified","Vitamine A","rétinol","rétinol"
"Y","","VITAMIN A (RETINOL PALMITATE)","retinol","FALSE","retinol palmitate","Released","No products in scope","Vitamine A (Palmitate de rétinol)","rétinol","palmitate de rétinol"
"Y","","VITAMIN A (RETINYL PALMITATE)","retinol","FALSE","retinyl palmitate","Released","","Vitamine A","rétinol","palmitate de rétinyle"
"Y","","VITAMIN B1","thiamine","FALSE","thiamine","Released","","Vitamine B1","thiamine","thiamine"
"Y","","VITAMIN B1 (THIAMINE HYDROCHLORIDE)","thiamine","FALSE","thiamine hydrochloride","Released","","Vitamine B1 (Chlorhydrate de thiamine)","thiamine","chlorhydrate de thiamine"
"Y","","VITAMIN B1 (THIAMINE MONONITRATE)","thiamine","FALSE","thiamine mononitrate","Released","","Vitamine B1 (Mononitrate de thiamine)","thiamine","mononitrate de thiamine"
"Y","","VITAMIN B12","cyanocobalamin","FALSE","cyanocobalamin","Released","","Vitamine B12","cyanocobalamine","cyanocobalamine"
"Y","","VITAMIN B12 (CYANOCOBALAMIN)","cyanocobalamin","FALSE","cyanocobalamin","Released","","Vitamine B12 (Cyanocobalamine)","cyanocobalamine","cyanocobalamine"
"Y","","VITAMIN B12 (VITAMIN B12)","cyanocobalamin","FALSE","cyanocobalamin","Released","","Vitamine B12 (Vitamine B12)","cyanocobalamine","cyanocobalamine"
"Y","","VITAMIN B2","riboflavin","FALSE","riboflavin","No products in scope","","Vitanine B2","riboflavine","riboflavine"
"Y","","VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM)","riboflavin","FALSE","riboflavin phosphate sodium","No products in scope","","Vitanine B2 (Riboflavine 5'-phosphate sodique)","riboflavine","riboflavine phosphate sodique"
"Y","","VITAMIN B2 (RIBOFLAVIN)","riboflavin","FALSE","riboflavin","No products in scope","","Vitanine B2 (Riboflavine)","riboflavine","riboflavine"
"Y","","VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE)","riboflavin","FALSE","riboflavin phosphate","No products in scope","","Vitanine B2 (5-phosphate de riboflavine)","riboflavine","phosphate de riboflavine"
"Y","","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","pyridoxine","FALSE","pyridoxine hydrochloride","Released","","Vitamine B6 (Chlorhydrate de pyridoxine)","pyridoxine","chlorhydrate de pyridoxine"
