"drug_code","ccdd","n_ing","ai_code_set","tm_formal_name","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name","mp_ing_formal_name"
1130,FALSE,1,"7626","methylprednisolone (methylprednisolone sodium succinate)","1 G per VIAL","METHYLPREDNISOLONE SODIUM SUCCINATE","methylprednisolone (methylprednisolone sodium succinate)","methylprednisolone (methylprednisolone sodium succinate) 1 g per vial","methylprednisolone (methylprednisolone sodium succinate) 1 g per vial"
1132,FALSE,1,"7626","methylprednisolone (methylprednisolone sodium succinate)","500 MG per VIAL","METHYLPREDNISOLONE SODIUM SUCCINATE","methylprednisolone (methylprednisolone sodium succinate)","methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial","methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial"
1134,FALSE,1,"7624","methylprednisolone acetate","40 MG per ML","METHYLPREDNISOLONE ACETATE","methylprednisolone acetate","methylprednisolone acetate 40 mg per mL","methylprednisolone acetate 40 mg per mL"
1147,TRUE,1,"7610","betamethasone valerate","0.1 %","BETAMETHASONE VALERATE","betamethasone (betamethasone valerate)","betamethasone (betamethasone valerate) 0.1 %","betamethasone (betamethasone valerate) 0.1 %"
1172,NA,1,"20365","NA","0.5 %","PROXYMETACAINE HYDROCHLORIDE","NA","NA 0.5 %","NA"
1181,FALSE,1,"9547","mannitol","250 MG per ML","MANNITOL","mannitol","mannitol 250 mg per mL","mannitol 250 mg per mL"
1184,TRUE,1,"8376","cephalexin","125 MG per 5 ML","CEPHALEXIN","cephalexin","cephalexin 125 mg per 5 mL","cephalexin 125 mg per 5 mL"
1192,TRUE,1,"10128","azathioprine","50 MG","AZATHIOPRINE","azathioprine","azathioprine 50 mg","azathioprine 50 mg"
1193,NA,1,"10153","NA","2 MG","CHLORAMBUCIL","NA","NA 2 mg","NA"
1195,NA,1,"9872","NA","2 MG","MELPHALAN","NA","NA 2 mg","NA"
1201,FALSE,1,"12859","iothalamate meglumine","300 MG per ML","IOTHALAMATE MEGLUMINE","iothalamate meglumine","iothalamate meglumine 300 mg per mL","iothalamate meglumine 300 mg per mL"
1212,TRUE,1,"8376","cephalexin","250 MG per 5 ML","CEPHALEXIN","cephalexin","cephalexin 250 mg per 5 mL","cephalexin 250 mg per 5 mL"
1214,FALSE,1,"11190","ketamine (ketamine hydrochloride)","10 MG per ML","KETAMINE HYDROCHLORIDE","ketamine (ketamine hydrochloride)","ketamine (ketamine hydrochloride) 10 mg per mL","ketamine (ketamine hydrochloride) 10 mg per mL"
1215,FALSE,1,"11190","ketamine (ketamine hydrochloride)","50 MG per ML","KETAMINE HYDROCHLORIDE","ketamine (ketamine hydrochloride)","ketamine (ketamine hydrochloride) 50 mg per mL","ketamine (ketamine hydrochloride) 50 mg per mL"
1225,TRUE,1,"8551","clindamycin","75 MG per 5 ML","CLINDAMYCIN 2-PALMITATE HYDROCHLORIDE","clindamycin (clindamycin palmitate hydrochloride)","clindamycin (clindamycin palmitate hydrochloride) 75 mg per 5 mL","clindamycin (clindamycin 2-palmitate hydrochloride) 75 mg per 5 mL"
1233,TRUE,3,"150, 8231, 9358","acetylsalicylic acid and butalbital and caffeine","330 MG, 50 MG, 40 MG","ACETYLSALICYLIC ACID, BUTALBITAL, CAFFEINE","acetylsalicylic acid, butalbital, caffeine","acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg","acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg"
1235,FALSE,1,"2662","pitcher plant","100 %","PITCHER PLANT","pitcher plant","pitcher plant 100 %","pitcher plant 100 %"
1239,FALSE,1,"55","sodium chloride","9 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 9 mg per mL","sodium chloride 9 mg per mL"
1253,TRUE,1,"9412","nitroglycerin","0.6 MG","NITROGLYCERIN","nitroglycerin","nitroglycerin 0.6 mg","nitroglycerin 0.6 mg"
1254,TRUE,1,"9412","nitroglycerin","0.3 MG","NITROGLYCERIN","nitroglycerin","nitroglycerin 0.3 mg","nitroglycerin 0.3 mg"
1256,FALSE,1,"9782","dimenhydrinate","15 MG per 5 ML","DIMENHYDRINATE","dimenhydrinate","dimenhydrinate 15 mg per 5 mL","dimenhydrinate 15 mg per 5 mL"
1263,TRUE,1,"10187","amitriptyline","50 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 50 mg","amitriptyline hydrochloride 50 mg"
1264,TRUE,1,"10187","amitriptyline","25 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 25 mg","amitriptyline hydrochloride 25 mg"
1265,TRUE,1,"10187","amitriptyline","10 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 10 mg","amitriptyline hydrochloride 10 mg"
1275,TRUE,1,"7486","testosterone","200 MG per ML","TESTOSTERONE ENANTHATE","testosterone enanthate","testosterone enanthate 200 mg per mL","testosterone enanthate 200 mg per mL"
1281,FALSE,2,"720, 7140","magnesium hydroxide and mineral oil","60 MG per ML, 0.25 ML per ML","MAGNESIUM HYDROXIDE, MINERAL OIL","magnesium hydroxide, mineral oil","magnesium hydroxide 60 mg per mL and mineral oil 0.25 mL per mL","magnesium hydroxide 60 mg per mL and mineral oil 0.25 mL per mL"
1285,TRUE,2,"7610, 8632","betamethasone valerate and gentamicin (gentamicin sulfate)","1 MG per G, 1 MG per G","BETAMETHASONE VALERATE, GENTAMICIN SULFATE","betamethasone (betamethasone valerate), gentamicin (gentamicin sulfate)","betamethasone (betamethasone valerate) 1 mg per g and gentamicin (gentamicin sulfate) 1 mg per g","betamethasone (betamethasone valerate) 1 mg per g and gentamicin (gentamicin sulfate) 1 mg per g"
1286,TRUE,1,"7566","prednisone","50 MG","PREDNISONE","prednisone","prednisone 50 mg","prednisone 50 mg"
1290,TRUE,1,"7500","norethindrone","0.35 MG","NORETHINDRONE","norethindrone","norethindrone 0.35 mg","norethindrone 0.35 mg"
1293,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","50 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 50 mg","chlorpromazine (chlorpromazine hydrochloride) 50 mg"
1294,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","25 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 25 mg","chlorpromazine (chlorpromazine hydrochloride) 25 mg"
1295,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","100 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 100 mg","chlorpromazine (chlorpromazine hydrochloride) 100 mg"
1299,TRUE,1,"10207","phenytoin sodium","100 MG","PHENYTOIN SODIUM","phenytoin sodium","phenytoin sodium 100 mg","phenytoin sodium 100 mg"
1327,TRUE,1,"10227","lithium carbonate","300 MG","LITHIUM CARBONATE","lithium carbonate","lithium carbonate 300 mg","lithium carbonate 300 mg"
1394,FALSE,4,"6984, 7624, 8636, 74","aluminum chlorohydrate and methylprednisolone acetate and neomycin sulfate and sulfur","100 MG per ML, 2.5 MG per ML, 2.5 MG per ML, 50 MG per ML","ALUMINUM CHLOROHYDRATE, METHYLPREDNISOLONE ACETATE, NEOMYCIN SULFATE, SULFUR","aluminum chlorohydrate, methylprednisolone acetate, neomycin sulfate, sulfur","aluminum chlorohydrate 100 mg per mL and methylprednisolone acetate 2.5 mg per mL and neomycin sulfate 2.5 mg per mL and sulfur 50 mg per mL","aluminum chlorohydrate 100 mg per mL and methylprednisolone acetate 2.5 mg per mL and neomycin sulfate 2.5 mg per mL and sulfur 50 mg per mL"
1396,FALSE,1,"7626","methylprednisolone","16 MG","METHYLPREDNISOLONE","methylprednisolone","methylprednisolone 16 mg","methylprednisolone 16 mg"
1397,FALSE,1,"7626","methylprednisolone","4 MG","METHYLPREDNISOLONE","methylprednisolone","methylprednisolone 4 mg","methylprednisolone 4 mg"
1398,TRUE,1,"7487","testosterone","100 MG per ML","TESTOSTERONE CYPIONATE","testosterone cypionate","testosterone cypionate 100 mg per mL","testosterone cypionate 100 mg per mL"
1401,TRUE,1,"7498","norethindrone","5 MG","NORETHINDRONE ACETATE","norethindrone acetate","norethindrone acetate 5 mg","norethindrone acetate 5 mg"
1403,TRUE,1,"7408","spironolactone","25 MG","SPIRONOLACTONE","spironolactone","spironolactone 25 mg","spironolactone 25 mg"
1404,TRUE,2,"10234, 7408","hydrochlorothiazide and spironolactone","25 MG, 25 MG","HYDROCHLOROTHIAZIDE, SPIRONOLACTONE","hydrochlorothiazide, spironolactone","hydrochlorothiazide 25 mg and spironolactone 25 mg","hydrochlorothiazide 25 mg and spironolactone 25 mg"
1434,TRUE,1,"8376","cephalexin","500 MG","CEPHALEXIN MONOHYDRATE","cephalexin","cephalexin 500 mg","cephalexin (cephalexin monohydrate) 500 mg"
1436,TRUE,1,"626","chlorhexidine","4 %","CHLORHEXIDINE GLUCONATE","chlorhexidine gluconate","chlorhexidine gluconate 4 %","chlorhexidine gluconate 4 %"
1470,FALSE,1,"7576","fluorometholone","0.1 %","FLUOROMETHOLONE","fluorometholone","fluorometholone 0.1 %","fluorometholone 0.1 %"
1471,FALSE,1,"20261","ethambutol hydrochloride","100 MG","ETHAMBUTOL HYDROCHLORIDE","ethambutol hydrochloride","ethambutol hydrochloride 100 mg","ethambutol hydrochloride 100 mg"
1472,FALSE,1,"20261","ethambutol hydrochloride","400 MG","ETHAMBUTOL HYDROCHLORIDE","ethambutol hydrochloride","ethambutol hydrochloride 400 mg","ethambutol hydrochloride 400 mg"
1508,TRUE,1,"8926","epinephrine","1 MG per ML","EPINEPHRINE HYDROCHLORIDE","epinephrine (epinephrine hydrochloride)","epinephrine (epinephrine hydrochloride) 1 mg per mL","epinephrine (epinephrine hydrochloride) 1 mg per mL"
1530,FALSE,1,"4179","cyclopentolate","1 %","CYCLOPENTOLATE HYDROCHLORIDE","cyclopentolate hydrochloride","cyclopentolate hydrochloride 1 %","cyclopentolate hydrochloride 1 %"
1548,FALSE,3,"42, 55, 1074","dextrose and sodium chloride and sodium lactate","25 MG per ML, 3 MG per ML, 3.1 MG per ML","DEXTROSE, SODIUM CHLORIDE, SODIUM LACTATE","dextrose, sodium chloride, sodium lactate","dextrose 25 mg per mL and sodium chloride 3 mg per mL and sodium lactate 3.1 mg per mL","dextrose 25 mg per mL and sodium chloride 3 mg per mL and sodium lactate 3.1 mg per mL"
1553,FALSE,1,"10193","bisacodyl","5 MG","BISACODYL","bisacodyl","bisacodyl 5 mg","bisacodyl 5 mg"
1555,FALSE,1,"10193","bisacodyl","10 MG","BISACODYL","bisacodyl","bisacodyl 10 mg","bisacodyl 10 mg"
1598,FALSE,1,"10002","mefenamic acid","250 MG","MEFENAMIC ACID","mefenamic acid","mefenamic acid 250 mg","mefenamic acid 250 mg"
1619,FALSE,2,"10225, 7624","lidocaine hydrochloride and methylprednisolone acetate","10 MG per ML, 40 MG per ML","LIDOCAINE HYDROCHLORIDE, METHYLPREDNISOLONE ACETATE","lidocaine hydrochloride, methylprednisolone acetate","lidocaine hydrochloride 10 mg per mL and methylprednisolone acetate 40 mg per mL","lidocaine hydrochloride 10 mg per mL and methylprednisolone acetate 40 mg per mL"
1620,TRUE,1,"8551","clindamycin","150 MG per ML","CLINDAMYCIN PHOSPHATE","clindamycin (clindamycin phosphate)","clindamycin (clindamycin phosphate) 150 mg per mL","clindamycin (clindamycin phosphate) 150 mg per mL"
1622,FALSE,5,"49, 53, 10292, 55, 6787","magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate","30 MG per 100 ML, 37 MG per 100 ML, 368 MG per 100 ML, 526 MG per 100 ML, 502 MG per 100 ML","MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL","magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL"
1623,FALSE,6,"42, 49, 53, 10292, 55, 6787","dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate","5 G per 100 ML, 30 MG per 100 ML, 37 MG per 100 ML, 368 MG per 100 ML, 526 MG per 100 ML, 502 MG per 100 ML","DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","dextrose 5 g per 100 mL and magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL","dextrose 5 g per 100 mL and magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL"
1628,FALSE,4,"51, 53, 55, 1074","calcium chloride and potassium chloride and sodium chloride and sodium lactate","20 MG per 100 ML, 30 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL","calcium chloride 20 mg per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
1642,TRUE,1,"8618","erythromycin","250 MG per 5 ML","ERYTHROMYCIN ESTOLATE","erythromycin (erythromycin estolate)","erythromycin (erythromycin estolate) 250 mg per 5 mL","erythromycin (erythromycin estolate) 250 mg per 5 mL"
1649,FALSE,3,"253, 649, 648","amylase and lipase and protease","40000 UNIT, 10000 UNIT, 35000 UNIT","AMYLASE, LIPASE, PROTEASE","amylase, lipase, protease","amylase 40000 unit and lipase 10000 unit and protease 35000 unit","amylase 40000 unit and lipase 10000 unit and protease 35000 unit"
1657,TRUE,1,"12708","conjugated estrogens","0.625 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 0.625 mg","conjugated estrogens 0.625 mg"
1667,FALSE,3,"6849, 9766, 2813","coal tar and salicylic acid and triclosan","5 %, 2 %, 0.3 %","COAL TAR, SALICYLIC ACID, TRICLOSAN","coal tar, salicylic acid, triclosan","coal tar 5 % and salicylic acid 2 % and triclosan 0.3 %","coal tar 5 % and salicylic acid 2 % and triclosan 0.3 %"
1668,FALSE,1,"2813","triclosan","0.5 %","TRICLOSAN","triclosan","triclosan 0.5 %","triclosan 0.5 %"
1673,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride and dextrose and potassium chloride and sodium chloride and sodium lactate","20 MG per 100 ML, 5 G per 100 ML, 30 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and dextrose 5 g per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL","calcium chloride 20 mg per 100 mL and dextrose 5 g per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
1690,TRUE,1,"10187","amitriptyline","50 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 50 mg","amitriptyline hydrochloride 50 mg"
1695,FALSE,1,"20246","phenazopyridine hydrochloride","100 MG","PHENAZOPYRIDINE HYDROCHLORIDE","phenazopyridine hydrochloride","phenazopyridine hydrochloride 100 mg","phenazopyridine hydrochloride 100 mg"
1723,TRUE,1,"10234","hydrochlorothiazide","25 MG","HYDROCHLOROTHIAZIDE","hydrochlorothiazide","hydrochlorothiazide 25 mg","hydrochlorothiazide 25 mg"
1731,FALSE,1,"13337","trometamol","36 MG per ML","TROMETAMOL","trometamol","trometamol 36 mg per mL","trometamol 36 mg per mL"
1734,FALSE,1,"8826","water","100 %","WATER","water","water 100 %","water 100 %"
1735,FALSE,1,"55","sodium chloride","50 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 50 mg per mL","sodium chloride 50 mg per mL"
1736,FALSE,1,"55","sodium chloride","4.5 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 4.5 mg per mL","sodium chloride 4.5 mg per mL"
1737,FALSE,6,"42, 49, 53, 10292, 55, 6787","dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate","50 MG per ML, 0.14 MG per ML, 0.37 MG per ML, 2.22 MG per ML, 5.26 MG per ML, 5.02 MG per ML","DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","dextrose 50 mg per mL and magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL","dextrose 50 mg per mL and magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL"
1738,FALSE,5,"49, 53, 10292, 55, 6787","magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate","0.14 MG per ML, 0.37 MG per ML, 2.22 MG per ML, 5.26 MG per ML, 5.02 MG per ML","MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL","magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL"
1739,FALSE,4,"42, 5253, 1076, 55","dextrose and magnesium acetate and potassium acetate and sodium chloride","50 MG per ML, 0.21 MG per ML, 1.28 MG per ML, 2.34 MG per ML","DEXTROSE, MAGNESIUM ACETATE, POTASSIUM ACETATE, SODIUM CHLORIDE","dextrose, magnesium acetate, potassium acetate, sodium chloride","dextrose 50 mg per mL and magnesium acetate 0.21 mg per mL and potassium acetate 1.28 mg per mL and sodium chloride 2.34 mg per mL","dextrose 50 mg per mL and magnesium acetate 0.21 mg per mL and potassium acetate 1.28 mg per mL and sodium chloride 2.34 mg per mL"
1740,FALSE,1,"9547","mannitol","200 MG per ML","MANNITOL","mannitol","mannitol 200 mg per mL","mannitol 200 mg per mL"
1743,FALSE,2,"9969, 55","dextran and sodium chloride","10 %, 0.9 %","DEXTRAN, SODIUM CHLORIDE","dextran, sodium chloride","dextran 10 % and sodium chloride 0.9 %","dextran 10 % and sodium chloride 0.9 %"
1744,FALSE,2,"9969, 42","dextran and dextrose","100 MG per ML, 50 MG per ML","DEXTRAN, DEXTROSE","dextran, dextrose","dextran 100 mg per mL and dextrose 50 mg per mL","dextran 100 mg per mL and dextrose 50 mg per mL"
1745,FALSE,4,"51, 53, 55, 1074","calcium chloride and potassium chloride and sodium chloride and sodium lactate","0.2 MG per ML, 0.3 MG per ML, 6 MG per ML, 3.1 MG per ML","CALCIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, potassium chloride, sodium chloride, sodium lactate","calcium chloride 0.2 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL","calcium chloride 0.2 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL"
1746,FALSE,1,"42","dextrose","500 MG per ML","DEXTROSE","dextrose","dextrose 500 mg per mL","dextrose 500 mg per mL"
1747,FALSE,2,"42, 55","dextrose and sodium chloride","50 MG per ML, 9 MG per ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 50 mg per mL and sodium chloride 9 mg per mL","dextrose 50 mg per mL and sodium chloride 9 mg per mL"
1748,FALSE,1,"42","dextrose","100 MG per ML","DEXTROSE","dextrose","dextrose 100 mg per mL","dextrose 100 mg per mL"
1749,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride and dextrose and potassium chloride and sodium chloride and sodium lactate","0.2 MG per ML, 50 MG per ML, 0.3 MG per ML, 6 MG per ML, 3.1 MG per ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 0.2 mg per mL and dextrose 50 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL","calcium chloride 0.2 mg per mL and dextrose 50 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL"
