drug_code,drug_identification_number,mp_formal_name,ntp_formal_name,ntp_type,ntp_code,Entry.type,Change.Plan,mp_formal_name_fr,ntp_formal_name_fr
42952,2197502,SELECT 1/35 (21-DAY) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet) PFIZER CANADA ULC,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet,NA,9009394,Str - Unit,,SELECT 1/35 (21-DAY) (éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral) PFIZER CANADA ULC,éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral
5105,0372838,ORTHO 1/35 TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) JANSSEN INC,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet,NA,9009397,Inact Comp,,ORTHO 1/35 TABLETS (28 DAY) éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral) JANSSEN INC,éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral
42922,2189062,BREVICON 1/35 TABLETS (28-DAY PACK) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) PFIZER CANADA ULC,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet,NA,9009397,Inact Comp,,BREVICON 1/35 TABLETS (28-DAY PACK) (éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral) PFIZER CANADA ULC,éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral
42960,2199297,SELECT 1/35 (28-DAY) (ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) PFIZER CANADA ULC,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet,NA,9009397,Inact Comp,,SELECT 1/35 (28-DAY) (éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral) PFIZER CANADA ULC,éthinylestradiol 35 mcg et noréthindrone 1 mg comprimé oral avec lactose comprimé oral
90215,2417456,LOLO (ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet) ALLERGAN INC,ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet,Comb,9009374,MAI Comp,,LOLO (éthinylestradiol 10 mcg et acétate de noréthindrone 1 mg comprimé oral avec éthinylestradiol 10 mcg comprimé oral avec lactose comprimé oral) ALLERGAN INC,éthinylestradiol 10 mcg et acétate de noréthindrone 1 mg comprimé oral avec éthinylestradiol 10 mcg comprimé oral avec lactose comprimé oral
74376,2258560,TRI-CYCLEN LO (21 DAY) (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC,ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet,Comb,9009380,MAI Comp,,TRI-CYCLEN LO (21 DAY) (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral) JANSSEN INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral
88684,2401967,TRICIRA LO (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet) APOTEX INC,ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet,Comb,9009380,MAI Comp,,TRICIRA LO (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral) APOTEX INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral
74378,2258587,TRI-CYCLEN LO (28 DAY) (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC,ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet,Comb,9009381,MAI Comp,,TRI-CYCLEN LO (28 DAY) (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) JANSSEN INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral
88685,2401975,TRICIRA LO (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) APOTEX INC,ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet,Comb,9009381,MAI Comp,,TRICIRA LO (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) APOTEX INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral
14197,2028700,TRI-CYCLEN TABLETS - 21-DAY (ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC,ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet,Comb,9009398,MAI Comp,,TRI-CYCLEN TABLETS - 21-DAY (éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral) JANSSEN INC,éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral
14199,2029421,TRI-CYCLEN TABLETS - 28-DAY (ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC,ethinyl estradiol 35 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet,Comb,9009399,MAI Comp,,TRI-CYCLEN TABLETS - 28-DAY (éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) JANSSEN INC,éthinylestradiol 35 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral
12998,1968440,CYCLEN TABLETS (21 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC,ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet,NA,9009400,Str - Unit,,CYCLEN TABLETS (21 DAY) (éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral) JANSSEN INC,éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral
12988,1992872,CYCLEN TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC,ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet,NA,9009401,Inact Comp,,CYCLEN TABLETS (28 DAY) (éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) JANSSEN INC,éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral
78360,2298309,CHAMPIX (varenicline (varenicline tartrate) 0.5 mg oral tablet with varenicline (varenicline tartrate) 1 mg oral tablet) PFIZER CANADA ULC,varenicline (varenicline tartrate) 0.5 mg oral tablet with varenicline (varenicline tartrate) 1 mg oral tablet,Comb,9001216,MAI Comp,,"CHAMPIX (varénicline (tartrate de varénicline) 0,5 mg comprimé oral avec varénicline (tartrate de varénicline) 1 mg comprimé oral) PFIZER CANADA ULC","varénicline (tartrate de varénicline) 0,5 mg comprimé oral avec varénicline (tartrate de varénicline) 1 mg comprimé oral"
92592,2441535,XARELTO (rivaroxaban 15 mg oral tablet with rivaroxaban 20 mg oral tablet) BAYER INC,rivaroxaban 15 mg oral tablet with rivaroxaban 20 mg oral tablet,Comb,9006499,MAI Comp,,XARELTO (rivaroxaban 15 mg comprimé oral avec rivaroxaban 20 mg comprimé oral) BAYER INC,rivaroxaban 15 mg comprimé oral avec rivaroxaban 20 mg comprimé oral
78377,2298465,RISPERDAL CONSTA (risperidone 12.5 mg per vial powder for prolonged-release suspension for injection with diluent solution) JANSSEN INC,risperidone 12.5 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006486,Kit,,"RISPERDAL CONSTA (rispéridone 12,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) JANSSEN INC","rispéridone 12,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante"
74089,2255707,RISPERDAL CONSTA (risperidone 25 mg per vial powder for prolonged-release suspension for injection with diluent solution) JANSSEN INC,risperidone 25 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006473,Kit,,RISPERDAL CONSTA (rispéridone 25 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) JANSSEN INC,rispéridone 25 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante
74091,2255723,RISPERDAL CONSTA (risperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution) JANSSEN INC,risperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006472,Kit,,"RISPERDAL CONSTA (rispéridone 37,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) JANSSEN INC","rispéridone 37,5 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante"
74093,2255758,RISPERDAL CONSTA (risperidone 50 mg per vial powder for prolonged-release suspension for injection with diluent solution) JANSSEN INC,risperidone 50 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006474,Kit,,RISPERDAL CONSTA (rispéridone 50 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) JANSSEN INC,rispéridone 50 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante
49563,2230509,CANESTEN COMBI 1 DAY INTERNAL + EXTERNAL CREAMS (clotrimazole 1 % cutaneous cream with clotrimazole 10 % vaginal cream) BAYER INC,clotrimazole 1 % cutaneous cream with clotrimazole 10 % vaginal cream,Comb,9006468,MAI Comp,,CANESTEN COMBI 1 DAY INTERNAL + EXTERNAL CREAMS (clotrimazole 1 % crème cutanée avec clotrimazole 10 % crème vaginale) BAYER INC,clotrimazole 1 % crème cutanée avec clotrimazole 10 % crème vaginale
74952,2264102,CANESTEN COMBI 1 DAY COMFORTAB + EXTERNAL CREAM (clotrimazole 1 % cutaneous cream with clotrimazole 500 mg vaginal tablet) BAYER INC,clotrimazole 1 % cutaneous cream with clotrimazole 500 mg vaginal tablet,Comb,9006481,MAI Comp,,CANESTEN COMBI 1 DAY COMFORTAB + EXTERNAL CREAM (clotrimazole 1 % crème cutanée avec clotrimazole 500 mg comprimé vaginal) BAYER INC,clotrimazole 1 % crème cutanée avec clotrimazole 500 mg comprimé vaginal
74951,2264099,CANESTEN COMBI 3 DAY COMFORTAB + EXTERNAL CREAM (clotrimazole 1 % cutaneous cream with clotrimazole 200 mg vaginal tablet) BAYER INC,clotrimazole 1 % cutaneous cream with clotrimazole 200 mg vaginal tablet,Comb,9006482,MAI Comp,,CANESTEN COMBI 3 DAY COMFORTAB + EXTERNAL CREAM (clotrimazole 1 % crème cutanée avec clotrimazole 200 mg comprimé vaginal) BAYER INC,clotrimazole 1 % crème cutanée avec clotrimazole 200 mg comprimé vaginal
90545,2420864,ABILIFY MAINTENA (aripiprazole 300 mg per vial powder for prolonged-release suspension for injection with diluent solution) OTSUKA PHARMACEUTICAL CO LTD,aripiprazole 300 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006493,Kit,,ABILIFY MAINTENA (aripiprazole 300 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) OTSUKA PHARMACEUTICAL CO LTD,aripiprazole 300 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante
90546,2420872,ABILIFY MAINTENA (aripiprazole 400 mg per vial powder for prolonged-release suspension for injection with diluent solution) OTSUKA PHARMACEUTICAL CO LTD,aripiprazole 400 mg per vial powder for prolonged-release suspension for injection with diluent solution,NA,9006494,Kit,,ABILIFY MAINTENA (aripiprazole 400 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante) OTSUKA PHARMACEUTICAL CO LTD,aripiprazole 400 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante
87302,2387433,YAZ PLUS (drospirenone 3 mg and ethinyl estradiol 20 mcg and levomefolate calcium 451 mcg oral tablet with levomefolate calcium 451 mcg oral tablet) BAYER INC,drospirenone 3 mg and ethinyl estradiol 20 mcg and levomefolate calcium 451 mcg oral tablet with levomefolate calcium 451 mcg oral tablet,Comb,9006607,MAI Comp,,YAZ PLUS (drospirénone 3 mg et éthinylestradiol 20 mcg et lévoméfolate calcique 451 mcg comprimé oral avec lévoméfolate calcique 451 mcg comprimé oral) BAYER INC,drospirénone 3 mg et éthinylestradiol 20 mcg et lévoméfolate calcique 451 mcg comprimé oral avec lévoméfolate calcique 451 mcg comprimé oral
87369,2388146,ESME 28 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet) MYLAN PHARMACEUTICALS ULC,ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet,NA,9009377,Inact Comp,,ESME 28 (éthinylestradiol 20 mcg et lévonorgestrel 100 mcg comprimé oral avec lactose comprimé oral) MYLAN PHARMACEUTICALS ULC,éthinylestradiol 20 mcg et lévonorgestrel 100 mcg comprimé oral avec lactose comprimé oral
92184,2437503,JINARC (tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet,Comb,9012160,Inact Comp,,JINARC (tolvaptan 15 mg comprimé oral avec tolvaptan 45 mg comprimé oral) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 15 mg comprimé oral avec tolvaptan 45 mg comprimé oral
92185,2437511,JINARC (tolvaptan 30 mg oral tablet with tolvaptan 60 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 30 mg oral tablet with tolvaptan 60 mg oral tablet,Comb,9012162,MAI Comp,,JINARC (tolvaptan 30 mg comprimé oral avec tolvaptan 60 mg comprimé oral) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 30 mg comprimé oral avec tolvaptan 60 mg comprimé oral
92186,2437538,JINARC (tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet,Comb,9012163,MAI Comp,,JINARC (tolvaptan 30 mg comprimé oral avec tolvaptan 90 mg comprimé oral) OTSUKA PHARMACEUTICAL CO LTD,tolvaptan 30 mg comprimé oral avec tolvaptan 90 mg comprimé oral
2222,0030635,SOLU-CORTEF 1 GM ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 1 g powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,hydrocortisone (hydrocortisone sodium succinate) 1 g powder for solution for injection with diluent solution per vial,NA,9012631,Kit,,SOLU-CORTEF 1 GM ACT-O-VIAL (hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole
2219,0030600,SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 100 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,hydrocortisone (hydrocortisone sodium succinate) 100 mg powder for solution for injection with diluent solution per vial,NA,9012632,Kit,,SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole
2221,0030627,SOLU-CORTEF 500 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 500 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,hydrocortisone (hydrocortisone sodium succinate) 500 mg powder for solution for injection with diluent solution per vial,NA,9012634,Kit,,SOLU-CORTEF 500 MG ACT-O-VIAL (hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole
2220,0030619,SOLU-CORTEF 250 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 250 mg powder for solution for injection with diluent solution per vial) PFIZER CANADA ULC,hydrocortisone (hydrocortisone sodium succinate) 250 mg powder for solution for injection with diluent solution per vial,NA,9012633,Kit,,SOLU-CORTEF 250 MG ACT-O-VIAL (hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole
74925,2263866,ACT ETIDROCAL (calcium (calcium carbonate) 500 mg oral tablet with etidronate disodium 400 mg oral tablet) ACTAVIS PHARMA COMPANY,calcium (calcium carbonate) 500 mg oral tablet with etidronate disodium 400 mg oral tablet,Comb,9013036,MAI Comp,,ACT ETIDROCAL (calcium (carbonate de calcium) 500 mg comprimé oral avec étidronate disodique 400 mg comprimé oral) ACTAVIS PHARMA COMPANY,calcium (carbonate de calcium) 500 mg comprimé oral avec étidronate disodique 400 mg comprimé oral
