ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
Y,,BACITRACIN ZINC,bacitracin,FALSE,bacitracin (bacitracin zinc),Released,Single and multi-ingredient TMs,156,Bacitracine de zinc,bacitracine,bacitracine (bacitracine de zinc)
Y,BACLOFEN,BACLOFEN,baclofen,FALSE,baclofen,Released,,157,Baclofène,baclofène,baclofène
Y,,BARICITINIB,baricitinib,FALSE,baricitinib,Released,,158,Baricitinib,baricitinib,baricitinib
Y,,BASILIXIMAB,basiliximab,FALSE,basiliximab,Released,,159,Basiliximab,basiliximab,basiliximab
Y,,BAZEDOXIFENE (BAZEDOXIFENE ACETATE),bazedoxifene,FALSE,bazedoxifene (bazedoxifene acetate),Released,Combination only,160,BAZEDOXIFÈNE,bazedoxifène,bazedoxifène (acétate de bazedoxifène)
Y,BECLOMETHASONE,BECLOMETHASONE DIPROPIONATE,beclomethasone,FALSE,beclomethasone dipropionate,Released,,161,Dipropionate de béclométhasone,béclométhasone,dipropionate de béclométhasone
Y,,BELIMUMAB,belimumab,FALSE,belimumab,Released,,162,Bélimumab,bélimumab,bélimumab
Y,,BELLADONNA,belladonna,FALSE,belladonna,Released,Combination only,163,Belladone,belladone,belladone
Y,,BEMOTRIZINOL,bemotrizinol,FALSE,bemotrizinol,Sunscreen,,164,Bémotrizinol,bémotrizinol,bémotrizinol
Y,BENAZEPRIL,BENAZEPRIL HYDROCHLORIDE,benazepril,FALSE,benazepril hydrochloride,Released,,165,Chlorhydrate de bénazépril,bénazépril,chlorhydrate de bénazépril
Y,,BENDAMUSTINE HYDROCHLORIDE,bendamustine,FALSE,bendamustine hydrochloride,Released,,166,Chlorhydrate de bendamustine,bendamustine,chlorhydrate de bendamustine
Y,,BENOXINATE HYDROCHLORIDE,benoxinate,FALSE,benoxinate hydrochloride,Released,Combination only,167,Chlorhydrate de bénoxinate,bénoxinate,chlorhydrate de bénoxinate
Y,,BENRALIZUMAB,benralizumab,FALSE,benralizumab,Released,,168,BENRALIZUMAB,benralizumab,benralizumab
Y,,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE),benserazide,FALSE,benserazide (benserazide hydrochloride),Released,Combination only,169,Bensérazide (Chlorhydrate de bensérazide),bensérazide,bensérazide (chlorhydrate de bensérazide)
Y,BENZALKONIUM,BENZALKONIUM CHLORIDE,benzalkonium,FALSE,benzalkonium chloride,Released for CCDD,Single and multi-ingredient TMs; Single ingredient TM out of scope,170,Chlorure de benzalkonium,benzalkonium,chlorure de benzalkonium
Y,,BENZETHONIUM CHLORIDE,benzethonium,FALSE,benzethonium chloride,Released for CCDD,Single and multi-ingredient TMs; Single ingredient TM out of scope,171,Chlorure de benzéthonium,benzéthonium,chlorure de benzéthonium
Y,,BENZOCAINE,benzocaine,FALSE,benzocaine,Released,Combination only,172,Benzocaïne,benzocaïne,benzocaïne
Y,,BENZOIN,benzoin,FALSE,benzoin,Released,Combination only,173,Benzoïne,benzoïne,benzoïne
Y,BENZOYL PEROXIDE,BENZOYL PEROXIDE,benzoyl peroxide,FALSE,benzoyl peroxide,Partially released,Single and multi-ingredient TMs,174,Peroxyde de benzoyle,peroxyde de benzoyle,peroxyde de benzoyle
Y,BENZTROPINE,BENZTROPINE MESYLATE,benztropine,FALSE,benztropine mesylate,Released,,175,Mésylate de benztropine,benztropine,mésylate de benztropine
Y,,BENZYDAMINE HYDROCHLORIDE,benzydamine,FALSE,benzydamine hydrochloride,Released,,176,Chlorhydrate de benzydamine,benzydamine,chlorhydrate de benzydamine
,,BENZYLPENICILLOYL-POLYLYSINE,benzylpenicilloyl-polylysine,FALSE,benzylpenicilloyl-polylysine,Allergen,,177,Benzylpénicilloyl-polylysine,benzylpenicilloyl-polylysine,benzylpenicilloyl-polylysine
Y,,BEPOTASTINE BESILATE,bepotastine,FALSE,bepotastine besilate,Released,,178,Bésilate de bepotastine,bépotastine,bésilate de bépotastine
Y,,BERACTANT,beractant,FALSE,beractant,Released,,179,Béractant,béractant,béractant
Y,,BESIFLOXACIN,besifloxacin,FALSE,besifloxacin,Released,Now besifloxacin (besifloxacin hydrochloride) in DPD. New row created.,180,,bésifloxacine,bésifloxacine
,,BETA-CAROTENE,beta-carotene,FALSE,beta-carotene,No live products,No live products in scope. Is a pro-vitamin A.  In NPN?,181,Bétacarotène,beta-carotene,beta-carotene
Y,BETAHISTINE,BETAHISTINE HYDROCHLORIDE,betahistine,FALSE,betahistine hydrochloride,Released,,182,Chlorhydrate de bêta-histine,bétahistine,chlorhydrate de bétahistine
Y,,BETAINE,betaine,FALSE,betaine,Released,,183,Bétaïne,bétaïne,bétaïne
Y,BETAMETHASONE,BETAMETHASONE (BETAMETHASONE 21-DISODIUM PHOSPHATE),betamethasone (base),FALSE,betamethasone (betamethasone sodium phosphate),Released,Single and multi-ingredient TMs,184,Bétaméthasone,bétaméthasone (base),bétaméthasone (phosphate sodique de bétaméthasone)
Y,BETAMETHASONE,BETAMETHASONE (BETAMETHASONE SODIUM PHOSPHATE),betamethasone (base),FALSE,betamethasone (betamethasone sodium phosphate),Released,Single and multi-ingredient TMs,185,Bétaméthasone (Phosphate sodique de bétaméthasone),bétaméthasone (base),bétaméthasone (phosphate sodique de bétaméthasone)
Y,BETAMETHASONE,BETAMETHASONE ACETATE,betamethasone acetate,FALSE,betamethasone acetate,Released,Single and multi-ingredient TMs,186,Acétate de bétaméthasone,acétate de bétaméthasone,acétate de bétaméthasone
Y,BETAMETHASONE,BETAMETHASONE (BETAMETHASONE DIPROPIONATE),betamethasone dipropionate,FALSE,betamethasone (betamethasone dipropionate),Released,Single and multi-ingredient TMs,187,Bétaméthasone (Dipropionate de bétaméthasone),dipropionate de bétaméthasone,bétaméthasone (dipropionate de bétaméthasone)
Y,BETAMETHASONE,BETAMETHASONE DIPROPIONATE,betamethasone dipropionate,FALSE,betamethasone dipropionate,Released,Single and multi-ingredient TMs,188,Dipropionate de bétaméthasone,dipropionate de bétaméthasone,dipropionate de bétaméthasone
Y,BETAMETHASONE,BETAMETHASONE (BETAMETHASONE VALERATE),betamethasone valerate,FALSE,betamethasone (betamethasone valerate),Released,Single and multi-ingredient TMs,189,Bétaméthasone (Valérate de bétaméthasone),valérate de bétaméthasone,bétaméthasone (valérate de bétaméthasone)
Y,BETAMETHASONE,BETAMETHASONE VALERATE,betamethasone valerate,FALSE,betamethasone valerate,Released,Single and multi-ingredient TMs,190,Valérate de bétaméthasone,valérate de bétaméthasone,valérate de bétaméthasone
Y,,BETAXOLOL (BETAXOLOL HYDROCHLORIDE),betaxolol,FALSE,betaxolol (betaxolol hydrochloride),Released,,191,Bétaxolol (Chlorhydrate de bétaxolol),bétaxolol,bétaxolol (chlorhydrate de bétaxolol)
Y,,BETHANECHOL CHLORIDE,bethanechol,FALSE,bethanechol chloride,Released,,192,Chlorure de béthanéchol,béthanéchol,chlorure de béthanéchol
Y,,BEVACIZUMAB,bevacizumab,FALSE,bevacizumab,Released,,193,Bévacizumab,bévacizumab,bévacizumab
Y,,BEZAFIBRATE,bezafibrate,FALSE,bezafibrate,Released,,194,Bézafibrate,bézafibrate,bézafibrate
Y,,BICALUTAMIDE,bicalutamide,FALSE,bicalutamide,Released,,195,Bicalutamide,bicalutamide,bicalutamide
Y,,BICTEGRAVIR (BICTEGRAVIR SODIUM),bictegravir,FALSE,bictegravir (bictegravir sodium),Released,Combination only,196,Bictégravir (Bictégravir sodique),bictégravir,bictégravir (bictégravir sodique)
Y,,Bilastine,bilastine,FALSE,bilastine,Released,,197,BILASTINE,bilastine,bilastine
Y,BIMATOPROST,BIMATOPROST,bimatoprost,FALSE,bimatoprost,Released,,198,Bimatoprost,bimatoprost,bimatoprost
Y,,BIOTIN,biotin,FALSE,biotin,No live products,No live products in scope. Vitamin B7. In NPN?,199,Biotine,biotin,biotin
Y,BISACODYL,BISACODYL,bisacodyl,FALSE,bisacodyl,Released,,200,Bisacodyl,bisacodyl,bisacodyl
Y,,BISMUTH DIPROPYLACETATE,bismuth dipropylacetate,FALSE,bismuth dipropylacetate,Released,,201,Dipropylacétate de bismuth,dipropylacétate de bismuth,dipropylacétate de bismuth
Y,,BISMUTH SUBGALLATE,bismuth subgallate,FALSE,bismuth subgallate,Released,,202,Subgallate de bismuth,subgallate de bismuth,subgallate de bismuth
Y,,BISMUTH SUBSALICYLATE,bismuth subsalicylate,FALSE,bismuth subsalicylate,Released,Single and multi-ingredient TMs,203,Subsalicylate de bismuth,subsalicylate de bismuth,subsalicylate de bismuth
,,BISOCTRIZOLE,bisoctrizole,FALSE,bisoctrizole,Sunscreen,,204,Bisoctrizole,bisoctrizole,bisoctrizole
Y,BISOPROLOL,BISOPROLOL FUMARATE,bisoprolol,FALSE,bisoprolol fumarate,Released,,205,Fumarate de bisoprolol,bisoprolol,fumarate de bisoprolol
Y,,BIVALIRUDIN,bivalirudin,FALSE,bivalirudin,Released,,206,Bivalirudine,bivalirudine,bivalirudine
Y,,BLEOMYCIN (BLEOMYCIN SULFATE),bleomycin,FALSE,bleomycin (bleomycin sulfate),Released,,207,Bléomycine (Sulfate de bléomycine),bléomycine,bléomycine (sulfate de bléomycine)
Y,,BLINATUMOMAB,blinatumomab,FALSE,blinatumomab,Released,,208,Blinatumomab,blinatumomab,blinatumomab
Y,,BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER),bortezomib,FALSE,bortezomib (bortezomib mannitol boronic ester),Released,,209,"Bortézomib (Bortézomib, ester boronique de mannitol)",bortézomib,bortézomib (bortézomib ester boronique de mannitol)
Y,BOSENTAN,BOSENTAN (BOSENTAN MONOHYDRATE),bosentan,TRUE,bosentan,Released,,210,Bosentan (Monohydrate de bosentan),bosentan,bosentan
Y,,Bosutinib,bosutinib,FALSE,bosutinib,Released,,211,,bosutinib,bosutinib
Y,,BRENTUXIMAB VEDOTIN,brentuximab vedotin,FALSE,brentuximab vedotin,Released,,212,Brentuximab Védotine,brentuximab védotine,brentuximab védotine
Y,,BRETYLIUM TOSYLATE,bretylium,FALSE,bretylium tosylate,Released,,213,Tosylate de brétylium,brétylium,tosylate de brétylium
Y,,BREXPIPRAZOLE,brexpiprazole,FALSE,brexpiprazole,Released,,214,Brexpiprazole,brexpiprazole,brexpiprazole
Y,,BRIGATINIB,brigatinib,FALSE,brigatinib,Released,,215,Brigatinib,brigatinib,brigatinib
Y,,BRIMONIDINE (BRIMONIDINE TARTRATE),brimonidine,FALSE,brimonidine (brimonidine tartrate),Released,Single and multi-ingredient TMs,216,BRIMONIDINE (Tartrate de brimonidine),brimonidine,brimonidine (tartrate de brimonidine)
Y,,BRIMONIDINE TARTRATE,brimonidine,FALSE,brimonidine tartrate,Released,Single and multi-ingredient TMs,217,Tartrate de brimonidine,brimonidine,tartrate de brimonidine
Y,,BRINZOLAMIDE,brinzolamide,FALSE,brinzolamide,Released,Single and multi-ingredient TMs,218,Brinzolamide,brinzolamide,brinzolamide
Y,,BRIVARACETAM,brivaracetam,FALSE,brivaracetam,Released,,219,BRIVARACÉTAM,brivaracétam,brivaracétam
Y,,BRODALUMAB,brodalumab,FALSE,brodalumab,Released,,220,Brodalumab,brodalumab,brodalumab
Y,BROMAZEPAM,BROMAZEPAM,bromazepam,FALSE,bromazepam,Released,,221,Bromazépam,bromazépam,bromazépam
Y,,Bromfenac (Bromfenac sodium sesquihydrate),bromfenac,TRUE,bromfenac (bromfenac sodium),Released,,222,Bromfénac (Bromfénac sodique sesquihydraté),bromfénac,bromfénac (bromfénac sodique)
Y,,BROMOCRIPTINE (BROMOCRIPTINE MESYLATE),bromocriptine,FALSE,bromocriptine (bromocriptine mesylate),Released,,223,Bromocriptine (Mésylate de bromocriptine),bromocriptine,bromocriptine (mésylate de bromocriptine)
Y,,BROMPHENIRAMINE MALEATE,brompheniramine,FALSE,brompheniramine maleate,Released,Combination only,224,Maléate de bromphéniramine,bromphéniramine,maléate de bromphéniramine
,,BRONOPOL,bronopol,FALSE,bronopol,No products in scope,Antiseptic,225,Bronopol,bronopol,bronopol
Y,BUDESONIDE,BUDESONIDE,budesonide,FALSE,budesonide,Released,Single and multi-ingredient TMs,226,Budésonide,budésonide,budésonide
Y,,BUFFER SOLUTION,buffer solution,FALSE,buffer solution,Excipient,,227,Solution tampon,solution tampon,solution tampon
Y,BUMETANIDE,BUMETANIDE,bumetanide,FALSE,bumetanide,Released,,228,Bumétanide,bumétanide,bumétanide
Y,,BUPIVACAINE HYDROCHLORIDE,bupivacaine,FALSE,bupivacaine hydrochloride,Partially released,Single and multi-ingredient TMs,229,Chlorhydrate de bupivacaïne,bupivacaïne,chlorhydrate de bupivacaïne
Y,BUPRENORPHINE,BUPRENORPHINE,buprenorphine,FALSE,buprenorphine,Released,Single and multi-ingredient TMs,230,Buprénorphine,buprénorphine,buprénorphine
Y,BUPRENORPHINE,BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE),buprenorphine,FALSE,buprenorphine (buprenorphine hydrochloride),Released,Single and multi-ingredient TMs,231,Buprénorphine (Chlorhydrate de buprénorphine),buprénorphine,buprénorphine (chlorhydrate de buprénorphine)
Y,BUPROPION,BUPROPION HYDROCHLORIDE,bupropion,FALSE,bupropion hydrochloride,Released,Single and multi-ingredient TMs,232,Chlorhydrate de bupropion,bupropion,chlorhydrate de bupropion
Y,,BUSERELIN (BUSERELIN ACETATE),buserelin,FALSE,buserelin (buserelin acetate),Released,,233,Buséréline (Acétate de buséréline),buséréline,buséréline (acétate de buséréline)
Y,,BUSPIRONE HYDROCHLORIDE,buspirone,FALSE,buspirone hydrochloride,Released,,234,Chlorhydrate de buspirone,buspirone,chlorhydrate de buspirone
Y,,BUSULFAN,busulfan,FALSE,busulfan,Released,,235,Busulfan,busulfan,busulfan
Y,,BUTALBITAL,butalbital,FALSE,butalbital,Released,Combination only,236,Butalbital,butalbital,butalbital
Y,,BUTAMBEN,butamben,FALSE,butamben,Released,Combination only,237,Butambène,butambène,butambène
Y,,BUTANEDIOL,butanediol,FALSE,butanediol,No products in scope, Combination antiseptic,238,Butanédiol,butanédiol,butanédiol
Y,,BUTORPHANOL TARTRATE,butorphanol,FALSE,butorphanol tartrate,Released,,239,Tartrate de butorphanol,butorphanol,tartrate de butorphanol
Y,,C1 Esterase Inhibitor (Human),C1 esterase inhibitor human,FALSE,C1 esterase inhibitor human,Released,,240,Inhibiteur de la C1 Esterase (humaine),inhibiteur de la C1 estérase humaine,inhibiteur de la C1 estérase humaine
Y,,CABAZITAXEL,cabazitaxel,FALSE,cabazitaxel,Released,,241,Cabazitaxel,cabazitaxel,cabazitaxel
Y,,CABERGOLINE,cabergoline,FALSE,cabergoline,Released,,242,Cabergoline,cabergoline,cabergoline
Y,,CABOZANTINIB (CABOZANTINIB MALATE),cabozantinib,FALSE,cabozantinib (cabozantinib malate),Released,,243,CABOZANTINIB (CABOZANTINIB MALATE),cabozantinib,cabozantinib (malate de cabozantinib)
Y,CAFFEINE,CAFFEINE,caffeine,FALSE,caffeine,Released,Combination only,244,Caféine,caféine,caféine
Y,CAFFEINE,CAFFEINE CITRATE,caffeine,FALSE,caffeine citrate,Released,Combination only,245,Citrate de caféine,caféine,citrate de caféine
Y,,CAFFEINE (CAFFEINE CITRATE),caffeine,FALSE,caffeine (caffeine citrate),Released,Combination only,246,Caféine (Citrate de caféine),caféine,caféine (citrate de caféine)
Y,,CALAMINE,calamine,FALSE,calamine,Released,Combination only,247,Calamine,calamine,calamine
Y,,CALCIPOTRIOL,calcipotriol,FALSE,calcipotriol,Released,,248,Calcipotriol,calcipotriol,calcipotriol
Y,,CALCIPOTRIOL (CALCIPOTRIOL MONOHYDRATE),calcipotriol,TRUE,calcipotriol,Released,,249,Calcipotriol (Monohydrate de calcipotriol),calcipotriol,calcipotriol
Y,,CALCITONIN (SALMON SYNTHETIC),calcitonin salmon,FALSE,calcitonin salmon,Released,,250,Calcitonine synthétique de saumon,calcitonine de saumon,calcitonine de saumon
Y,CALCITRIOL,CALCITRIOL,calcitriol,FALSE,calcitriol,Released,,251,Calcitriol,calcitriol,calcitriol
Y,,CALCIUM (CALCIUM CARBONATE),calcium carbonate,FALSE,calcium (calcium carbonate),Released,,252,Calcium (Carbonate de calcium),carbonate de calcium,calcium (carbonate de calcium)
Y,,CALCIUM ACETATE,calcium acetate,FALSE,calcium acetate,No live products,,253,Acétate de calcium,acétate de calcium,acétate de calcium
Y,,CALCIUM CARBONATE,calcium carbonate,FALSE,calcium carbonate,Issue - in QA,Combination only,254,Carbonate de calcium,carbonate de calcium,carbonate de calcium
Y,,CALCIUM CHLORIDE,calcium chloride,FALSE,calcium chloride,Issue - in QA,,255,Chlorure de calcium,chlorure de calcium,chlorure de calcium
Y,,CALCIUM GLUCONATE,calcium gluconate,FALSE,calcium gluconate,Issue - in QA,Combination only,256,Gluconate de calcium,gluconate de calcium,gluconate de calcium
Y,,CALCIUM GLYCEROPHOSPHATE,calcium glycerophosphate,FALSE,calcium glycerophosphate,No live products,,257,Glycérophosphate de calcium,glycérophosphate de calcium,glycérophosphate de calcium
Y,,CALCIUM LEVULINATE,calcium levulinate,FALSE,calcium levulinate,No live products,,258,Lévulinate de calcium,lévulinate de calcium,lévulinate de calcium
Y,,CALCIUM POLYSTYRENE SULFONATE,calcium polystyrene sulfonate,FALSE,calcium polystyrene sulfonate,Released,,259,Sulfonate de polystyrène calcique,sulfonate de polystyrène calcique,sulfonate de polystyrène calcique
Y,,CALCIUM SACCHARATE,calcium saccharate,FALSE,calcium saccharate,Issue - in QA,Combination only,260,Saccharate de calcium,saccharate de calcium,saccharate de calcium
Y,,CAMPHOR,camphor,FALSE,camphor,Released,Combination only,261,Camphre,camphre,camphre
Y,,CANAGLIFLOZIN,canagliflozin,FALSE,canagliflozin,Released,,262,Canagliflozine,canagliflozine,canagliflozine
Y,,CANAKINUMAB,canakinumab,FALSE,canakinumab,Released,,263,Canakinumab,canakinumab,canakinumab
Y,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,candesartan,FALSE,candesartan cilexetil,Released,,264,Candésartan cilexétil,candésartan,candésartan cilexétil
Y,,CANNABIDIOL (CANNABIS SATIVA EXTRACT),cannabidiol,FALSE,cannabidiol,Released,,265,Cannabidiol (Extrait de cannabis sativa),cannabidiol,cannabidiol
Y,,CANTHARIDIN,cantharidin,FALSE,cantharidin,Released,Combinations only,266,Cantharidine,cantharidine,cantharidine
Y,,CAPECITABINE,capecitabine,FALSE,capecitabine,Released,,267,Capécitabine,capécitabine,capécitabine
Y,,CAPSAICIN,capsaicin,FALSE,capsaicin,Released,Combination only,268,Capsaïcine,capsaïcine,capsaïcine
Y,CAPTOPRIL,CAPTOPRIL,captopril,FALSE,captopril,Released,,269,Captopril,captopril,captopril
Y,,CARBACHOL,carbachol,FALSE,carbachol,Released,,270,Carbachol,carbachol,carbachol
Y,CARBAMAZEPINE,CARBAMAZEPINE,carbamazepine,FALSE,carbamazepine,Released,,271,Carbamazépine,carbamazépine,carbamazépine
Y,,CARBETOCIN,carbetocin,FALSE,carbetocin,Released,,272,Carbétocine,carbétocine,carbétocine
Y,CARBIDOPA,CARBIDOPA,carbidopa,FALSE,carbidopa,Released,Combination only,273,Carbidopa,carbidopa,carbidopa
Y,CARBIDOPA,CARBIDOPA (CARBIDOPA MONOHYDRATE),carbidopa,TRUE,carbidopa,Released,Combination only,274,Carbidopa (Monohydrate de carbidopa),carbidopa,carbidopa
,,CARBON DIOXIDE,carbon dioxide,FALSE,carbon dioxide,Medical gas,,275,Dioxyde de carbone,carbon dioxide,carbon dioxide
,,CARBON MONOXIDE,carbon monoxide,FALSE,carbon monoxide,Medical gas,,276,Monoxyde de carbone,carbon monoxide,carbon monoxide
Y,,CARBOPLATIN,carboplatin,FALSE,carboplatin,Released,,277,Carboplatine,carboplatine,carboplatine
Y,,CARBOPROST (CARBOPROST TROMETHAMINE),carboprost,FALSE,carboprost (carboprost tromethamine),Released,,278,Carboprost (Yrométhamine de carboprost),carboprost,carboprost (trométhamine de carboprost)
Y,,CARFILZOMIB,carfilzomib,FALSE,carfilzomib,Released,,279,Carfilzomib,carfilzomib,carfilzomib
Y,,Carglumic Acid,carglumic acid,FALSE,carglumic acid,Released,,280,Acide carglumique,acide carglumique,acide carglumique
Y,,CARMUSTINE,carmustine,FALSE,carmustine,Released,,281,Carmustine,carmustine,carmustine
Y,CARVEDILOL,CARVEDILOL,carvedilol,FALSE,carvedilol,Released,,282,Carvédilol,carvédilol,carvédilol
Y,,CASPOFUNGIN (CASPOFUNGIN ACETATE),caspofungin,FALSE,caspofungin (caspofungin acetate),Released,,283,Caspofungine (Acétate de caspofungine),caspofungine,caspofungine (acétate de caspofungine)
,,CAT (FELIS DOMESTICUS) PELT AND CAT DANDER,cat (felis domesticus) pelt and cat dander,FALSE,cat (felis domesticus) pelt and cat dander,Allergen,,284,Poils et squames de chat (felis domesticus),cat (felis domesticus) pelt and cat dander,cat (felis domesticus) pelt and cat dander
Y,,Catridecacog,catridecacog,FALSE,catridecacog,Issue - in QA,,285,Catridecacog,catridecacog,catridecacog
Y,,CEFACLOR,cefaclor,FALSE,cefaclor,No live products,,286,Céfaclor,céfaclor,céfaclor
Y,CEFADROXIL,CEFADROXIL,cefadroxil,FALSE,cefadroxil,Released,,287,Céfadroxil,céfadroxil,céfadroxil
Y,CEFADROXIL,CEFADROXIL (CEFADROXIL MONOHYDRATE),cefadroxil,TRUE,cefadroxil,Released,,288,Céfadroxil (Monohydrate de céfadroxil),céfadroxil,céfadroxil
Y,,CEFAZOLIN (CEFAZOLIN SODIUM),cefazolin,FALSE,cefazolin (cefazolin sodium),Released,,289,Céfazoline (Céfazoline sodique),céfazoline,céfazoline (céfazoline sodique)
Y,,CEFEPIME (CEFEPIME HYDROCHLORIDE),cefepime,FALSE,cefepime (cefepime hydrochloride),Released,,290,Céfépime (Chlorhydrate de céfépime),céfépime,céfépime (chlorhydrate de céfépime)
Y,,CEFIXIME,cefixime,FALSE,cefixime,Released,,291,Céfixime,céfixime,céfixime
Y,,CEFOTAXIME (CEFOTAXIME SODIUM),cefotaxime,FALSE,cefotaxime (cefotaxime sodium),Released,,292,Céfotaxime (Céfotaxime sodique),céfotaxime,céfotaxime (céfotaxime sodique)
Y,,CEFOTAXIME SODIUM,cefotaxime,FALSE,cefotaxime sodium,Released,,293,Céfotaxime sodique,céfotaxime,céfotaxime sodique
Y,,CEFOXITIN (CEFOXITIN SODIUM),cefoxitin,FALSE,cefoxitin (cefoxitin sodium),Released,,294,Céfoxitine (Céfoxitine sodique),céfoxitine,céfoxitine (céfoxitine sodique)
Y,CEFPROZIL,CEFPROZIL,cefprozil,FALSE,cefprozil,Released,,295,Cefprozil,cefprozil,cefprozil
