drug_code,unit_of_presentation,uop_size,uop_unit_of_measure,calculation,uop_size_insert,DIN,Product_and_Company_Name,X,index_num,unit_of_presentation_fr
75043,vial,100,mL,N,Y,2264927,EPIRUBICIN HYDROCHLORIDE INJECTION PFIZER CANADA INC,,1,fiole
80958,vial,5,mL,Y,N,2324091,EPIRUBICIN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
80958,vial,10,mL,Y,N,2324091,EPIRUBICIN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
80958,vial,25,mL,Y,N,2324091,EPIRUBICIN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
80958,vial,75,mL,Y,N,2324091,EPIRUBICIN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
80958,vial,100,mL,N,Y,2324091,EPIRUBICIN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
89507,vial,5,mL,Y,N,2410400,PMS-EPIRUBICIN PHARMASCIENCE INC,,1,fiole
89507,vial,25,mL,Y,N,2410400,PMS-EPIRUBICIN PHARMASCIENCE INC,,1,fiole
89507,vial,100,mL,N,Y,2410400,PMS-EPIRUBICIN PHARMASCIENCE INC,,1,fiole
50949,syringe,0.5,mL,N,N,2231583,EPREX STERILE SOLUTION 1000IU/0.5ML JANSSEN INC,,4,seringue
50953,syringe,1,mL,Y,N,2231587,EPREX STERILE SOLUTION 10000IU/1.0ML JANSSEN INC,,4,seringue
50950,syringe,0.5,mL,N,N,2231584,EPREX STERILE SOLUTION 2000IU/0.5ML JANSSEN INC,,4,seringue
67133,syringe,0.5,mL,N,N,2243239,EPREX STERILE SOLUTION JANSSEN INC,,4,seringue
50951,syringe,0.3,mL,N,N,2231585,EPREX STERILE SOLUTION 3000IU/0.3ML JANSSEN INC,,4,seringue
77409,syringe,0.75,mL,N,N,2288680,EPREX STERILE SOLUTION JANSSEN INC,,4,seringue
50952,syringe,0.4,mL,N,N,2231586,EPREX STERILE SOLUTION 4000IU/0.4ML JANSSEN INC,,4,seringue
64311,syringe,1,mL,Y,N,2240722,EPREX STERILE SOLUTION 40000IU/ML JANSSEN INC,,4,seringue
67308,syringe,0.5,mL,N,N,2243400,EPREX STERILE SOLUTION 5000IU/0.5ML JANSSEN INC,,4,seringue
67309,syringe,0.6,mL,N,N,2243401,EPREX STERILE SOLUTION 6000 IU/0.6 ML JANSSEN INC,,4,seringue
67311,syringe,0.8,mL,N,N,2243403,EPREX STERILE SOLUTION 8000 IU/0.8 ML JANSSEN INC,,4,seringue
63892,vial,100,mL,N,Y,2240351,INTEGRILIN MERCK CANADA INC,,1,fiole
63894,vial,10,mL,Y,N,2240352,INTEGRILIN MERCK CANADA INC,,1,fiole
92564,ampoule,1,mL,Y,N,2441241,ERGONOVINE MALEATE INJECTION TELIGENT OU,,7,ampoule
16507,vial,5,mL,Y,N,2080036,ETOPOSIDE INJECTION TEVA CANADA LIMITED,,1,fiole
16507,vial,10,mL,Y,N,2080036,ETOPOSIDE INJECTION TEVA CANADA LIMITED,,1,fiole
16507,vial,20,mL,Y,N,2080036,ETOPOSIDE INJECTION TEVA CANADA LIMITED,,1,fiole
16507,vial,25,mL,Y,N,2080036,ETOPOSIDE INJECTION TEVA CANADA LIMITED,,1,fiole
16507,vial,50,mL,Y,N,2080036,ETOPOSIDE INJECTION TEVA CANADA LIMITED,,1,fiole
86669,vial,5,mL,Y,N,2380935,ETOPOSIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
86669,vial,10,mL,Y,N,2380935,ETOPOSIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
86669,vial,25,mL,Y,N,2380935,ETOPOSIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
86669,vial,50,mL,Y,N,2380935,ETOPOSIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
92587,syringe,0.5,mL,N,N,2441489,GRASTOFIL APOTEX INC,,4,seringue
12474,vial,1,mL,Y,N,1968017,NEUPOGEN AMGEN CANADA INC,,1,fiole
12474,vial,1.6,mL,Y,N,1968017,NEUPOGEN AMGEN CANADA INC,,1,fiole
94117,syringe,0.8,mL,N,N,2454548,GRASTOFIL APOTEX INC,,4,seringue
90471,syringe,0.5,mL,Y,N,2420104,NEUPOGEN AMGEN CANADA INC,,4,seringue
90472,syringe,0.8,mL,Y,N,2420112,NEUPOGEN AMGEN CANADA INC,,4,seringue
76943,vial,2,mL,Y,N,2283859,FLUDARABINE PHOSPHATE FOR INJECTION TEVA CANADA LIMITED,,1,fiole
73439,vial,5,mL,Y,N,2249561,FLUMAZENIL INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
75176,vial,5,mL,Y,N,2266342,FLUMAZENIL INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
75176,vial,10,mL,Y,N,2266342,FLUMAZENIL INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
75578,pen,0.5,mL,N,N,2270404,GONAL-F PEN EMD SERONO A DIVISION OF EMD INC CANADA,,3,stylo
75577,pen,0.75,mL,N,N,2270390,GONAL-F PEN EMD SERONO A DIVISION OF EMD INC CANADA,,3,stylo
75576,pen,1.5,mL,N,N,2270382,GONAL-F PEN EMD SERONO A DIVISION OF EMD INC CANADA,,3,stylo
66154,vial,0.5,mL,N,N,2242441,PUREGON MERCK CANADA INC,,1,fiole
66152,vial,0.5,mL,N,N,2242439,PUREGON MERCK CANADA INC,,1,fiole
89735,vial,5,mL,Y,N,2412683,NAGLAZYME BIOMARIN PHARMACEUTICAL INC,,1,fiole
88767,vial,5.3,mL,N,Y,2402831,GEMCITABINE INJECTION PFIZER CANADA INC,,1,fiole
88767,vial,26.3,mL,N,Y,2402831,GEMCITABINE INJECTION PFIZER CANADA INC,,1,fiole
88767,vial,52.6,mL,N,Y,2402831,GEMCITABINE INJECTION PFIZER CANADA INC,,1,fiole
91752,vial,5.3,mL,N,Y,2433117,ACT GEMCITABINE ACTAVIS PHARMA COMPANY,,1,fiole
91752,vial,26.3,mL,N,Y,2433117,ACT GEMCITABINE ACTAVIS PHARMA COMPANY,,1,fiole
91752,vial,52.6,mL,N,Y,2433117,ACT GEMCITABINE ACTAVIS PHARMA COMPANY,,1,fiole
89685,vial,5,mL,N,Y,2412292,GEMCITABINE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
89685,vial,25,mL,N,Y,2412292,GEMCITABINE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
89685,vial,50,mL,N,Y,2412292,GEMCITABINE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
13156,ampoule,1,mL,Y,N,1927620,MYOCHRYSINE SANOFI-AVENTIS CANADA INC,,7,ampoule
12846,ampoule,1,mL,Y,N,1927612,MYOCHRYSINE SANOFI-AVENTIS CANADA INC,,7,ampoule
12845,ampoule,1,mL,Y,N,1927604,MYOCHRYSINE SANOFI-AVENTIS CANADA INC,,7,ampoule
89785,syringe,1,mL,N,N,2413175,SIMPONI JANSSEN INC,,4,seringue
89786,syringe,1,mL,N,N,2413183,SIMPONI JANSSEN INC,,4,seringue
81020,syringe,0.5,mL,N,N,2324776,SIMPONI JANSSEN INC,,4,seringue
81021,syringe,0.5,mL,N,N,2324784,SIMPONI JANSSEN INC,,4,seringue
90217,vial,4,mL,N,N,2417472,SIMPONI I.V. JANSSEN INC,,1,fiole
89467,vial,5,mL,Y,N,2410028,IDARUBICIN PFIZER CANADA INC,,1,fiole
89467,vial,10,mL,Y,N,2410028,IDARUBICIN PFIZER CANADA INC,,1,fiole
89467,vial,20,mL,Y,N,2410028,IDARUBICIN PFIZER CANADA INC,,1,fiole
78165,vial,3,mL,Y,N,2296314,ELAPRASE SHIRE HUMAN GENETIC THERAPIES INC,,1,fiole
6261,vial,10,mL,Y,N,623571,SALIJECT 570MG/ML OMEGA LABORATORIES LTD,,1,fiole
1619,vial,1,mL,Y,N,260428,DEPO-MEDROL WITH LIDOCAINE PFIZER CANADA INC,,1,fiole
1619,vial,2,mL,Y,N,260428,DEPO-MEDROL WITH LIDOCAINE PFIZER CANADA INC,,1,fiole
1619,vial,5,mL,Y,N,260428,DEPO-MEDROL WITH LIDOCAINE PFIZER CANADA INC,,1,fiole
72981,syringe,5,mL,Y,N,2248624,FASLODEX ASTRAZENECA CANADA INC,,4,seringue
84044,vial,10,mL,Y,N,2355183,CISPLATIN INJECTION BP ACCORD HEALTHCARE INC,,1,fiole
84044,vial,50,mL,Y,N,2355183,CISPLATIN INJECTION BP ACCORD HEALTHCARE INC,,1,fiole
84044,vial,100,mL,Y,N,2355183,CISPLATIN INJECTION BP ACCORD HEALTHCARE INC,,1,fiole
94091,vial,50,mL,Y,N,2454343,PRAXBIND BOEHRINGER INGELHEIM (CANADA) LTD LTEE,,1,fiole
78773,vial,20,mL,N,Y,2302411,XYLOCAINE 1% ASPEN PHARMACARE CANADA INC,,1,fiole
78773,vial,50,mL,N,Y,2302411,XYLOCAINE 1% ASPEN PHARMACARE CANADA INC,,1,fiole
78774,vial,20,mL,N,Y,2302438,XYLOCAINE 2% ASPEN PHARMACARE CANADA INC,,1,fiole
78774,vial,50,mL,N,Y,2302438,XYLOCAINE 2% ASPEN PHARMACARE CANADA INC,,1,fiole
62105,vial,3,mL,Y,N,2238674,INTRON A MERCK CANADA INC,,1,fiole
64280,pen,1.2,mL,N,Y,2240693,INTRON A MERCK CANADA INC,,3,stylo
64281,pen,1.2,mL,N,Y,2240694,INTRON A MERCK CANADA INC,,3,stylo
64282,pen,1.2,mL,N,Y,2240695,INTRON A MERCK CANADA INC,,3,stylo
60641,syringe,0.5,mL,N,N,2237319,REBIF EMD SERONO A DIVISION OF EMD INC CANADA,,4,seringue
60642,syringe,0.5,mL,N,N,2237320,REBIF EMD SERONO A DIVISION OF EMD INC CANADA,,4,seringue
80376,cartridge,1.5,mL,N,N,2318253,REBIF EMD SERONO A DIVISION OF EMD INC CANADA,,2,cartouche
80377,cartridge,1.5,mL,N,N,2318261,REBIF EMD SERONO A DIVISION OF EMD INC CANADA,,2,cartouche
13600,vial,10,mL,Y,N,1974548,MICRO I SANDOZ CANADA INCORPORATED,,1,fiole
86525,vial,10,mL,Y,N,2379384,YERVOY BRISTOL-MYERS SQUIBB CANADA,,1,fiole
86525,vial,40,mL,Y,N,2379384,YERVOY BRISTOL-MYERS SQUIBB CANADA,,1,fiole
11642,ampoule,1,mL,Y,N,897639,ISOPROTERENOL HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
11642,vial,5,mL,Y,N,897639,ISOPROTERENOL HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
94193,syringe,1,mL,Y,N,2455102,TALTZ ELI LILLY CANADA INC,,4,seringue
94194,syringe,1,mL,Y,N,2455110,TALTZ ELI LILLY CANADA INC,,4,seringue
76900,syringe,0.5,mL,N,N,2283395,SOMATULINE AUTOGEL IPSEN BIOPHARM LIMITED,,4,seringue
76901,syringe,0.5,mL,N,N,2283409,SOMATULINE AUTOGEL IPSEN BIOPHARM LIMITED,,4,seringue
76902,syringe,0.5,mL,N,N,2283417,SOMATULINE AUTOGEL IPSEN BIOPHARM LIMITED,,4,seringue
73940,vial,5,mL,Y,N,2254506,ALDURAZYME SANOFI GENZYME A DIVISION OF SANOFI-AVENTIS CANADA INC,,1,fiole
18209,vial,50,mL,Y,N,2087316,LEUCOVORIN CALCIUM INJECTION TEVA CANADA LIMITED,,1,fiole
44265,vial,50,mL,Y,N,2182998,LEUCOVORIN CALCIUM INJECTION USP PFIZER CANADA INC,,1,fiole
44266,vial,5,mL,Y,N,2183005,LEUCOVORIN CALCIUM INJECTION USP PFIZER CANADA INC,,1,fiole
585,ampoule,2,mL,Y,N,1732,XYLOCAINE 1% ASPEN PHARMACARE CANADA INC,,7,ampoule
585,ampoule,5,mL,Y,N,1732,XYLOCAINE 1% ASPEN PHARMACARE CANADA INC,,7,ampoule
585,ampoule,10,mL,Y,N,1732,XYLOCAINE 1% ASPEN PHARMACARE CANADA INC,,7,ampoule
4478,ampoule,5,mL,N,N,1937,XYLOCARD ASPEN PHARMACARE CANADA INC,,7,ampoule
7367,vial,2.8,mL,N,Y,727695,LUPRON ABBVIE CORPORATION,,1,fiole
85810,vial,20,mL,Y,N,2372983,XYLOCAINE 0.5% ASPEN PHARMACARE CANADA INC,,1,fiole
587,ampoule,2,mL,Y,N,36641,XYLOCAINE 2% ASPEN PHARMACARE CANADA INC,,7,ampoule
587,ampoule,5,mL,Y,N,36641,XYLOCAINE 2% ASPEN PHARMACARE CANADA INC,,7,ampoule
587,ampoule,10,mL,Y,N,36641,XYLOCAINE 2% ASPEN PHARMACARE CANADA INC,,7,ampoule
90668,ampoule,5,mL,Y,N,2421984,LIDOCAINE HCL INJECTION TELIGENT OU,,7,ampoule
90668,ampoule,10,mL,Y,N,2421984,LIDOCAINE HCL INJECTION TELIGENT OU,,7,ampoule
90668,vial,5,mL,Y,N,2421984,LIDOCAINE HCL INJECTION TELIGENT OU,,1,fiole
90671,ampoule,5,mL,Y,N,2421992,LIDOCAINE HCL INJECTION TELIGENT OU,,7,ampoule
90671,ampoule,10,mL,Y,N,2421992,LIDOCAINE HCL INJECTION TELIGENT OU,,7,ampoule
90672,vial,20,mL,Y,N,2422026,LIDOCAINE HCL INJECTION WITH PRESERVATIVE TELIGENT OU,,1,fiole
90672,vial,50,mL,Y,N,2422026,LIDOCAINE HCL INJECTION WITH PRESERVATIVE TELIGENT OU,,1,fiole
90670,vial,20,mL,Y,N,2422018,LIDOCAINE HCL INJECTION WITH PRESERVATIVE TELIGENT OU,,1,fiole
90670,vial,50,mL,Y,N,2422018,LIDOCAINE HCL INJECTION WITH PRESERVATIVE TELIGENT OU,,1,fiole
2743,cartridge,1.8,mL,Y,N,364304,ISOCAINE HCL INJ 3% NOVOCOL PHARMACEUTICAL OF CANADA INC,,2,cartouche
3804,cartridge,1.8,mL,Y,N,479934,SCANDONEST 3% PLAIN INJ SEPTODONT,,2,cartouche
65671,vial,20,mL,Y,N,2242001,CARBOCAINE 2% PFIZER CANADA INC,,1,fiole
81649,cartridge,1.8,mL,Y,N,2330733,3% POLOCAINE DENTAL DENTSPLY CANADA LIMITED,,2,cartouche
79388,vial,0.6,mL,Y,N,2308215,RELISTOR SALIX PHARMACEUTICALS INC,,1,fiole
68844,vial,10,mL,Y,N,2244854,MILRINONE LACTATE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
68844,vial,20,mL,Y,N,2244854,MILRINONE LACTATE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
68609,vial,10,mL,Y,N,2244622,MILRINONE LACTATE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
68609,vial,20,mL,Y,N,2244622,MILRINONE LACTATE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
77176,vial,10,mL,Y,N,2286300,MITOXANTRONE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
91954,cartridge,1.8,mL,Y,N,2435276,4% CITANEST PLAIN DENTAL DENTSPLY CANADA LIMITED,,2,cartouche
4787,ampoule,1,mL,N,N,541869,SCOPOLAMINE HYDROBROMIDE INJECTION USP PFIZER CANADA INC,,7,ampoule
66635,vial,1,mL,Y,N,2242810,SCOPOLAMINE HYDROBROMIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
4788,ampoule,1,mL,N,N,541877,SCOPOLAMINE HYDROBROMIDE INJECTION USP PFIZER CANADA INC,,7,ampoule
66636,vial,1,mL,Y,N,2242811,SCOPOLAMINE HYDROBROMIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
13416,vial,10,mL,Y,N,787000,MICRO ZN SANDOZ CANADA INCORPORATED,,1,fiole
13451,vial,10,mL,Y,N,787019,MICRO ZN SANDOZ CANADA INCORPORATED,,1,fiole
68929,vial,10,mL,Y,N,2244931,MESNA FOR INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
89096,vial,10,mL,Y,N,2406233,UVADEX THERAKOS INC,,1,fiole
85696,vial,10,mL,Y,N,2371839,UROMITEXAN BAXTER CORPORATION,,1,fiole
85696,vial,50,mL,Y,N,2371839,UROMITEXAN BAXTER CORPORATION,,1,fiole
68601,vial,10,mL,Y,N,2244614,MITOXANTRONE INJECTION USP PFIZER CANADA INC,,1,fiole
68601,vial,12.5,mL,Y,N,2244614,MITOXANTRONE INJECTION USP PFIZER CANADA INC,,1,fiole
68601,vial,15,mL,Y,N,2244614,MITOXANTRONE INJECTION USP PFIZER CANADA INC,,1,fiole
65047,ampoule,4,mL,Y,N,2241411,UROMITEXAN BAXTER CORPORATION,,7,ampoule
65047,ampoule,10,mL,Y,N,2241411,UROMITEXAN BAXTER CORPORATION,,7,ampoule
13486,vial,10,mL,Y,N,786942,MICRO MN SANDOZ CANADA INCORPORATED,,1,fiole
94341,vial,10,mL,Y,N,2456524,ACYCLOVIR SODIUM INJECTION STERIMAX INC,,1,fiole
94341,vial,20,mL,Y,N,2456524,ACYCLOVIR SODIUM INJECTION STERIMAX INC,,1,fiole
12645,ampoule,2,mL,Y,N,884154,LIDOCAINE HYDROCHLORIDE INJECTION USP 1% HOSPIRA HEALTHCARE CORPORATION,,7,ampoule
12645,ampoule,5,mL,Y,N,884154,LIDOCAINE HYDROCHLORIDE INJECTION USP 1% HOSPIRA HEALTHCARE CORPORATION,,7,ampoule
12645,vial,20,mL,Y,N,884154,LIDOCAINE HYDROCHLORIDE INJECTION USP 1% HOSPIRA HEALTHCARE CORPORATION,,1,fiole
12645,vial,50,mL,Y,N,884154,LIDOCAINE HYDROCHLORIDE INJECTION USP 1% HOSPIRA HEALTHCARE CORPORATION,,1,fiole
18012,vial,5,mL,Y,N,1901982,LIDOCAINE HYDROCHLORIDE INJECTION USP 2% HOSPIRA HEALTHCARE CORPORATION,,1,fiole
18012,vial,20,mL,Y,N,1901982,LIDOCAINE HYDROCHLORIDE INJECTION USP 2% HOSPIRA HEALTHCARE CORPORATION,,1,fiole
18012,vial,50,mL,Y,N,1901982,LIDOCAINE HYDROCHLORIDE INJECTION USP 2% HOSPIRA HEALTHCARE CORPORATION,,1,fiole
18012,ampoule,2,mL,Y,N,1901982,LIDOCAINE HYDROCHLORIDE INJECTION USP 2% HOSPIRA HEALTHCARE CORPORATION,,7,ampoule
18012,ampoule,10,mL,Y,N,1901982,LIDOCAINE HYDROCHLORIDE INJECTION USP 2% HOSPIRA HEALTHCARE CORPORATION,,7,ampoule
84276,vial,20,mL,Y,N,2357666,VIMPAT UCB CANADA INC,,1,fiole
62106,vial,1,mL,Y,N,2238675,INTRON A MERCK CANADA INC,,1,fiole
62106,vial,2.5,mL,Y,N,2238675,INTRON A MERCK CANADA INC,,1,fiole
79791,vial,2,mL,Y,N,2312409,IRINOTECAN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
79791,vial,5,mL,Y,N,2312409,IRINOTECAN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
79791,vial,25,mL,Y,N,2312409,IRINOTECAN FOR INJECTION TEVA CANADA LIMITED,,1,fiole
84269,vial,2,mL,Y,N,2357585,IRINOTECAN HYDROCHLORIDE INJECTION USP ACCORD HEALTHCARE INC,,1,fiole
84269,vial,5,mL,Y,N,2357585,IRINOTECAN HYDROCHLORIDE INJECTION USP ACCORD HEALTHCARE INC,,1,fiole
84269,vial,25,mL,Y,N,2357585,IRINOTECAN HYDROCHLORIDE INJECTION USP ACCORD HEALTHCARE INC,,1,fiole
9776,vial,10,mL,Y,N,783978,ROBAXIMOL INJ 100MG/ML MONTREAL VETERINARY PRODUCTS INC.,,1,fiole
89508,vial,2,mL,Y,N,2410419,IRINOTECAN PFIZER CANADA INC,,1,fiole
89508,vial,5,mL,Y,N,2410419,IRINOTECAN PFIZER CANADA INC,,1,fiole
89508,vial,15,mL,Y,N,2410419,IRINOTECAN PFIZER CANADA INC,,1,fiole
74343,vial,2,mL,Y,N,2258218,IRINOTECAN HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
74343,vial,5,mL,Y,N,2258218,IRINOTECAN HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
74343,vial,25,mL,Y,N,2258218,IRINOTECAN HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
69741,syringe,0.5,mL,N,N,2245641,ORGALUTRAN MERCK CANADA INC,,4,seringue
94809,syringe,1,mL,Y,N,2460661,GLATECT PHARMASCIENCE INC,,4,seringue
69719,syringe,1,mL,Y,N,2245619,COPAXONE TEVA CANADA LIMITED,,4,seringue
94398,syringe,1,mL,Y,N,2456915,COPAXONE TEVA CANADA LIMITED,,4,seringue
91034,syringe,3,mL,Y,N,2425696,FIRAZYR SHIRE ORPHAN THERAPIES LLC,,4,seringue
96906,pen,3,mL,N,Y,2478293,SOLIQUA SANOFI-AVENTIS CANADA INC,,3,stylo
18936,vial,10,mL,Y,N,2141019,CALCIUM GLUCONATE INJECTION USP 10% FRESENIUS KABI CANADA LTD,,1,fiole
18936,vial,50,mL,Y,N,2141019,CALCIUM GLUCONATE INJECTION USP 10% FRESENIUS KABI CANADA LTD,,1,fiole
18936,vial,100,mL,N,Y,2141019,CALCIUM GLUCONATE INJECTION USP 10% FRESENIUS KABI CANADA LTD,,1,fiole
19437,syringe,2,mL,Y,N,2145820,ADENOCARD INJECTION -PRE-FILLED SYRINGE ASTELLAS PHARMA CANADA INC,,4,seringue
19437,syringe,4,mL,Y,N,2145820,ADENOCARD INJECTION -PRE-FILLED SYRINGE ASTELLAS PHARMA CANADA INC,,4,seringue
75307,vial,2,mL,Y,N,2267659,ADENOSINE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
94452,syringe,2,mL,Y,N,2457474,ADENOSINE INJECTION FRESENIUS KABI CANADA LTD,,4,seringue
94453,syringe,4,mL,Y,N,2457482,ADENOSINE INJECTION FRESENIUS KABI CANADA LTD,,4,seringue
89255,ampoule,10,mL,N,N,2407833,TRISENOX TEVA CANADA LIMITED,,7,ampoule
66820,vial,1.5,mL,Y,N,2242980,ANTIZOL PALADIN LABS INC,,1,fiole
92000,vial,1.5,mL,Y,N,2435667,FOMEPIZOLE FOR INJECTION STERIMAX INC,,1,fiole
92855,vial,10,mL,Y,N,2443805,CYRAMZA ELI LILLY CANADA INC,,1,fiole
92855,vial,50,mL,Y,N,2443805,CYRAMZA ELI LILLY CANADA INC,,1,fiole
65597,vial,10,mL,Y,N,2241927,RITUXAN HOFFMANN-LA ROCHE LIMITED,,1,fiole
65597,vial,50,mL,Y,N,2241927,RITUXAN HOFFMANN-LA ROCHE LIMITED,,1,fiole
94441,vial,11.7,mL,N,N,2457350,RITUXAN SC HOFFMANN-LA ROCHE LIMITED,,1,fiole
96398,vial,13.4,mL,N,N,2473976,RITUXAN SC HOFFMANN-LA ROCHE LIMITED,,1,fiole
17797,vial,5,mL,Y,N,2108208,ZEMURON MERCK CANADA INC,,1,fiole
80363,vial,5,mL,Y,N,2318121,ROCURONIUM BROMIDE INJECTION PFIZER CANADA INC,,1,fiole
80390,vial,5,mL,Y,N,2318415,ROCURONIUM BROMIDE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
86826,vial,5,mL,Y,N,2382415,ROCURONIUM BROMIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
86826,vial,10,mL,Y,N,2382415,ROCURONIUM BROMIDE INJECTION OMEGA LABORATORIES LTD,,1,fiole
47216,bag,100,mL,Y,N,2229411,NAROPIN ASPEN PHARMACARE CANADA INC.,,8,bag
47216,bag,200,mL,Y,N,2229411,NAROPIN ASPEN PHARMACARE CANADA INC.,,8,bag
47220,ampoule,20,mL,Y,N,2229415,NAROPIN ASPEN PHARMACARE CANADA INC.,,7,ampoule
47225,ampoule,10,mL,Y,N,2229418,NAROPIN ASPEN PHARMACARE CANADA INC.,,7,ampoule
47225,ampoule,20,mL,Y,N,2229418,NAROPIN ASPEN PHARMACARE CANADA INC.,,7,ampoule
83319,vial,30,mL,Y,N,2347822,ROPIVACAINE HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
83320,vial,10,mL,Y,N,2347830,ROPIVACAINE HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
83320,vial,20,mL,Y,N,2347830,ROPIVACAINE HYDROCHLORIDE INJECTION USP PFIZER CANADA INC,,1,fiole
94796,syringe,1.14,mL,N,N,2460521,KEVZARA SANOFI-AVENTIS CANADA INC,,4,seringue
94797,syringe,1.14,mL,N,N,2460548,KEVZARA SANOFI-AVENTIS CANADA INC,,4,seringue
96232,pen,1.14,mL,N,N,2472961,KEVZARA SANOFI-AVENTIS CANADA INC,,3,stylo
96233,pen,1.14,mL,N,N,2472988,KEVZARA SANOFI-AVENTIS CANADA INC,,3,stylo
95840,vial,10,mL,Y,N,2469596,KANUMA ALEXION PHARMA GMBH,,1,fiole
92243,pen,1,mL,Y,N,2438070,COSENTYX NOVARTIS PHARMACEUTICALS CANADA INC,,3,stylo
92243,syringe,1,mL,Y,N,2438070,COSENTYX NOVARTIS PHARMACEUTICALS CANADA INC,,4,seringue
13559,vial,10,mL,Y,N,1986007,MICRO SE SANDOZ CANADA INCORPORATED,,1,fiole
84678,vial,2,mL,Y,N,2361736,NIPRIDE PFIZER CANADA INC,,1,fiole
8274,vial,2,mL,Y,N,511226,TROMBOJECT 3% INJ 30MG/ML OMEGA LABORATORIES LTD,,1,fiole
8274,vial,5,mL,Y,N,511226,TROMBOJECT 3% INJ 30MG/ML OMEGA LABORATORIES LTD,,1,fiole
8275,vial,2,mL,Y,N,511234,TROMBOJECT 1% INJ 10MG/ML OMEGA LABORATORIES LTD,,1,fiole
90702,vial,10,mL,Y,N,2422336,SUCCINYLCHOLINE CHLORIDE INJECTION TELIGENT OU,,1,fiole
90702,vial,20,mL,Y,N,2422336,SUCCINYLCHOLINE CHLORIDE INJECTION TELIGENT OU,,1,fiole
68108,ampoule,1,mL,Y,N,2244147,SUFENTANIL CITRATE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
68108,vial,5,mL,Y,N,2244147,SUFENTANIL CITRATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
92657,ampoule,1,mL,Y,N,2442213,SUFENTANIL CITRATE INJECTION USP STERIMAX INC,,7,ampoule
92657,ampoule,5,mL,Y,N,2442213,SUFENTANIL CITRATE INJECTION USP STERIMAX INC,,7,ampoule
93817,vial,2,mL,Y,N,2451816,BRIDION MERCK CANADA INC,,1,fiole
93817,vial,5,mL,Y,N,2451816,BRIDION MERCK CANADA INC,,1,fiole
3725,ampoule,1,mL,Y,N,253952,SYNACTHEN DEPOT MALLINCKRODT SPECIALTY PHARMACEUTICALS IRELAND LTD.,,7,ampoule
10063,ampoule,1,mL,Y,N,816078,VITAMIN B1 SANDOZ CANADA INCORPORATED,,7,ampoule
10063,vial,10,mL,Y,N,816078,VITAMIN B1 SANDOZ CANADA INCORPORATED,,1,fiole
35700,vial,10,mL,Y,N,2193221,THIAMIJECT INJECTION - LIQ IM IV 100MG/ML OMEGA LABORATORIES LTD,,1,fiole
64293,bag,250,mL,N,N,2240706,AGGRASTAT CIPHER PHARMACEUTICALS INC,,8,bag
83533,vial,4,mL,N,N,2350092,ACTEMRA HOFFMANN-LA ROCHE LIMITED,,1,fiole
83534,vial,10,mL,N,N,2350106,ACTEMRA HOFFMANN-LA ROCHE LIMITED,,1,fiole
83535,vial,20,mL,N,N,2350114,ACTEMRA HOFFMANN-LA ROCHE LIMITED,,1,fiole
90943,syringe,0.9,mL,N,N,2424770,ACTEMRA HOFFMANN-LA ROCHE LIMITED,,4,seringue
86529,vial,4,mL,Y,N,2379422,TOPOTECAN HYDROCHLORIDE FOR INJECTION PFIZER CANADA INC,,1,fiole
