"","ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing"
"840","","","ISOFLURANE","ISOFLURANE",FALSE,"ISOFLURANE"
"841","","","ISOLEUCINE","ISOLEUCINE",FALSE,"ISOLEUCINE"
"842","","","ISONIAZID","ISONIAZID",FALSE,"ISONIAZID"
"843","","","ISOPROPYL ALCOHOL","ISOPROPYL ALCOHOL",FALSE,"ISOPROPYL ALCOHOL"
"844","","","ISOPROPYL MYRISTATE","ISOPROPYL MYRISTATE",FALSE,"ISOPROPYL MYRISTATE"
"845","","","ISOPROTERENOL HYDROCHLORIDE","ISOPROTERENOL HYDROCHLORIDE",FALSE,"ISOPROTERENOL HYDROCHLORIDE"
"846","","","ISOSORBIDE DINITRATE","ISOSORBIDE DINITRATE",FALSE,"ISOSORBIDE DINITRATE"
"847","Y","ISOSORBIDE-5-MONONITRATE","ISOSORBIDE-5-MONONITRATE","ISOSORBIDE MONONITRATE",FALSE,"ISOSORBIDE-5-MONONITRATE"
"848","","","ISOTRETINOIN","ISOTRETINOIN",FALSE,"ISOTRETINOIN"
"849","","","ITRACONAZOLE","ITRACONAZOLE",FALSE,"ITRACONAZOLE"
"850","","","IVABRADINE (IVABRADINE HYDROCHLORIDE)","IVABRADINE (IVABRADINE HYDROCHLORIDE)",FALSE,"IVABRADINE (IVABRADINE HYDROCHLORIDE)"
"851","","","IVACAFTOR","IVACAFTOR",FALSE,"IVACAFTOR"
"852","","","IVERMECTIN","IVERMECTIN",FALSE,"IVERMECTIN"
"853","","","IXAZOMIB (IXAZOMIB CITRATE)","IXAZOMIB (IXAZOMIB CITRATE)",FALSE,"IXAZOMIB (IXAZOMIB CITRATE)"
"854","","","IXEKIZUMAB","IXEKIZUMAB",FALSE,"IXEKIZUMAB"
"855","","","Ibrutinib","Ibrutinib",FALSE,"Ibrutinib"
"856","","","Idelalisib","Idelalisib",FALSE,"Idelalisib"
"857","","","IncobotulinumtoxinA","IncobotulinumtoxinA",FALSE,"IncobotulinumtoxinA"
"858","","","Indacaterol (Indacaterol Maleate)","Indacaterol (Indacaterol Maleate)",FALSE,"Indacaterol (Indacaterol Maleate)"
"859","","","Influenza Virus Type A (H1N1)","Influenza Virus Type A (H1N1)",FALSE,"Influenza Virus Type A (H1N1)"
"860","","","Influenza Virus Type A (H3N2)","Influenza Virus Type A (H3N2)",FALSE,"Influenza Virus Type A (H3N2)"
"861","","","Influenza virus type B (Victoria)","Influenza virus type B (Victoria)",FALSE,"Influenza virus type B (Victoria)"
"862","","","Influenza virus type B (Yamagata)","Influenza virus type B (Yamagata)",FALSE,"Influenza virus type B (Yamagata)"
"863","","","Ingenol Mebutate","Ingenol Mebutate",FALSE,"Ingenol Mebutate"
"864","","","Ipilimumab","Ipilimumab",FALSE,"Ipilimumab"
"865","","","KETAMINE (KETAMINE HYDROCHLORIDE)","KETAMINE (KETAMINE HYDROCHLORIDE)",FALSE,"KETAMINE (KETAMINE HYDROCHLORIDE)"
"866","","","KETOCONAZOLE","KETOCONAZOLE",FALSE,"KETOCONAZOLE"
"867","","","KETOPROFEN","KETOPROFEN",FALSE,"KETOPROFEN"
"868","Y","KETOROLAC","KETOROLAC TROMETHAMINE","KETOROLAC",FALSE,"KETOROLAC TROMETHAMINE"
"869","","","KETOTIFEN (KETOTIFEN FUMARATE)","KETOTIFEN (KETOTIFEN FUMARATE)",FALSE,"KETOTIFEN (KETOTIFEN FUMARATE)"
"870","","","KETOTIFEN FUMARATE","KETOTIFEN FUMARATE",FALSE,"KETOTIFEN FUMARATE"
"871","","","L-ALANINE","L-ALANINE",FALSE,"L-ALANINE"
"872","","","L-ARGININE","L-ARGININE",FALSE,"L-ARGININE"
"873","","","L-ASPARTIC ACID","L-ASPARTIC ACID",FALSE,"L-ASPARTIC ACID"
"874","","","L-CYSTEINE","L-CYSTEINE",FALSE,"L-CYSTEINE"
"875","","","L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)","L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)",FALSE,"L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)"
"876","","","L-ISOLEUCINE","L-ISOLEUCINE",FALSE,"L-ISOLEUCINE"
"877","","","L-LEUCINE","L-LEUCINE",FALSE,"L-LEUCINE"
"878","","","L-LEUCINE HYDROCHLORIDE","L-LEUCINE HYDROCHLORIDE",FALSE,"L-LEUCINE HYDROCHLORIDE"
"879","","","L-LYSINE","L-LYSINE",FALSE,"L-LYSINE"
"880","","","L-LYSINE (L-LYSINE ACETATE)","L-LYSINE (L-LYSINE ACETATE)",FALSE,"L-LYSINE (L-LYSINE ACETATE)"
"881","","","L-LYSINE (L-LYSINE HYDROCHLORIDE)","L-LYSINE (L-LYSINE HYDROCHLORIDE)",FALSE,"L-LYSINE (L-LYSINE HYDROCHLORIDE)"
"882","","","L-LYSINE (LYSINE ACETATE)","L-LYSINE (LYSINE ACETATE)",FALSE,"L-LYSINE (LYSINE ACETATE)"
"883","","","L-LYSINE HYDROCHLORIDE","L-LYSINE HYDROCHLORIDE",FALSE,"L-LYSINE HYDROCHLORIDE"
"884","","","L-MENTHOL","L-MENTHOL",FALSE,"L-MENTHOL"
"885","","","L-ORNITHINE DIHYDROCHLORIDE","L-ORNITHINE DIHYDROCHLORIDE",FALSE,"L-ORNITHINE DIHYDROCHLORIDE"
"886","","","L-PHENYLALANINE","L-PHENYLALANINE",FALSE,"L-PHENYLALANINE"
"887","","","L-PHENYLALANINE HYDROCHLORIDE","L-PHENYLALANINE HYDROCHLORIDE",FALSE,"L-PHENYLALANINE HYDROCHLORIDE"
"888","","","L-PROLINE","L-PROLINE",FALSE,"L-PROLINE"
"889","","","L-THREONINE","L-THREONINE",FALSE,"L-THREONINE"
"890","","","L-TYROSINE","L-TYROSINE",FALSE,"L-TYROSINE"
"891","","","L-VALINE","L-VALINE",FALSE,"L-VALINE"
"892","","","LABETALOL HYDROCHLORIDE","LABETALOL HYDROCHLORIDE",FALSE,"LABETALOL HYDROCHLORIDE"
"893","","","LACOSAMIDE","LACOSAMIDE",FALSE,"LACOSAMIDE"
"894","","","LACTIC ACID","LACTIC ACID",FALSE,"LACTIC ACID"
"895","","","LACTULOSE","LACTULOSE",FALSE,"LACTULOSE"
"896","","","LAMIVUDINE","LAMIVUDINE",FALSE,"LAMIVUDINE"
"897","Y","LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE",FALSE,"LAMOTRIGINE"
"898","","","LANOLIN","LANOLIN",FALSE,"LANOLIN"
"899","","","LANREOTIDE (LANREOTIDE ACETATE)","LANREOTIDE (LANREOTIDE ACETATE)",FALSE,"LANREOTIDE (LANREOTIDE ACETATE)"
"900","Y","LANSOPRAZOLE","LANSOPRAZOLE","LANSOPRAZOLE",FALSE,"LANSOPRAZOLE"
"901","","","LANTHANUM (LANTHANUM CARBONATE HYDRATE)","LANTHANUM (LANTHANUM CARBONATE HYDRATE)",TRUE,"LANTHANUM (LANTHANUM CARBONATE HYDRATE)"
"902","","","LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)","LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)",TRUE,"LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)"
"903","","","LARONIDASE","LARONIDASE",FALSE,"LARONIDASE"
"904","Y","LATANOPROST","LATANOPROST","LATANOPROST",FALSE,"LATANOPROST"
"905","","","LEFLUNOMIDE","LEFLUNOMIDE",FALSE,"LEFLUNOMIDE"
"906","","","LENALIDOMIDE","LENALIDOMIDE",FALSE,"LENALIDOMIDE"
"907","","","LENVATINIB (LENVATINIB MESYLATE)","LENVATINIB (LENVATINIB MESYLATE)",FALSE,"LENVATINIB (LENVATINIB MESYLATE)"
"908","","","LETROZOLE","LETROZOLE",FALSE,"LETROZOLE"
"909","","","LEUCINE","LEUCINE",FALSE,"LEUCINE"
"910","","","LEUCOVORIN (LEUCOVORIN CALCIUM)","LEUCOVORIN (LEUCOVORIN CALCIUM)",FALSE,"LEUCOVORIN (LEUCOVORIN CALCIUM)"
"911","","","LEUPROLIDE ACETATE","LEUPROLIDE ACETATE",FALSE,"LEUPROLIDE ACETATE"
"912","Y","LEVETIRACETAM","LEVETIRACETAM","LEVETIRACETAM",FALSE,"LEVETIRACETAM"
"913","","","LEVOBUNOLOL HYDROCHLORIDE","LEVOBUNOLOL HYDROCHLORIDE",FALSE,"LEVOBUNOLOL HYDROCHLORIDE"
"914","","","LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)","LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)",FALSE,"LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)"
"915","","","LEVOCARNITINE","LEVOCARNITINE",FALSE,"LEVOCARNITINE"
"916","Y","LEVODOPA","LEVODOPA","LEVODOPA",FALSE,"LEVODOPA"
"917","Y","LEVOFLOXACIN","LEVOFLOXACIN","LEVOFLOXACIN",FALSE,"LEVOFLOXACIN"
"918","Y","LEVOFLOXACIN","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","LEVOFLOXACIN",TRUE,"LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)"
"919","","","LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)","LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)",FALSE,"LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)"
"920","Y","LEVONORGESTREL","LEVONORGESTREL","LEVONORGESTREL",FALSE,"LEVONORGESTREL"
"921","Y","LEVOTHYROXINE","LEVOTHYROXINE SODIUM","LEVOTHYROXINE",FALSE,"LEVOTHYROXINE SODIUM"
"922","","","LIDOCAINE","LIDOCAINE",FALSE,"LIDOCAINE"
"923","","","LIDOCAINE (LIDOCAINE HYDROCHLORIDE)","LIDOCAINE (LIDOCAINE HYDROCHLORIDE)",FALSE,"LIDOCAINE (LIDOCAINE HYDROCHLORIDE)"
"924","","","LIDOCAINE HYDROCHLORIDE","LIDOCAINE HYDROCHLORIDE",FALSE,"LIDOCAINE HYDROCHLORIDE"
"925","","","LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)","LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)",TRUE,"LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)"
"926","","","LINAGLIPTIN","LINAGLIPTIN",FALSE,"LINAGLIPTIN"
"927","","","LINEZOLID","LINEZOLID",FALSE,"LINEZOLID"
"928","","","LIOTHYRONINE (LIOTHYRONINE SODIUM)","LIOTHYRONINE (LIOTHYRONINE SODIUM)",FALSE,"LIOTHYRONINE (LIOTHYRONINE SODIUM)"
"929","","","LIPASE","LIPASE",FALSE,"LIPASE"
"930","","","LIRAGLUTIDE","LIRAGLUTIDE",FALSE,"LIRAGLUTIDE"
"931","Y","LISDEXAMFETAMINE","LISDEXAMFETAMINE DIMESYLATE","LISDEXAMFETAMINE",FALSE,"LISDEXAMFETAMINE DIMESYLATE"
"932","Y","LISINOPRIL","LISINOPRIL","LISINOPRIL",FALSE,"LISINOPRIL"
"933","Y","LISINOPRIL","LISINOPRIL (LISINOPRIL DIHYDRATE)","LISINOPRIL",TRUE,"LISINOPRIL (LISINOPRIL DIHYDRATE)"
"934","Y","LITHIUM","LITHIUM (LITHIUM CITRATE)","LITHIUM (ION)",FALSE,"LITHIUM (LITHIUM CITRATE)"
"935","Y","LITHIUM","LITHIUM CARBONATE","LITHIUM CARBONATE",FALSE,"LITHIUM CARBONATE"
"936","","","LOMUSTINE","LOMUSTINE",FALSE,"LOMUSTINE"
"937","","","LOPERAMIDE HYDROCHLORIDE","LOPERAMIDE HYDROCHLORIDE",FALSE,"LOPERAMIDE HYDROCHLORIDE"
"938","","","LOPINAVIR","LOPINAVIR",FALSE,"LOPINAVIR"
"939","","","LORATADINE","LORATADINE",FALSE,"LORATADINE"
"940","Y","LORAZEPAM","LORAZEPAM","LORAZEPAM",FALSE,"LORAZEPAM"
"941","Y","LOSARTAN","LOSARTAN POTASSIUM","LOSARTAN",FALSE,"LOSARTAN POTASSIUM"
"942","","","LOTEPREDNOL ETABONATE","LOTEPREDNOL ETABONATE",FALSE,"LOTEPREDNOL ETABONATE"
"943","","","LOVASTATIN","LOVASTATIN",FALSE,"LOVASTATIN"
"944","","","LOXAPINE (LOXAPINE HYDROCHLORIDE)","LOXAPINE (LOXAPINE HYDROCHLORIDE)",FALSE,"LOXAPINE (LOXAPINE HYDROCHLORIDE)"
"945","","","LOXAPINE (LOXAPINE SUCCINATE)","LOXAPINE (LOXAPINE SUCCINATE)",FALSE,"LOXAPINE (LOXAPINE SUCCINATE)"
"946","","","LUMACAFTOR","LUMACAFTOR",FALSE,"LUMACAFTOR"
"947","","","LUTROPIN ALFA","LUTROPIN ALFA",FALSE,"LUTROPIN ALFA"
"948","","","LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)","LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)",FALSE,"LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)"
"949","","","LYSINE (L-LYSINE ACETATE)","LYSINE (L-LYSINE ACETATE)",FALSE,"LYSINE (L-LYSINE ACETATE)"
"950","","","LYSINE (L-LYSINE HYDROCHLORIDE)","LYSINE (L-LYSINE HYDROCHLORIDE)",FALSE,"LYSINE (L-LYSINE HYDROCHLORIDE)"
"951","","","LYSINE (LYSINE ACETATE)","LYSINE (LYSINE ACETATE)",FALSE,"LYSINE (LYSINE ACETATE)"
"952","","","LYSINE (LYSINE MONOHYDROCHLORIDE)","LYSINE (LYSINE MONOHYDROCHLORIDE)",FALSE,"LYSINE (LYSINE MONOHYDROCHLORIDE)"
"953","","","Ledipasvir","Ledipasvir",FALSE,"Ledipasvir"
"954","","","Levomefolate Calcium","Levomefolate Calcium",FALSE,"Levomefolate Calcium"
"955","","","Linaclotide","Linaclotide",FALSE,"Linaclotide"
"956","","","Lomitapide (Lomitapide Mesylate)","Lomitapide (Lomitapide Mesylate)",FALSE,"Lomitapide (Lomitapide Mesylate)"
"957","","","Lurasidone Hydrochloride","Lurasidone Hydrochloride",FALSE,"Lurasidone Hydrochloride"
"958","","","MACITENTAN","MACITENTAN",FALSE,"MACITENTAN"
"959","","","MACROGOL","MACROGOL",FALSE,"MACROGOL"
"960","","","MAGNESIUM (MAGNESIUM OXIDE)","MAGNESIUM (MAGNESIUM OXIDE)",FALSE,"MAGNESIUM (MAGNESIUM OXIDE)"
"961","","","MAGNESIUM ACETATE","MAGNESIUM ACETATE",FALSE,"MAGNESIUM ACETATE"
"962","","","MAGNESIUM CHLORIDE","MAGNESIUM CHLORIDE",FALSE,"MAGNESIUM CHLORIDE"
"963","","","MAGNESIUM HYDROXIDE","MAGNESIUM HYDROXIDE",FALSE,"MAGNESIUM HYDROXIDE"
"964","","","MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)","MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)",FALSE,"MAGNESIUM HYDROXIDE (DRIED ALUMINUM HYDROXIDE GEL)"
"965","","","MAGNESIUM OXIDE","MAGNESIUM OXIDE",FALSE,"MAGNESIUM OXIDE"
"966","","","MAGNESIUM SULFATE","MAGNESIUM SULFATE",FALSE,"MAGNESIUM SULFATE"
"967","","","MANGANESE (MANGANESE GLUCONATE)","MANGANESE (MANGANESE GLUCONATE)",FALSE,"MANGANESE (MANGANESE GLUCONATE)"
"968","","","MANGANESE (MANGANESE SULFATE)","MANGANESE (MANGANESE SULFATE)",FALSE,"MANGANESE (MANGANESE SULFATE)"
"969","","","MANGANESE CHLORIDE","MANGANESE CHLORIDE",FALSE,"MANGANESE CHLORIDE"
"970","","","MANNITOL","MANNITOL",FALSE,"MANNITOL"
"971","","","MAPROTILINE HYDROCHLORIDE","MAPROTILINE HYDROCHLORIDE",FALSE,"MAPROTILINE HYDROCHLORIDE"
"972","","","MARAVIROC","MARAVIROC",FALSE,"MARAVIROC"
"973","","","MEASLES VIRUS VACCINE LIVE ATTENUATED","MEASLES VIRUS VACCINE LIVE ATTENUATED",FALSE,"MEASLES VIRUS VACCINE LIVE ATTENUATED"
"974","","","MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)","MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)",FALSE,"MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)"
"975","","","MEBENDAZOLE","MEBENDAZOLE",FALSE,"MEBENDAZOLE"
"976","","","MEDIUM CHAIN TRIGLYCERIDES (MCT)","MEDIUM CHAIN TRIGLYCERIDES (MCT)",FALSE,"MEDIUM CHAIN TRIGLYCERIDES (MCT)"
"977","Y","MEDROXYPROGESTERONE","MEDROXYPROGESTERONE ACETATE","MEDROXYPROGESTERONE",FALSE,"MEDROXYPROGESTERONE ACETATE"
"978","","","MEFENAMIC ACID","MEFENAMIC ACID",FALSE,"MEFENAMIC ACID"
"979","","","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)",FALSE,"MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)"
"980","","","MEGESTROL ACETATE","MEGESTROL ACETATE",FALSE,"MEGESTROL ACETATE"
"981","","","MEGLUMINE IODIPAMIDE","MEGLUMINE IODIPAMIDE",FALSE,"MEGLUMINE IODIPAMIDE"
"982","","","MEGLUMINE IOXITALAMATE","MEGLUMINE IOXITALAMATE",FALSE,"MEGLUMINE IOXITALAMATE"
"983","Y","MELOXICAM","MELOXICAM","MELOXICAM",FALSE,"MELOXICAM"
"984","","","MELPHALAN (MELPHALAN HYDROCHLORIDE)","MELPHALAN (MELPHALAN HYDROCHLORIDE)",FALSE,"MELPHALAN (MELPHALAN HYDROCHLORIDE)"
"985","","","MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE",FALSE,"MEMANTINE HYDROCHLORIDE"
"986","","","MENINGOCOCCAL GROUP A OLIGOSACCHARIDE","MENINGOCOCCAL GROUP A OLIGOSACCHARIDE",FALSE,"MENINGOCOCCAL GROUP A OLIGOSACCHARIDE"
"987","","","MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","MENINGOCOCCAL GROUP C OLIGOSACCHARIDE",FALSE,"MENINGOCOCCAL GROUP C OLIGOSACCHARIDE"
"988","","","MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE","MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE",FALSE,"MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE"
"989","","","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE",FALSE,"MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE"
"990","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A",FALSE,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A"
"991","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C",FALSE,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C"
"992","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135",FALSE,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135"
"993","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y",FALSE,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y"
"994","","","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C",FALSE,"MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C"
"995","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A",FALSE,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A"
"996","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C",FALSE,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"
"997","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135",FALSE,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"
"998","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y",FALSE,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y"
"999","","","MENOTROPINS","MENOTROPINS",FALSE,"MENOTROPINS"
"1000","","","MENTHOL","MENTHOL",FALSE,"MENTHOL"
"1001","","","MEPERIDINE (MEPERIDINE HYDROCHLORIDE)","MEPERIDINE (MEPERIDINE HYDROCHLORIDE)",FALSE,"MEPERIDINE (MEPERIDINE HYDROCHLORIDE)"
"1002","","","MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE",FALSE,"MEPERIDINE HYDROCHLORIDE"
"1003","","","MEPIVACAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE",FALSE,"MEPIVACAINE HYDROCHLORIDE"
"1004","","","MEPOLIZUMAB","MEPOLIZUMAB",FALSE,"MEPOLIZUMAB"
"1005","","","MERADIMATE","MERADIMATE",FALSE,"MERADIMATE"
"1006","","","MERCAPTOPURINE","MERCAPTOPURINE",FALSE,"MERCAPTOPURINE"
"1007","","","MEROPENEM","MEROPENEM",FALSE,"MEROPENEM"
"1008","","","MEROPENEM (MEROPENEM TRIHYDRATE)","MEROPENEM (MEROPENEM TRIHYDRATE)",TRUE,"MEROPENEM (MEROPENEM TRIHYDRATE)"
"1009","Y","MESALAZINE","MESALAZINE","MESALAZINE",FALSE,"MESALAZINE"
"1010","","","MESNA","MESNA",FALSE,"MESNA"
"1011","Y","METFORMIN","METFORMIN HYDROCHLORIDE","METFORMIN",FALSE,"METFORMIN HYDROCHLORIDE"
"1012","","","METHACHOLINE CHLORIDE","METHACHOLINE CHLORIDE",FALSE,"METHACHOLINE CHLORIDE"
"1013","Y","METHADONE","METHADONE HYDROCHLORIDE","METHADONE",FALSE,"METHADONE HYDROCHLORIDE"
"1014","","","METHAZOLAMIDE","METHAZOLAMIDE",FALSE,"METHAZOLAMIDE"
"1015","","","METHENAMINE MANDELATE","METHENAMINE MANDELATE",FALSE,"METHENAMINE MANDELATE"
"1016","","","METHIONINE","METHIONINE",FALSE,"METHIONINE"
"1017","","","METHOCARBAMOL","METHOCARBAMOL",FALSE,"METHOCARBAMOL"
"1018","Y","METHOTREXATE","METHOTREXATE","METHOTREXATE",FALSE,"METHOTREXATE"
"1019","Y","METHOTREXATE","METHOTREXATE (METHOTREXATE SODIUM)","METHOTREXATE",FALSE,"METHOTREXATE (METHOTREXATE SODIUM)"
"1020","Y","METHOTREXATE","","METHOTREXATE",FALSE,""
"1021","","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)",FALSE,"METHOTRIMEPRAZINE (METHOTRIMEPRAZINE HYDROCHLORIDE)"
"1022","","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)",FALSE,"METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)"
"1023","","","METHOXSALEN","METHOXSALEN",FALSE,"METHOXSALEN"
"1024","","","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)",FALSE,"METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)"
"1025","","","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL",FALSE,"METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL"
"1026","","","METHYLDOPA","METHYLDOPA",FALSE,"METHYLDOPA"
"1027","","","METHYLENE BLUE","METHYLENE BLUE",FALSE,"METHYLENE BLUE"
"1028","","","METHYLNALTREXONE BROMIDE","METHYLNALTREXONE BROMIDE",FALSE,"METHYLNALTREXONE BROMIDE"
"1029","Y","METHYLPHENIDATE","METHYLPHENIDATE HYDROCHLORIDE","METHYLPHENIDATE",FALSE,"METHYLPHENIDATE HYDROCHLORIDE"
"1030","","","METHYLPREDNISOLONE","METHYLPREDNISOLONE",FALSE,"METHYLPREDNISOLONE"
"1031","","","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)",FALSE,"METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)"
"1032","","","METHYLPREDNISOLONE ACETATE","METHYLPREDNISOLONE ACETATE",FALSE,"METHYLPREDNISOLONE ACETATE"
"1033","Y","METOCLOPRAMIDE","METOCLOPRAMIDE HYDROCHLORIDE","METOCLOPRAMIDE",FALSE,"METOCLOPRAMIDE HYDROCHLORIDE"
"1034","","","METOLAZONE","METOLAZONE",FALSE,"METOLAZONE"
"1035","Y","METOPROLOL","METOPROLOL TARTRATE","METOPROLOL",FALSE,"METOPROLOL TARTRATE"
"1036","Y","METRONIDAZOLE","METRONIDAZOLE","METRONIDAZOLE",FALSE,"METRONIDAZOLE"
"1037","","","MICAFUNGIN SODIUM","MICAFUNGIN SODIUM",FALSE,"MICAFUNGIN SODIUM"
"1038","","","MICONAZOLE NITRATE","MICONAZOLE NITRATE",FALSE,"MICONAZOLE NITRATE"
"1039","","","MIDAZOLAM","MIDAZOLAM",FALSE,"MIDAZOLAM"
"1040","","","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)",FALSE,"MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)"
"1041","","","MIDODRINE HYDROCHLORIDE","MIDODRINE HYDROCHLORIDE",FALSE,"MIDODRINE HYDROCHLORIDE"
"1042","","","MIFEPRISTONE","MIFEPRISTONE",FALSE,"MIFEPRISTONE"
"1043","","","MIGLUSTAT","MIGLUSTAT",FALSE,"MIGLUSTAT"
"1044","","","MILRINONE (MILRINONE LACTATE)","MILRINONE (MILRINONE LACTATE)",FALSE,"MILRINONE (MILRINONE LACTATE)"
"1045","","","MINERAL OIL","MINERAL OIL",FALSE,"MINERAL OIL"
"1046","","","MINERAL OIL LIGHT","MINERAL OIL LIGHT",FALSE,"MINERAL OIL LIGHT"
