"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"approved",97444,20603,"SEVELAMER CARBONATE","800","MG","NEW","02484110"
"approved",97512,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02484854"
"approved",97512,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02484854"
"approved",97579,20603,"SEVELAMER CARBONATE","0.8","G","ADDED","02485559"
"approved",97579,20603,"Sevelamer Carbonate","0.8","G","DELETED","02485559"
"approved",97579,20603,"SEVELAMER CARBONATE","0.8","G","NEW","02485559"
"approved",97580,20603,"SEVELAMER CARBONATE","2.4","G","ADDED","02485567"
"approved",97580,20603,"Sevelamer Carbonate","2.4","G","DELETED","02485567"
"approved",97580,20603,"SEVELAMER CARBONATE","2.4","G","NEW","02485567"
"approved",97651,7426,"ETHINYL ESTRADIOL","0.035","MG","ADDED","02486296"
"approved",97651,7492,"NORGESTIMATE","0.18","MG","ADDED","02486296"
"approved",97651,7492,"NORGESTIMATE","0.215","MG","ADDED","02486296"
"approved",97651,7492,"NORGESTIMATE","0.25","MG","ADDED","02486296"
"approved",97652,7426,"ETHINYL ESTRADIOL","0.035","MG","ADDED","02486318"
"approved",97652,7492,"NORGESTIMATE","0.18","MG","ADDED","02486318"
"approved",97652,7492,"NORGESTIMATE","0.215","MG","ADDED","02486318"
"approved",97652,7492,"NORGESTIMATE","0.25","MG","ADDED","02486318"
"approved",97663,13330,"TERIPARATIDE (TERIPARATIDE ACETATE)","250","MCG","NEW","02486423"
"approved",97691,22542,"IBRUTINIB","140","MG","ADDED","02486733"
"approved",97691,22542,"Ibrutinib","140","MG","DELETED","02486733"
"approved",97691,22542,"IBRUTINIB","140","MG","NEW","02486733"
"approved",97692,22542,"IBRUTINIB","280","MG","ADDED","02486741"
"approved",97692,22542,"Ibrutinib","280","MG","DELETED","02486741"
"approved",97692,22542,"IBRUTINIB","280","MG","NEW","02486741"
"approved",97693,22542,"IBRUTINIB","420","MG","ADDED","02486768"
"approved",97693,22542,"Ibrutinib","420","MG","DELETED","02486768"
"approved",97693,22542,"IBRUTINIB","420","MG","NEW","02486768"
"approved",97694,22542,"IBRUTINIB","560","MG","ADDED","02486776"
"approved",97694,22542,"Ibrutinib","560","MG","DELETED","02486776"
"approved",97694,22542,"IBRUTINIB","560","MG","NEW","02486776"
"active",97701,12049,"OCTINOXATE","6.8","%","ADDED","02486849"
"active",97701,727,"TITANIUM DIOXIDE","4","%","ADDED","02486849"
"active",97701,7289,"ZINC OXIDE","15.2","%","ADDED","02486849"
"approved",97708,7152,"CETYLPYRIDINIUM CHLORIDE","0.05","%","ADDED","02486938"
"active",97791,7218,"IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX)","1","%","NEW","02487896"
"active",97792,7218,"IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX)","0.5","%","NEW","02487918"
"approved",97793,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02487772"
"approved",97793,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02487772"
"active",97839,12049,"OCTINOXATE","7","%","ADDED","02488299"
"active",97839,727,"TITANIUM DIOXIDE","4.15","%","ADDED","02488299"
"active",97839,7289,"ZINC OXIDE","9.8","%","ADDED","02488299"
"approved",97951,7218,"IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX)","1","%","NEW","02489422"
"approved",97962,7218,"IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX)","1","%","NEW","02489546"
"approved",97969,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","3500","UNIT","ADDED","02489627"
"approved",97969,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","3500","UNIT","DELETED","02489627"
"approved",97969,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","3500","UNIT","NEW","02489627"
"approved",97972,433,"DIMETHICONE","2.1","%","ADDED","02489643"
"approved",97972,7289,"ZINC OXIDE","2","%","ADDED","02489643"
"approved",98107,23343,"GALCANEZUMAB","120","MG","NEW","02491060"
"approved",98110,23343,"GALCANEZUMAB","120","MG","NEW","02491087"
"approved",98114,7942,"CETIRIZINE HYDROCHLORIDE","20","MG","ADDED","02491125"
"approved",98126,7426,"ETHINYL ESTRADIOL","0.035","MG","ADDED","02491257"
"approved",98126,7572,"CYPROTERONE ACETATE","2","MG","ADDED","02491257"
"approved",98129,5900,"METHOTREXATE (METHOTREXATE SODIUM)","7.5","MG","ADDED","02491273"
"approved",98130,5900,"METHOTREXATE (METHOTREXATE SODIUM)","10","MG","ADDED","02491281"
"approved",98131,5900,"METHOTREXATE (METHOTREXATE SODIUM)","12.5","MG","ADDED","02491303"
"approved",98132,5900,"METHOTREXATE (METHOTREXATE SODIUM)","15","MG","ADDED","02491311"
"approved",98133,5900,"METHOTREXATE (METHOTREXATE SODIUM)","17.5","MG","ADDED","02491338"
"approved",98134,5900,"METHOTREXATE (METHOTREXATE SODIUM)","20","MG","ADDED","02491346"
"approved",98135,5900,"METHOTREXATE (METHOTREXATE SODIUM)","22.5","MG","ADDED","02491354"
"approved",98136,5900,"METHOTREXATE (METHOTREXATE SODIUM)","25","MG","ADDED","02491362"
"approved",98137,9880,"METRONIDAZOLE","500","MG","ADDED","02491370"
"approved",98138,11104,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","2","MG","ADDED","02491524"
"approved",98143,6506,"HYDROXYCHLOROQUINE SULFATE","200","MG","ADDED","02491427"
"approved",98152,11104,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","2","MG","ADDED","02491532"
"approved",98153,11104,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","2","MG","ADDED","02491540"
"approved",98154,23349,"RAVULIZUMAB","10","MG","NEW","02491559"
"approved",98156,20872,"TOLVAPTAN","15","MG","ADDED","02491575"
"approved",98156,20872,"TOLVAPTAN","15","MG","NEW","02491575"
"approved",98157,20872,"TOLVAPTAN","15","MG","ADDED","02491583"
"approved",98157,20872,"TOLVAPTAN","30","MG","ADDED","02491583"
"approved",98157,20872,"TOLVAPTAN","15","MG","NEW","02491583"
"approved",98157,20872,"TOLVAPTAN","30","MG","NEW","02491583"
"approved",98160,197,"BENZALKONIUM CHLORIDE","0.26","%","ADDED","02491613"
"approved",98161,197,"BENZALKONIUM CHLORIDE","0.26","%","ADDED","02491621"
"approved",98162,197,"BENZALKONIUM CHLORIDE","0.26","%","ADDED","02491648"
"approved",98163,197,"BENZALKONIUM CHLORIDE","0.26","%","ADDED","02491656"
"approved",98164,197,"BENZALKONIUM CHLORIDE","0.26","%","ADDED","02491664"
"approved",98169,20280,"HYDROMORPHONE HYDROCHLORIDE","10","MG","ADDED","02491680"
"approved",98170,20280,"HYDROMORPHONE HYDROCHLORIDE","2","MG","ADDED","02491699"
"approved",98171,4439,"HYDROQUINONE","4","%","ADDED","02491702"
"approved",98173,122,"LAMIVUDINE","300","MG","ADDED","02491753"
"approved",98173,21556,"DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)","50","MG","ADDED","02491753"
"approved",98179,23350,"ACALABRUTINIB","100","MG","NEW","02491788"
"approved",98180,13090,"GEFITINIB","250","MG","ADDED","02491796"
"approved",98182,197,"BENZALKONIUM CHLORIDE","8.68","%","ADDED","02491826"
"approved",98182,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","6.51","%","ADDED","02491826"
"approved",98182,2232,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE","2.604","%","ADDED","02491826"
"approved",98182,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","3.906","%","ADDED","02491826"
"approved",98183,2293,"CHLORO-O-PHENYLPHENOL SODIUM","24","%","NEW","02491834"
"approved",98185,182,"DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","ADDED","02491850"
"approved",98189,9117,"MORPHINE SULFATE","50","MG","ADDED","02491885"
"approved",98194,9117,"MORPHINE SULFATE","100","MG","ADDED","02491931"
"approved",98195,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02491958"
"approved",98195,270,"ACETAMINOPHEN","325","MG","ADDED","02491958"
"approved",98195,6895,"PHENIRAMINE MALEATE","20","MG","ADDED","02491958"
"approved",98196,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02491966"
"approved",98196,270,"ACETAMINOPHEN","650","MG","ADDED","02491966"
"approved",98196,6895,"PHENIRAMINE MALEATE","20","MG","ADDED","02491966"
