"tm_formal_name","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code"
"acetaminophen and dextromethorphan hydrobromide and phenylephrine",FALSE,10,5,"active",2006-06-26,NA
"dextromethorphan hydrobromide and phenylephrine",FALSE,4,3,"active",2006-07-10,NA
"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide and phenylephrine",FALSE,5,1,"active",2006-07-24,NA
"sorafenib (sorafenib tosylate)",FALSE,1,1,"active",2006-07-31,NA
"abatacept",FALSE,2,2,"active",2006-08-08,NA
"acetaminophen and menthol",FALSE,1,1,"active",2006-08-09,NA
"recombinant human papillomavirus type 11 l1 protein and recombinant human papillomavirus type 16 l1 protein and recombinant human papillomavirus type 18 l1 protein and recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2006-08-16,NA
"cilazapril (cilazapril monohydrate) and hydrochlorothiazide",FALSE,2,1,"active",2006-08-23,NA
"acetaminophen and dextromethorphan hydrobromide and diphenhydramine hydrochloride",FALSE,3,1,"active",2006-08-31,NA
"acetaminophen and guaifenesin and phenylephrine",FALSE,2,1,"active",2006-08-31,NA
"isopropyl myristate",FALSE,1,1,"active",2006-09-01,NA
"trypan blue",FALSE,1,1,"active",2006-09-06,NA
"entecavir",FALSE,4,1,"active",2006-09-12,NA
"rasagiline (rasagiline mesylate)",FALSE,6,1,"active",2006-09-14,NA
"hydroxyethyl starch 130/0.4",FALSE,2,1,"active",2006-09-18,NA
"antihemophilic factor (recombinant)",FALSE,20,2,"active",2006-10-06,NA
"human-bovine rotavirus reassortant type g1 and human-bovine rotavirus reassortant type g2 and human-bovine rotavirus reassortant type g3 and human-bovine rotavirus reassortant type g4 and human-bovine rotavirus reassortant type p1(8)",FALSE,1,1,"active",2006-10-16,NA
"meningococcal polysaccharide-diphtheria toxoid conjugate, group a and meningococcal polysaccharide-diphtheria toxoid conjugate, group c and meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135 and meningococcal polysaccharide-diphtheria toxoid conjugate, group y",FALSE,1,1,"active",2006-10-20,NA
"desmopressin (desmopressin acetate)",FALSE,5,1,"active",2006-11-02,NA
"deferasirox",FALSE,12,2,"active",2006-11-10,NA
"ensulizole and octinoxate",FALSE,4,1,"active",2006-11-13,NA
"natalizumab",FALSE,1,1,"active",2006-11-21,NA
"idarubicin hydrochloride",FALSE,3,1,"active",2006-11-25,NA
"avobenzone and octinoxate and octisalate and oxybenzone",FALSE,14,3,"active",2006-11-28,NA
"tigecycline",FALSE,2,1,"active",2006-11-30,NA
"alglucosidase alfa",FALSE,1,1,"active",2006-12-06,NA
"lanthanum (lanthanum carbonate hydrate)",FALSE,4,1,"active",2006-12-06,NA
"telbivudine",FALSE,1,1,"active",2006-12-14,NA
"avobenzone and homosalate and octisalate and octocrylene and oxybenzone",FALSE,193,9,"active",2007-01-29,NA
"homosalate and octinoxate and octisalate and oxybenzone",FALSE,16,5,"active",2007-02-15,NA
"lanreotide (lanreotide acetate)",FALSE,3,1,"active",2007-02-22,NA
"ceftriaxone (ceftriaxone sodium)",FALSE,19,1,"active",2007-02-23,NA
"avobenzone and drometrizole trisiloxane and octocrylene and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,8,2,"active",2007-03-01,NA
"avobenzone and drometrizole trisiloxane and octocrylene and titanium dioxide",FALSE,3,1,"active",2007-03-01,NA
"acetaminophen and dextromethorphan hydrobromide and guaifenesin and phenylephrine",FALSE,4,2,"active",2007-03-06,NA
"diphenhydramine hydrochloride and zinc acetate",FALSE,2,2,"active",2007-03-09,NA
"inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (v.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett",FALSE,1,1,"active",2007-03-22,NA
"hexylresorcinol and l-menthol",FALSE,1,1,"active",2007-03-23,NA
"avobenzone and octisalate and octocrylene and oxybenzone",FALSE,13,4,"active",2007-03-27,NA
"avobenzone and homosalate and octisalate and oxybenzone and titanium dioxide",FALSE,4,1,"active",2007-03-30,NA
"dasatinib (dasatinib monohydrate)",FALSE,6,1,"active",2007-04-13,NA
"coagulation factor ix (recombinant)",FALSE,5,1,"active",2007-04-14,NA
"octinoxate and octocrylene and oxybenzone and sulisobenzone and titanium dioxide",FALSE,2,1,"active",2007-05-05,NA
"diphtheria toxoid and filamentous haemagglutinin and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",2007-05-29,NA
"dyclonine hydrochloride and menthol",FALSE,1,1,"active",2007-05-31,NA
"posaconazole",FALSE,3,3,"active",2007-06-06,NA
"oxaliplatin",FALSE,8,1,"active",2007-07-17,NA
"ranibizumab",FALSE,2,1,"active",2007-07-26,NA
"acamprosate calcium",FALSE,1,1,"active",2007-07-30,NA
"idursulfase",FALSE,1,1,"active",2007-08-01,NA
"sodium oxybate",FALSE,1,1,"active",2007-08-03,NA
"alemtuzumab",FALSE,2,1,"active",2007-09-07,NA
"micafungin sodium",FALSE,2,1,"active",2007-09-18,NA
"aprepitant",FALSE,3,2,"active",2007-09-24,NA
"maraviroc",FALSE,2,1,"active",2007-09-26,NA
"paliperidone",FALSE,3,1,"active",2007-10-02,NA
"efavirenz and emtricitabine and tenofovir disoproxil fumarate",FALSE,1,1,"active",2007-10-23,NA
"calcium chloride and dextrose anhydrous and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride",FALSE,1,1,"active",2007-10-31,NA
"calcium chloride and magnesium chloride and sodium bicarbonate and sodium chloride",FALSE,1,1,"active",2007-10-31,NA
"piperacillin (piperacillin sodium) and tazobactam (tazobactam sodium)",FALSE,19,1,"active",2007-11-05,NA
"gemcitabine (gemcitabine hydrochloride)",FALSE,15,2,"active",2007-11-20,NA
"aliskiren (aliskiren fumarate)",FALSE,2,1,"active",2007-11-26,NA
"raltegravir (raltegravir potassium)",FALSE,3,2,"active",2007-11-28,NA
"daptomycin",FALSE,1,1,"active",2007-12-03,NA
"chlorhexidine and lidocaine hydrochloride (lidocaine hydrochloride monohydrate)",FALSE,1,1,"active",2007-12-06,NA
"frovatriptan (frovatriptan succinate)",FALSE,2,1,"active",2008-01-04,NA
"ziprasidone (ziprasidone hydrochloride monohydrate)",FALSE,4,1,"active",2008-01-04,NA
"temsirolimus",FALSE,1,1,"active",2008-01-11,NA
"nelarabine",FALSE,1,1,"active",2008-01-17,NA
"desmopressin acetate (desmopressin acetate trihydrate)",FALSE,2,1,"active",2008-01-23,NA
"lenalidomide",FALSE,6,1,"active",2008-02-19,NA
"phenobarbital sodium",FALSE,2,1,"active",2008-02-29,NA
"polyvinyl alcohol and povidone and tetrahydrozoline hydrochloride",FALSE,1,1,"active",2008-03-26,NA
"etravirine",FALSE,3,1,"active",2008-03-27,NA
"avobenzone and homosalate and octisalate and oxybenzone",FALSE,20,3,"active",2008-04-03,NA
"calcium (calcium carbonate) and etidronate disodium",FALSE,3,2,"active",2008-04-10,NA
"ondansetron (ondansetron hydrochloride)",FALSE,10,1,"active",2008-04-23,NA
"carbidopa and entacapone and levodopa",FALSE,5,1,"active",2008-04-28,NA
"antihemophilic factor (human) and human plasma proteins and von willebrand factor (human)",FALSE,2,1,"active",2008-04-29,NA
"avobenzone and ensulizole and homosalate and octisalate and octocrylene and oxybenzone",FALSE,2,1,"active",2008-05-07,NA
"methylnaltrexone bromide",FALSE,1,1,"active",2008-05-07,NA
"panitumumab",FALSE,2,1,"active",2008-05-27,NA
"measles virus vaccine live attenuated and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain) and varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2008-06-04,NA
"penicillin g benzathine",FALSE,1,1,"active",2008-06-11,NA
"rho d immune globulin human",FALSE,3,1,"active",2008-06-16,NA
"ambrisentan",FALSE,2,1,"active",2008-06-24,NA
"estradiol and levonorgestrel",FALSE,1,1,"active",2008-06-25,NA
"coagulation factor ii (human) and coagulation factor ix (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s",FALSE,4,2,"active",2008-07-08,NA
"homosalate and meradimate and octinoxate and octisalate and oxybenzone",FALSE,2,1,"active",2008-07-22,NA
"octinoxate and octisalate",FALSE,4,2,"active",2008-07-24,NA
"avobenzone and octinoxate and octisalate and octocrylene",FALSE,14,4,"active",2008-08-01,NA
"avobenzone and octinoxate and octisalate and octocrylene and padimate o",FALSE,2,2,"active",2008-08-01,NA
"avobenzone and octinoxate and octisalate and padimate o",FALSE,1,1,"active",2008-08-01,NA
"menthol and trolamine salicylate and NA",FALSE,1,1,"active",2008-09-15,NA
"insulin glulisine (recombinant dna origin)",FALSE,3,1,"active",2008-09-22,NA
"nilotinib (nilotinib hydrochloride monohydrate)",FALSE,2,1,"active",2008-09-30,NA
"drospirenone and estradiol",FALSE,1,1,"active",2008-10-20,NA
"cetuximab",FALSE,1,1,"active",2008-10-28,NA
"avobenzone and octinoxate and octocrylene",FALSE,12,4,"active",2008-12-04,NA
"diphtheria toxoid and filamentous haemagglutinin and haemophilus influenzae type b-prp and hepatitis b surface antigen (recombinant) and inactivated poliovirus type i and inactivated poliovirus type ii and inactivated poliovirus type iii and pertactin and pertussis toxoid and tetanus toxoid and tetanus toxoid adsorbed",FALSE,1,1,"active",2008-12-04,NA
"polyethylene glycol 3350",FALSE,11,2,"active",2008-12-10,NA
"rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",FALSE,1,1,"active",2008-12-16,NA
"ustekinumab",FALSE,3,1,"active",2009-01-05,NA
"diphenhydramine citrate",FALSE,1,1,"active",2009-01-20,NA
"octinoxate and octisalate and octocrylene and oxybenzone and titanium dioxide",FALSE,1,1,"active",2009-01-21,NA
"bacitracin zinc and gramicidin and lidocaine and polymyxin b sulfate",FALSE,1,1,"active",2009-01-23,NA
"moroctocog alfa",FALSE,7,2,"active",2009-01-23,NA
"betamethasone (base) and calcipotriol (calcipotriol monohydrate)",FALSE,2,2,"active",2009-01-28,NA
"ensulizole and octinoxate and octocrylene",FALSE,1,1,"active",2009-02-02,NA
"granisetron (granisetron hydrochloride)",FALSE,5,2,"active",2009-02-20,NA
"dimethicone and menthol and pramoxine hydrochloride",FALSE,1,1,"active",2009-03-05,NA
"benzalkonium and pramoxine hydrochloride",FALSE,1,1,"active",2009-03-12,NA
"avobenzone and drometrizole trisiloxane and octisalate and octocrylene and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,4,2,"active",2009-03-13,NA
"avobenzone and homosalate and octisalate and octocrylene",FALSE,91,7,"active",2009-03-17,NA
"darunavir (darunavir ethanolate)",FALSE,5,2,"active",2009-03-17,NA
"cefepime (cefepime hydrochloride)",FALSE,1,1,"active",2009-03-19,NA
"homosalate and meradimate and octinoxate and oxybenzone",FALSE,1,1,"active",2009-04-03,NA
"romiplostim",FALSE,2,1,"active",2009-04-15,NA
"avobenzone and octocrylene and oxybenzone",FALSE,15,6,"active",2009-05-01,NA
"eplerenone",FALSE,2,1,"active",2009-05-05,NA
"lidocaine hydrochloride and menthol",FALSE,1,1,"active",2009-05-05,NA
"dimethicone and zinc oxide",FALSE,3,1,"active",2009-05-20,NA
"eculizumab",FALSE,1,1,"active",2009-05-25,NA
"lapatinib (lapatinib ditosylate monohydrate)",FALSE,1,1,"active",2009-06-05,NA
"methyl aminolevulinate (methyl aminolevulinate hydrochloride)",FALSE,1,1,"active",2009-06-16,NA
"avobenzone and octinoxate and octisalate and octocrylene and oxybenzone",FALSE,10,5,"active",2009-06-22,NA
"golimumab",FALSE,5,1,"active",2009-06-22,NA
"loteprednol etabonate",FALSE,4,3,"active",2009-06-24,NA
"vorinostat",FALSE,1,1,"active",2009-06-29,NA
"cladribine",FALSE,1,1,"active",2009-06-30,NA
"homosalate and octinoxate and octisalate and titanium dioxide",FALSE,1,1,"active",2009-07-08,NA
"avobenzone and ensulizole and octinoxate and octocrylene and oxybenzone and titanium dioxide",FALSE,1,1,"active",2009-07-13,NA
"incobotulinumtoxina",FALSE,3,1,"active",2009-07-21,NA
"nimodipine",FALSE,1,1,"active",2009-07-24,NA
"gramicidin and lidocaine hydrochloride and polymyxin b sulfate",FALSE,5,1,"active",2009-07-30,NA
"standardized kentucky blue/june grass pollen and standardized orchard grass pollen and standardized redtop grass pollen and standardized sweet vernal grass pollen and standardized timothy grass pollen",FALSE,1,1,"active",2009-07-30,NA
"avobenzone and ensulizole and homosalate and octocrylene",FALSE,1,1,"active",2009-08-04,NA
"hydroquinone and octocrylene and oxybenzone and padimate o",FALSE,1,1,"active",2009-08-19,NA
"timolol and NA",FALSE,1,1,"active",2009-08-25,NA
"certolizumab pegol",FALSE,1,1,"active",2009-08-31,NA
"dronedarone (dronedarone hydrochloride)",FALSE,1,1,"active",2009-09-28,NA
"avobenzone and octinoxate and octocrylene and oxybenzone",FALSE,7,4,"active",2009-10-08,NA
"avobenzone and drometrizole trisiloxane and octisalate and octocrylene",FALSE,2,1,"active",2009-11-02,NA
"aztreonam",FALSE,1,1,"active",2009-11-11,NA
"aliskiren (aliskiren fumarate) and hydrochlorothiazide",FALSE,4,1,"active",2009-11-24,NA
"degarelix (degarelix acetate)",FALSE,2,1,"active",2009-11-24,NA
"bacitracin zinc and gramicidin and polymyxin b sulfate",FALSE,1,1,"active",2009-12-23,NA
"glucagon (recombinant dna origin) (glucagon hydrochloride)",FALSE,2,2,"active",2009-12-23,NA
"gramicidin and polymyxin b sulfate",FALSE,4,3,"active",2009-12-23,NA
"inact.japanese encephal virus(attenuat. strain sa14-14-2 produced in vero cells)",FALSE,1,1,"active",2009-12-29,NA
"azacitidine",FALSE,1,1,"active",2010-01-04,NA
"chlorpheniramine maleate and phenylephrine",FALSE,1,1,"active",2010-01-11,NA
"diphenhydramine hydrochloride and phenylephrine",FALSE,4,3,"active",2010-01-11,NA
"everolimus",FALSE,7,2,"active",2010-01-19,NA
"anidulafungin",FALSE,1,1,"active",2010-01-25,NA
"besifloxacin",FALSE,1,1,"active",2010-01-27,NA
"octocrylene and oxybenzone",FALSE,2,1,"active",2010-01-29,NA
"desloratadine and pseudoephedrine sulfate",FALSE,1,1,"active",2010-02-01,NA
"gadoxetate disodium",FALSE,1,1,"active",2010-02-04,NA
"clofarabine",FALSE,1,1,"active",2010-02-10,NA
"recombinant human papillomavirus type 16 l1 protein and recombinant human papillomavirus type 18 l1 protein",FALSE,1,1,"active",2010-02-10,NA
"homosalate and hydroquinone and octinoxate and octocrylene and oxybenzone",FALSE,1,1,"active",2010-02-15,NA
"dexmedetomidine (dexmedetomidine hydrochloride)",FALSE,2,1,"active",2010-02-24,NA
"corynebacterium diphtheriae crm-197 protein and pneumococcal polysaccharide serotype 1 and pneumococcal polysaccharide serotype 14 and pneumococcal polysaccharide serotype 18c and pneumococcal polysaccharide serotype 19a and pneumococcal polysaccharide serotype 19f and pneumococcal polysaccharide serotype 23f and pneumococcal polysaccharide serotype 3 and pneumococcal polysaccharide serotype 4 and pneumococcal polysaccharide serotype 5 and pneumococcal polysaccharide serotype 6a and pneumococcal polysaccharide serotype 6b and pneumococcal polysaccharide serotype 7f and pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2010-03-01,NA
"homosalate and octinoxate and octisalate and octocrylene and oxybenzone",FALSE,1,1,"active",2010-03-01,NA
"clotrimazole and fluconazole",FALSE,3,5,"active",2010-03-10,NA
"octinoxate and octisalate and zinc oxide",FALSE,8,2,"active",2010-03-30,NA
"canakinumab",FALSE,1,1,"active",2010-04-27,NA
"avobenzone and bemotrizinol and drometrizole trisiloxane and octisalate and octocrylene and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,1,1,"active",2010-05-04,NA
"prasugrel (prasugrel hydrochloride)",FALSE,1,1,"active",2010-05-17,NA
"bemotrizinol and bisoctrizole and octinoxate",FALSE,3,2,"active",2010-05-25,NA
"tocilizumab",FALSE,4,1,"active",2010-05-26,NA
"liraglutide",FALSE,2,1,"active",2010-05-27,NA
"bisacodyl and polyethylene glycol 3350 and potassium chloride and sodium bicarbonate and sodium chloride and sodium sulfate",FALSE,1,3,"active",2010-06-06,NA
"azelaic acid",FALSE,1,1,"active",2010-06-15,NA
"sapropterin dihydrochloride",FALSE,1,1,"active",2010-07-05,NA
"cefotaxime (cefotaxime sodium)",FALSE,3,1,"active",2010-07-06,NA
"paliperidone (paliperidone palmitate)",FALSE,8,1,"active",2010-07-21,NA
"corynebacterium diphtheriae crm-197 protein and meningococcal group a oligosaccharide and meningococcal group c oligosaccharide and meningococcal group w-135 oligosaccharide and meningococcal group y oligosaccharide",FALSE,1,2,"active",2010-07-29,NA
"eptacog alfa (activated)",FALSE,6,2,"active",2010-08-05,NA
"trabectedin",FALSE,1,1,"active",2010-08-05,NA
"denosumab",FALSE,2,1,"active",2010-08-12,NA
"pazopanib (pazopanib hydrochloride)",FALSE,1,1,"active",2010-08-13,NA
"dextromethorphan hydrobromide and doxylamine",FALSE,1,1,"active",2010-08-19,NA
"febuxostat",FALSE,1,1,"active",2010-09-30,NA
"c1 esterase inhibitor (human)",FALSE,3,2,"active",2010-10-06,NA
"lacosamide",FALSE,5,2,"active",2010-10-21,NA
"diphtheria toxoid adsorbed and filamentous haemagglutinin adsorbed and inactivated poliovirus type i and inactivated poliovirus type ii and inactivated poliovirus type iii and pertactin adsorbed and pertussis toxoid adsorbed and tetanus toxoid adsorbed",FALSE,1,1,"active",2010-10-22,NA
"thalidomide",FALSE,3,1,"active",2010-11-01,NA
"alitretinoin",FALSE,2,1,"active",2010-11-19,NA
"velaglucerase alfa",FALSE,1,1,"active",2010-11-22,NA
"sevelamer carbonate",FALSE,1,1,"active",2010-11-25,NA
"avobenzone and homosalate and octisalate",FALSE,6,3,"active",2011-01-01,NA
"avobenzone and octisalate",FALSE,8,2,"active",2011-01-01,NA
"diphenhydramine hydrochloride and ibuprofen",FALSE,4,2,"active",2011-01-03,NA
"alanine and calcium chloride and dextrose and glutamic acid and glycine and histidine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and lysine (l-lysine acetate) and magnesium chloride and methionine and olive oil and potassium chloride and serine and sodium acetate trihydrate and sodium glycerophosphate and soybean oil and tryptophan",FALSE,3,1,"active",2011-01-19,NA
"bacitracin zinc",FALSE,2,1,"active",2011-02-01,NA
"antipyrine and benzocaine",FALSE,1,1,"active",2011-02-28,NA
"alanine and dextrose and glutamic acid and glycine and histidine and l-arginine and l-aspartic acid and l-isoleucine and l-leucine and l-phenylalanine and l-proline and l-threonine and l-tyrosine and l-valine and lysine (l-lysine acetate) and methionine and olive oil and serine and soybean oil and tryptophan",FALSE,2,1,"active",2011-03-01,NA
"fibrinogen (human) and thrombin (human)",FALSE,1,2,"active",2011-03-01,NA
"formoterol and mometasone",FALSE,2,1,"active",2011-03-10,NA
"diphtheria toxoid and filamentous haemagglutinin and fimbriae types 2 and 3 (fim) and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 and inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney and inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",2011-03-11,NA
"standardized kentucky blue/june grass pollen and standardized orchard grass pollen and standardized redtop grass pollen and standardized timothy grass pollen",FALSE,2,1,"active",2011-03-22,NA
"fingolimod (fingolimod hydrochloride)",FALSE,1,1,"active",2011-03-28,NA
"eltrombopag (eltrombopag olamine)",FALSE,2,1,"active",2011-04-01,NA
"fosaprepitant (fosaprepitant dimeglumine)",FALSE,1,1,"active",2011-04-04,NA
"avobenzone and ensulizole and octocrylene",FALSE,4,2,"active",2011-04-06,NA
"avobenzone and homosalate and octisalate and octocrylene and oxybenzone and terephthalylidene dicamphor sulfonic acid",FALSE,5,2,"active",2011-04-13,NA
"glycerine and hypromellose",FALSE,5,1,"active",2011-04-19,NA
"glycerine and naphazoline hydrochloride",FALSE,1,1,"active",2011-04-27,NA
"polyethylene glycol 3350 and potassium chloride and sodium ascorbate and sodium chloride and sodium sulfate anhydrous and vitamin C",FALSE,1,1,"active",2011-04-28,NA
"adapalene and benzoyl peroxide",FALSE,2,1,"active",2011-05-13,NA
"clindamycin and tretinoin",FALSE,1,1,"active",2011-05-16,NA
"sodium nitroprusside",FALSE,1,1,"active",2011-05-17,NA
"irinotecan hydrochloride (irinotecan hydrochloride trihydrate)",FALSE,3,1,"active",2011-05-27,NA
"exenatide",FALSE,3,2,"active",2011-05-31,NA
"ticagrelor",FALSE,2,1,"active",2011-06-01,NA
"calcium chloride and thrombin (human) and NA",FALSE,3,2,"active",2011-06-20,NA
"calcium chloride and citric acid and dextrose and magnesium chloride and potassium chloride and sodium acetate and sodium chloride",FALSE,7,1,"active",2011-07-04,NA
"abiraterone acetate",FALSE,2,1,"active",2011-07-28,NA
"amlodipine and telmisartan",FALSE,4,1,"active",2011-08-11,NA
"cabazitaxel",FALSE,1,1,"active",2011-08-23,NA
"belimumab",FALSE,2,1,"active",2011-08-24,NA
"rufinamide",FALSE,3,1,"active",2011-08-29,NA
"rilpivirine (rilpivirine hydrochloride)",FALSE,1,1,"active",2011-08-31,NA
"linagliptin",FALSE,1,1,"active",2011-09-13,NA
"octocrylene and titanium dioxide",FALSE,1,1,"active",2011-09-15,NA
"tolvaptan",FALSE,5,1,"active",2011-09-22,NA
"remifentanil (remifentanil hydrochloride)",FALSE,2,1,"active",2011-09-27,NA
"emtricitabine and rilpivirine (rilpivirine hydrochloride) and tenofovir disoproxil fumarate",FALSE,1,1,"active",2011-10-20,NA
"dienogest",FALSE,1,1,"active",2011-10-25,NA
"diphenhydramine citrate and ibuprofen",FALSE,1,1,"active",2011-10-27,NA
"digoxin immune fab (ovine)",FALSE,1,1,"active",2011-11-04,NA
"dutasteride and tamsulosin",FALSE,1,1,"active",2011-11-17,NA
"zolpidem tartrate",FALSE,6,1,"active",2011-11-29,NA
"asenapine (asenapine maleate)",FALSE,2,1,"active",2011-12-19,NA
"avobenzone and octinoxate and octocrylene and sulisobenzone",FALSE,2,2,"active",2011-12-22,NA
"prucalopride (prucalopride succinate)",FALSE,2,1,"active",2012-01-12,NA
"meropenem (meropenem trihydrate)",FALSE,4,1,"active",2012-01-26,NA
"apixaban",FALSE,2,1,"active",2012-02-01,NA
"colesevelam hydrochloride",FALSE,2,2,"active",2012-02-06,NA
"avobenzone and bemotrizinol and bisoctrizole and octocrylene",FALSE,2,1,"active",2012-02-08,NA
"avobenzone and bisoctrizole and octocrylene",FALSE,1,1,"active",2012-02-08,NA
"avobenzone and drometrizole trisiloxane and homosalate and octisalate and octocrylene",FALSE,6,2,"active",2012-02-15,NA
"fampridine",FALSE,1,1,"active",2012-02-24,NA
"indacaterol (indacaterol maleate)",FALSE,1,1,"active",2012-03-05,NA
"vemurafenib",FALSE,1,1,"active",2012-03-05,NA
"ipilimumab",FALSE,1,1,"active",2012-03-08,NA
"acetic acid and sodium acetate",FALSE,1,1,"active",2012-03-09,NA
"calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride",FALSE,1,1,"active",2012-03-09,NA
"eribulin mesylate",FALSE,1,1,"active",2012-03-19,NA
"tapentadol",FALSE,8,2,"active",2012-03-20,NA
"plerixafor",FALSE,1,1,"active",2012-03-26,NA
"olive oil and soybean oil",FALSE,1,1,"active",2012-03-28,NA
"fesoterodine fumarate",FALSE,2,1,"active",2012-04-19,NA
"acetaminophen and dextromethorphan hydrobromide and diphenhydramine hydrochloride and guaifenesin and pseudoephedrine hydrochloride",FALSE,3,2,"active",2012-04-25,NA
"vitamin D",FALSE,2,1,"active",2012-05-02,NA
"polymyxin b (polymyxin b sulfate)",FALSE,1,2,"active",2012-05-03,NA
"crizotinib",FALSE,2,1,"active",2012-05-10,NA
"human plasma proteins",FALSE,1,1,"active",2012-05-31,NA
"fidaxomicin",FALSE,1,1,"active",2012-06-21,NA
"amylmetacresol and dichlorobenzyl alcohol",FALSE,6,1,"active",2012-07-19,NA
"amylmetacresol and dichlorobenzyl alcohol and menthol",FALSE,3,1,"active",2012-07-19,NA
"ruxolitinib (ruxolitinib phosphate)",FALSE,4,1,"active",2012-07-19,NA
"hydrocortisone and zinc sulfate monohydrate",FALSE,1,2,"active",2012-07-23,NA
"silicon dioxide and sodium fluoride and triclosan",FALSE,2,1,"active",2012-07-23,NA
"grass pollen allergen extract",FALSE,2,1,"active",2012-07-26,NA
"palonosetron (palonosetron hydrochloride)",FALSE,1,1,"active",2012-08-07,NA
"triptorelin acetate",FALSE,1,1,"active",2012-08-09,NA
"axitinib",FALSE,2,1,"active",2012-08-17,NA
"acetaminophen and dextromethorphan hydrobromide and diphenhydramine hydrochloride and pseudoephedrine hydrochloride",FALSE,2,2,"active",2012-08-28,NA
"lurasidone hydrochloride",FALSE,5,1,"active",2012-09-05,NA
"bendamustine hydrochloride",FALSE,2,1,"active",2012-09-12,NA
"avobenzone and octisalate and octocrylene and terephthalylidene dicamphor sulfonic acid",FALSE,2,1,"active",2012-09-19,NA
"acetaminophen and diphenhydramine hydrochloride",FALSE,1,1,"active",2012-10-02,NA
"acetaminophen and diphenhydramine hydrochloride and menthol",FALSE,1,1,"active",2012-10-04,NA
"acetaminophen and guaifenesin and menthol",FALSE,1,1,"active",2012-10-04,NA
"diphtheria toxoid and filamentous haemagglutinin and haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t) and inactivated poliovirus type i and inactivated poliovirus type ii and inactivated poliovirus type iii and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",2012-10-25,NA
"diphtheria toxoid and filamentous haemagglutinin and inactivated poliovirus type i and inactivated poliovirus type ii and inactivated poliovirus type iii and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",2012-10-25,NA
"fluconazole and miconazole nitrate",FALSE,1,4,"active",2012-10-25,NA
"haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t)",FALSE,1,1,"active",2012-10-25,NA
"azilsartan medoxomil (azilsartan medoxomil potassium)",FALSE,2,1,"active",2012-11-08,NA
"ensulizole",FALSE,2,1,"active",2012-11-13,NA
"avobenzone and homosalate and octinoxate and octocrylene",FALSE,2,2,"active",2012-11-16,NA
"ivacaftor",FALSE,3,2,"active",2012-11-27,NA
"acetaminophen and dextromethorphan hydrobromide and doxylamine and guaifenesin and pseudoephedrine hydrochloride",FALSE,1,2,"active",2012-12-10,NA
"cobicistat and elvitegravir and emtricitabine and tenofovir disoproxil fumarate",FALSE,1,1,"active",2012-12-20,NA
"ensulizole and octinoxate and oxybenzone",FALSE,5,2,"active",2013-01-04,NA
"pirfenidone",FALSE,1,1,"active",2013-01-08,NA
"glycopyrronium (glycopyrronium bromide)",FALSE,1,1,"active",2013-01-14,NA
"catridecacog",FALSE,1,1,"active",2013-01-30,NA
"fibrinogen (human)",FALSE,1,1,"active",2013-01-31,NA
"homosalate and oxybenzone",FALSE,1,1,"active",2013-02-03,NA
"abobotulinumtoxina",FALSE,3,1,"active",2013-02-19,NA
"brentuximab vedotin",FALSE,1,1,"active",2013-02-19,NA
"drospirenone and ethinyl estradiol and levomefolate calcium",FALSE,1,1,"active",2013-03-01,NA
"calcium chloride and citric acid and dextrose and magnesium chloride and sodium acetate and sodium chloride",FALSE,1,1,"active",2013-03-04,NA
"glycerine and polysorbate 80 and sodium carboxymethyl cellulose",FALSE,2,1,"active",2013-03-06,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) and chlorthalidone",FALSE,3,1,"active",2013-03-21,NA
"ingenol mebutate",FALSE,2,1,"active",2013-03-21,NA
"mirabegron",FALSE,2,1,"active",2013-03-28,NA
"nebivolol (nebivolol hydrochloride)",FALSE,4,1,"active",2013-04-02,NA
