"","dpd_ingredient","extract","drug_code","active_ingredient_code","ingredient_supplied_ind","strength","strength_unit","strength_type","dosage_value","base","dosage_unit","notes","hydrate","ccdd","top250name","ing_stem","strength_w_unit_w_dosage_if_exists","mp_ingredient_name"
"117","POTASSIUM PHOSPHATE MONOBASIC","active",10509,6337,"I","224","MG","","","N","ML","Historic Freeform Text: POTASSIUM PHOSPHATE MONOBASIC",FALSE,"","","POTASSIUM PHOSPHATE MONOBASIC","224 MG per ML","potassium phosphate monobasic 224 mg per mL"
"118","DEXTROSE","active",10511,42,"I","5","G","","100","N","ML","HISTORIC FREEFORM TEXT: DEXTROSE",FALSE,"","","DEXTROSE","5 G per 100 ML","dextrose 5 g per 100 mL"
"119","SODIUM LACTATE","active",10512,1074,"I","392","MG","","100","N","ML","Historic Freeform Text: SODIUM LACTATE",FALSE,"","","SODIUM LACTATE","392 MG per 100 ML","sodium lactate 392 mg per 100 mL"
"120","DEXTROSE","active",10512,42,"I","500","MG","","100","N","ML","Historic Freeform Text: DEXTROSE (HEMODIALYSIS)",FALSE,"","","DEXTROSE","500 MG per 100 ML","dextrose 500 mg per 100 mL"
"121","MAGNESIUM CHLORIDE","active",10512,49,"I","15.2","MG","","100","N","ML","Historic Freeform Text: MAGNESIUM CHLORIDE HEMODIALYS",FALSE,"","","MAGNESIUM CHLORIDE","15.2 MG per 100 ML","magnesium chloride 15.2 mg per 100 mL"
"122","CALCIUM CHLORIDE","active",10512,51,"I","23.9","MG","","100","N","ML","Historic Freeform Text: CALCIUM CHLORIDE HEMODIALYS",FALSE,"","","CALCIUM CHLORIDE","23.9 MG per 100 ML","calcium chloride 23.9 mg per 100 mL"
"123","SODIUM CHLORIDE","active",10512,55,"I","567","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE HEMODIALYS",FALSE,"","","SODIUM CHLORIDE","567 MG per 100 ML","sodium chloride 567 mg per 100 mL"
"124","DEXTROSE","active",10515,42,"I","3.3","G","","100","N","ML","HISTORIC FREEFORM TEXT: DEXTROSE",FALSE,"","","DEXTROSE","3.3 G per 100 ML","dextrose 3.3 g per 100 mL"
"125","SODIUM CHLORIDE","active",10515,55,"I","300","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","300 MG per 100 ML","sodium chloride 300 mg per 100 mL"
"126","MANNITOL","active",10516,9547,"I","20","G","","100","N","ML","HISTORIC FREEFORM TEXT: MANNITOL",FALSE,"","","MANNITOL","20 G per 100 ML","mannitol 20 g per 100 mL"
"127","MANNITOL","active",10517,9547,"I","10","G","","100","N","ML","Historic Freeform Text: MANNITOL",FALSE,"","","MANNITOL","10 G per 100 ML","mannitol 10 g per 100 mL"
"128","LIDOCAINE HYDROCHLORIDE","active",10519,10225,"I","4","MG","","","N","ML","Historic Freeform Text: LIDOCAINE HCL",FALSE,"","","LIDOCAINE HYDROCHLORIDE","4 MG per ML","lidocaine hydrochloride 4 mg per mL"
"129","DEXTROSE","active",10519,42,"I","50","MG","","","N","ML","Historic Freeform Text: DEXTROSE",FALSE,"","","DEXTROSE","50 MG per ML","dextrose 50 mg per mL"
"130","HEPARIN (HEPARIN SODIUM)","active",10521,11364,"I","2","UNIT","","","N","ML","Historic Freeform Text: HEPARIN SOD ((BASE EQ))",FALSE,"","","HEPARIN (HEPARIN SODIUM)","2 UNIT per ML","heparin (heparin sodium) 2 unit per mL"
"131","SODIUM CHLORIDE","active",10521,55,"I","9","MG","","","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","9 MG per ML","sodium chloride 9 mg per mL"
"132","CEFIXIME","active",10523,1236,"I","100","MG","","5","N","ML","HISTORIC FREEFORM TEXT: CEFIXIME",FALSE,"","","CEFIXIME","100 MG per 5 ML","cefixime 100 mg per 5 mL"
"133","CEFIXIME","active",10525,1236,"I","400","MG","","","N","","Historic Freeform Text: CEFIXIME",FALSE,"","","CEFIXIME","400 MG","cefixime 400 mg"
"134","HEPARIN SODIUM","active",10526,9060,"I","1000","UNIT","","","N","ML","HISTORIC FREEFORM TEXT: HEPARIN SODIUM",FALSE,"","","HEPARIN SODIUM","1000 UNIT per ML","heparin sodium 1000 unit per mL"
"135","LORATADINE","active",10533,1299,"I","10","MG","","","N","","Historic Freeform Text: LORATADINE",FALSE,"","","LORATADINE","10 MG","loratadine 10 mg"
"136","SULFAMETHOXAZOLE","active",10535,8174,"I","40","MG","","5","N","ML","HISTORIC FREEFORM TEXT: SULFAMETHOXAZOLE  2016.04.12. ACTIVE INGREDIENT STRENGTH REVISED FROM 8 MG/ ",FALSE,"","","SULFAMETHOXAZOLE","40 MG per 5 ML","sulfamethoxazole 40 mg per 5 mL"
"137","TRIMETHOPRIM","active",10535,8452,"I","8","MG","","5","N","ML","HISTORIC FREEFORM TEXT: TRIMETHOPRIM  2016.04.12. ACTIVE INGREDIENT STRENGTH REVISED FROM 8 MG/ ML T",FALSE,"Y","TRIMETHOPRIM","TRIMETHOPRIM","8 MG per 5 ML","trimethoprim 8 mg per 5 mL"
"138","CETRIMONIUM BROMIDE","active",10565,7145,"I","0.5","%","","","N","%","Historic Freeform Text: CETRIMONIUM BROMIDE",FALSE,"","","CETRIMONIUM BROMIDE","0.5 %","cetrimonium bromide 0.5 %"
"139","PYRIDOSTIGMINE BROMIDE","active",10567,6296,"I","60","MG","","","N","","Historic Freeform Text: PYRIDOSTIGMINE BROMIDE",FALSE,"","","PYRIDOSTIGMINE BROMIDE","60 MG","pyridostigmine bromide 60 mg"
"140","DOCUSATE CALCIUM","active",10569,9150,"I","240","MG","","","N","","Historic Freeform Text: DIOCTYL CALCIUM SULFOSUCCINATE",FALSE,"","","DOCUSATE CALCIUM","240 MG","docusate calcium 240 mg"
"141","DOCUSATE SODIUM","active",10575,9152,"I","50","MG","","","N","ML","Historic Freeform Text: DIOCTYL SODIUM SULFOSUCCINATE",FALSE,"","","DOCUSATE SODIUM","50 MG per ML","docusate sodium 50 mg per mL"
"142","TETRACYCLINE HYDROCHLORIDE","active",10602,8683,"I","10","MG","","","N","G","Historic Freeform Text: TETRACYCLINE HYDROCHLORIDE",FALSE,"","","TETRACYCLINE HYDROCHLORIDE","10 MG per G","tetracycline hydrochloride 10 mg per g"
"143","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","active",1062,4070,"I","0.1","%","","","N","%","Historic Freeform Text: N-             METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL",FALSE,"","","METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL","0.1 %","methyl heptyl colamino formylmethyl pyridinium chl 0.1 %"
"144","BENZOCAINE","active",1062,8903,"I","23","%","","","N","%","Historic Freeform Text: BENZOCAINE",FALSE,"","","BENZOCAINE","23 %","benzocaine 23 %"
"145","TAMOXIFEN (TAMOXIFEN CITRATE)","active",10664,11164,"I","10","MG","","","N","","HISTORIC FREEFORM TEXT: TAMOXIFEN CITRATE ((BASE EQ))",FALSE,"","","TAMOXIFEN (TAMOXIFEN CITRATE)","10 MG","tamoxifen (tamoxifen citrate) 10 mg"
"146","TERBUTALINE SULFATE","active",10665,2345,"I","0.5","MG","","","N","ACTUATION","Historic Freeform Text: TERBUTALINE SULFATE Qty Unit: AEM",FALSE,"","","TERBUTALINE SULFATE","0.5 MG per ACTUATION","terbutaline sulfate 0.5 mg per actuation"
"147","BUDESONIDE","active",10666,7581,"I","200","MCG","","","N","ACTUATION","Historic Freeform Text: BUDESONIDE Qty Unit: AEM",FALSE,"Y","BUDESONIDE","BUDESONIDE","200 MCG per ACTUATION","budesonide 200 mcg per actuation"
"148","BUDESONIDE","active",10667,7581,"I","100","MCG","","","N","ACTUATION","HISTORIC FREEFORM TEXT: BUDESONIDE QTY UNIT: AEM",FALSE,"Y","BUDESONIDE","BUDESONIDE","100 MCG per ACTUATION","budesonide 100 mcg per actuation"
"149","CHLORHEXIDINE GLUCONATE","active",10668,626,"I","4","%","","","N","%","Historic Freeform Text: CHLORHEXIDINE GLUCONATE",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","4 %","chlorhexidine gluconate 4 %"
"150","CHLORHEXIDINE GLUCONATE","active",10669,626,"I","2","%","","","N","","HISTORIC FREEFORM TEXT: CHLORHEXIDINE GLUCONATE",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","2 %","chlorhexidine gluconate 2 %"
"151","NITROGLYCERIN","active",10705,9412,"I","1","MG","","","N","ML","HISTORIC FREEFORM TEXT: NITROGLYCERIN",FALSE,"Y","NITROGLYCERIN","NITROGLYCERIN","1 MG per ML","nitroglycerin 1 mg per mL"
"152","NITROGLYCERIN","active",10706,9412,"I","5","MG","","","N","ML","Historic Freeform Text: NITROGLYCERIN",FALSE,"Y","NITROGLYCERIN","NITROGLYCERIN","5 MG per ML","nitroglycerin 5 mg per mL"
"153","ERYTHROMYCIN","active",10707,8618,"I","333","MG","","","N","","Historic Freeform Text: ERYTHROMYCIN",FALSE,"Y","ERYTHROMYCIN","ERYTHROMYCIN","333 MG","erythromycin 333 mg"
"154","BETHANECHOL CHLORIDE","active",10708,5440,"I","25","MG","","","N","","Historic Freeform Text: BETHANECHOL CHLORIDE",FALSE,"","","BETHANECHOL CHLORIDE","25 MG","bethanechol chloride 25 mg"
"155","BETHANECHOL CHLORIDE","active",10709,5440,"I","10","MG","","","N","","Historic Freeform Text: BETHANECHOL CHLORIDE",FALSE,"","","BETHANECHOL CHLORIDE","10 MG","bethanechol chloride 10 mg"
"156","BETHANECHOL CHLORIDE","active",10710,5440,"I","50","MG","","","N","","Historic Freeform Text: BETHANECHOL CHLORIDE",FALSE,"","","BETHANECHOL CHLORIDE","50 MG","bethanechol chloride 50 mg"
"157","ACETYLSALICYLIC ACID","active",10711,150,"I","150","MG","","","N","","Historic Freeform Text: ACETYLSALICYLIC ACID",FALSE,"","","ACETYLSALICYLIC ACID","150 MG","acetylsalicylic acid 150 mg"
"158","ACETYLSALICYLIC ACID","active",10712,150,"I","650","MG","","","N","","Historic Freeform Text: ACETYLSALICYLIC ACID",FALSE,"","","ACETYLSALICYLIC ACID","650 MG","acetylsalicylic acid 650 mg"
"159","CLOTRIMAZOLE","active",10748,2375,"I","1","%","","","N","","HISTORIC FREEFORM TEXT: CLOTRIMAZOLE",FALSE,"","","CLOTRIMAZOLE","1 %","clotrimazole 1 %"
"160","BETAMETHASONE (BETAMETHASONE DIPROPIONATE)","active",10748,7610,"I","0.05","%","","","N","","HISTORIC FREEFORM TEXT: BETAMETHASONE DIPROPIONATE ((BASE EQ))",FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)","0.05 %","betamethasone (betamethasone dipropionate) 0.05 %"
"161","TAMOXIFEN (TAMOXIFEN CITRATE)","active",10762,11164,"I","20","MG","","","N","","HISTORIC FREEFORM TEXT: TAMOXIFEN CITRATE ((BASE EQ))",FALSE,"","","TAMOXIFEN (TAMOXIFEN CITRATE)","20 MG","tamoxifen (tamoxifen citrate) 20 mg"
"162","CHLORHEXIDINE GLUCONATE","active",10767,626,"I","20","%","","","N","","HISTORIC FREEFORM TEXT: CHLORHEXIDINE GLUCONATE",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","20 %","chlorhexidine gluconate 20 %"
"163","CALCIUM CHLORIDE","active",10770,51,"I","100","MG","","","N","ML","Historic Freeform Text: CALCIUM CHLORIDE",FALSE,"","","CALCIUM CHLORIDE","100 MG per ML","calcium chloride 100 mg per mL"
"164","DICLOFENAC SODIUM","active",10772,2013,"I","50","MG","","","N","","HISTORIC FREEFORM TEXT: DICLOFENAC SODIUM",FALSE,"Y","DICLOFENAC","DICLOFENAC","50 MG","diclofenac sodium 50 mg"
"165","TAMOXIFEN (TAMOXIFEN CITRATE)","active",10790,11164,"I","10","MG","","","Y","","HISTORIC FREEFORM TEXT: TAMOXIFEN CITRATE ((BASE EQ))",FALSE,"","","TAMOXIFEN (TAMOXIFEN CITRATE)","10 MG","tamoxifen (tamoxifen citrate) 10 mg"
"166","TAMOXIFEN (TAMOXIFEN CITRATE)","active",10791,11164,"I","20","MG","","","Y","","Historic Freeform Text: TAMOXIFEN CITRATE ((BASE EQ))",FALSE,"","","TAMOXIFEN (TAMOXIFEN CITRATE)","20 MG","tamoxifen (tamoxifen citrate) 20 mg"
"167","HYDROCHLOROTHIAZIDE","active",10806,10234,"I","50","MG","","","N","","Historic Freeform Text: HYDROCHLOROTHIAZIDE",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","50 MG","hydrochlorothiazide 50 mg"
"168","AMILORIDE HYDROCHLORIDE","active",10806,20230,"I","5","MG","","","N","","Historic Freeform Text: AMILORIDE HCL",FALSE,"","","AMILORIDE HYDROCHLORIDE","5 MG","amiloride hydrochloride 5 mg"
"169","DEXTROSE","active",10820,42,"I","45","G","","","N","L","Historic Freeform Text: DEXTROSE (HEMODIALYSIS)",FALSE,"","","DEXTROSE","45 G per L","dextrose 45 g per l"
"170","ACETIC ACID","active",10820,47,"I","10.8","G","","","N","L","Historic Freeform Text: ACETIC ACID HEMODIALYSIS",FALSE,"","","ACETIC ACID","10.8 G per L","acetic acid 10.8 g per l"
"171","MAGNESIUM CHLORIDE","active",10820,49,"I","2.14","G","","","N","L","Historic Freeform Text: MAGNESIUM CHLORIDE HEMODIALYS",FALSE,"","","MAGNESIUM CHLORIDE","2.14 G per L","magnesium chloride 2.14 g per l"
"172","CALCIUM CHLORIDE","active",10820,51,"I","7.49","G","","","N","L","Historic Freeform Text: CALCIUM CHLORIDE HEMODIALYSIS",FALSE,"","","CALCIUM CHLORIDE","7.49 G per L","calcium chloride 7.49 g per l"
"173","POTASSIUM CHLORIDE","active",10820,53,"I","10.05","G","","","N","L","Historic Freeform Text: POTASSIUM CHLORIDE HEMODIALYSIS",FALSE,"","","POTASSIUM CHLORIDE","10.05 G per L","potassium chloride 10.05 g per l"
"174","SODIUM CHLORIDE","active",10820,55,"I","263","G","","","N","L","Historic Freeform Text: SODIUM CHLORIDE HEMODIALYS",FALSE,"","","SODIUM CHLORIDE","263 G per L","sodium chloride 263 g per l"
"175","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","active",10828,11108,"I","1","MG","","","N","","HISTORIC FREEFORM TEXT: PRAZOSIN HCL ((BASE EQ))",FALSE,"","","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","1 MG","prazosin (prazosin hydrochloride) 1 mg"
"176","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","active",10829,11108,"I","2","MG","","","N","","Historic Freeform Text: PRAZOSIN HCL ((BASE EQ))",FALSE,"","","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","2 MG","prazosin (prazosin hydrochloride) 2 mg"
"177","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","active",10830,11108,"I","5","MG","","","N","","HISTORIC FREEFORM TEXT: PRAZOSIN HCL ((BASE EQ))",FALSE,"","","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","5 MG","prazosin (prazosin hydrochloride) 5 mg"
"178","KETOTIFEN (KETOTIFEN FUMARATE)","active",10832,11175,"I","1","MG","","","N","","HISTORIC FREEFORM TEXT: KETOTIFEN FUMARATE ((BASE EQ))",FALSE,"","","KETOTIFEN (KETOTIFEN FUMARATE)","1 MG","ketotifen (ketotifen fumarate) 1 mg"
"179","GLYBURIDE","active",10834,4007,"I","5","MG","","","N","","Historic Freeform Text: GLYBURIDE",FALSE,"Y","GLYBURIDE","GLYBURIDE","5 MG","glyburide 5 mg"
"180","ACENOCOUMAROL","active",1084,9062,"I","4","MG","","","N","","Historic Freeform Text: ACENOCOUMAROL",FALSE,"","","ACENOCOUMAROL","4 MG","acenocoumarol 4 mg"
"181","PHENYTOIN","active",1086,10209,"I","50","MG","","","N","","Historic Freeform Text: DIPHENYLHYDANTOIN",FALSE,"Y","PHENYTOIN","PHENYTOIN (BASE)","50 MG","phenytoin 50 mg"
"182","KETOTIFEN (KETOTIFEN FUMARATE)","active",10860,11175,"I","1","MG","","5","N","ML","HISTORIC FREEFORM TEXT: KETOTIFEN FUMARATE ((BASE EQ))",FALSE,"","","KETOTIFEN (KETOTIFEN FUMARATE)","1 MG per 5 ML","ketotifen (ketotifen fumarate) 1 mg per 5 mL"
"183","SODIUM LACTATE","active",10863,1074,"I","448","MG","","100","N","ML","Historic Freeform Text: SODIUM LACTATE",FALSE,"","","SODIUM LACTATE","448 MG per 100 ML","sodium lactate 448 mg per 100 mL"
"184","DEXTROSE","active",10863,42,"I","1.5","G","","100","N","ML","DEXTROSE HYDROUS",FALSE,"","","DEXTROSE","1.5 G per 100 ML","dextrose 1.5 g per 100 mL"
"185","MAGNESIUM CHLORIDE","active",10863,49,"I","5.08","MG","","100","N","ML","AS MAGNESIUM CHLORIDE HEXAHYDRATE",FALSE,"","","MAGNESIUM CHLORIDE","5.08 MG per 100 ML","magnesium chloride 5.08 mg per 100 mL"
"186","CALCIUM CHLORIDE","active",10863,51,"I","18.3","MG","","100","N","ML","AS CALCIUM CHLORIDE DIHYDRATE",FALSE,"","","CALCIUM CHLORIDE","18.3 MG per 100 ML","calcium chloride 18.3 mg per 100 mL"
"187","SODIUM CHLORIDE","active",10863,55,"I","538","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE HEMODIALYSIS",FALSE,"","","SODIUM CHLORIDE","538 MG per 100 ML","sodium chloride 538 mg per 100 mL"
"188","SODIUM LACTATE","active",10864,1074,"I","448","MG","","100","N","ML","Historic Freeform Text: SODIUM LACTATE",FALSE,"","","SODIUM LACTATE","448 MG per 100 ML","sodium lactate 448 mg per 100 mL"
"189","DEXTROSE","active",10864,42,"I","2.5","G","","100","N","ML","DEXTROSE HYDROUS",FALSE,"","","DEXTROSE","2.5 G per 100 ML","dextrose 2.5 g per 100 mL"
"190","MAGNESIUM CHLORIDE","active",10864,49,"I","5.08","MG","","100","N","ML","MAGNESIUM CHLORIDE HEXAHYDRATE",FALSE,"","","MAGNESIUM CHLORIDE","5.08 MG per 100 ML","magnesium chloride 5.08 mg per 100 mL"
"191","CALCIUM CHLORIDE","active",10864,51,"I","18.3","MG","","100","N","ML","CALCIUM CHLORIDE DIHYDRATE",FALSE,"","","CALCIUM CHLORIDE","18.3 MG per 100 ML","calcium chloride 18.3 mg per 100 mL"
"192","SODIUM CHLORIDE","active",10864,55,"I","538","MG","","100","N","ML","HISTORIC FREEFORM TEXT: SODIUM CHLORIDE HEMODIALYSIS",FALSE,"","","SODIUM CHLORIDE","538 MG per 100 ML","sodium chloride 538 mg per 100 mL"
"193","SODIUM LACTATE","active",10865,1074,"I","448","MG","","100","N","ML","Historic Freeform Text: SODIUM LACTATE",FALSE,"","","SODIUM LACTATE","448 MG per 100 ML","sodium lactate 448 mg per 100 mL"
"194","DEXTROSE","active",10865,42,"I","4.25","G","","100","N","ML","DEXTROSE HYDROUS",FALSE,"","","DEXTROSE","4.25 G per 100 ML","dextrose 4.25 g per 100 mL"
"195","MAGNESIUM CHLORIDE","active",10865,49,"I","5.08","MG","","100","N","ML","MAGNESIUM CHLORIDE HEXAHYDRATE",FALSE,"","","MAGNESIUM CHLORIDE","5.08 MG per 100 ML","magnesium chloride 5.08 mg per 100 mL"
"196","CALCIUM CHLORIDE","active",10865,51,"I","18.3","MG","","100","N","ML","CALCIUM CHLORIDE DIHYDRATE",FALSE,"","","CALCIUM CHLORIDE","18.3 MG per 100 ML","calcium chloride 18.3 mg per 100 mL"
"197","SODIUM CHLORIDE","active",10865,55,"I","538","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE HEMODIALYS",FALSE,"","","SODIUM CHLORIDE","538 MG per 100 ML","sodium chloride 538 mg per 100 mL"
"198","DEXTROSE","active",10866,42,"I","5","G","","100","N","ML","Historic Freeform Text: DEXTROSE",FALSE,"","","DEXTROSE","5 G per 100 ML","dextrose 5 g per 100 mL"
"199","POTASSIUM CHLORIDE","active",10866,53,"I","150","MG","","100","N","ML","Historic Freeform Text: POTASSIUM CHLORIDE",FALSE,"","","POTASSIUM CHLORIDE","150 MG per 100 ML","potassium chloride 150 mg per 100 mL"
"200","SODIUM CHLORIDE","active",10866,55,"I","900","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","900 MG per 100 ML","sodium chloride 900 mg per 100 mL"
"201","DEXTROSE","active",10867,42,"I","5","G","","100","N","ML","HISTORIC FREEFORM TEXT: DEXTROSE",FALSE,"","","DEXTROSE","5 G per 100 ML","dextrose 5 g per 100 mL"
"202","POTASSIUM CHLORIDE","active",10867,53,"I","300","MG","","100","N","ML","Historic Freeform Text: POTASSIUM CHLORIDE",FALSE,"","","POTASSIUM CHLORIDE","300 MG per 100 ML","potassium chloride 300 mg per 100 mL"
"203","SODIUM CHLORIDE","active",10867,55,"I","900","MG","","100","N","ML","Historic Freeform Text: SODIUM CHLORIDE",FALSE,"","","SODIUM CHLORIDE","900 MG per 100 ML","sodium chloride 900 mg per 100 mL"
"204","METRONIDAZOLE","active",10871,9880,"I","5","MG","","","Y","ML","HISTORIC FREEFORM TEXT: METRONIDAZOLE",FALSE,"Y","METRONIDAZOLE","METRONIDAZOLE","5 MG per ML","metronidazole 5 mg per mL"
"205","DIPHENHYDRAMINE HYDROCHLORIDE","active",10874,182,"I","25","MG","","","N","","HISTORIC FREEFORM TEXT: DIPHENHYDRAMINE HYDROCHLORIDE",FALSE,"","","DIPHENHYDRAMINE HYDROCHLORIDE","25 MG","diphenhydramine hydrochloride 25 mg"
"206","DIPHENHYDRAMINE HYDROCHLORIDE","active",10875,182,"I","50","MG","","","N","","Historic Freeform Text: DIPHENHYDRAMINE HYDROCHLORIDE",FALSE,"","","DIPHENHYDRAMINE HYDROCHLORIDE","50 MG","diphenhydramine hydrochloride 50 mg"
"207","NEOSTIGMINE METHYLSULFATE","active",10876,10010,"I","0.5","MG","","","N","ML","Historic Freeform Text: NEOSTIGMINE METHYLSULFATE",FALSE,"","","NEOSTIGMINE METHYLSULFATE","0.5 MG per ML","neostigmine methylsulfate 0.5 mg per mL"
"208","NEOSTIGMINE METHYLSULFATE","active",10877,10010,"I","1","MG","","","N","ML","Historic Freeform Text: NEOSTIGMINE METHYLSULFATE",FALSE,"","","NEOSTIGMINE METHYLSULFATE","1 MG per ML","neostigmine methylsulfate 1 mg per mL"
"209","DOCUSATE SODIUM","active",10878,9152,"I","10","MG","","","N","ML","Historic Freeform Text: DIOCTYL SODIUM SULFOSUCCINATE",FALSE,"","","DOCUSATE SODIUM","10 MG per ML","docusate sodium 10 mg per mL"
"210","CONJUGATED ESTROGENS","active",10883,12708,"I","2.5","MG","","","N","","Historic Freeform Text: CONJUGATED ESTROGENIC HORMONES",FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS","2.5 MG","conjugated estrogens 2.5 mg"
"211","CONJUGATED ESTROGENS","active",10884,12708,"I","1.25","MG","","","N","","Historic Freeform Text: CONJUGATED ESTROGENIC HORMONES",FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS","1.25 MG","conjugated estrogens 1.25 mg"
"212","CONJUGATED ESTROGENS","active",10885,12708,"I","0.9","MG","","","N","","Historic Freeform Text: CONJUGATED ESTROGENIC HORMONES",FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS","0.9 MG","conjugated estrogens 0.9 mg"
"213","CONJUGATED ESTROGENS","active",10886,12708,"I","0.625","MG","","","N","","Historic Freeform Text: CONJUGATED ESTROGENIC HORMONES",FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS","0.625 MG","conjugated estrogens 0.625 mg"
"214","CONJUGATED ESTROGENS","active",10887,12708,"I","0.3","MG","","","N","","HISTORIC FREEFORM TEXT: CONJUGATED ESTROGENIC HORMONES",FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS","0.3 MG","conjugated estrogens 0.3 mg"
"215","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","active",10897,8642,"I","100","MG","","","N","","HISTORIC FREEFORM TEXT: DOXYCYCLINE HYDROCHLORIDE  2017.06.16 CHANGE FROM 100MG DOXYCYCLINE HYCLATE ",FALSE,"Y","DOXYCYCLINE","DOXYCYCLINE","100 MG","doxycycline (doxycycline hyclate) 100 mg"
"216","CLORAZEPATE DIPOTASSIUM","active",10899,2495,"I","15","MG","","","N","","Historic Freeform Text: CLORAZEPATE DIPOTASSIUM",FALSE,"","","CLORAZEPATE DIPOTASSIUM","15 MG","clorazepate dipotassium 15 mg"
"217","BISMUTH DIPROPYLACETATE","active",1090,4161,"I","135","MG","","","Y","","HISTORIC FREEFORM TEXT: BISMUTH DIPROPYLACETATE",FALSE,"","","BISMUTH DIPROPYLACETATE","135 MG","bismuth dipropylacetate 135 mg"
"218","CAPTOPRIL","active",10900,1983,"I","100","MG","","","N","","HISTORIC FREEFORM TEXT: CAPTOPRIL",FALSE,"","","CAPTOPRIL","100 MG","captopril 100 mg"
"219","CLORAZEPATE DIPOTASSIUM","active",10902,2495,"I","3.75","MG","","","N","","HISTORIC FREEFORM TEXT: CLORAZEPATE DIPOTASSIUM",FALSE,"","","CLORAZEPATE DIPOTASSIUM","3.75 MG","clorazepate dipotassium 3.75 mg"
"220","CLORAZEPATE DIPOTASSIUM","active",10903,2495,"I","7.5","MG","","","N","","Historic Freeform Text: CLORAZEPATE DIPOTASSIUM",FALSE,"","","CLORAZEPATE DIPOTASSIUM","7.5 MG","clorazepate dipotassium 7.5 mg"
"221","ALPRAZOLAM","active",10904,2072,"I","0.25","MG","","","N","","HISTORIC FREEFORM TEXT: ALPRAZOLAM",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","0.25 MG","alprazolam 0.25 mg"
"222","ALPRAZOLAM","active",10905,2072,"I","0.5","MG","","","N","","Historic Freeform Text: ALPRAZOLAM",FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM","0.5 MG","alprazolam 0.5 mg"
