"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet",11,FALSE,2008-12-02,9001261
"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 20 mg oral tablet",4,FALSE,2008-12-22,9001262
"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet",4,FALSE,2008-12-22,9001263
"hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet",4,FALSE,2008-12-22,9001264
"olmesartan medoxomil 20 mg oral tablet",7,FALSE,2008-12-22,9001265
"olmesartan medoxomil 40 mg oral tablet",7,FALSE,2008-12-22,9001266
"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet",2,FALSE,2009-01-06,9001267
"methotrexate (methotrexate sodium) 10 mg per 1 mL solution for injection syringe",1,FALSE,2009-01-26,9001268
"methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe",1,FALSE,2009-01-26,9001269
"methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe",1,FALSE,2009-01-26,9001270
"desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged-release oral tablet",1,FALSE,2009-03-05,9001271
"desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged-release oral tablet",1,FALSE,2009-03-06,9001272
"quetiapine (quetiapine fumarate) 150 mg prolonged-release oral tablet",5,FALSE,2009-04-14,9001273
"indapamide 2.5 mg and perindopril erbumine 8 mg oral tablet",1,FALSE,2009-05-07,9001274
"naproxen sodium 220 mg oral tablet",5,FALSE,2009-06-15,9001275
"bimatoprost 0.01 % ophthalmic drops",1,FALSE,2009-06-16,9001276
"amlodipine (amlodipine besylate) 2.5 mg oral tablet",14,FALSE,2009-07-15,9001277
"lisdexamfetamine dimesylate 30 mg oral capsule",1,FALSE,2009-08-04,9001278
"lisdexamfetamine dimesylate 50 mg oral capsule",1,FALSE,2009-08-04,9001279
"azithromycin 200 mg per 5 mL powder for oral suspension",3,FALSE,2009-09-08,9001280
"enalapril sodium 32 mg oral tablet",1,FALSE,2009-09-15,9001281
"candesartan cilexetil 32 mg and hydrochlorothiazide 12.5 mg oral tablet",5,FALSE,2009-09-28,9001282
"candesartan cilexetil 32 mg and hydrochlorothiazide 25 mg oral tablet",4,FALSE,2009-09-28,9001283
"aripiprazole 10 mg oral tablet",1,FALSE,2009-09-30,9001284
"aripiprazole 15 mg oral tablet",1,FALSE,2009-09-30,9001285
"aripiprazole 20 mg oral tablet",1,FALSE,2009-09-30,9001286
"aripiprazole 2 mg oral tablet",1,FALSE,2009-09-30,9001287
"aripiprazole 30 mg oral tablet",1,FALSE,2009-09-30,9001288
"aripiprazole 5 mg oral tablet",1,FALSE,2009-09-30,9001289
"clopidogrel (clopidogrel bisulfate) 300 mg oral tablet",3,FALSE,2009-09-30,9001290
"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",1,FALSE,2009-10-08,9001291
"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",1,FALSE,2009-10-08,9001292
"metformin hydrochloride 850 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",1,FALSE,2009-10-08,9001293
"testosterone undecanoate 40 mg oral capsule",2,FALSE,2009-10-08,9001294
"azithromycin (azithromycin hydrogen citrate) 500 mg per vial powder for solution for injection",1,FALSE,2009-10-14,9001295
"saxagliptin (saxagliptin hydrochloride) 5 mg oral tablet",1,FALSE,2009-10-29,9001296
"pregabalin 225 mg oral capsule",6,FALSE,2009-11-18,9001297
"epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe",1,FALSE,2009-11-23,9001298
"epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe",1,FALSE,2009-11-23,9001299
"progesterone 100 mg effervescent vaginal tablet",1,FALSE,2009-11-30,9001300
"mometasone furoate 0.1 % cutaneous solution",1,FALSE,2009-12-01,9001301
"atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule",5,FALSE,2009-12-16,9001302
"atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule",5,FALSE,2010-01-08,9001303
"hydromorphone hydrochloride 16 mg prolonged-release oral tablet",1,FALSE,2010-03-04,9001304
"hydromorphone hydrochloride 32 mg prolonged-release oral tablet",1,FALSE,2010-03-04,9001305
"hydromorphone hydrochloride 4 mg prolonged-release oral tablet",1,FALSE,2010-03-04,9001306
"hydromorphone hydrochloride 8 mg prolonged-release oral tablet",1,FALSE,2010-03-04,9001307
"tacrolimus 3 mg prolonged-release oral capsule",1,FALSE,2010-04-05,9001308
"calcitriol 3 mcg per g cutaneous ointment",1,FALSE,2010-04-09,9001309
"lisdexamfetamine dimesylate 20 mg oral capsule",1,FALSE,2010-04-13,9001310
"lisdexamfetamine dimesylate 40 mg oral capsule",1,FALSE,2010-04-14,9001311
"lisdexamfetamine dimesylate 60 mg oral capsule",1,FALSE,2010-04-14,9001312
"estradiol 10 mcg vaginal tablet",1,FALSE,2010-04-28,9001313
"valacyclovir (valacyclovir hydrochloride) 1000 mg oral tablet",4,FALSE,2010-05-25,9001314
"buprenorphine 10 mcg per hour transdermal patch",1,FALSE,2010-05-26,9001315
"buprenorphine 20 mcg per hour transdermal patch",1,FALSE,2010-05-26,9001316
"buprenorphine 5 mcg per hour transdermal patch",1,FALSE,2010-05-26,9001317
"tramadol hydrochloride 50 mg oral tablet",2,FALSE,2010-06-28,9001318
"dexlansoprazole 30 mg gastro-resistant capsule",1,FALSE,2010-08-05,9001319
"dexlansoprazole 60 mg gastro-resistant capsule",1,FALSE,2010-08-05,9001320
"sildenafil (sildenafil citrate) 10 mg per 12.5 mL solution for injection vial",1,FALSE,2010-08-31,9001321
"naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet",1,FALSE,2010-10-05,9001322
"naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet",1,FALSE,2010-10-05,9001323
"naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet",1,FALSE,2010-10-05,9001324
"bimatoprost 0.03 % cutaneous solution",1,FALSE,2010-11-01,9001325
"fentanyl 37 mcg per hour transdermal patch",1,FALSE,2010-11-01,9001326
"dabigatran etexilate (dabigatran etexilate mesilate) 150 mg oral capsule",1,FALSE,2010-11-03,9001327
"galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule",8,FALSE,2010-11-12,9001328
"galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule",8,FALSE,2010-11-12,9001329
"galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule",8,FALSE,2010-11-12,9001330
"gliclazide 60 mg prolonged-release oral tablet",5,FALSE,2010-12-09,9001331
"betahistine hydrochloride 8 mg oral tablet",2,FALSE,2010-12-13,9001332
"quetiapine (quetiapine fumarate) 50 mg oral tablet",1,FALSE,2011-01-21,9001333
"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 375 mg modified-release oral tablet",2,FALSE,2011-02-04,9001334
"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 500 mg modified-release oral tablet",2,FALSE,2011-02-04,9001335
"tramadol hydrochloride 75 mg prolonged-release oral tablet",1,FALSE,2011-03-02,9001336
"trazodone hydrochloride 150 mg prolonged-release oral tablet",1,FALSE,2011-03-09,9001337
"trazodone hydrochloride 300 mg prolonged-release oral tablet",1,FALSE,2011-03-09,9001338
"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet",13,FALSE,2011-03-21,9001339
"hydromorphone hydrochloride 4.5 mg prolonged-release oral capsule",1,FALSE,2011-04-14,9001340
"hydromorphone hydrochloride 9 mg prolonged-release oral capsule",1,FALSE,2011-04-14,9001341
"olopatadine (olopatadine hydrochloride) 0.2 % ophthalmic drops",4,FALSE,2011-04-14,9001342
"ethinyl estradiol 0.01 mg and ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",1,FALSE,2011-04-18,9001343
"fentanyl (fentanyl citrate) 100 mcg sublingual tablet",1,FALSE,2011-04-18,9001344
"fentanyl (fentanyl citrate) 200 mcg sublingual tablet",1,FALSE,2011-04-18,9001345
"fentanyl (fentanyl citrate) 300 mcg sublingual tablet",1,FALSE,2011-04-18,9001346
"fentanyl (fentanyl citrate) 400 mcg sublingual tablet",1,FALSE,2011-04-18,9001347
"dexamethasone 0.7 mg intravitreal implant",1,FALSE,2011-06-02,9001348
"fentanyl (fentanyl citrate) 800 mcg sublingual tablet",1,FALSE,2011-06-03,9001349
"furosemide 20 mg per 2 mL solution for injection vial",1,FALSE,2011-06-08,9001350
"furosemide 40 mg per 4 mL solution for injection vial",1,FALSE,2011-06-08,9001351
"fentanyl (fentanyl citrate) 600 mcg sublingual tablet",1,FALSE,2011-06-14,9001352
"risedronate sodium 35 mg gastro-resistant tablet",1,FALSE,2011-08-10,9001353
"naproxen sodium 220 mg oral capsule",3,FALSE,2011-09-12,9001354
"oxycodone hydrochloride 10 mg prolonged-release oral tablet",4,FALSE,2011-09-13,9001355
"oxycodone hydrochloride 15 mg prolonged-release oral tablet",2,FALSE,2011-09-13,9001356
"oxycodone hydrochloride 20 mg prolonged-release oral tablet",4,FALSE,2011-09-13,9001357
"oxycodone hydrochloride 30 mg prolonged-release oral tablet",2,FALSE,2011-09-13,9001358
"oxycodone hydrochloride 40 mg prolonged-release oral tablet",4,FALSE,2011-09-13,9001359
"oxycodone hydrochloride 60 mg prolonged-release oral tablet",2,FALSE,2011-09-13,9001360
"oxycodone hydrochloride 80 mg prolonged-release oral tablet",4,FALSE,2011-09-13,9001361
"haloperidol 5 mg per 1 mL solution for injection vial",2,FALSE,2011-09-19,9001362
"methotrexate 1000 mg per 40 mL solution for injection vial",1,FALSE,2011-09-30,9001363
"methotrexate 500 mg per 20 mL solution for injection vial",1,FALSE,2011-09-30,9001364
"methotrexate 50 mg per 2 mL solution for injection vial",1,FALSE,2011-09-30,9001365
"betamethasone (betamethasone valerate) 0.1 % cutaneous ointment",1,FALSE,2011-10-19,9001366
"oxybutynin chloride 100 mg per g cutaneous gel",1,FALSE,2011-10-27,9001367
"risperidone 3 mg orodispersible tablet",2,FALSE,2011-12-16,9001368
"risperidone 4 mg orodispersible tablet",2,FALSE,2011-12-16,9001369
"mometasone furoate 200 mcg per actuation inhalation powder",1,FALSE,2011-12-21,9001370
"mometasone furoate 400 mcg per actuation inhalation powder",1,FALSE,2011-12-21,9001371
"saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",1,FALSE,2011-12-23,9001372
"ketorolac tromethamine 0.45 % ophthalmic drops",1,FALSE,2012-01-10,9001373
"rivaroxaban 15 mg oral tablet",1,FALSE,2012-01-17,9001374
"rivaroxaban 20 mg oral tablet",1,FALSE,2012-01-17,9001375
"hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet",2,FALSE,2012-02-06,9001376
"betamethasone valerate 0.12 % cutaneous foam",1,FALSE,2012-02-10,9001377
"hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet",2,FALSE,2012-02-16,9001378
"tramadol hydrochloride 100 mg prolonged-release oral capsule",1,FALSE,2012-03-19,9001379
"tramadol hydrochloride 200 mg prolonged-release oral capsule",1,FALSE,2012-03-19,9001380
"tramadol hydrochloride 300 mg prolonged-release oral capsule",1,FALSE,2012-03-19,9001381
"rizatriptan (rizatriptan benzoate) 5 mg oral tablet",4,FALSE,2012-03-26,9001382
"cetirizine hydrochloride 10 mg oral capsule",1,FALSE,2012-04-01,9001383
"ciprofloxacin (ciprofloxacin lactate) 2 mg per mL solution for injection",1,FALSE,2012-04-17,9001384
"diclofenac potassium 50 mg per pck powder for oral solution",1,FALSE,2012-06-02,9001385
"ibuprofen 100 mg per mL solution for injection",1,FALSE,2012-06-15,9001386
"sitagliptin (sitagliptin phosphate) 25 mg oral tablet",1,FALSE,2012-09-17,9001387
"sitagliptin (sitagliptin phosphate) 50 mg oral tablet",1,FALSE,2012-09-17,9001388
"escitalopram 10 mg orodispersible tablet",2,FALSE,2012-10-04,9001389
"escitalopram 20 mg orodispersible tablet",2,FALSE,2012-10-04,9001390
"naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet",1,FALSE,2012-10-16,9001391
"morphine sulfate 50 mg per 5 mL solution for injection ampoule",1,FALSE,2012-10-18,9001392
"oxycodone hydrochloride 5 mg prolonged-release oral tablet",2,FALSE,2012-11-26,9001393
"doxycycline 40 mg modified-release oral capsule",1,FALSE,2012-11-29,9001394
"methadone hydrochloride 10 mg per mL oral solution",2,FALSE,2013-01-03,9001395
"clobetasol propionate 0.05 % cutaneous foam",1,FALSE,2013-02-04,9001396
"mesalazine 1 g prolonged-release oral tablet",1,FALSE,2013-03-12,9001397
"mometasone furoate 50 mcg nasal spray",1,FALSE,2013-03-25,9001398
"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet",1,FALSE,2013-03-27,9001399
"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet",1,FALSE,2013-03-27,9001400
"testosterone 2 % cutaneous solution",1,FALSE,2013-05-08,9001401
"nitroglycerin 20.7 mg per 7.4 sq cm transdermal patch",1,FALSE,2013-06-04,9001402
"nitroglycerin 41.4 mg per 14.8 sq cm transdermal patch",1,FALSE,2013-06-04,9001403
"nitroglycerin 62.2 mg per 22.2 sq cm transdermal patch",1,FALSE,2013-06-04,9001404
"nitroglycerin 82.9 mg per 29.6 sq cm transdermal patch",1,FALSE,2013-06-04,9001405
"insulin lispro 100 unit per mL solution for injection 3 mL pen",1,FALSE,2013-08-14,9001406
"insulin isophane human 100 unit per mL suspension for injection 3 mL pen",1,FALSE,2013-09-13,9001407
"insulin detemir 100 unit per mL solution for injection 3 mL pen",1,FALSE,2013-11-25,9001408
"clindamycin (clindamycin phosphate) 600 mg per 50 mL solution for injection bag",1,FALSE,2013-12-05,9001409
"clindamycin (clindamycin phosphate) 900 mg per 50 mL solution for injection bag",1,FALSE,2013-12-05,9001410
"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 50 mg prolonged-release oral tablet",1,FALSE,2014-01-15,9001411
"cetirizine hydrochloride 10 mg orodispersible tablet",1,FALSE,2014-03-21,9001412
"ethinyl estradiol 10 mcg and ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet",1,FALSE,2014-03-24,9001413
"aripiprazole 300 mg per vial kit",1,FALSE,2014-03-27,9001414
"aripiprazole 300 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2014-03-27,9001415
"aripiprazole 400 mg per vial kit",1,FALSE,2014-03-27,9001416
"aripiprazole 400 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2014-03-27,9001417
"methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe",1,FALSE,2014-05-08,9001418
"methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe",1,FALSE,2014-05-08,9001419
"methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe",1,FALSE,2014-05-08,9001420
"methotrexate 25 mg per 1 mL solution for injection syringe",1,FALSE,2014-05-08,9001421
"methotrexate 7.5 mg per 0.3 mL solution for injection",1,FALSE,2014-05-08,9001422
"methotrexate 7.5 mg per 0.3 mL solution for injection syringe",1,FALSE,2014-05-08,9001423
"fentanyl (fentanyl citrate) 100 mcg buccal tablet",1,FALSE,2014-05-14,9001424
"fentanyl (fentanyl citrate) 200 mcg buccal tablet",1,FALSE,2014-05-14,9001425
"fentanyl (fentanyl citrate) 400 mcg buccal tablet",1,FALSE,2014-05-14,9001426
"fentanyl (fentanyl citrate) 600 mcg buccal tablet",1,FALSE,2014-05-14,9001427
"fentanyl (fentanyl citrate) 800 mcg buccal tablet",1,FALSE,2014-05-14,9001428
"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant capsule",1,FALSE,2014-06-12,9001429
"olanzapine (olanzapine tartrate) 10 mg powder for solution for injection",1,FALSE,2014-07-22,9001430
"conjugated estrogens 0.3 mg prolonged-release oral tablet",1,FALSE,2014-10-03,9001431
"conjugated estrogens 0.625 mg prolonged-release oral tablet",1,FALSE,2014-10-03,9001432
"conjugated estrogens 1.25 mg prolonged-release oral tablet",1,FALSE,2014-10-03,9001433
"diclofenac diethylamine 2.32 % cutaneous gel",1,FALSE,2014-10-06,9001434
"haloperidol 50 mg per 10 mL solution for injection vial",1,FALSE,2014-10-20,9001435
"tiotropium (tiotropium bromide) 2.5 mcg per actuation inhalation solution",1,FALSE,2014-12-19,9001436
"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 100 mg prolonged-release oral tablet",1,FALSE,2015-01-13,9001437
"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate) 50 mg prolonged-release oral tablet",1,FALSE,2015-01-13,9001438
"clindamycin hydrochloride 150 mg oral capsule",1,FALSE,2015-03-02,9001439
"clindamycin hydrochloride 300 mg oral capsule",1,FALSE,2015-03-02,9001440
"mometasone furoate 100 mcg per actuation inhalation powder",1,FALSE,2015-04-08,9001441
"estradiol 0.1 % transdermal gel",3,FALSE,2015-04-13,9001442
"calcitriol 4 mcg per 2 mL solution for injection ampoule",1,FALSE,2015-04-16,9001443
"rivastigmine 27 mg per 15 sq cm transdermal patch",1,FALSE,2015-04-17,9001444
"naproxen sodium 105 mg and naproxen 105 mg oral capsule",1,FALSE,2015-06-19,9001445
"lisdexamfetamine dimesylate 10 mg oral capsule",1,FALSE,2015-06-26,9001446
"insulin glargine 300 unit per mL solution for injection 1.5 mL pen",1,FALSE,2015-07-15,9001447
"amiodarone hydrochloride 150 mg per 3 mL solution for injection syringe",1,FALSE,2015-08-12,9001448
"insulin lispro 200 unit per mL solution for injection 3 mL pen",1,FALSE,2015-09-14,9001449
"rivaroxaban 15 mg and rivaroxaban 20 mg oral tablet",1,FALSE,2015-11-02,9001450
"lorazepam 2 mg per 1 mL solution for injection vial",1,FALSE,2015-11-12,9001451
"fluticasone furoate 200 mcg inhalation powder",1,FALSE,2015-12-14,9001452
"fluticasone furoate 200 mcg oral powder",1,FALSE,2015-12-14,9001453
"fluticasone furoate 100 mcg inhalation powder",1,FALSE,2016-01-26,9001454
"fluticasone furoate 100 mcg oral powder",1,FALSE,2016-01-26,9001455
"betamethasone valerate 2.25 mg cutaneous patch",1,FALSE,2016-04-05,9001456
"progesterone 500 mg per 10 mL solution for injection vial",1,FALSE,2016-04-13,9001457
"testosterone 4.5 % nasal gel",1,FALSE,2016-05-06,9001458
"buprenorphine 15 mcg per hour transdermal patch",1,FALSE,2016-06-15,9001459
"budesonide 9 mg modified-release oral tablet",1,FALSE,2016-07-25,9001460
"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant capsule",1,FALSE,2016-08-10,9001461
"ibuprofen 600 mg prolonged-release oral tablet",1,FALSE,2016-08-22,9001462
"morphine sulfate 10 mg oral capsule",1,FALSE,2016-09-06,9001463
"morphine sulfate 20 mg oral capsule",1,FALSE,2016-09-06,9001464
"morphine sulfate 30 mg oral capsule",1,FALSE,2016-09-06,9001465
"morphine sulfate 5 mg oral capsule",1,FALSE,2016-09-06,9001466
"ciclesonide 50 mcg per spray nasal spray",1,FALSE,2016-11-25,9001467
"methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe",1,FALSE,2016-12-02,9001468
"methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe",1,FALSE,2016-12-02,9001469
"methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe",1,FALSE,2016-12-02,9001470
"methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe",1,FALSE,2016-12-02,9001471
"lisdexamfetamine dimesylate 70 mg oral capsule",1,FALSE,2017-01-05,9001472
"hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule",1,FALSE,2017-02-06,9001473
"hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule",1,FALSE,2017-02-06,9001474
"travoprost 0.003 % ophthalmic drops",1,FALSE,2017-02-06,9001475
"insulin aspart 100 unit per mL solution for injection 3 mL pen",1,FALSE,2017-03-03,9001476
"diazepam 10 mg per 2 mL solution for injection ampoule",1,FALSE,2017-03-16,9001477
"propranolol hydrochloride 3.75 mg per mL oral solution",1,FALSE,2017-03-23,9001478
