"","tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time"
"1309","magnesium hydroxide, simethicone, NA",NA,1,1,"active",2014-01-14
"1310","magnesium sulfate",FALSE,5,1,"active",1975-12-31
"1311","magnesium sulfate, potassium chloride, potassium phosphate monobasic, sodium chloride, sodium phosphate dibasic",FALSE,1,1,"active",1990-12-31
"1312","manganese (manganese sulfate)",FALSE,2,1,"active",1992-12-31
"1313","mannitol",FALSE,6,2,"active",1963-12-31
"1314","mannitol, sorbitol",FALSE,2,1,"active",1980-12-31
"1315","maprotiline hydrochloride",FALSE,3,1,"active",1995-12-31
"1316","maraviroc",FALSE,2,1,"active",2007-09-26
"1317","measles virus vaccine live attenuated (edmonston b strain), mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2014-05-09
"1318","measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain)",FALSE,1,1,"active",1979-12-31
"1319","measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2008-06-04
"1320","measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), water",FALSE,1,2,"active",1998-12-04
"1321","mebendazole",FALSE,1,1,"active",1982-12-31
"1322","medroxyprogesterone",TRUE,15,2,"active",1960-12-31
"1323","mefenamic acid",FALSE,4,1,"active",1966-12-31
"1324","mefloquine (mefloquine hydrochloride)",FALSE,1,1,"active",2002-07-23
"1325","megestrol acetate",FALSE,3,2,"active",1995-12-31
"1326","meglumine iodipamide",FALSE,1,1,"active",1998-07-31
"1327","meglumine ioxitalamate, sodium ioxitalamate",FALSE,1,1,"active",1995-12-31
"1328","meloxicam",TRUE,22,1,"active",2000-09-26
"1329","memantine hydrochloride",FALSE,12,1,"active",2004-12-16
"1330","meningococcal polysaccharide antigen group a, meningococcal polysaccharide antigen group c, meningococcal polysaccharide antigen group w-135, meningococcal polysaccharide antigen group y, tetanus toxoid",FALSE,1,2,"active",2013-08-22
"1331","meningococcal polysaccharide-diphtheria toxoid conjugate, group a, meningococcal polysaccharide-diphtheria toxoid conjugate, group c, meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135, meningococcal polysaccharide-diphtheria toxoid conjugate, group y",FALSE,1,1,"active",2006-10-20
"1332","meningococcal polysaccharide vaccine grp c, tetanus toxoid",FALSE,1,1,"active",2002-01-21
"1333","menotropins",FALSE,2,1,"active",2003-08-28
"1334","menthol, pramoxine hydrochloride",FALSE,1,1,"active",1999-01-11
"1335","menthol, pyrithione zinc",FALSE,1,1,"active",1990-12-31
"1336","menthol, tolnaftate",FALSE,1,1,"active",1994-12-31
"1337","menthol, trolamine salicylate, NA",NA,1,1,"active",2008-09-15
"1338","meperidine hydrochloride",FALSE,6,2,"active",1944-12-31
"1339","meperidine (meperidine hydrochloride)",FALSE,3,1,"active",1987-12-31
"1340","mepivacaine hydrochloride",FALSE,7,1,"active",1977-12-31
"1341","mepolizumab",FALSE,1,1,"active",2016-03-14
"1342","mercaptopurine",FALSE,2,1,"active",1954-12-31
"1343","meropenem",FALSE,4,1,"active",1996-11-08
"1344","meropenem (meropenem trihydrate)",FALSE,4,1,"active",2012-01-26
"1345","mesalazine",TRUE,14,7,"active",1993-12-31
"1346","mesna",FALSE,3,2,"active",2001-03-06
"1347","metformin",TRUE,44,2,"active",1993-12-31
"1348","metformin, saxagliptin",TRUE,3,1,"active",2013-04-26
"1349","metformin, sitagliptin",TRUE,6,2,"active",2009-10-08
"1350","methacholine chloride",FALSE,8,1,"active",1999-04-01
"1351","methadone",TRUE,10,3,"active",2000-05-05
"1352","methazolamide",FALSE,1,1,"active",2002-07-25
"1353","methenamine mandelate",FALSE,1,1,"active",1951-12-31
"1354","methocarbamol",FALSE,5,2,"active",1958-12-31
"1355","methotrexate",TRUE,24,2,"active",1995-12-31
"1356","methotrimeprazine (methotrimeprazine hydrochloride)",FALSE,1,1,"active",1958-12-31
"1357","methotrimeprazine (methotrimeprazine maleate)",FALSE,9,1,"active",1995-07-17
"1358","methoxsalen",FALSE,1,1,"active",2013-12-09
"1359","methyl aminolevulinate (methyl aminolevulinate hydrochloride)",FALSE,1,1,"active",2009-06-16
"1360","methyldopa",FALSE,3,1,"active",1976-12-31
"1361","methylene blue",FALSE,6,2,"active",1951-12-31
"1362","methylene blue, naphazoline hydrochloride",FALSE,1,1,"active",1997-05-13
"1363","methylene blue, naphazoline nitrate",FALSE,1,1,"active",1986-12-31
"1364","methylnaltrexone bromide",FALSE,1,1,"active",2008-05-07
"1365","methylphenidate",TRUE,44,3,"active",1956-12-31
"1366","methylprednisolone",FALSE,2,1,"active",1960-12-31
"1367","methylprednisolone acetate",FALSE,9,1,"active",1960-12-31
"1368","methylprednisolone (methylprednisolone sodium succinate)",FALSE,10,2,"active",1970-12-31
"1369","methylprednisolone, water",FALSE,2,1,"active",1998-03-12
"1370","metoclopramide",TRUE,7,3,"active",1989-12-31
"1371","metolazone",FALSE,1,1,"active",1974-12-31
"1372","metoprolol",TRUE,48,3,"active",1977-12-31
"1373","metronidazole",TRUE,14,7,"active",1970-12-31
"1374","metronidazole, nystatin",TRUE,2,2,"active",1976-12-31
"1375","micafungin sodium",FALSE,2,1,"active",2007-09-18
"1376","miconazole nitrate",FALSE,11,4,"active",1974-12-31
"1377","miconazole nitrate, miconazole nitrate",FALSE,3,4,"active",1986-12-31
"1378","midazolam",FALSE,12,1,"active",1999-07-21
"1379","midazolam (midazolam hydrochloride)",FALSE,2,1,"active",2001-12-17
"1380","midodrine hydrochloride",FALSE,2,1,"active",2006-06-13
"1381","mifepristone, misoprostol",TRUE,1,3,"active",2017-01-10
"1382","miglustat",FALSE,1,1,"active",2004-05-26
"1383","milrinone (milrinone lactate)",FALSE,2,1,"active",2003-06-25
"1384","mineral oil",FALSE,8,4,"active",1951-12-31
"1385","mineral oil light",FALSE,1,1,"active",2001-07-27
"1386","mineral oil, petrolatum",FALSE,2,2,"active",1994-12-31
"1387","mineral oil, urea",FALSE,1,1,"active",1983-12-31
"1388","mineral oil, white petrolatum",FALSE,1,1,"active",1989-12-31
"1389","minocycline",TRUE,20,2,"active",1994-12-31
"1390","minoxidil",FALSE,8,4,"active",1980-12-31
"1391","mirabegron",FALSE,2,1,"active",2013-03-28
"1392","mirtazapine",TRUE,32,2,"active",2001-05-24
"1393","misoprostol",TRUE,6,1,"active",2001-06-18
"1394","mitomycin",FALSE,3,1,"active",1997-10-22
"1395","mitotane",FALSE,1,1,"active",1979-12-31
"1396","mitoxantrone (mitoxantrone hydrochloride)",FALSE,3,1,"active",2001-12-03
"1397","moclobemide",FALSE,10,1,"active",1992-12-31
"1398","modafinil",FALSE,6,1,"active",1999-03-24
"1399","modified ragweed tyrosine adsorbate, modified ragweed tyrosine adsorbate, modified ragweed tyrosine adsorbate, modified ragweed tyrosine adsorbate",FALSE,1,1,"active",1979-12-31
"1400","modified vaccinia virus (ankara-bavarian nordic)",FALSE,1,1,"active",2015-06-15
"1401","mometasone",TRUE,15,6,"active",1991-12-31
"1402","montelukast",TRUE,49,3,"active",1998-08-21
"1403","moroctocog alfa",FALSE,7,2,"active",2009-01-23
"1404","morphine",TRUE,76,8,"active",1978-12-31
"1405","moxifloxacin",TRUE,16,3,"active",2000-10-20
"1406","mupirocin",FALSE,2,1,"active",1992-12-31
"1407","mupirocin (mupirocin calcium dihydrate)",FALSE,1,1,"active",1999-04-13
"1408","mycophenolate mofetil",FALSE,18,3,"active",1995-12-31
"1409","mycophenolate mofetil (mycophenolate mofetil hydrochloride)",FALSE,1,1,"active",1999-12-20
"1410","mycophenolic acid (mycophenolate sodium)",FALSE,4,1,"active",2005-02-11
"1411","NA",NA,77,16,"active",1944-12-31
"1412","nabilone",FALSE,13,1,"active",1982-12-31
"1413","nabumetone",FALSE,3,1,"active",1998-08-21
"1414","nadolol",FALSE,5,1,"active",1988-12-31
"1415","nafarelin (nafarelin acetate)",FALSE,1,1,"active",1996-11-25
"1416","nalbuphine",FALSE,2,1,"active",1993-12-31
"1417","naloxegol (naloxegol oxalate)",FALSE,2,1,"active",2015-08-27
"1418","naloxone",TRUE,8,1,"active",1995-12-31
"1419","naloxone, oxycodone",TRUE,4,1,"active",2010-10-05
"1420","naltrexone hydrochloride",FALSE,3,1,"active",1997-10-23
"1421","NA, NA",NA,4,2,"active",1967-12-31
"1422","naphazoline hydrochloride",FALSE,8,1,"active",1970-12-31
"1423","naphazoline hydrochloride, pheniramine maleate",FALSE,6,1,"active",1980-12-31
"1424","naproxen",TRUE,52,6,"active",1982-12-31
"1425","naproxen, naproxen",TRUE,1,1,"active",2015-06-19
"1426","naratriptan (naratriptan hydrochloride)",FALSE,5,1,"active",1998-05-05
"1427","natalizumab",FALSE,1,1,"active",2006-11-21
"1428","nebivolol (nebivolol hydrochloride)",FALSE,4,1,"active",2013-04-02
"1429","nedocromil sodium",FALSE,1,1,"active",2000-02-29
"1430","nelarabine",FALSE,1,1,"active",2008-01-17
"1431","nelfinavir (nelfinavir mesylate)",FALSE,3,2,"active",1998-09-21
"1432","neostigmine bromide",FALSE,1,1,"active",1988-12-31
"1433","neostigmine methylsulfate",FALSE,8,1,"active",1990-12-31
"1434","nevirapine",FALSE,7,2,"active",1998-09-17
"1435","nicotinamide",FALSE,1,1,"active",1979-12-31
"1436","nicotinic acid",FALSE,5,2,"active",1979-12-31
"1437","nifedipine",TRUE,18,3,"active",1988-12-31
"1438","nilotinib (nilotinib hydrochloride monohydrate)",FALSE,2,1,"active",2008-09-30
"1439","nilutamide",FALSE,1,1,"active",1997-08-20
"1440","nimodipine",FALSE,1,1,"active",2009-07-24
"1441","nintedanib (nintedanib esilate)",FALSE,2,1,"active",2015-06-29
"1442","nitisinone",FALSE,10,2,"active",2016-10-20
"1443","nitrazepam",FALSE,6,1,"active",1980-12-31
"1444","nitric oxide",FALSE,5,1,"active",2005-11-23
"1445","nitrofurantoin",TRUE,5,2,"active",1974-12-31
"1446","nitrogen",FALSE,9,2,"active",1911-12-31
"1447","nitrogen, oxygen",FALSE,3,1,"active",1993-12-31
"1448","nitroglycerin",TRUE,27,5,"active",1972-12-31
"1449","nitrous oxide",FALSE,3,1,"active",1911-12-31
"1450","nitrous oxide, oxygen",FALSE,3,1,"active",1983-12-31
"1451","nivolumab",FALSE,2,1,"active",2015-10-23
"1452","nizatidine",FALSE,9,1,"active",1988-12-31
"1453","nonacog gamma",FALSE,3,2,"active",2017-04-18
"1454","non pollen",FALSE,4,1,"active",1963-12-31
"1455","norepinephrine (norepinephrine bitartrate)",FALSE,2,1,"active",1991-12-31
"1456","norethindrone",TRUE,4,1,"active",1961-12-31
"1457","norfloxacin",FALSE,4,1,"active",1998-07-20
"1458","normethadone hydrochloride, p-hydroxyephedrine hydrochloride",FALSE,1,1,"active",1997-01-23
"1459","nortriptyline",TRUE,8,1,"active",1965-12-31
"1460","nylidrin hydrochloride",FALSE,1,1,"active",1955-12-31
"1461","nystatin",TRUE,11,5,"active",1979-12-31
"1462","obeticholic acid",FALSE,2,1,"active",2017-05-26
"1463","obinutuzumab",FALSE,1,1,"active",2014-11-28
"1464","ocriplasmin",FALSE,1,1,"active",2013-11-20
"1465","octinoxate",FALSE,23,6,"active",1999-11-01
"1466","octinoxate, octisalate",FALSE,4,2,"active",2008-07-24
"1467","octinoxate, octisalate, octocrylene, oxybenzone",FALSE,13,5,"active",2003-03-14
"1468","octinoxate, octisalate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2009-01-21
"1469","octinoxate, octisalate, octocrylene, titanium dioxide",FALSE,1,1,"active",2014-09-17
"1470","octinoxate, octisalate, octocrylene, zinc oxide",FALSE,5,1,"active",2004-05-10
"1471","octinoxate, octisalate, oxybenzone",FALSE,16,6,"active",2001-02-01
"1472","octinoxate, octisalate, oxybenzone, titanium dioxide",FALSE,13,3,"active",1997-12-09
"1473","octinoxate, octisalate, oxybenzone, titanium dioxide, zinc oxide",FALSE,2,1,"active",2014-02-01
"1474","octinoxate, octisalate, oxybenzone, zinc oxide",FALSE,1,1,"active",2017-03-20
"1475","octinoxate, octisalate, titanium dioxide",FALSE,12,2,"active",2000-01-01
"1476","octinoxate, octisalate, titanium dioxide, zinc oxide",FALSE,10,3,"active",2013-05-20
"1477","octinoxate, octisalate, zinc oxide",FALSE,8,2,"active",2010-03-30
"1478","octinoxate, octocrylene, oxybenzone",FALSE,4,3,"active",2003-10-25
"1479","octinoxate, octocrylene, oxybenzone, sulisobenzone, titanium dioxide",FALSE,2,1,"active",2007-05-05
"1480","octinoxate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",1997-11-11
"1481","octinoxate, octocrylene, oxybenzone, zinc oxide",FALSE,1,1,"active",2016-04-29
"1482","octinoxate, octocrylene, titanium dioxide",FALSE,4,3,"active",2005-09-07
"1483","octinoxate, octocrylene, titanium dioxide, zinc oxide",FALSE,3,3,"active",2015-03-16
"1484","octinoxate, octocrylene, zinc oxide",FALSE,4,2,"active",2014-12-29
"1485","octinoxate, oxybenzone",FALSE,55,9,"active",1970-12-31
"1486","octinoxate, oxybenzone, titanium dioxide",FALSE,10,4,"active",1994-12-31
"1487","octinoxate, oxybenzone, titanium dioxide, zinc oxide",FALSE,1,1,"active",2005-04-01
"1488","octinoxate, oxybenzone, zinc oxide",FALSE,3,3,"active",2004-03-12
"1489","octinoxate, padimate o",FALSE,1,1,"active",2001-03-15
"1490","octinoxate, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,1,1,"active",2004-09-23
"1491","octinoxate, titanium dioxide",FALSE,63,7,"active",2002-06-03
"1492","octinoxate, titanium dioxide, zinc oxide",FALSE,13,4,"active",2005-04-01
"1493","octinoxate, zinc oxide",FALSE,29,5,"active",1999-08-01
"1494","octocrylene, oxybenzone",FALSE,2,1,"active",2010-01-29
"1495","octocrylene, titanium dioxide",FALSE,1,1,"active",2011-09-15
"1496","octreotide (octreotide acetate)",FALSE,18,2,"active",1989-12-31
"1497","ofloxacin",FALSE,3,1,"active",1995-12-31
"1498","olanzapine",TRUE,144,3,"active",1996-11-04
"1499","olaparib",FALSE,1,1,"active",2016-05-16
"1500","olive oil, soybean oil",FALSE,1,1,"active",2012-03-28
"1501","olmesartan",TRUE,14,1,"active",2008-12-22
"1502","olodaterol (olodaterol hydrochloride), tiotropium",TRUE,1,1,"active",2015-05-29
"1503","olopatadine",TRUE,9,1,"active",1998-02-09
"1504","olsalazine sodium",FALSE,1,1,"active",1995-12-31
"1505","omalizumab",FALSE,2,2,"active",2005-02-03
"1506","ombitasvir, paritaprevir, ritonavir",FALSE,1,1,"active",2015-11-24
"1507","omeprazole",TRUE,36,2,"active",1989-12-31
"1508","onabotulinumtoxina",FALSE,2,1,"active",1992-12-31
"1509","ondansetron",FALSE,6,2,"active",1999-03-31
"1510","ondansetron (ondansetron hydrochloride)",FALSE,10,1,"active",2008-04-23
"1511","ondansetron (ondansetron hydrochloride dihydrate)",FALSE,41,3,"active",1996-11-13
"1512","orciprenaline sulfate",FALSE,1,1,"active",1997-11-21
"1513","orlistat",FALSE,1,1,"active",1999-06-03
"1514","orphenadrine citrate",FALSE,3,3,"active",1994-12-31
"1515","oseltamivir (oseltamivir phosphate)",FALSE,5,2,"active",1999-12-23
"1516","osimertinib (osimertinib mesylate)",FALSE,2,1,"active",2016-07-19
"1517","outer membrane vesicles (neisseria meningitidis group b nz98/254 strain), recombinant neisseria meningitidis group b fhbp fusion protein, recombinant neisseria meningitidis group b nada protein, recombinant neisseria meningitidis group b nhba fusion protein",FALSE,1,1,"active",2014-02-26
"1518","oxaliplatin",FALSE,8,1,"active",2007-07-17
"1519","oxaprozin",FALSE,1,1,"active",2001-05-29
"1520","oxazepam",TRUE,18,1,"active",1979-12-31
"1521","oxcarbazepine",FALSE,10,2,"active",2002-04-01
"1522","oxtriphylline",FALSE,4,2,"active",1976-12-31
"1523","oxybenzone, padimate o",FALSE,3,1,"active",2005-05-15
"1524","oxybutynin",TRUE,16,4,"active",1995-12-31
"1525","oxycodone",TRUE,38,3,"active",1973-12-31
"1526","oxygen",FALSE,23,1,"active",1911-12-31
"1527","oxymetazoline hydrochloride",FALSE,18,1,"active",1985-12-31
"1528","oxytocin",FALSE,2,1,"active",1981-12-31
"1529","paclitaxel",FALSE,6,2,"active",2005-02-07
"1530","paclitaxel (taxus canadensis)",FALSE,1,1,"active",2001-10-31
"1531","palbociclib",FALSE,3,1,"active",2016-04-19
"1532","paliperidone",FALSE,3,1,"active",2007-10-02
"1533","paliperidone (paliperidone palmitate)",FALSE,8,1,"active",2010-07-21
"1534","palivizumab",FALSE,4,2,"active",2002-09-26
"1535","palonosetron (palonosetron hydrochloride)",FALSE,1,1,"active",2012-08-07
"1536","pamabrom",FALSE,1,1,"active",2001-03-12
"1537","pamidronate disodium",FALSE,14,2,"active",2001-08-31
"1538","pancuronium bromide",FALSE,4,1,"active",1995-12-31
"1539","panitumumab",FALSE,2,1,"active",2008-05-27
"1540","pantoprazole",TRUE,39,2,"active",1997-03-05
"1541","papaverine hydrochloride",FALSE,1,1,"active",1951-12-31
"1542","paromomycin (paromomycin sulfate)",FALSE,1,1,"active",1994-12-31
"1543","paroxetine",TRUE,60,2,"active",1993-12-31
"1544","pasireotide (pasireotide diaspartate)",FALSE,3,1,"active",2013-11-26
"1545","pasireotide (pasireotide pamoate)",FALSE,3,2,"active",2015-08-04
"1546","patent blue sodium",FALSE,1,1,"active",1979-12-31
"1547","pazopanib (pazopanib hydrochloride)",FALSE,1,1,"active",2010-08-13
"1548","pegaspargase",FALSE,1,1,"active",2017-06-01
"1549","pegfilgrastim",FALSE,1,1,"active",2004-03-12
"1550","peginterferon alfa-2a",FALSE,2,1,"active",2003-08-14
"1551","peginterferon alfa-2a, ribavirin",FALSE,2,4,"active",2004-05-26
"1552","peginterferon alfa-2b, ribavirin",FALSE,4,4,"active",2004-09-17
"1553","peginterferon beta-1a",FALSE,1,1,"active",2015-09-29
"1554","peginterferon beta-1a, peginterferon beta-1a",FALSE,1,2,"active",2015-09-25
"1555","pegvisomant",FALSE,5,2,"active",2006-01-24
"1556","pembrolizumab",FALSE,1,1,"active",2015-06-01
"1557","pemetrexed (pemetrexed disodium)",FALSE,3,1,"active",2004-08-03
"1558","penicillin g benzathine",FALSE,1,1,"active",2008-06-11
"1559","penicillin g (penicillin g sodium)",FALSE,4,1,"active",1997-01-23
"1560","penicillin g sodium",FALSE,3,1,"active",1992-12-31
"1561","penicillin v",TRUE,4,2,"active",1977-12-31
"1562","pentazocine (pentazocine hydrochloride)",FALSE,1,1,"active",1970-12-31
"1563","pentazocine (pentazocine lactate)",FALSE,1,1,"active",2002-11-01
"1564","pentosan polysulfate sodium",FALSE,1,1,"active",1993-12-31
"1565","pentoxifylline",FALSE,1,1,"active",1997-01-14
"1566","perampanel",FALSE,6,1,"active",2013-05-17
"1567","perflutren",FALSE,1,1,"active",2002-02-16
"1568","periciazine",FALSE,4,2,"active",1969-12-31
"1569","perindopril",TRUE,3,1,"active",1994-12-31
"1570","permethrin",FALSE,4,3,"active",1988-12-31
"1571","perphenazine",FALSE,9,2,"active",1976-12-31
"1572","pertuzumab",FALSE,1,1,"active",2013-05-08
"1573","pertuzumab, trastuzumab",FALSE,1,3,"active",2013-05-09
"1574","petrolatum",FALSE,11,3,"active",1951-12-31
"1575","petrolatum, starch",FALSE,1,1,"active",1998-03-18
"1576","petrolatum, zinc oxide",FALSE,2,2,"active",2003-10-10
"1577","phenazopyridine hydrochloride",FALSE,4,1,"active",1973-12-31
"1578","phenelzine (phenelzine sulfate)",FALSE,1,1,"active",1981-12-31
"1579","pheniramine maleate, phenylephrine hydrochloride",FALSE,1,1,"active",1992-12-31
"1580","pheniramine maleate, phenylephrine hydrochloride, polyvinyl alcohol",FALSE,1,1,"active",1994-12-31
"1581","phenobarbital",FALSE,5,2,"active",1957-12-31
"1582","phenobarbital sodium",FALSE,2,1,"active",2008-02-29
"1583","phenol",FALSE,1,1,"active",1993-12-31
"1584","phenol, sodium chloride",FALSE,2,1,"active",1963-12-31
"1585","phentolamine mesylate",FALSE,3,1,"active",2000-12-18
"1586","phenylephrine hydrochloride",FALSE,10,5,"active",1979-12-31
"1587","phenylephrine hydrochloride, NA",NA,1,1,"active",1994-12-31
"1588","phenylephrine hydrochloride, tropicamide",FALSE,2,1,"active",1985-12-31
"1589","phenylephrine (phenylephrine hydrochloride)",FALSE,1,1,"active",1992-12-31
"1590","phenytoin (base)",TRUE,4,2,"active",1952-12-31
"1591","phenytoin sodium",TRUE,7,2,"active",1951-12-31
"1592","phospholipid, surfactant-associated proteins sp-b and sp-c",FALSE,1,1,"active",2002-02-05
"1593","pilocarpine hydrochloride",FALSE,7,2,"active",1959-12-31
"1594","pilocarpine nitrate",FALSE,1,1,"active",1995-12-31
"1595","pimecrolimus",FALSE,1,1,"active",2003-03-24
"1596","pimozide",FALSE,6,1,"active",1975-12-31
"1597","pinaverium bromide",FALSE,2,1,"active",1993-12-31
"1598","pindolol",FALSE,15,1,"active",1978-12-31
"1599","pioglitazone",TRUE,51,1,"active",2000-08-28
"1600","piperacillin (piperacillin sodium)",FALSE,6,1,"active",2003-01-23
"1601","piperacillin (piperacillin sodium), tazobactam (tazobactam sodium)",FALSE,19,1,"active",2007-11-05
"1602","piperazine",FALSE,1,1,"active",1979-12-31
"1603","piperonyl butoxide, pyrethrins",FALSE,3,1,"active",1995-12-31
"1604","pirfenidone",FALSE,1,1,"active",2013-01-08
"1605","piroxicam",FALSE,4,1,"active",1986-12-31
"1606","pitcher plant",FALSE,1,1,"active",1942-12-31
"1607","pizotifen (pizotifen malate)",FALSE,2,1,"active",1975-01-01
"1608","plerixafor",FALSE,1,1,"active",2012-03-26
"1609","pneumococcal polysaccharide serotype 1, pneumococcal polysaccharide serotype 10a, pneumococcal polysaccharide serotype 11a, pneumococcal polysaccharide serotype 12f, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 15b, pneumococcal polysaccharide serotype 17f, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 2, pneumococcal polysaccharide serotype 20, pneumococcal polysaccharide serotype 22f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 3, pneumococcal polysaccharide serotype 33f, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 5, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 8, pneumococcal polysaccharide serotype 9n, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",1978-12-31
"1610","podophyllin",FALSE,1,1,"active",1984-12-31
"1611","podophyllotoxin",FALSE,1,1,"active",1992-12-31
"1612","polistes spp venom protein extract",FALSE,3,1,"active",1992-12-31
"1613","pollen",FALSE,3,1,"active",1963-12-31
"1614","pollen and non pollen",FALSE,1,1,"active",1985-12-31
"1615","polycarbophil (calcium polycarbophil)",FALSE,2,1,"active",2002-05-01
"1616","polyethylene glycol 3350",FALSE,11,2,"active",2008-12-10
"1617","polyethylene glycol 3350, potassium chloride, sodium ascorbate, sodium chloride, sodium sulfate anhydrous, vitamin c",FALSE,1,1,"active",2011-04-28
"1618","polyethylene glycol 3350, potassium chloride, sodium bicarbonate, sodium chloride, sodium sulfate",FALSE,1,1,"active",1986-12-31
"1619","polyethylene glycol 400, propylene glycol",FALSE,1,1,"active",2004-04-08
"1620","polymyxin b (polymyxin b sulfate)",FALSE,1,2,"active",2012-05-03
"1621","polymyxin b (polymyxin b sulfate), trimethoprim",TRUE,1,1,"active",1993-12-31
"1622","polymyxin b sulfate, trimethoprim",TRUE,2,1,"active",2000-02-03
"1623","polysorbate 80",FALSE,1,2,"active",1994-12-31
"1624","polyvinyl alcohol",FALSE,4,1,"active",1982-12-31
"1625","polyvinyl alcohol, povidone",FALSE,1,1,"active",2004-03-24
"1626","polyvinyl alcohol, povidone, tetrahydrozoline hydrochloride",FALSE,1,1,"active",2008-03-26
"1627","pomalidomide",FALSE,4,1,"active",2014-02-24
"1628","ponatinib (ponatinib hydrochloride)",FALSE,2,1,"active",2015-08-21
"1629","poractant alfa",FALSE,1,1,"active",2016-12-19
"1630","posaconazole",FALSE,3,3,"active",2007-06-06
"1631","potassium acetate",FALSE,2,1,"active",1984-12-31
"1632","potassium chloride",FALSE,7,3,"active",1951-12-31
"1633","potassium chloride, sodium chloride",FALSE,5,1,"active",1989-12-31
"1634","potassium citrate",FALSE,2,1,"active",1995-01-01
"1635","potassium phosphate dibasic, potassium phosphate monobasic",FALSE,2,1,"active",1984-12-31
"1636","potassium phosphate monobasic",FALSE,1,1,"active",1987-12-31
"1637","pramipexole",TRUE,42,1,"active",1998-02-26
"1638","pramoxine hydrochloride, zinc acetate",FALSE,2,1,"active",2003-04-02
"1639","pramoxine hydrochloride, zinc sulfate",FALSE,5,3,"active",1992-12-31
"1640","pramoxine hydrochloride, zinc sulfate monohydrate",FALSE,1,1,"active",1997-03-17
"1641","prasugrel (prasugrel hydrochloride)",FALSE,1,1,"active",2010-05-17
"1642","pravastatin",TRUE,44,1,"active",1990-12-31
"1643","praziquantel",FALSE,1,1,"active",1997-04-24
"1644","prazosin (prazosin hydrochloride)",FALSE,9,1,"active",1983-12-31
"1645","prednicarbate",FALSE,2,2,"active",2001-03-21
"1646","prednisolone",TRUE,10,4,"active",1974-12-31
"1647","prednisolone, sulfacetamide sodium",TRUE,4,3,"active",1974-12-31
"1648","prednisone",TRUE,10,1,"active",1959-12-31
"1649","pregabalin",TRUE,82,1,"active",2005-07-18
"1650","prilocaine hydrochloride",FALSE,1,1,"active",2015-12-23
"1651","primaquine phosphate",FALSE,1,1,"active",1945-12-31
"1652","primidone",FALSE,2,1,"active",1977-12-31
"1653","procainamide hydrochloride",FALSE,5,3,"active",1985-12-31
"1654","procarbazine (procarbazine hydrochloride)",FALSE,1,1,"active",1970-12-31
"1655","prochlorperazine",FALSE,2,1,"active",1989-12-31
"1656","prochlorperazine (prochlorperazine maleate)",FALSE,4,1,"active",1989-12-31
"1657","prochlorperazine (prochlorperazine mesylate)",FALSE,2,1,"active",1989-12-31
"1658","procyclidine",TRUE,3,2,"active",1984-12-31
"1659","progesterone",TRUE,5,4,"active",1995-12-31
"1660","promethazine hydrochloride",FALSE,3,2,"active",1983-12-31
"1661","promethazine (promethazine hydrochloride)",FALSE,1,1,"active",1982-12-31
"1662","propafenone hydrochloride",FALSE,10,1,"active",1988-12-31
"1663","propiverine hydrochloride",FALSE,3,2,"active",2017-04-13
"1664","propofol",FALSE,6,1,"active",1993-12-31
"1665","propranolol",TRUE,19,4,"active",1980-12-31
"1666","propylthiouracil",FALSE,2,1,"active",1945-12-31
"1667","protamine sulfate",FALSE,3,1,"active",1989-12-31
"1668","prucalopride (prucalopride succinate)",FALSE,2,1,"active",2012-01-12
"1669","purified protein derivative of tuberculin",FALSE,1,1,"active",1975-12-31
"1670","pyrantel (pyrantel pamoate)",FALSE,8,3,"active",1973-12-31
"1671","pyrazinamide",FALSE,2,1,"active",1973-12-31
"1672","pyridostigmine bromide",FALSE,2,2,"active",1990-12-31
"1673","pyridoxine hydrochloride",FALSE,3,1,"active",1979-12-31
"1674","pyrithione zinc",FALSE,79,4,"active",1981-12-31
"1675","quetiapine",TRUE,113,2,"active",1997-12-10
