"","drug_code","ccdd","n_ing","ai_code_set","tm_set","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name"
"150",1286,TRUE,1,"7566","prednisone","50 MG","PREDNISONE","prednisone","prednisone 50 mg"
"151",1290,TRUE,1,"7500","norethindrone","0.35 MG","NORETHINDRONE","norethindrone","norethindrone 0.35 mg"
"152",1293,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","50 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 50 mg"
"153",1294,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","25 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 25 mg"
"154",1295,FALSE,1,"8017","chlorpromazine (chlorpromazine hydrochloride)","100 MG","CHLORPROMAZINE HYDROCHLORIDE","chlorpromazine (chlorpromazine hydrochloride)","chlorpromazine (chlorpromazine hydrochloride) 100 mg"
"155",1299,TRUE,1,"10207","phenytoin sodium","100 MG","PHENYTOIN SODIUM","phenytoin sodium","phenytoin sodium 100 mg"
"156",1327,TRUE,1,"10227","lithium carbonate","300 MG","LITHIUM CARBONATE","lithium carbonate","lithium carbonate 300 mg"
"157",1394,FALSE,4,"6984, 7624, 8636, 74","aluminum chlorohydrate, methylprednisolone acetate, neomycin sulfate, sulfur","100 MG per ML, 2.5 MG per ML, 2.5 MG per ML, 50 MG per ML","ALUMINUM CHLOROHYDRATE, METHYLPREDNISOLONE ACETATE, NEOMYCIN SULFATE, SULFUR","aluminum chlorohydrate, methylprednisolone acetate, neomycin sulfate, sulfur","aluminum chlorohydrate 100 mg per mL and methylprednisolone acetate 2.5 mg per mL and neomycin sulfate 2.5 mg per mL and sulfur 50 mg per mL"
"158",1396,FALSE,1,"7626","methylprednisolone","16 MG","METHYLPREDNISOLONE","methylprednisolone","methylprednisolone 16 mg"
"159",1397,FALSE,1,"7626","methylprednisolone","4 MG","METHYLPREDNISOLONE","methylprednisolone","methylprednisolone 4 mg"
"160",1398,TRUE,1,"7487","testosterone","100 MG per ML","TESTOSTERONE CYPIONATE","testosterone cypionate","testosterone cypionate 100 mg per mL"
"161",1401,TRUE,1,"7498","norethindrone","5 MG","NORETHINDRONE ACETATE","norethindrone acetate","norethindrone acetate 5 mg"
"162",1403,TRUE,1,"7408","spironolactone","25 MG","SPIRONOLACTONE","spironolactone","spironolactone 25 mg"
"163",1404,TRUE,2,"10234, 7408","hydrochlorothiazide, spironolactone","25 MG, 25 MG","HYDROCHLOROTHIAZIDE, SPIRONOLACTONE","hydrochlorothiazide, spironolactone","hydrochlorothiazide 25 mg and spironolactone 25 mg"
"164",1434,TRUE,1,"8376","cephalexin","500 MG","CEPHALEXIN","cephalexin","cephalexin 500 mg"
"165",1436,TRUE,1,"626","chlorhexidine","4 %","CHLORHEXIDINE GLUCONATE","chlorhexidine gluconate","chlorhexidine gluconate 4 %"
"166",1470,FALSE,1,"7576","fluorometholone","0.1 %","FLUOROMETHOLONE","fluorometholone","fluorometholone 0.1 %"
"167",1471,FALSE,1,"20261","ethambutol hydrochloride","100 MG","ETHAMBUTOL HYDROCHLORIDE","ethambutol hydrochloride","ethambutol hydrochloride 100 mg"
"168",1472,FALSE,1,"20261","ethambutol hydrochloride","400 MG","ETHAMBUTOL HYDROCHLORIDE","ethambutol hydrochloride","ethambutol hydrochloride 400 mg"
"169",1508,TRUE,1,"8926","epinephrine","1 MG per ML","EPINEPHRINE HYDROCHLORIDE","epinephrine (epinephrine hydrochloride)","epinephrine (epinephrine hydrochloride) 1 mg per mL"
"170",1530,FALSE,1,"4179","cyclopentolate","1 %","CYCLOPENTOLATE HYDROCHLORIDE","cyclopentolate hydrochloride","cyclopentolate hydrochloride 1 %"
"171",1548,FALSE,3,"42, 55, 1074","dextrose, sodium chloride, sodium lactate","25 MG per ML, 3 MG per ML, 3.1 MG per ML","DEXTROSE, SODIUM CHLORIDE, SODIUM LACTATE","dextrose, sodium chloride, sodium lactate","dextrose 25 mg per mL and sodium chloride 3 mg per mL and sodium lactate 3.1 mg per mL"
"172",1553,FALSE,1,"10193","bisacodyl","5 MG","BISACODYL","bisacodyl","bisacodyl 5 mg"
"173",1555,FALSE,1,"10193","bisacodyl","10 MG","BISACODYL","bisacodyl","bisacodyl 10 mg"
"174",1598,FALSE,1,"10002","mefenamic acid","250 MG","MEFENAMIC ACID","mefenamic acid","mefenamic acid 250 mg"
"175",1619,FALSE,2,"10225, 7624","lidocaine hydrochloride, methylprednisolone acetate","10 MG per ML, 40 MG per ML","LIDOCAINE HYDROCHLORIDE, METHYLPREDNISOLONE ACETATE","lidocaine hydrochloride, methylprednisolone acetate","lidocaine hydrochloride 10 mg per mL and methylprednisolone acetate 40 mg per mL"
"176",1620,TRUE,1,"8551","clindamycin","150 MG per ML","CLINDAMYCIN PHOSPHATE","clindamycin (clindamycin phosphate)","clindamycin (clindamycin phosphate) 150 mg per mL"
"177",1622,FALSE,5,"49, 53, 10292, 55, 6787","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","30 MG per 100 ML, 37 MG per 100 ML, 368 MG per 100 ML, 526 MG per 100 ML, 502 MG per 100 ML","MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL"
"178",1623,FALSE,6,"42, 49, 53, 10292, 55, 6787","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","5 G per 100 ML, 30 MG per 100 ML, 37 MG per 100 ML, 368 MG per 100 ML, 526 MG per 100 ML, 502 MG per 100 ML","DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","dextrose 5 g per 100 mL and magnesium chloride 30 mg per 100 mL and potassium chloride 37 mg per 100 mL and sodium acetate 368 mg per 100 mL and sodium chloride 526 mg per 100 mL and sodium gluconate 502 mg per 100 mL"
"179",1628,FALSE,4,"51, 53, 55, 1074","calcium chloride, potassium chloride, sodium chloride, sodium lactate","20 MG per 100 ML, 30 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
"180",1642,TRUE,1,"8618","erythromycin","250 MG per 5 ML","ERYTHROMYCIN ESTOLATE","erythromycin (erythromycin estolate)","erythromycin (erythromycin estolate) 250 mg per 5 mL"
"181",1649,FALSE,3,"253, 649, 648","amylase, lipase, protease","40000 UNIT, 10000 UNIT, 35000 UNIT","AMYLASE, LIPASE, PROTEASE","amylase, lipase, protease","amylase 40000 unit and lipase 10000 unit and protease 35000 unit"
"182",1657,TRUE,1,"12708","conjugated estrogens","0.625 MG","CONJUGATED ESTROGENS","conjugated estrogens","conjugated estrogens 0.625 mg"
"183",1667,FALSE,3,"6849, 9766, 2813","coal tar, salicylic acid, triclosan","5 %, 2 %, 0.3 %","COAL TAR, SALICYLIC ACID, TRICLOSAN","coal tar, salicylic acid, triclosan","coal tar 5 % and salicylic acid 2 % and triclosan 0.3 %"
"184",1668,FALSE,1,"2813","triclosan","0.5 %","TRICLOSAN","triclosan","triclosan 0.5 %"
"185",1673,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","20 MG per 100 ML, 5 G per 100 ML, 30 MG per 100 ML, 600 MG per 100 ML, 310 MG per 100 ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 20 mg per 100 mL and dextrose 5 g per 100 mL and potassium chloride 30 mg per 100 mL and sodium chloride 600 mg per 100 mL and sodium lactate 310 mg per 100 mL"
"186",1690,TRUE,1,"10187","amitriptyline","50 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 50 mg"
"187",1695,FALSE,1,"20246","phenazopyridine hydrochloride","100 MG","PHENAZOPYRIDINE HYDROCHLORIDE","phenazopyridine hydrochloride","phenazopyridine hydrochloride 100 mg"
"188",1723,TRUE,1,"10234","hydrochlorothiazide","25 MG","HYDROCHLOROTHIAZIDE","hydrochlorothiazide","hydrochlorothiazide 25 mg"
"189",1731,FALSE,1,"13337","trometamol","36 MG per ML","TROMETAMOL","trometamol","trometamol 36 mg per mL"
"190",1734,FALSE,1,"8826","water","100 %","WATER","water","water 100 %"
"191",1735,FALSE,1,"55","sodium chloride","50 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 50 mg per mL"
"192",1736,FALSE,1,"55","sodium chloride","4.5 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 4.5 mg per mL"
"193",1737,FALSE,6,"42, 49, 53, 10292, 55, 6787","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","50 MG per ML, 0.14 MG per ML, 0.37 MG per ML, 2.22 MG per ML, 5.26 MG per ML, 5.02 MG per ML","DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","dextrose 50 mg per mL and magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL"
"194",1738,FALSE,5,"49, 53, 10292, 55, 6787","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","0.14 MG per ML, 0.37 MG per ML, 2.22 MG per ML, 5.26 MG per ML, 5.02 MG per ML","MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE, SODIUM GLUCONATE","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate","magnesium chloride 0.14 mg per mL and potassium chloride 0.37 mg per mL and sodium acetate 2.22 mg per mL and sodium chloride 5.26 mg per mL and sodium gluconate 5.02 mg per mL"
"195",1739,FALSE,4,"42, 5253, 1076, 55","dextrose, magnesium acetate, potassium acetate, sodium chloride","50 MG per ML, 0.21 MG per ML, 1.28 MG per ML, 2.34 MG per ML","DEXTROSE, MAGNESIUM ACETATE, POTASSIUM ACETATE, SODIUM CHLORIDE","dextrose, magnesium acetate, potassium acetate, sodium chloride","dextrose 50 mg per mL and magnesium acetate 0.21 mg per mL and potassium acetate 1.28 mg per mL and sodium chloride 2.34 mg per mL"
"196",1740,FALSE,1,"9547","mannitol","200 MG per ML","MANNITOL","mannitol","mannitol 200 mg per mL"
"197",1743,FALSE,2,"9969, 55","dextran, sodium chloride","10 %, 0.9 %","DEXTRAN, SODIUM CHLORIDE","dextran, sodium chloride","dextran 10 % and sodium chloride 0.9 %"
"198",1744,FALSE,2,"9969, 42","dextran, dextrose","100 MG per ML, 50 MG per ML","DEXTRAN, DEXTROSE","dextran, dextrose","dextran 100 mg per mL and dextrose 50 mg per mL"
"199",1745,FALSE,4,"51, 53, 55, 1074","calcium chloride, potassium chloride, sodium chloride, sodium lactate","0.2 MG per ML, 0.3 MG per ML, 6 MG per ML, 3.1 MG per ML","CALCIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, potassium chloride, sodium chloride, sodium lactate","calcium chloride 0.2 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL"
"200",1746,FALSE,1,"42","dextrose","500 MG per ML","DEXTROSE","dextrose","dextrose 500 mg per mL"
"201",1747,FALSE,2,"42, 55","dextrose, sodium chloride","50 MG per ML, 9 MG per ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 50 mg per mL and sodium chloride 9 mg per mL"
"202",1748,FALSE,1,"42","dextrose","100 MG per ML","DEXTROSE","dextrose","dextrose 100 mg per mL"
"203",1749,FALSE,5,"51, 42, 53, 55, 1074","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","0.2 MG per ML, 50 MG per ML, 0.3 MG per ML, 6 MG per ML, 3.1 MG per ML","CALCIUM CHLORIDE, DEXTROSE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE","calcium chloride, dextrose, potassium chloride, sodium chloride, sodium lactate","calcium chloride 0.2 mg per mL and dextrose 50 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 6 mg per mL and sodium lactate 3.1 mg per mL"
"204",1750,FALSE,2,"42, 55","dextrose, sodium chloride","50 MG per ML, 4.5 MG per ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 50 mg per mL and sodium chloride 4.5 mg per mL"
"205",1751,FALSE,2,"42, 55","dextrose, sodium chloride","50 MG per ML, 2.25 MG per ML","DEXTROSE, SODIUM CHLORIDE","dextrose, sodium chloride","dextrose 50 mg per mL and sodium chloride 2.25 mg per mL"
"206",1802,FALSE,1,"7530","cortisone acetate","25 MG","CORTISONE ACETATE","cortisone acetate","cortisone acetate 25 mg"
"207",1812,NA,1,"9449","NA","40 MG","THIOGUANINE","NA","NA"
"208",1828,FALSE,1,"5937","pyrazinamide","500 MG","PYRAZINAMIDE","pyrazinamide","pyrazinamide 500 mg"
"209",1829,TRUE,1,"10234","hydrochlorothiazide","50 MG","HYDROCHLOROTHIAZIDE","hydrochlorothiazide","hydrochlorothiazide 50 mg"
"210",1830,TRUE,2,"8926, 10225","epinephrine, lidocaine hydrochloride","5 MCG per ML, 20 MG per ML","EPINEPHRINE, LIDOCAINE HYDROCHLORIDE","epinephrine, lidocaine hydrochloride","epinephrine 5 mcg per mL and lidocaine hydrochloride 20 mg per mL"
"211",1848,FALSE,1,"55","sodium chloride","146 MG per ML","SODIUM CHLORIDE","sodium chloride","sodium chloride 146 mg per mL"
"212",1857,FALSE,1,"6425","dicyclomine hydrochloride","10 MG","DICYCLOMINE HYDROCHLORIDE","dicyclomine hydrochloride","dicyclomine hydrochloride 10 mg"
"213",1878,TRUE,1,"10187","amitriptyline","10 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 10 mg"
"214",1888,FALSE,18,"2963, 10242, 8865, 10237, 9929, 10239, 193, 49, 7217, 10223, 5319, 9396, 10292, 55, 10243, 10238, 9750, 9928","alanine, arginine, glycine, histidine, isoleucine, leucine, l-lysine (l-lysine hydrochloride), magnesium chloride, methionine, phenylalanine, potassium phosphate dibasic, proline, sodium acetate, sodium chloride, threonine, tryptophan, tyrosine, valine","2.08 G per 100 ML, 1.04 G per 100 ML, 2.08 G per 100 ML, 440 MG per 100 ML, 480 MG per 100 ML, 620 MG per 100 ML, 580 MG per 100 ML, 102 MG per 100 ML, 580 MG per 100 ML, 620 MG per 100 ML, 522 MG per 100 ML, 420 MG per 100 ML, 680 MG per 100 ML, 117 MG per 100 ML, 420 MG per 100 ML, 180 MG per 100 ML, 40 MG per 100 ML, 460 MG per 100 ML","ALANINE, ARGININE, GLYCINE, HISTIDINE, ISOLEUCINE, LEUCINE, L-LYSINE HYDROCHLORIDE, MAGNESIUM CHLORIDE, METHIONINE, PHENYLALANINE, POTASSIUM PHOSPHATE DIBASIC, PROLINE, SODIUM ACETATE, SODIUM CHLORIDE, THREONINE, TRYPTOPHAN, TYROSINE, VALINE","alanine, arginine, glycine, histidine, isoleucine, leucine, l-lysine (l-lysine hydrochloride), magnesium chloride, methionine, phenylalanine, potassium phosphate dibasic, proline, sodium acetate, sodium chloride, threonine, tryptophan, tyrosine, valine","alanine 2.08 g per 100 mL and arginine 1.04 g per 100 mL and glycine 2.08 g per 100 mL and histidine 440 mg per 100 mL and isoleucine 480 mg per 100 mL and leucine 620 mg per 100 mL and l-lysine (l-lysine hydrochloride) 580 mg per 100 mL and magnesium chloride 102 mg per 100 mL and methionine 580 mg per 100 mL and phenylalanine 620 mg per 100 mL and potassium phosphate dibasic 522 mg per 100 mL and proline 420 mg per 100 mL and sodium acetate 680 mg per 100 mL and sodium chloride 117 mg per 100 mL and threonine 420 mg per 100 mL and tryptophan 180 mg per 100 mL and tyrosine 40 mg per 100 mL and valine 460 mg per 100 mL"
"215",1889,FALSE,1,"719","simethicone","80 MG","SIMETHICONE","simethicone","simethicone 80 mg"
"216",1892,TRUE,1,"9388","allopurinol","300 MG","ALLOPURINOL","allopurinol","allopurinol 300 mg"
"217",1905,FALSE,1,"9197","sodium bicarbonate","84 MG per ML","SODIUM BICARBONATE","sodium bicarbonate","sodium bicarbonate 84 mg per mL"
"218",1911,FALSE,2,"6935, 55","phenol, sodium chloride","0.4 %, 0.9 %","PHENOL, SODIUM CHLORIDE","phenol, sodium chloride","phenol 0.4 % and sodium chloride 0.9 %"
"219",1912,FALSE,3,"7104, 6935, 55","glycerine, phenol, sodium chloride","50 %, 0.4 %, 0.9 %","GLYCERINE, PHENOL, SODIUM CHLORIDE","glycerine, phenol, sodium chloride","glycerine 50 % and phenol 0.4 % and sodium chloride 0.9 %"
"220",1913,FALSE,1,"3854","non pollen","100000 UNIT per ML","NON POLLEN","non pollen","non pollen 100000 unit per mL"
"221",1914,FALSE,1,"5183","pollen","100000 UNIT per ML","POLLEN","pollen","pollen 100000 unit per mL"
"222",1922,TRUE,2,"7426, 7498","ethinyl estradiol, norethindrone","30 MCG, 1.5 MG","ETHINYL ESTRADIOL, NORETHINDRONE ACETATE","ethinyl estradiol, norethindrone acetate","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg"
"223",1929,TRUE,1,"10187","amitriptyline","25 MG","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline hydrochloride","amitriptyline hydrochloride 25 mg"
"224",1931,TRUE,1,"6760","colchicine","0.6 MG","COLCHICINE","colchicine","colchicine 0.6 mg"
"225",1936,TRUE,1,"7617","prednisolone","0.12 %","PREDNISOLONE ACETATE","prednisolone acetate","prednisolone acetate 0.12 %"
"226",1937,TRUE,1,"7617","prednisolone","1 %","PREDNISOLONE ACETATE","prednisolone acetate","prednisolone acetate 1 %"
"227",1954,FALSE,1,"7516","tetracosactide","0.25 MG per VIAL","TETRACOSACTIDE","tetracosactide","tetracosactide 0.25 mg per vial"
"228",1971,TRUE,2,"7617, 8145","prednisolone, sulfacetamide sodium","0.2 %, 10 %","PREDNISOLONE ACETATE, SULFACETAMIDE SODIUM","prednisolone acetate, sulfacetamide sodium","prednisolone acetate 0.2 % and sulfacetamide sodium 10 %"
"229",2037,TRUE,1,"9418","diazepam","5 MG","DIAZEPAM","diazepam","diazepam 5 mg"
"230",2039,FALSE,1,"2442","clomipramine hydrochloride","25 MG","CLOMIPRAMINE HYDROCHLORIDE","clomipramine hydrochloride","clomipramine hydrochloride 25 mg"
"231",2048,FALSE,2,"9733, 773","dexbrompheniramine maleate, pseudoephedrine sulfate","6 MG, 120 MG","DEXBROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE SULFATE","dexbrompheniramine maleate, pseudoephedrine sulfate","dexbrompheniramine maleate 6 mg and pseudoephedrine sulfate 120 mg"
"232",2058,FALSE,1,"7944","pimozide","2 MG","PIMOZIDE","pimozide","pimozide 2 mg"
"233",2059,FALSE,1,"7944","pimozide","4 MG","PIMOZIDE","pimozide","pimozide 4 mg"
"234",2064,TRUE,1,"270","acetaminophen","500 MG","ACETAMINOPHEN","acetaminophen","acetaminophen 500 mg"
"235",2071,TRUE,1,"7610","betamethasone (base)","0.05 %","BETAMETHASONE DIPROPIONATE","betamethasone (betamethasone dipropionate)","betamethasone (betamethasone dipropionate) 0.05 %"
"236",2087,FALSE,1,"7783","purified protein derivative of tuberculin","5 TUB per 0.1 ML","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","purified protein derivative of tuberculin","purified protein derivative of tuberculin 5 tub per 0.1 mL"
"237",2091,FALSE,1,"9406","chlorpropamide","250 MG","CHLORPROPAMIDE","chlorpropamide","chlorpropamide 250 mg"
"238",2092,FALSE,1,"9563","tolbutamide","500 MG","TOLBUTAMIDE","tolbutamide","tolbutamide 500 mg"
"239",2093,TRUE,1,"10196","nitrofurantoin","100 MG","NITROFURANTOIN","nitrofurantoin","nitrofurantoin 100 mg"
"240",2094,TRUE,1,"10196","nitrofurantoin","50 MG","NITROFURANTOIN","nitrofurantoin","nitrofurantoin 50 mg"
"241",2122,FALSE,3,"10021, 778, 6648","citric acid, magnesium oxide, sodium carbonate (anhydrous)","32.4 MG per ML, 3.8 MG per ML, 4.3 MG per ML","CITRIC ACID, MAGNESIUM OXIDE, ANHYDROUS","citric acid, magnesium oxide, sodium carbonate (anhydrous)","citric acid 32.4 mg per mL and magnesium oxide 3.8 mg per mL and sodium carbonate (anhydrous) 4.3 mg per mL"
"242",2133,FALSE,2,"9152, 5190","docusate sodium, sennosides (senna)","50 MG, 8.6 MG","DOCUSATE SODIUM, SENNA","docusate sodium, sennosides (senna)","docusate sodium 50 mg and sennosides (senna) 8.6 mg"
"243",2138,FALSE,1,"6311","fluorouracil","5 %","FLUOROURACIL","fluorouracil","fluorouracil 5 %"
"244",2142,TRUE,2,"2370, 4068","carbidopa, levodopa","25 MG, 250 MG","CARBIDOPA, LEVODOPA","carbidopa, levodopa","carbidopa 25 mg and levodopa 250 mg"
"245",2145,TRUE,1,"7408","spironolactone","100 MG","SPIRONOLACTONE","spironolactone","spironolactone 100 mg"
"246",2146,FALSE,1,"8195","silver sulfadiazine","1 %","SILVER SULFADIAZINE","silver sulfadiazine","silver sulfadiazine 1 %"
"247",2148,FALSE,3,"9125, 9613, 6896","camphor, diphenylpyraline hydrochloride, guaiacol carbonate","5 MG, 1.5 MG, 600 MG","CAMPHOR, DIPHENYLPYRALINE HYDROCHLORIDE, GUAIACOL CARBONATE","camphor, diphenylpyraline hydrochloride, guaiacol carbonate","camphor 5 mg and diphenylpyraline hydrochloride 1.5 mg and guaiacol carbonate 600 mg"
"248",2150,FALSE,3,"9125, 9613, 6896","camphor, diphenylpyraline hydrochloride, guaiacol carbonate","2 MG, 0.5 MG, 200 MG","CAMPHOR, DIPHENYLPYRALINE HYDROCHLORIDE, GUAIACOL CARBONATE","camphor, diphenylpyraline hydrochloride, guaiacol carbonate","camphor 2 mg and diphenylpyraline hydrochloride 0.5 mg and guaiacol carbonate 200 mg"
