"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_description"
"8000071","morphine","9000479","morphine sulfate 30 mg prolonged-release oral capsule","02019949","M-ESLON (morphine sulfate 30 mg prolonged-release oral capsule) ETHYPHARM INC","02019949",""
"8000071","morphine","9000480","morphine sulfate 30 mg prolonged-release oral tablet","02014297","MS CONTIN SRT 30MG (morphine sulfate 30 mg prolonged-release oral tablet) PURDUE PHARMA","02014297",""
"8000071","morphine","9000480","morphine sulfate 30 mg prolonged-release oral tablet","02244791","SANDOZ MORPHINE SR (morphine sulfate 30 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED","02244791",""
"8000071","morphine","9000480","morphine sulfate 30 mg prolonged-release oral tablet","02302772","TEVA-MORPHINE SR (morphine sulfate 30 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02302772",""
"8000071","morphine","9000480","morphine sulfate 30 mg prolonged-release oral tablet","02350890","MORPHINE SR (morphine sulfate 30 mg prolonged-release oral tablet) SANIS HEALTH INC","02350890",""
"8000071","morphine","9000481","morphine sulfate 60 mg prolonged-release oral capsule","02019957","M-ESLON (morphine sulfate 60 mg prolonged-release oral capsule) ETHYPHARM INC","02019957",""
"8000071","morphine","9000482","morphine sulfate 60 mg prolonged-release oral tablet","02014300","MS CONTIN SRT 60MG (morphine sulfate 60 mg prolonged-release oral tablet) PURDUE PHARMA","02014300",""
"8000071","morphine","9000482","morphine sulfate 60 mg prolonged-release oral tablet","02244792","SANDOZ MORPHINE SR (morphine sulfate 60 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED","02244792",""
"8000071","morphine","9000482","morphine sulfate 60 mg prolonged-release oral tablet","02302780","TEVA-MORPHINE SR (morphine sulfate 60 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02302780",""
"8000071","morphine","9000482","morphine sulfate 60 mg prolonged-release oral tablet","02350912","MORPHINE SR (morphine sulfate 60 mg prolonged-release oral tablet) SANIS HEALTH INC","02350912",""
"8000071","morphine","9000617","morphine sulfate 15 mg prolonged-release oral capsule","02177749","M-ESLON (morphine sulfate 15 mg prolonged-release oral capsule) ETHYPHARM INC","02177749",""
"8000071","morphine","9000618","morphine sulfate 200 mg prolonged-release oral capsule","02177757","M-ESLON (morphine sulfate 200 mg prolonged-release oral capsule) ETHYPHARM INC","02177757",""
"8000071","morphine","9000664","morphine sulfate 50 mg prolonged-release oral capsule","02184443","KADIAN (morphine sulfate 50 mg prolonged-release oral capsule) BGP PHARMA ULC","02184443",""
"8000071","morphine","9000665","morphine sulfate 20 mg prolonged-release oral capsule","02184435","KADIAN (morphine sulfate 20 mg prolonged-release oral capsule) BGP PHARMA ULC","02184435",""
"8000071","morphine","9000739","morphine sulfate 30 mg suppository","00639389","STATEX SUPPOSITORIES 30MG (morphine sulfate 30 mg suppository) PALADIN LABS INC","00639389",""
"8000071","morphine","9000740","morphine sulfate 5 mg suppository","00632228","STATEX SUPPOSITORIES 5MG (morphine sulfate 5 mg suppository) PALADIN LABS INC","00632228",""
"8000071","morphine","9001392","morphine sulfate 50 mg per 5 mL solution for injection ampoule","700574","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 50 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","02382997","1ML & 5ML AMPOULES"
"8000071","morphine","9001463","morphine sulfate 10 mg oral capsule","02320428","M-EDIAT (morphine sulfate 10 mg oral capsule) ETHYPHARM INC","02320428",""
"8000071","morphine","9001464","morphine sulfate 20 mg oral capsule","02320436","M-EDIAT (morphine sulfate 20 mg oral capsule) ETHYPHARM INC","02320436",""
"8000071","morphine","9001465","morphine sulfate 30 mg oral capsule","02320444","M-EDIAT (morphine sulfate 30 mg oral capsule) ETHYPHARM INC","02320444",""
"8000071","morphine","9001466","morphine sulfate 5 mg oral capsule","02320398","M-EDIAT (morphine sulfate 5 mg oral capsule) ETHYPHARM INC","02320398",""
"8000071","morphine","9006211","morphine sulfate 250 mg per 5 mL solution for injection vial","700529","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","00617288",""
"8000071","morphine","9006212","morphine sulfate 500 mg per 10 mL solution for injection vial","700530","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","00617288",""
"8000071","morphine","9006213","morphine sulfate 50 mg per 1 mL solution for injection vial","700528","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","00617288",""
"8000071","morphine","9006214","morphine sulfate 50 mg per mL solution for injection 50 mL vial","700531","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","00617288",""
"8000071","morphine","9006227","morphine sulfate 2 mg per 1 mL solution for injection vial","02242484","MORPHINE SULFATE INJECTION USP (morphine sulfate 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02242484",""
"8000072","valproic acid (valproate)","9000759","valproic acid (sodium valproate) 250 mg per 5 mL syrup","02236807","PMS-VALPROIC ACID (valproic acid (sodium valproate) 250 mg per 5 mL syrup) PHARMASCIENCE INC","02236807",""
"8000072","valproic acid (valproate)","9000759","valproic acid (sodium valproate) 250 mg per 5 mL syrup","02238370","APO-VALPROIC SYRUP (valproic acid (sodium valproate) 250 mg per 5 mL syrup) APOTEX INC","02238370",""
"8000072","valproic acid (valproate)","9006541","valproic acid (sodium valproate) 250 mg per 5 mL oral solution","00443832","DEPAKENE (valproic acid (sodium valproate) 250 mg per 5 mL oral solution) BGP PHARMA ULC","00443832",""
"8000106","hydromorphone","9000201","hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial","700532","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145928",""
"8000106","hydromorphone","9000201","hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial","700570","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PFIZER CANADA INC","02382636","1/5/50ML SINGLE USE VIALS"
"8000106","hydromorphone","9000202","hydromorphone hydrochloride 2 mg oral tablet","00125083","DILAUDID (hydromorphone hydrochloride 2 mg oral tablet) PURDUE PHARMA","00125083",""
"8000106","hydromorphone","9000202","hydromorphone hydrochloride 2 mg oral tablet","00885436","PMS-HYDROMORPHONE TAB 2MG (hydromorphone hydrochloride 2 mg oral tablet) PHARMASCIENCE INC","00885436",""
"8000106","hydromorphone","9000202","hydromorphone hydrochloride 2 mg oral tablet","02319411","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 2 mg oral tablet) TEVA CANADA LIMITED","02319411",""
"8000106","hydromorphone","9000202","hydromorphone hydrochloride 2 mg oral tablet","02364123","APO-HYDROMORPHONE (hydromorphone hydrochloride 2 mg oral tablet) APOTEX INC","02364123",""
"8000106","hydromorphone","9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","02145901","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","02145901",""
"8000106","hydromorphone","9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","02460602","HYDROMORPHONE HYDROCHLORIDE INJECTION (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) STERIMAX INC","02460602","SINGLE USE"
"8000106","hydromorphone","9000204","hydromorphone hydrochloride 4 mg oral tablet","00125121","DILAUDID (hydromorphone hydrochloride 4 mg oral tablet) PURDUE PHARMA","00125121",""
"8000106","hydromorphone","9000204","hydromorphone hydrochloride 4 mg oral tablet","00885401","PMS-HYDROMORPHONE TAB 4MG (hydromorphone hydrochloride 4 mg oral tablet) PHARMASCIENCE INC","00885401",""
"8000106","hydromorphone","9000204","hydromorphone hydrochloride 4 mg oral tablet","02319438","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 4 mg oral tablet) TEVA CANADA LIMITED","02319438",""
"8000106","hydromorphone","9000204","hydromorphone hydrochloride 4 mg oral tablet","02364131","APO-HYDROMORPHONE (hydromorphone hydrochloride 4 mg oral tablet) APOTEX INC","02364131",""
"8000106","hydromorphone","9000206","hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial","700533","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145928",""
"8000106","hydromorphone","9000206","hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial","700571","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PFIZER CANADA INC","02382636","1/5/50ML SINGLE USE VIALS"
"8000106","hydromorphone","9000253","hydromorphone hydrochloride 1 mg oral tablet","00705438","DILAUDID (hydromorphone hydrochloride 1 mg oral tablet) PURDUE PHARMA","00705438",""
"8000106","hydromorphone","9000253","hydromorphone hydrochloride 1 mg oral tablet","00885444","PMS-HYDROMORPHONE TAB 1MG (hydromorphone hydrochloride 1 mg oral tablet) PHARMASCIENCE INC","00885444",""
"8000106","hydromorphone","9000253","hydromorphone hydrochloride 1 mg oral tablet","02319403","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 1 mg oral tablet) TEVA CANADA LIMITED","02319403",""
"8000106","hydromorphone","9000253","hydromorphone hydrochloride 1 mg oral tablet","02364115","APO-HYDROMORPHONE (hydromorphone hydrochloride 1 mg oral tablet) APOTEX INC","02364115",""
"8000106","hydromorphone","9000328","hydromorphone hydrochloride 8 mg oral tablet","00786543","DILAUDID (hydromorphone hydrochloride 8 mg oral tablet) PURDUE PHARMA","00786543",""
"8000106","hydromorphone","9000328","hydromorphone hydrochloride 8 mg oral tablet","00885428","PMS-HYDROMORPHONE TAB 8MG (hydromorphone hydrochloride 8 mg oral tablet) PHARMASCIENCE INC","00885428",""
"8000106","hydromorphone","9000328","hydromorphone hydrochloride 8 mg oral tablet","02319446","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 8 mg oral tablet) TEVA CANADA LIMITED","02319446",""
"8000106","hydromorphone","9000328","hydromorphone hydrochloride 8 mg oral tablet","02364158","APO-HYDROMORPHONE (hydromorphone hydrochloride 8 mg oral tablet) APOTEX INC","02364158",""
"8000106","hydromorphone","9000384","hydromorphone hydrochloride 1 mg per mL syrup","01916386","PMS HYDROMORPHONE SIROP 1MG/ML (hydromorphone hydrochloride 1 mg per mL syrup) PHARMASCIENCE INC","01916386",""
"8000106","hydromorphone","9000385","hydromorphone hydrochloride 3 mg suppository","01916394","PMS HYDROMORPHONE SUPPOSITOIRE 3MG (hydromorphone hydrochloride 3 mg suppository) PHARMASCIENCE INC","01916394",""
"8000106","hydromorphone","9000579","hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial","700534","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145928",""
"8000106","hydromorphone","9000582","hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial","700537","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02146126",""
"8000106","hydromorphone","9000583","hydromorphone hydrochloride 3 mg prolonged-release oral capsule","02125323","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 3MG (hydromorphone hydrochloride 3 mg prolonged-release oral capsule) PURDUE PHARMA","02125323",""
"8000106","hydromorphone","9000584","hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial","700538","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02146126",""
"8000106","hydromorphone","9000585","hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial","700536","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02146126",""
"8000106","hydromorphone","9000586","hydromorphone hydrochloride 6 mg prolonged-release oral capsule","02125331","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 6MG (hydromorphone hydrochloride 6 mg prolonged-release oral capsule) PURDUE PHARMA","02125331",""
"8000106","hydromorphone","9000679","hydromorphone hydrochloride 12 mg prolonged-release oral capsule","02125366","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 12MG (hydromorphone hydrochloride 12 mg prolonged-release oral capsule) PURDUE PHARMA","02125366",""
"8000106","hydromorphone","9000680","hydromorphone hydrochloride 24 mg prolonged-release oral capsule","02125382","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 24MG (hydromorphone hydrochloride 24 mg prolonged-release oral capsule) PURDUE PHARMA","02125382",""
"8000106","hydromorphone","9000781","hydromorphone hydrochloride 30 mg prolonged-release oral capsule","02125390","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 30MG (hydromorphone hydrochloride 30 mg prolonged-release oral capsule) PURDUE PHARMA","02125390",""
"8000106","hydromorphone","9000948","hydromorphone hydrochloride 18 mg prolonged-release oral capsule","02243562","HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 18MG (hydromorphone hydrochloride 18 mg prolonged-release oral capsule) PURDUE PHARMA","02243562",""
"8000106","hydromorphone","9001304","hydromorphone hydrochloride 16 mg prolonged-release oral tablet","02337282","JURNISTA (hydromorphone hydrochloride 16 mg prolonged-release oral tablet) JANSSEN INC","02337282",""
"8000106","hydromorphone","9001305","hydromorphone hydrochloride 32 mg prolonged-release oral tablet","02337290","JURNISTA (hydromorphone hydrochloride 32 mg prolonged-release oral tablet) JANSSEN INC","02337290",""
"8000106","hydromorphone","9001306","hydromorphone hydrochloride 4 mg prolonged-release oral tablet","02337266","JURNISTA (hydromorphone hydrochloride 4 mg prolonged-release oral tablet) JANSSEN INC","02337266",""
"8000106","hydromorphone","9001307","hydromorphone hydrochloride 8 mg prolonged-release oral tablet","02337274","JURNISTA (hydromorphone hydrochloride 8 mg prolonged-release oral tablet) JANSSEN INC","02337274",""
"8000106","hydromorphone","9001340","hydromorphone hydrochloride 4.5 mg prolonged-release oral capsule","02359502","HYDROMORPH CONTIN (hydromorphone hydrochloride 4.5 mg prolonged-release oral capsule) PURDUE PHARMA","02359502","CONTROLLED RELEASE CAPSULE"
"8000106","hydromorphone","9001341","hydromorphone hydrochloride 9 mg prolonged-release oral capsule","02359510","HYDROMORPH CONTIN (hydromorphone hydrochloride 9 mg prolonged-release oral capsule) PURDUE PHARMA","02359510","CONTROLLED RELEASE CAPSULE"
"8000106","hydromorphone","9001473","hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule","700578","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule) STERIMAX INC","02460610",""
"8000106","hydromorphone","9001474","hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule","700577","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule) STERIMAX INC","02460610",""
"8000106","hydromorphone","9006204","hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial","700535","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","02145928",""
"8000106","hydromorphone","9006204","hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial","700572","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PFIZER CANADA INC","02382636","1/5/50ML SINGLE USE VIALS"
"8000106","hydromorphone","9006242","hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial","700542","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145936",""
"8000106","hydromorphone","9006243","hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial","700541","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145936",""
"8000106","hydromorphone","9006244","hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial","700540","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","02145936",""
"8000106","hydromorphone","9006245","hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial","700539","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","02146126",""
"8000106","hydromorphone","9012363","hydromorphone hydrochloride 1000 mg per 10 mL solution for injection 10 mL vial","02244797","HYDROMORPHONE HP FORTE INJECTION (hydromorphone hydrochloride 1000 mg per 10 mL solution for injection 10 mL vial) SANDOZ CANADA INCORPORATED","02244797",""
