"","dpd_ingredient","active_ingredient_code","hydrate","ccdd","top250name","ing_stem"
"1090","CLOBETASOL PROPIONATE",7558,FALSE,"Y","CLOBETASOL","CLOBETASOL"
"1091","INSULIN DETEMIR",13104,FALSE,"Y","INSULIN DETEMIR","INSULIN DETEMIR"
"1092","CLONIDINE HYDROCHLORIDE",2564,FALSE,"Y","CLONIDINE","CLONIDINE"
"1093","CALCITONIN (SALMON SYNTHETIC)",13186,FALSE,"","","CALCITONIN (SALMON SYNTHETIC)"
"1094","MELPHALAN (MELPHALAN HYDROCHLORIDE)",9872,FALSE,"","","MELPHALAN (MELPHALAN HYDROCHLORIDE)"
"1095","MICAFUNGIN SODIUM",20128,FALSE,"","","MICAFUNGIN SODIUM"
"1096","BAZEDOXIFENE (BAZEDOXIFENE ACETATE)",22524,FALSE,"","","BAZEDOXIFENE (BAZEDOXIFENE ACETATE)"
"1097","BETAXOLOL (BETAXOLOL HYDROCHLORIDE)",11219,FALSE,"","","BETAXOLOL (BETAXOLOL HYDROCHLORIDE)"
"1098","STANDARDIZED SWEET VERNAL GRASS POLLEN",20460,FALSE,"","","STANDARDIZED SWEET VERNAL GRASS POLLEN"
"1099","CALCIUM GLYCEROPHOSPHATE",4775,FALSE,"","","CALCIUM GLYCEROPHOSPHATE"
"1100","COCOA BUTTER",854,FALSE,"","","COCOA BUTTER"
"1101","TETANUS PROTEIN",7652,FALSE,"","","TETANUS PROTEIN"
"1102","ENALAPRIL MALEATE",1810,FALSE,"Y","ENALAPRIL","ENALAPRIL"
"1103","DIBUCAINE HYDROCHLORIDE",7053,FALSE,"Y","DIBUCAINE","DIBUCAINE"
"1104","ATRACURIUM BESYLATE",1844,FALSE,"","","ATRACURIUM BESYLATE"
"1105","HYDROCORTISONE (HYDROCORTISONE ACETATE)",7532,FALSE,"Y","HYDROCORTISONE","HYDROCORTISONE"
"1106","METHOTREXATE",5900,FALSE,"Y","METHOTREXATE","METHOTREXATE"
"1107","MIDAZOLAM",11188,FALSE,"","","MIDAZOLAM"
"1108","DIPHENYLPYRALINE HYDROCHLORIDE",9613,FALSE,"","","DIPHENYLPYRALINE HYDROCHLORIDE"
"1109","METHYLDOPA",10295,FALSE,"","","METHYLDOPA"
"1110","TIPRANAVIR",12684,FALSE,"","","TIPRANAVIR"
"1111","BROMOCRIPTINE (BROMOCRIPTINE MESYLATE)",11220,FALSE,"","","BROMOCRIPTINE (BROMOCRIPTINE MESYLATE)"
"1112","FISH OIL",638,FALSE,"","","FISH OIL"
"1113","PORACTANT ALFA",11967,FALSE,"","","PORACTANT ALFA"
"1114","CARBAMAZEPINE",4182,FALSE,"Y","CARBAMAZEPINE","CARBAMAZEPINE"
"1115","TOBRAMYCIN (TOBRAMYCIN SULFATE)",8565,FALSE,"Y","TOBRAMYCIN","TOBRAMYCIN"
"1116","ETIDRONATE DISODIUM",12611,FALSE,"","","ETIDRONATE DISODIUM"
"1117","VITAMIN B2 (RIBOFLAVIN)",11171,FALSE,"","","VITAMIN B2 (RIBOFLAVIN)"
"1118","CALCIUM ACETATE",4810,FALSE,"","","CALCIUM ACETATE"
"1119","RITUXIMAB",11982,FALSE,"","","RITUXIMAB"
"1120","FLUPHENAZINE HYDROCHLORIDE",20269,FALSE,"","","FLUPHENAZINE HYDROCHLORIDE"
"1121","DIPYRIDAMOLE",7219,FALSE,"","","DIPYRIDAMOLE"
"1122","BETAINE",6871,FALSE,"","","BETAINE"
"1123","MOCLOBEMIDE",7943,FALSE,"","","MOCLOBEMIDE"
"1124","POVIDONE",10212,FALSE,"","","POVIDONE"
"1125","DALTEPARIN SODIUM",269,FALSE,"","","DALTEPARIN SODIUM"
"1126","GEMCITABINE (GEMCITABINE HYDROCHLORIDE)",11262,FALSE,"","","GEMCITABINE (GEMCITABINE HYDROCHLORIDE)"
"1127","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)",11956,FALSE,"","","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)"
"1128","ALFENTANIL (ALFENTANIL HYDROCHLORIDE)",11173,FALSE,"","","ALFENTANIL (ALFENTANIL HYDROCHLORIDE)"
"1129","IMATINIB (IMATINIB MESYLATE)",12429,FALSE,"","","IMATINIB (IMATINIB MESYLATE)"
"1130","SUFENTANIL (SUFENTANIL CITRATE)",12343,FALSE,"","","SUFENTANIL (SUFENTANIL CITRATE)"
"1131","TRETINOIN",5054,FALSE,"","","TRETINOIN"
"1132","MIGLUSTAT",13313,FALSE,"","","MIGLUSTAT"
"1133","Ticagrelor",20742,FALSE,"","","Ticagrelor"
"1134","CINACALCET (CINACALCET HYDROCHLORIDE)",13352,FALSE,"","","CINACALCET (CINACALCET HYDROCHLORIDE)"
"1135","LYSINE (L-LYSINE ACETATE)",9806,FALSE,"","","LYSINE (L-LYSINE ACETATE)"
"1136","DOXAZOSIN (DOXAZOSIN MESYLATE)",11258,FALSE,"Y","DOXAZOSIN","DOXAZOSIN"
"1137","FENOFIBRATE",1381,FALSE,"Y","FENOFIBRATE","FENOFIBRATE"
"1138","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL",3980,FALSE,"","","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL"
"1139","ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)",12371,TRUE,"Y","ESOMEPRAZOLE","ESOMEPRAZOLE"
"1140","SUCCINYLCHOLINE CHLORIDE",8833,FALSE,"","","SUCCINYLCHOLINE CHLORIDE"
"1141","TYROSINE",9750,FALSE,"","","TYROSINE"
"1142","INSULIN BIOSYNTHETIC HUMAN BR",7300,FALSE,"","","INSULIN BIOSYNTHETIC HUMAN BR"
"1143","PHENYLALANINE",10223,FALSE,"","","PHENYLALANINE"
"1144","Eslicarbazepine acetate",22430,FALSE,"","","Eslicarbazepine acetate"
"1145","OXAPROZIN",1863,FALSE,"","","OXAPROZIN"
"1146","EPINEPHRINE BITARTRATE",8923,FALSE,"Y","EPINEPHRINE","EPINEPHRINE"
"1147","Dasabuvir (Dasabuvir sodium monohydrate)",22555,TRUE,"","","Dasabuvir (Dasabuvir sodium monohydrate)"
"1148","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",22273,FALSE,NA,NA,NA
"1149","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)",20439,FALSE,"","","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)"
"1150","FLUTAMIDE",1847,FALSE,"","","FLUTAMIDE"
"1151","PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)",11340,FALSE,"Y","PAROXETINE","PAROXETINE"
"1152","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14",20528,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14"
"1153","BUSULFAN",9556,FALSE,"","","BUSULFAN"
"1154","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)",22668,FALSE,"","","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)"
"1155","CHOLESTYRAMINE RESIN",10235,FALSE,"","","CHOLESTYRAMINE RESIN"
"1156","CEFPROZIL",188,FALSE,"Y","CEFPROZIL","CEFPROZIL"
"1157","VITAMIN B2",11171,FALSE,"","","VITAMIN B2"
"1158","TIAPROFENIC ACID",1921,FALSE,"","","TIAPROFENIC ACID"
"1159","MORPHINE SULFATE",9117,FALSE,"Y","MORPHINE","MORPHINE"
"1160","L-CYSTEINE",5416,FALSE,"","","L-CYSTEINE"
"1161","SELENIUM (SELENIOUS ACID)",2295,FALSE,"","","SELENIUM (SELENIOUS ACID)"
"1162","MANGANESE (MANGANESE SULFATE)",10194,FALSE,"","","MANGANESE (MANGANESE SULFATE)"
"1163","NAPHAZOLINE HYDROCHLORIDE",9542,FALSE,"","","NAPHAZOLINE HYDROCHLORIDE"
"1164","CHLORDIAZEPOXIDE HYDROCHLORIDE",10260,FALSE,"","","CHLORDIAZEPOXIDE HYDROCHLORIDE"
"1165","GLYCOL SALICYLATE",9724,FALSE,"","","GLYCOL SALICYLATE"
"1166","ETANERCEPT",12032,FALSE,"","","ETANERCEPT"
"1167","PROPRANOLOL HYDROCHLORIDE",10127,FALSE,"Y","PROPRANOLOL","PROPRANOLOL"
"1168","ALENDRONIC ACID (ALENDRONATE SODIUM)",13353,FALSE,"Y","ALENDRONATE","ALENDRONIC ACID"
"1169","NON POLLEN",3854,FALSE,"","","NON POLLEN"
"1170","DAUNORUBICIN (DAUNORUBICIN HYDROCHLORIDE)",68,FALSE,"","","DAUNORUBICIN (DAUNORUBICIN HYDROCHLORIDE)"
"1171","LORATADINE",1299,FALSE,"","","LORATADINE"
"1172","VITAMIN B1 (THIAMINE MONONITRATE)",11170,FALSE,"","","VITAMIN B1 (THIAMINE MONONITRATE)"
"1173","DEXPANTHENOL (PANTHENOL)",4993,FALSE,"","","DEXPANTHENOL (PANTHENOL)"
"1174","MAGNESIUM ACETATE",5253,FALSE,"","","MAGNESIUM ACETATE"
"1175","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)",951,TRUE,"","","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)"
"1176","SODIUM LACTATE",1074,FALSE,"","","SODIUM LACTATE"
"1177","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A",7670,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A"
"1178","SERTRALINE (SERTRALINE HYDROCHLORIDE)",11168,FALSE,"Y","SERTRALINE","SERTRALINE"
"1179","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)",2139,FALSE,"","","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)"
"1180","LORAZEPAM",2300,FALSE,"Y","LORAZEPAM","LORAZEPAM"
"1181","BENOXINATE HYDROCHLORIDE",6189,FALSE,"","","BENOXINATE HYDROCHLORIDE"
"1182","STREPTOMYCIN (STREPTOMYCIN SULFATE)",8603,FALSE,"","","STREPTOMYCIN (STREPTOMYCIN SULFATE)"
"1183","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)",18938,FALSE,"","","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)"
"1184","IXEKIZUMAB",22714,FALSE,"","","IXEKIZUMAB"
"1185","VITAMIN D2",4924,FALSE,"","","VITAMIN D2"
"1186","PREDNISOLONE ACETATE",7617,FALSE,"Y","PREDNISOLONE","PREDNISOLONE"
"1187","CABERGOLINE",12006,FALSE,"","","CABERGOLINE"
"1188","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)",11386,FALSE,"","","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)"
"1189","CARMUSTINE",2418,FALSE,"","","CARMUSTINE"
"1190","VALPROIC ACID",2115,FALSE,"Y","VALPROIC ACID","VALPROIC ACID"
"1191","GADOTERIDOL",741,FALSE,"","","GADOTERIDOL"
"1192","IncobotulinumtoxinA",21616,FALSE,"","","IncobotulinumtoxinA"
"1193","AURANOFIN",1898,FALSE,"","","AURANOFIN"
"1194","PENICILLIN G SODIUM",8435,FALSE,"","","PENICILLIN G SODIUM"
"1195","COLISTIN (COLISTIMETHATE SODIUM)",8513,FALSE,"","","COLISTIN (COLISTIMETHATE SODIUM)"
"1196","DILUENT",893,FALSE,"","","DILUENT"
"1197","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B",20534,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B"
"1198","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)",9906,FALSE,"","","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)"
"1199","HAEMAGGLUTININ-STRAIN A(H3N2)",743,FALSE,"","","HAEMAGGLUTININ-STRAIN A(H3N2)"
"1200","CLOFEDANOL HYDROCHLORIDE",9523,FALSE,"","","CLOFEDANOL HYDROCHLORIDE"
"1201","ERGOLOID MESYLATES",1411,FALSE,"","","ERGOLOID MESYLATES"
"1202","POTASSIUM PHOSPHATE DIBASIC",5319,FALSE,"","","POTASSIUM PHOSPHATE DIBASIC"
"1203","ESTRADIOL (ESTRADIOL HEMIHYDRATE)",7419,TRUE,"Y","ESTRADIOL","ESTRADIOL"
"1204","ISOSORBIDE DINITRATE",9627,FALSE,"","","ISOSORBIDE DINITRATE"
"1205","FILAMENTOUS HAEMAGGLUTININ",19,FALSE,"","","FILAMENTOUS HAEMAGGLUTININ"
"1206","KETOTIFEN (KETOTIFEN FUMARATE)",11175,FALSE,"","","KETOTIFEN (KETOTIFEN FUMARATE)"
"1207","MANNITOL",9547,FALSE,"","","MANNITOL"
"1208","BENZOCAINE",8903,FALSE,"","","BENZOCAINE"
"1209","HYDROCODONE",20386,FALSE,"","","HYDROCODONE"
"1210","DIBUCAINE",9206,FALSE,NA,NA,NA
"1211","CEFUROXIME (CEFUROXIME AXETIL)",11118,FALSE,"","","CEFUROXIME (CEFUROXIME AXETIL)"
"1212","HEPARIN (HEPARIN SODIUM)",11364,FALSE,"","","HEPARIN (HEPARIN SODIUM)"
"1213","VITAMIN D (VITAMIN D3)",703,FALSE,"Y","VITAMIN D3","VITAMIN D3"
"1214","BETAHISTINE HYDROCHLORIDE",9483,FALSE,"Y","BETAHISTINE","BETAHISTINE"
"1215","Apixaban",21078,FALSE,"","","Apixaban"
"1216","GABAPENTIN",470,FALSE,"Y","GABAPENTIN","GABAPENTIN"
"1217","VALRUBICIN",12002,FALSE,NA,NA,NA
"1218","TETANUS IMMUNE GLOBULIN (HUMAN)",7931,FALSE,"","","TETANUS IMMUNE GLOBULIN (HUMAN)"
"1219","BETA-CAROTENE",11079,FALSE,"","","BETA-CAROTENE"
"1220","TRIMEBUTINE MALEATE",1925,FALSE,"","","TRIMEBUTINE MALEATE"
"1221","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)",12371,TRUE,"Y","ESOMEPRAZOLE","ESOMEPRAZOLE"
"1222","OLMESARTAN MEDOXOMIL",20396,FALSE,"Y","OLMESARTAN MEDOXOMIL","OLMESARTAN"
"1223","MAPROTILINE HYDROCHLORIDE",2274,FALSE,"","","MAPROTILINE HYDROCHLORIDE"
"1224","SULFISOXAZOLE",8178,FALSE,"","","SULFISOXAZOLE"
"1225","RIBAVIRIN",2184,FALSE,"","","RIBAVIRIN"
"1226","BUPIVACAINE HYDROCHLORIDE",2493,FALSE,"","","BUPIVACAINE HYDROCHLORIDE"
"1227","ADALIMUMAB",13356,FALSE,"","","ADALIMUMAB"
"1228","NILUTAMIDE",1243,FALSE,"","","NILUTAMIDE"
"1229","PILOCARPINE HYDROCHLORIDE",6599,FALSE,"","","PILOCARPINE HYDROCHLORIDE"
"1230","NEOSTIGMINE METHYLSULFATE",10010,FALSE,"","","NEOSTIGMINE METHYLSULFATE"
"1231","XYLOMETAZOLINE HYDROCHLORIDE",5869,FALSE,"","","XYLOMETAZOLINE HYDROCHLORIDE"
"1232","PAPAVERINE HYDROCHLORIDE",6941,FALSE,"","","PAPAVERINE HYDROCHLORIDE"
"1233","PROLINE",9396,FALSE,"","","PROLINE"
"1234","EPINEPHRINE (EPINEPHRINE BITARTRATE)",8926,FALSE,"Y","EPINEPHRINE","EPINEPHRINE"
"1235","YOHIMBINE HYDROCHLORIDE",20371,FALSE,"","","YOHIMBINE HYDROCHLORIDE"
"1236","OXYGEN",2333,FALSE,"","","OXYGEN"
"1237","COPPER (CUPRIC OXIDE)",582,FALSE,"","","COPPER (CUPRIC OXIDE)"
"1238","Enzalutamide",22083,FALSE,"","","Enzalutamide"
"1239","DAPSONE",8120,FALSE,"","","DAPSONE"
"1240","AZITHROMYCIN (AZITHROMYCIN HYDROGEN CITRATE)",424,FALSE,"Y","AZITHROMYCIN","AZITHROMYCIN"
"1241","ALITRETINOIN",11885,FALSE,"","","ALITRETINOIN"
"1242","DOXYCYCLINE (Doxycycline Monohydrate)",8642,TRUE,"Y","DOXYCYCLINE","DOXYCYCLINE"
"1243","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135",19045,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135"
"1244","AZATHIOPRINE",10128,FALSE,"Y","AZATHIOPRINE","AZATHIOPRINE"
"1245","CYCLOPENTOLATE HYDROCHLORIDE",4179,FALSE,"","","CYCLOPENTOLATE"
"1246","Asenapine (Asenapine maleate)",21015,FALSE,"","","Asenapine (Asenapine maleate)"
"1247","MINOXIDIL",2011,FALSE,"","","MINOXIDIL"
"1248","TOLNAFTATE",9887,FALSE,"","","TOLNAFTATE"
"1249","AMINOLEVULINIC ACID HYDROCHLORIDE",12216,FALSE,"","","AMINOLEVULINIC ACID HYDROCHLORIDE"
"1250","NEON",2331,FALSE,"","","NEON"
"1251","FOMEPIZOLE",12038,FALSE,"","","FOMEPIZOLE"
"1252","OMEPRAZOLE",1250,FALSE,"Y","OMEPRAZOLE","OMEPRAZOLE"
"1253","AZELAIC ACID",277,FALSE,"","","AZELAIC ACID"
"1254","ESCITALOPRAM",13585,FALSE,"Y","ESCITALOPRAM","ESCITALOPRAM"
"1255","VINCRISTINE SULFATE",5895,FALSE,"","","VINCRISTINE SULFATE"
"1256","OCTOCRYLENE",2280,FALSE,"","","OCTOCRYLENE"
"1257","POLYETHYLENE GLYCOL 400",234,FALSE,"","","POLYETHYLENE GLYCOL 400"
"1258","Recombinant Neisseria meningitidis group B NadA protein",22177,FALSE,"","","Recombinant Neisseria meningitidis group B NadA protein"
"1259","Daclatasvir (Daclatasvir Dihydrochloride)",22633,FALSE,"","","Daclatasvir (Daclatasvir Dihydrochloride)"
"1260","ISOLEUCINE",9929,FALSE,"","","ISOLEUCINE"
"1261","CYPROTERONE ACETATE",7572,FALSE,"Y","CYPROTERONE","CYPROTERONE"
"1262","POSACONAZOLE",20127,FALSE,"","","POSACONAZOLE"
"1263","azelastine hydrochloride",22525,FALSE,"","","azelastine hydrochloride"
"1264","DICYCLOMINE HYDROCHLORIDE",6425,FALSE,"","","DICYCLOMINE HYDROCHLORIDE"
"1265","ADAPALENE",224,FALSE,"","","ADAPALENE"
"1266","ACETAZOLAMIDE (ACETAZOLAMIDE SODIUM)",6299,FALSE,"","","ACETAZOLAMIDE"
"1267","PEGVISOMANT",16581,FALSE,"","","PEGVISOMANT"
"1268","GELATIN",8825,FALSE,"","","GELATIN"
"1269","PROMETHAZINE HYDROCHLORIDE",7952,FALSE,"","","PROMETHAZINE HYDROCHLORIDE"
"1270","PEGINTERFERON BETA-1A",22631,FALSE,"","","PEGINTERFERON BETA-1A"
"1271","SOTALOL HYDROCHLORIDE",2048,FALSE,"","","SOTALOL HYDROCHLORIDE"
"1272","THREONINE",10243,FALSE,"","","THREONINE"
"1273","APREPITANT",20156,FALSE,"","","APREPITANT"
"1274","FACTOR XIII",11246,FALSE,"","","FACTOR XIII"
"1275","ISOFLURANE",2019,FALSE,"","","ISOFLURANE"
"1276","PEGFILGRASTIM",12313,FALSE,"","","PEGFILGRASTIM"
"1277","AMSACRINE",1930,FALSE,"","","AMSACRINE"
"1278","CHLOROBUTANOL",6995,FALSE,"","","CHLOROBUTANOL"
"1279","P-HYDROXYEPHEDRINE HYDROCHLORIDE",8934,FALSE,"","","P-HYDROXYEPHEDRINE HYDROCHLORIDE"
"1280","CHLORPHENIRAMINE MALEATE",10259,FALSE,"","","CHLORPHENIRAMINE MALEATE"
"1281","ANASTROZOLE",27,FALSE,"","","ANASTROZOLE"
"1282","SODIUM ACETATE TRIHYDRATE",11968,TRUE,"","","SODIUM ACETATE TRIHYDRATE"
"1283","PERTUSSIS TOXOID ADSORBED",20305,FALSE,"","","PERTUSSIS TOXOID ADSORBED"
"1284","TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)",7996,FALSE,"","","TRIFLUOPERAZINE (TRIFLUOPERAZINE HYDROCHLORIDE)"
"1285","LEFLUNOMIDE",11980,FALSE,"","","LEFLUNOMIDE"
"1286","Carglumic Acid",22593,FALSE,"","","Carglumic Acid"
"1287","BIVALIRUDIN",12945,FALSE,NA,NA,NA
"1288","Stiripentol",21532,FALSE,"","","Stiripentol"
"1289","MEASLES VIRUS VACCINE LIVE ATTENUATED",7908,FALSE,"","","MEASLES VIRUS VACCINE LIVE ATTENUATED"
"1290","PEGINTERFERON ALFA-2A",13246,FALSE,"","","PEGINTERFERON ALFA-2A"
"1291","PRILOCAINE HYDROCHLORIDE",9797,FALSE,"","","PRILOCAINE HYDROCHLORIDE"
"1292","STANDARDIZED CAT PELT ACETONE PRECIPITATED",257,FALSE,"","","STANDARDIZED CAT PELT ACETONE PRECIPITATED"
"1293","LYSINE (LYSINE MONOHYDROCHLORIDE)",9806,FALSE,"","","LYSINE (LYSINE MONOHYDROCHLORIDE)"
"1294","PADIMATE O",2129,FALSE,"","","PADIMATE O"
"1295","BUMETANIDE",1374,FALSE,"","","BUMETANIDE"
"1296","CLOMIPHENE CITRATE",9785,FALSE,NA,NA,NA
"1297","DASATINIB (DASATINIB MONOHYDRATE)",20122,TRUE,"","","DASATINIB (DASATINIB MONOHYDRATE)"
"1298","SALBUTAMOL",2585,FALSE,"Y","SALBUTAMOL","SALBUTAMOL"
"1299","MODAFINIL",11852,FALSE,"","","MODAFINIL"
"1300","Linaclotide",22180,FALSE,"","","Linaclotide"
"1301","PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)",7991,FALSE,"","","PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)"
"1302","THEOPHYLLINE",231,FALSE,"","","THEOPHYLLINE"
"1303","Eribulin Mesylate",21079,FALSE,"","","Eribulin Mesylate"
"1304","CYTOMEGALOVIRUS IMMUNE GLOBULIN (HUMAN)",11482,FALSE,"","","CYTOMEGALOVIRUS IMMUNE GLOBULIN (HUMAN)"
"1305","VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)",11702,TRUE,NA,NA,NA
"1306","METFORMIN HYDROCHLORIDE",10147,FALSE,"Y","METFORMIN","METFORMIN"
"1307","ELUXADOLINE",22846,FALSE,"","","ELUXADOLINE"
"1308","MIDODRINE HYDROCHLORIDE",918,FALSE,"","","MIDODRINE HYDROCHLORIDE"
"1309","SODIUM CARBONATE (ANHYDROUS)",6648,FALSE,"","","SODIUM CARBONATE (ANHYDROUS)"
"1310","RAMUCIRUMAB",22627,FALSE,"","","RAMUCIRUMAB"
"1311","TINZAPARIN SODIUM",619,FALSE,"","","TINZAPARIN SODIUM"
"1312","CEFACLOR",2098,FALSE,"","","CEFACLOR"
"1313","Sodium Sulfate Anhydrous",20641,FALSE,"","","Sodium Sulfate Anhydrous"
"1314","CIMETIDINE (CIMETIDINE HYDROCHLORIDE)",2165,FALSE,"","","CIMETIDINE (CIMETIDINE HYDROCHLORIDE)"
"1315","LOMUSTINE",2275,FALSE,"","","LOMUSTINE"
"1316","LACTULOSE",2395,FALSE,"","","LACTULOSE"
"1317","IODINE",7218,FALSE,"","","IODINE"
"1318","RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)",11819,TRUE,"Y","RISEDRONATE","RISEDRONATE"
"1319","CETRIMONIUM BROMIDE",7145,FALSE,"","","CETRIMONIUM BROMIDE"
"1320","HYDROMORPHONE HYDROCHLORIDE",20280,FALSE,"Y","HYDROMORPHONE","HYDROMORPHONE"
"1321","PITCHER PLANT",2662,FALSE,"","","PITCHER PLANT"
"1322","FEXOFENADINE HYDROCHLORIDE",11456,FALSE,"","","FEXOFENADINE HYDROCHLORIDE"
"1323","INSULIN ASPART",12335,FALSE,"Y","INSULIN ASPART","INSULIN ASPART"
"1324","TESTOSTERONE UNDECANOATE",7469,FALSE,"Y","TESTOSTERONE","TESTOSTERONE"
"1325","CLOBETASONE BUTYRATE",7557,FALSE,"","","CLOBETASONE BUTYRATE"
"1326","POTASSIUM ACETATE",1076,FALSE,"","","POTASSIUM ACETATE"
"1327","Influenza virus type B (Yamagata)",22409,FALSE,"","","Influenza virus type B (Yamagata)"
"1328","Ingenol Mebutate",21660,FALSE,"","","Ingenol Mebutate"
"1329","OLAPARIB",22712,FALSE,"","","OLAPARIB"
"1330","BISOPROLOL FUMARATE",1218,FALSE,"Y","BISOPROLOL","BISOPROLOL"
"1331","NITRIC OXIDE",16163,FALSE,"","","NITRIC OXIDE"
"1332","PERTACTIN ADSORBED",20307,FALSE,"","","PERTACTIN ADSORBED"
"1333","AMPHOTERICIN B",8493,FALSE,"","","AMPHOTERICIN B"
"1334","COLCHICINE",6760,FALSE,"Y","COLCHICINE","COLCHICINE"
"1335","POLYMYXIN B (POLYMYXIN B SULFATE)",8520,FALSE,"","","POLYMYXIN B (POLYMYXIN B SULFATE)"
"1336","THIAMINE HYDROCHLORIDE",5040,FALSE,"","","THIAMINE HYDROCHLORIDE"
"1337","LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)",20463,TRUE,"","","LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)"
"1338","EPOPROSTENOL (EPOPROSTENOL SODIUM)",11378,FALSE,"","","EPOPROSTENOL (EPOPROSTENOL SODIUM)"
"1339","CEFPROZIL (CEFPROZIL MONOHYDRATE)",188,TRUE,"Y","CEFPROZIL","CEFPROZIL"
"1340","FIBRINOGEN (HUMAN)",17119,FALSE,"","","FIBRINOGEN (HUMAN)"
"1341","Ledipasvir",22523,FALSE,"","","Ledipasvir"
"1342","FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)",20449,FALSE,"","","FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)"
"1343","SALBUTAMOL (SALBUTAMOL SULFATE)",2585,FALSE,"Y","SALBUTAMOL","SALBUTAMOL"
"1344","ZUCLOPENTHIXOL ACETATE",191,FALSE,"","","ZUCLOPENTHIXOL ACETATE"
"1345","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN",22572,FALSE,"","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN"
"1346","BETAMETHASONE VALERATE",13244,FALSE,"Y","BETAMETHASONE","BETAMETHASONE VALERATE"
"1347","COLLAGEN",16865,FALSE,"","","COLLAGEN"
"1348","CHOLINE BITARTRATE",4956,FALSE,"","","CHOLINE BITARTRATE"
"1349","RALTEGRAVIR (RALTEGRAVIR POTASSIUM)",20173,FALSE,"","","RALTEGRAVIR (RALTEGRAVIR POTASSIUM)"
"1350","GUAIACOL",9129,FALSE,"","","GUAIACOL"
"1351","ACYCLOVIR (ACYCLOVIR SODIUM)",1950,FALSE,"Y","ACYCLOVIR","ACYCLOVIR"
"1352","PHENYLEPHRINE HYDROCHLORIDE",10258,FALSE,"","","PHENYLEPHRINE HYDROCHLORIDE"
"1353","ETHYNODIOL DIACETATE",7410,FALSE,"","","ETHYNODIOL DIACETATE"
"1354","MEDIUM CHAIN TRIGLYCERIDES (MCT)",11369,FALSE,"","","MEDIUM CHAIN TRIGLYCERIDES (MCT)"
"1355","DEXBROMPHENIRAMINE MALEATE",9733,FALSE,"","","DEXBROMPHENIRAMINE MALEATE"
"1356","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN",22574,FALSE,"","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN"
"1357","FLUDARABINE PHOSPHATE",11349,FALSE,"","","FLUDARABINE PHOSPHATE"
"1358","RALTITREXED (RALTITREXED DISODIUM)",11098,FALSE,"","","RALTITREXED (RALTITREXED DISODIUM)"
"1359","NITROUS OXIDE",2329,FALSE,"","","NITROUS OXIDE"
