"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"interferon alfa-2b",FALSE,5,1,"active",1998-12-10,8001195,NA,NA
"menthol, pramoxine hydrochloride",FALSE,1,1,"active",1999-01-11,8001196,NA,NA
"idoxuridine",FALSE,1,1,"active",1999-02-15,8001197,NA,NA
"modafinil",FALSE,6,1,"active",1999-03-24,8001198,NA,NA
"efavirenz",FALSE,6,2,"active",1999-03-25,8001199,NA,NA
"ondansetron",FALSE,6,2,"active",1999-03-31,8001200,NA,NA
"methacholine chloride",FALSE,8,1,"active",1999-04-01,8001201,NA,NA
"mupirocin (mupirocin calcium dihydrate)",FALSE,1,1,"active",1999-04-13,8001202,NA,NA
"cat (felis domesticus) pelt and cat dander",FALSE,1,1,"active",1999-04-19,8001203,NA,NA
"fexofenadine hydrochloride, pseudoephedrine hydrochloride",FALSE,1,1,"active",1999-04-29,8001204,NA,NA
"cefadroxil (cefadroxil monohydrate)",FALSE,1,1,"active",1999-06-02,8001205,NA,NA
"orlistat",FALSE,1,1,"active",1999-06-03,8001206,NA,NA
"abacavir",FALSE,3,2,"active",1999-06-09,8001207,NA,NA
"gramicidin, lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1999-06-18,8001208,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, fimbriae types 2 and 3 (fim), pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",1999-06-23,8001209,NA,NA
"eptifibatide",FALSE,4,1,"active",1999-06-23,8001210,NA,NA
"antithrombin iii (human), water",FALSE,2,2,"active",1999-07-05,8001211,NA,NA
"imiquimod",FALSE,4,1,"active",1999-07-05,8001212,NA,NA
"midazolam",FALSE,12,1,"active",1999-07-21,8001213,NA,NA
"somatropin, water",FALSE,1,1,"active",1999-07-28,8001214,NA,NA
"carbetocin",FALSE,1,1,"active",1999-08-01,8001215,NA,NA
"octinoxate, zinc oxide",FALSE,29,5,"active",1999-08-01,8001216,NA,NA
"rabies vaccine inactivated (human diploid-cell culture)",FALSE,1,1,"active",1999-08-13,8001217,NA,NA
"trastuzumab",FALSE,1,1,"active",1999-08-23,8001218,NA,NA
"cefadroxil",FALSE,2,1,"active",1999-08-31,8001219,NA,NA
"dimethicone, menthol",FALSE,2,1,"active",1999-09-01,8001220,NA,NA
"fosfomycin (fosfomycin tromethamine)",FALSE,1,1,"active",1999-09-15,8001221,NA,NA
"clobetasone butyrate",FALSE,1,1,"active",1999-09-27,8001222,NA,NA
"tizanidine (tizanidine hydrochloride)",FALSE,2,1,"active",1999-10-29,8001223,NA,NA
"octinoxate",FALSE,23,6,"active",1999-11-01,8001224,NA,NA
"white petrolatum, zinc oxide",FALSE,7,2,"active",1999-11-06,8001225,NA,NA
"temozolomide",FALSE,21,1,"active",1999-11-12,8001226,NA,NA
"zanamivir",FALSE,1,2,"active",1999-12-07,8001227,NA,NA
"mycophenolate mofetil (mycophenolate mofetil hydrochloride)",FALSE,1,1,"active",1999-12-20,8001228,NA,NA
"oseltamivir (oseltamivir phosphate)",FALSE,5,2,"active",1999-12-23,8001229,NA,NA
"lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1999-12-29,8001230,NA,NA
"vitamin d2",FALSE,2,1,"active",1999-12-30,8001231,NA,NA
"octinoxate, octisalate, titanium dioxide",FALSE,12,2,"active",2000-01-01,8001232,NA,NA
"calcium chloride, icodextrin, magnesium chloride, sodium chloride, sodium lactate",FALSE,1,1,"active",2000-01-20,8001233,NA,NA
"inosine pranobex",FALSE,1,1,"active",2000-01-25,8001234,NA,NA
"vecuronium bromide",FALSE,2,1,"active",2000-01-28,8001235,NA,NA
"bismuth subsalicylate, calcium carbonate",FALSE,4,2,"active",2000-02-18,8001236,NA,NA
"avobenzone, octinoxate, octisalate",FALSE,29,4,"active",2000-02-23,8001237,NA,NA
"avobenzone, octocrylene, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,4,2,"active",2000-02-23,8001238,NA,NA
"nedocromil sodium",FALSE,1,1,"active",2000-02-29,8001239,NA,NA
"fosphenytoin sodium",FALSE,1,1,"active",2000-03-01,8001240,NA,NA
"flunisolide",FALSE,1,1,"active",2000-03-10,8001241,NA,NA
"rituximab",FALSE,2,1,"active",2000-03-20,8001242,NA,NA
"rosiglitazone (rosiglitazone maleate)",FALSE,6,1,"active",2000-03-21,8001243,NA,NA
"leflunomide",FALSE,17,1,"active",2000-03-29,8001244,NA,NA
"acetylsalicylic acid, dipyridamole",FALSE,1,2,"active",2000-04-17,8001245,NA,NA
"cytomegalovirus immune globulin (human)",FALSE,1,1,"active",2000-04-25,8001246,NA,NA
"calamine, pramoxine hydrochloride",FALSE,1,1,"active",2000-05-01,8001247,NA,NA
"imiglucerase",FALSE,1,1,"active",2000-06-14,8001248,NA,NA
"verteporfin",FALSE,1,1,"active",2000-06-26,8001249,NA,NA
"cabergoline",FALSE,3,1,"active",2000-06-30,8001250,NA,NA
"dipivefrin hydrochloride",FALSE,1,1,"active",2000-07-17,8001251,NA,NA
"butorphanol tartrate",FALSE,2,1,"active",2000-08-01,8001252,NA,NA
"anethole trithione",FALSE,1,1,"active",2000-08-02,8001253,NA,NA
"exemestane",FALSE,5,1,"active",2000-08-17,8001254,NA,NA
"cyclophosphamide",FALSE,6,2,"active",2000-08-22,8001255,NA,NA
"standardized perennial rye grass pollen",FALSE,5,1,"active",2000-08-29,8001256,NA,NA
"standardized orchard grass pollen",FALSE,4,1,"active",2000-09-06,8001257,NA,NA
"eprosartan (eprosartan mesylate)",FALSE,2,1,"active",2000-09-08,8001258,NA,NA
"standardized kentucky blue/june grass pollen",FALSE,4,1,"active",2000-09-26,8001259,NA,NA
"standardized meadow fescue grass pollen",FALSE,4,1,"active",2000-10-03,8001260,NA,NA
"sweet vernal grass",FALSE,2,1,"active",2000-10-18,8001261,NA,NA
"basiliximab",FALSE,1,1,"active",2000-10-23,8001262,NA,NA
"riluzole",FALSE,3,1,"active",2000-10-26,8001263,NA,NA
"standardized redtop grass pollen",FALSE,4,1,"active",2000-10-30,8001264,NA,NA
"standardized sweet vernal grass pollen",FALSE,2,1,"active",2000-10-30,8001265,NA,NA
"standardized timothy grass pollen",FALSE,6,2,"active",2000-10-30,8001266,NA,NA
"phentolamine mesylate",FALSE,3,1,"active",2000-12-18,8001267,NA,NA
"calcium chloride, lactic acid, magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2001-01-01,8001268,NA,NA
"cimetidine (cimetidine hydrochloride)",FALSE,1,1,"active",2001-01-05,8001269,NA,NA
"ifosfamide",FALSE,3,1,"active",2001-01-25,8001270,NA,NA
"amikacin (amikacin sulfate)",FALSE,1,1,"active",2001-01-29,8001271,NA,NA
"octinoxate, octisalate, oxybenzone",FALSE,16,6,"active",2001-02-01,8001272,NA,NA
"mesna",FALSE,3,2,"active",2001-03-06,8001273,NA,NA
"lopinavir, ritonavir",FALSE,3,2,"active",2001-03-09,8001274,NA,NA
"pamabrom",FALSE,1,1,"active",2001-03-12,8001275,NA,NA
"etanercept, water",FALSE,1,3,"active",2001-03-14,8001276,NA,NA
"octinoxate, padimate o",FALSE,1,1,"active",2001-03-15,8001277,NA,NA
"prednicarbate",FALSE,2,2,"active",2001-03-21,8001278,NA,NA
"standardized bermuda grass pollen",FALSE,1,1,"active",2001-03-26,8001279,NA,NA
"fomepizole",FALSE,2,1,"active",2001-03-30,8001280,NA,NA
"allergen extract - alum precipitated",FALSE,3,1,"active",2001-04-01,8001281,NA,NA
"allergen extract - diagnostic",FALSE,1,2,"active",2001-04-01,8001282,NA,NA
"allergenic extracts",FALSE,1,1,"active",2001-04-01,8001283,NA,NA
"linezolid",FALSE,7,3,"active",2001-04-06,8001284,NA,NA
"avobenzone, hydroquinone, octinoxate",FALSE,1,1,"active",2001-04-09,8001285,NA,NA
"acetylcysteine",FALSE,2,5,"active",2001-04-27,8001286,NA,NA
"calcium carbonate, famotidine, magnesium hydroxide",FALSE,1,1,"active",2001-05-14,8001287,NA,NA
"sirolimus",FALSE,2,2,"active",2001-05-15,8001288,NA,NA
"oxaprozin",FALSE,1,1,"active",2001-05-29,8001289,NA,NA
"iron (iron sucrose)",FALSE,1,1,"active",2001-06-05,8001290,NA,NA
"infliximab",FALSE,3,1,"active",2001-06-14,8001291,NA,NA
"avobenzone, octocrylene",FALSE,5,3,"active",2001-06-19,8001292,NA,NA
"corynebacterium diphtheriae crm-197 protein, pneumococcal polysaccharide serotype 14, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2001-06-20,8001293,NA,NA
"entacapone",FALSE,4,1,"active",2001-06-21,8001294,NA,NA
"ceftazidime (ceftazidime pentahydrate)",FALSE,7,1,"active",2001-07-18,8001295,NA,NA
"brompheniramine maleate, phenylephrine hydrochloride",FALSE,8,4,"active",2001-07-23,8001296,NA,NA
"brompheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride",FALSE,10,3,"active",2001-07-25,8001297,NA,NA
"mineral oil light",FALSE,1,1,"active",2001-07-27,8001298,NA,NA
"sufentanil (sufentanil citrate)",FALSE,2,1,"active",2001-08-01,8001299,NA,NA
"tripelennamine hydrochloride",FALSE,1,1,"active",2001-08-01,8001300,NA,NA
"gadoversetamide",FALSE,1,1,"active",2001-08-20,8001301,NA,NA
"caspofungin (caspofungin acetate)",FALSE,4,1,"active",2001-08-23,8001302,NA,NA
"diluent, somatropin",FALSE,3,2,"active",2001-08-28,8001303,NA,NA
"pamidronate disodium",FALSE,14,2,"active",2001-08-31,8001304,NA,NA
"brompheniramine maleate, guaifenesin, hydrocodone bitartrate, phenylephrine hydrochloride",FALSE,1,1,"active",2001-09-06,8001305,NA,NA
"streptomycin (streptomycin sulfate)",FALSE,1,1,"active",2001-10-15,8001306,NA,NA
"follitropin beta",FALSE,3,1,"active",2001-10-18,8001307,NA,NA
"tenecteplase",FALSE,1,1,"active",2001-10-18,8001308,NA,NA
"abacavir, lamivudine, zidovudine",FALSE,2,1,"active",2001-10-29,8001309,NA,NA
"paclitaxel (taxus canadensis)",FALSE,1,1,"active",2001-10-31,8001310,NA,NA
"floctafenine",FALSE,2,1,"active",2001-11-14,8001311,NA,NA
"sevelamer hydrochloride",FALSE,1,1,"active",2001-11-21,8001312,NA,NA
"mitoxantrone (mitoxantrone hydrochloride)",FALSE,3,1,"active",2001-12-03,8001313,NA,NA
"bosentan (bosentan monohydrate)",FALSE,12,1,"active",2001-12-14,8001314,NA,NA
"midazolam (midazolam hydrochloride)",FALSE,2,1,"active",2001-12-17,8001315,NA,NA
"didanosine",FALSE,4,1,"active",2002-01-02,8001316,NA,NA
"desloratadine",FALSE,6,2,"active",2002-01-10,8001317,NA,NA
"meningococcal polysaccharide vaccine grp c, tetanus toxoid",FALSE,1,1,"active",2002-01-21,8001318,NA,NA
"camphor, glycol salicylate, l-menthol",FALSE,1,1,"active",2002-02-01,8001319,NA,NA
"homosalate, octinoxate, oxybenzone",FALSE,2,2,"active",2002-02-02,8001320,NA,NA
"phospholipid, surfactant-associated proteins sp-b and sp-c",FALSE,1,1,"active",2002-02-05,8001321,NA,NA
"perflutren",FALSE,1,1,"active",2002-02-16,8001322,NA,NA
"glimepiride",FALSE,9,1,"active",2002-03-12,8001323,NA,NA
"oxcarbazepine",FALSE,10,2,"active",2002-04-01,8001324,NA,NA
"glatiramer acetate",FALSE,2,1,"active",2002-05-01,8001325,NA,NA
"polycarbophil (calcium polycarbophil)",FALSE,2,1,"active",2002-05-01,8001326,NA,NA
"tirofiban (tirofiban hydrochloride)",FALSE,1,1,"active",2002-05-01,8001327,NA,NA
"glucagon (recombinant dna origin)",FALSE,1,2,"active",2002-05-27,8001328,NA,NA
"anakinra",FALSE,1,1,"active",2002-05-29,8001329,NA,NA
"vitamin c (ascorbic acid)",FALSE,2,1,"active",2002-05-29,8001330,NA,NA
"avobenzone, octinoxate, octisalate, oxybenzone, titanium dioxide",FALSE,1,1,"active",2002-06-01,8001331,NA,NA
"dimethicone",FALSE,9,5,"active",2002-06-01,8001332,NA,NA
"octinoxate, titanium dioxide",FALSE,63,7,"active",2002-06-03,8001333,NA,NA
"valganciclovir (valganciclovir hydrochloride)",FALSE,5,2,"active",2002-07-16,8001334,NA,NA
"fondaparinux sodium",FALSE,6,1,"active",2002-07-19,8001335,NA,NA
"mefloquine (mefloquine hydrochloride)",FALSE,1,1,"active",2002-07-23,8001336,NA,NA
"methazolamide",FALSE,1,1,"active",2002-07-25,8001337,NA,NA
"flunarizine (flunarizine hydrochloride)",FALSE,1,1,"active",2002-08-08,8001338,NA,NA
"thyrotropin alfa",FALSE,1,1,"active",2002-08-12,8001339,NA,NA
"ganirelix (ganirelix acetate)",FALSE,1,1,"active",2002-08-23,8001340,NA,NA
"avobenzone, ensulizole, octisalate, octocrylene",FALSE,8,3,"active",2002-09-01,8001341,NA,NA
"fludarabine phosphate",FALSE,4,3,"active",2002-09-24,8001342,NA,NA
"alteplase",FALSE,1,1,"active",2002-09-26,8001343,NA,NA
"palivizumab",FALSE,4,2,"active",2002-09-26,8001344,NA,NA
"pentazocine (pentazocine lactate)",FALSE,1,1,"active",2002-11-01,8001345,NA,NA
"benzethonium chloride",FALSE,9,4,"active",2002-12-01,8001346,NA,NA
"varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,2,2,"active",2002-12-02,8001347,NA,NA
"cefuroxime (cefuroxime sodium)",FALSE,6,1,"active",2002-12-05,8001348,NA,NA
"dextran 70, glycerine, hypromellose",FALSE,1,1,"active",2003-01-02,8001349,NA,NA
"piperacillin (piperacillin sodium)",FALSE,6,1,"active",2003-01-23,8001350,NA,NA
"docusate sodium, sennosides",FALSE,5,1,"active",2003-03-07,8001351,NA,NA
"octinoxate, octisalate, octocrylene, oxybenzone",FALSE,13,5,"active",2003-03-14,8001352,NA,NA
"pimecrolimus",FALSE,1,1,"active",2003-03-24,8001353,NA,NA
"pramoxine hydrochloride, zinc acetate",FALSE,2,1,"active",2003-04-02,8001354,NA,NA
"avobenzone, ensulizole, octocrylene, terephthalylidene dicamphor sulfonic acid",FALSE,1,1,"active",2003-04-09,8001355,NA,NA
"varicella-zoster virus vaccine live attenuated (oka/merck strain), water",FALSE,1,1,"active",2003-04-09,8001356,NA,NA
"recombinant cholera toxin b subunit, vibrio cholerae inaba 48 classical biotype, heat inactivated, vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated, vibrio cholerae ogawa 50 classical biotype, formalin inactivated, vibrio cholerae ogawa 50 classical biotype, heat inactivated",FALSE,1,1,"active",2003-04-15,8001357,NA,NA
"anti-thymocyte globulin (rabbit)",FALSE,1,1,"active",2003-05-06,8001358,NA,NA
"milrinone (milrinone lactate)",FALSE,2,1,"active",2003-06-25,8001359,NA,NA
"allergenic extract non-pollen",FALSE,3,1,"active",2003-06-30,8001360,NA,NA
"allergenic extracts pollens",FALSE,3,1,"active",2003-06-30,8001361,NA,NA
"calcium chloride, dextrose, magnesium chloride, sodium bicarbonate, sodium chloride, sodium lactate",FALSE,6,1,"active",2003-08-05,8001362,NA,NA
"cefotaxime sodium",FALSE,4,1,"active",2003-08-11,8001363,NA,NA
"peginterferon alfa-2a",FALSE,2,1,"active",2003-08-14,8001364,NA,NA
"enfuvirtide",FALSE,1,1,"active",2003-08-18,8001365,NA,NA
"ertapenem (ertapenem sodium)",FALSE,1,1,"active",2003-08-27,8001366,NA,NA
"menotropins",FALSE,2,1,"active",2003-08-28,8001367,NA,NA
"disopyramide",FALSE,1,1,"active",2003-09-12,8001368,NA,NA
"petrolatum, zinc oxide",FALSE,2,2,"active",2003-10-10,8001369,NA,NA
"octinoxate, octocrylene, oxybenzone",FALSE,4,3,"active",2003-10-25,8001370,NA,NA
"almotriptan (almotriptan malate)",FALSE,9,1,"active",2003-12-08,8001371,NA,NA
"gefitinib",FALSE,1,1,"active",2003-12-17,8001372,NA,NA
"follitropin alfa",FALSE,6,2,"active",2003-12-29,8001373,NA,NA
"avobenzone, homosalate, octinoxate, oxybenzone",FALSE,10,2,"active",2004-01-05,8001374,NA,NA
"atazanavir (atazanavir sulfate)",FALSE,9,1,"active",2004-01-09,8001375,NA,NA
"chlorpheniramine maleate, dextromethorphan hydrobromide",FALSE,4,2,"active",2004-01-12,8001376,NA,NA
"alcohol anhydrous, butanediol, propyl alcohol, propylene glycol",FALSE,1,1,"active",2004-01-20,8001377,NA,NA
"gadobutrol",FALSE,1,1,"active",2004-01-30,8001378,NA,NA
"guaifenesin, pseudoephedrine hydrochloride",FALSE,1,1,"active",2004-02-02,8001379,NA,NA
"avobenzone, octisalate, octocrylene",FALSE,50,7,"active",2004-03-01,8001380,NA,NA
"cetrorelix (cetrorelix acetate)",FALSE,1,1,"active",2004-03-03,8001381,NA,NA
"octinoxate, oxybenzone, zinc oxide",FALSE,3,3,"active",2004-03-12,8001382,NA,NA
"pegfilgrastim",FALSE,1,1,"active",2004-03-12,8001383,NA,NA
"tenofovir disoproxil fumarate",FALSE,1,1,"active",2004-03-15,8001384,NA,NA
"vardenafil (vardenafil hydrochloride)",FALSE,4,2,"active",2004-03-17,8001385,NA,NA
"agalsidase alfa",FALSE,1,1,"active",2004-03-18,8001386,NA,NA
"glycerine, naphazoline hydrochloride, zinc sulfate",FALSE,1,1,"active",2004-03-24,8001387,NA,NA
"polyvinyl alcohol, povidone",FALSE,1,1,"active",2004-03-24,8001388,NA,NA
"agalsidase beta",FALSE,2,1,"active",2004-04-08,8001389,NA,NA
"polyethylene glycol 400, propylene glycol",FALSE,1,1,"active",2004-04-08,8001390,NA,NA
"flumazenil",FALSE,2,1,"active",2004-04-21,8001391,NA,NA
"treprostinil (treprostinil sodium)",FALSE,4,1,"active",2004-04-30,8001392,NA,NA
"octinoxate, octisalate, octocrylene, zinc oxide",FALSE,5,1,"active",2004-05-10,8001393,NA,NA
"clodronate disodium",FALSE,1,1,"active",2004-05-13,8001394,NA,NA
"hyprolose",FALSE,1,1,"active",2004-05-25,8001395,NA,NA
"miglustat",FALSE,1,1,"active",2004-05-26,8001396,NA,NA
"peginterferon alfa-2a, ribavirin",FALSE,2,4,"active",2004-05-26,8001397,NA,NA
"aminolevulinic acid hydrochloride",FALSE,1,1,"active",2004-06-03,8001398,NA,NA
"fulvestrant",FALSE,1,1,"active",2004-06-14,8001399,NA,NA
"amiloride hydrochloride",FALSE,1,1,"active",2004-06-18,8001400,NA,NA
"teriparatide",FALSE,1,1,"active",2004-07-15,8001401,NA,NA
"pemetrexed (pemetrexed disodium)",FALSE,3,1,"active",2004-08-03,8001402,NA,NA
"laronidase",FALSE,1,1,"active",2004-08-12,8001403,NA,NA
"chorionic gonadotropin",FALSE,1,1,"active",2004-09-13,8001404,NA,NA
"cinacalcet (cinacalcet hydrochloride)",FALSE,12,1,"active",2004-09-16,8001405,NA,NA
"peginterferon alfa-2b, ribavirin",FALSE,4,4,"active",2004-09-17,8001406,NA,NA
"rasburicase",FALSE,1,1,"active",2004-09-21,8001407,NA,NA
"terconazole",FALSE,1,1,"active",2004-09-21,8001408,NA,NA
"octinoxate, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,1,1,"active",2004-09-23,8001409,NA,NA
"adalimumab",FALSE,3,1,"active",2004-09-24,8001410,NA,NA
"gatifloxacin",FALSE,1,1,"active",2004-09-27,8001411,NA,NA
"eletriptan (eletriptan hydrobromide)",FALSE,10,1,"active",2004-10-13,8001412,NA,NA
"zoledronic acid (zoledronic acid monohydrate)",FALSE,14,1,"active",2004-10-14,8001413,NA,NA
"ethacrynic acid",FALSE,1,1,"active",2004-10-15,8001414,NA,NA
"imatinib (imatinib mesylate)",FALSE,10,1,"active",2004-10-25,8001415,NA,NA
"gadobenate dimeglumine",FALSE,1,1,"active",2004-10-28,8001416,NA,NA
"alfentanil (alfentanil hydrochloride)",FALSE,1,1,"active",2004-11-01,8001417,NA,NA
"anagrelide (anagrelide hydrochloride monohydrate)",FALSE,3,1,"active",2004-11-05,8001418,NA,NA
"etidronate disodium",FALSE,1,1,"active",2004-11-10,8001419,NA,NA
"voriconazole",FALSE,11,3,"active",2004-11-12,8001420,NA,NA
"citric acid, magnesium oxide, sodium picosulfate",FALSE,3,1,"active",2004-11-25,8001421,NA,NA
"avobenzone, octinoxate, zinc oxide",FALSE,1,1,"active",2004-11-30,8001422,NA,NA
"glycerine, propylene glycol",FALSE,3,1,"active",2004-12-01,8001423,NA,NA
"antihemophilic factor (human), von willebrand factor (human)",FALSE,3,1,"active",2004-12-06,8001424,NA,NA
"memantine hydrochloride",FALSE,12,1,"active",2004-12-16,8001425,NA,NA
"choriogonadotropin alpha",FALSE,2,1,"active",2004-12-20,8001426,NA,NA
"fosamprenavir (fosamprenavir calcium)",FALSE,2,2,"active",2004-12-22,8001427,NA,NA
"vinorelbine (vinorelbine tartrate)",FALSE,3,1,"active",2004-12-22,8001428,NA,NA
"quinagolide (quinagolide hydrochloride)",FALSE,4,1,"active",2004-12-29,8001429,NA,NA
"bortezomib (bortezomib mannitol boronic ester)",FALSE,4,1,"active",2005-02-01,8001430,NA,NA
"omalizumab",FALSE,2,2,"active",2005-02-03,8001431,NA,NA
"avobenzone, homosalate, octinoxate, octisalate, oxybenzone",FALSE,14,3,"active",2005-02-04,8001432,NA,NA
"paclitaxel",FALSE,6,2,"active",2005-02-07,8001433,NA,NA
"benzethonium chloride, benzocaine",FALSE,1,1,"active",2005-02-09,8001434,NA,NA
"mycophenolic acid (mycophenolate sodium)",FALSE,4,1,"active",2005-02-11,8001435,NA,NA
"iron (sodium ferric gluconate complex in sucrose injection)",FALSE,1,1,"active",2005-03-02,8001436,NA,NA
"iodoform",FALSE,1,1,"active",2005-03-03,8001437,NA,NA
"dextran 70, polyethylene glycol 400, povidone, tetrahydrozoline hydrochloride",FALSE,3,1,"active",2005-03-08,8001438,NA,NA
"dextromethorphan hydrobromide, guaifenesin, menthol",FALSE,3,2,"active",2005-03-30,8001439,NA,NA
"cilazapril (cilazapril monohydrate)",FALSE,19,1,"active",2005-04-01,8001440,NA,NA
"octinoxate, oxybenzone, titanium dioxide, zinc oxide",FALSE,1,1,"active",2005-04-01,8001441,NA,NA
"octinoxate, titanium dioxide, zinc oxide",FALSE,13,4,"active",2005-04-01,8001442,NA,NA
"avobenzone, ensulizole, octocrylene, oxybenzone",FALSE,3,2,"active",2005-05-04,8001443,NA,NA
"avobenzone, octocrylene, oxybenzone, titanium dioxide",FALSE,3,1,"active",2005-05-04,8001444,NA,NA
"oxybenzone, padimate o",FALSE,3,1,"active",2005-05-15,8001445,NA,NA
"rabies vaccine inactivated (purified chick embryo cell culture)",FALSE,1,1,"active",2005-05-16,8001446,NA,NA
"bacitracin zinc, gramicidin, lidocaine, polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",2005-05-24,8001447,NA,NA
"cannabidiol (cannabis sativa extract), delta-9-tetrahydrocannabinol (cannabis sativa extract)",FALSE,1,1,"active",2005-06-22,8001448,NA,NA
"lutropin alfa",FALSE,1,1,"active",2005-06-28,8001449,NA,NA
"hydroquinone, octinoxate, oxybenzone",FALSE,1,1,"active",2005-07-13,8001450,NA,NA
"erlotinib (erlotinib hydrochloride)",FALSE,8,1,"active",2005-07-19,8001451,NA,NA
"docosanol",FALSE,1,1,"active",2005-08-15,8001452,NA,NA
"abacavir, lamivudine",FALSE,6,1,"active",2005-08-17,8001453,NA,NA
"octinoxate, octocrylene, titanium dioxide",FALSE,4,3,"active",2005-09-07,8001454,NA,NA
"dextromethorphan hydrobromide, guaifenesin, menthol, pseudoephedrine hydrochloride",FALSE,1,1,"active",2005-09-30,8001455,NA,NA
"guaifenesin, menthol",FALSE,4,3,"active",2005-09-30,8001456,NA,NA
"eflornithine hydrochloride",FALSE,1,1,"active",2005-11-01,8001457,NA,NA
"bevacizumab",FALSE,1,1,"active",2005-11-02,8001458,NA,NA
"hepatitis a vaccine, inactivated, salmonella typhi vi capsular polysaccharide vaccine",FALSE,1,2,"active",2005-11-09,8001459,NA,NA
"nitric oxide",FALSE,5,1,"active",2005-11-23,8001460,NA,NA
"tipranavir",FALSE,1,1,"active",2005-12-01,8001461,NA,NA
"triptorelin (triptorelin pamoate)",FALSE,3,1,"active",2005-12-15,8001462,NA,NA
"etanercept",FALSE,3,1,"active",2005-12-21,8001463,NA,NA
"lactic acid, magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2005-12-24,8001464,NA,NA
"pegvisomant",FALSE,5,2,"active",2006-01-24,8001465,NA,NA
"avobenzone, octisalate, octocrylene, oxybenzone, terephthalylidene dicamphor sulfonic acid, titanium dioxide",FALSE,2,1,"active",2006-02-15,8001466,NA,NA
"aluminum hydroxide, magnesium hydroxide (dried aluminum hydroxide gel), simethicone",FALSE,1,1,"active",2006-02-16,8001467,NA,NA
"aluminum hydroxide, magnesium hydroxide, simethicone",FALSE,1,1,"active",2006-02-16,8001468,NA,NA
"calcium chloride, dextrose anhydrous, lactic acid, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2006-02-21,8001469,NA,NA
"insulin isophane injection pork",FALSE,1,1,"active",2006-04-01,8001470,NA,NA
"insulin pork",FALSE,1,1,"active",2006-04-01,8001471,NA,NA
"trospium chloride",FALSE,1,1,"active",2006-04-04,8001472,NA,NA
"darifenacin (darifenacin hydrobromide)",FALSE,2,1,"active",2006-04-06,8001473,NA,NA
"emtricitabine, tenofovir disoproxil fumarate",FALSE,1,1,"active",2006-04-06,8001474,NA,NA
"adefovir dipivoxil",FALSE,2,1,"active",2006-04-18,8001475,NA,NA
"ensulizole, homosalate, octinoxate, octocrylene, zinc oxide",FALSE,1,1,"active",2006-06-01,8001476,NA,NA
"midodrine hydrochloride",FALSE,2,1,"active",2006-06-13,8001477,NA,NA
"sunitinib (sunitinib malate)",FALSE,3,1,"active",2006-06-22,8001478,NA,NA
"dextromethorphan hydrobromide, phenylephrine hydrochloride",FALSE,4,3,"active",2006-07-10,8001479,NA,NA
"sorafenib (sorafenib tosylate)",FALSE,1,1,"active",2006-07-31,8001480,NA,NA
"abatacept",FALSE,2,2,"active",2006-08-08,8001481,NA,NA
"recombinant human papillomavirus type 11 l1 protein, recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein, recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2006-08-16,8001482,NA,NA
"isopropyl myristate",FALSE,1,1,"active",2006-09-01,8001483,NA,NA
"trypan blue",FALSE,1,1,"active",2006-09-06,8001484,NA,NA
"entecavir",FALSE,4,1,"active",2006-09-12,8001485,NA,NA
"rasagiline (rasagiline mesylate)",FALSE,6,1,"active",2006-09-14,8001486,NA,NA
"hydroxyethyl starch 130/0.4",FALSE,2,1,"active",2006-09-18,8001487,NA,NA
"antihemophilic factor (recombinant)",FALSE,20,2,"active",2006-10-06,8001488,NA,NA
"human-bovine rotavirus reassortant type g1, human-bovine rotavirus reassortant type g2, human-bovine rotavirus reassortant type g3, human-bovine rotavirus reassortant type g4, human-bovine rotavirus reassortant type p1(8)",FALSE,1,1,"active",2006-10-16,8001489,NA,NA
"meningococcal polysaccharide-diphtheria toxoid conjugate, group a, meningococcal polysaccharide-diphtheria toxoid conjugate, group c, meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135, meningococcal polysaccharide-diphtheria toxoid conjugate, group y",FALSE,1,1,"active",2006-10-20,8001490,NA,NA
"desmopressin (desmopressin acetate)",FALSE,5,1,"active",2006-11-02,8001491,NA,NA
