"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","ai_set_str","ai_set","ai_group","AI_GROUP_NO"
"199","11001","00800821","GUAIFENESIN 100 MG","GUAIFENESIN","0103181","0103181002"
"200","11011","00783900","DEXAMETHASONE PHOSPHATE 10 MG","DEXAMETHASONE PHOSPHATE","0106305","0106305005"
"201","11011","00783900","DEXAMETHASONE PHOSPHATE 10 MG","DEXAMETHASONE PHOSPHATE","0106305","0106305005"
"202","11025","00852015","ACETYLSALICYLIC ACID 500 MG","ACETYLSALICYLIC ACID","0101169","0101169012"
"203","11027","00511021","DEXTROMETHORPHAN HYDROBROMIDE 15 MG","DEXTROMETHORPHAN HYDROBROMIDE","0100807","0100807001"
"204","11028","00830267","DOCUSATE SODIUM 100 MG","DOCUSATE SODIUM","0104351","0104351002"
"205","11029","00893749","PRAVASTATIN SODIUM 10 MG","PRAVASTATIN SODIUM","0122563","0122563001"
"206","1103","00221570","CHLOROBUTANOL 5 %|DICHLOROBENZENE 2 %|OIL OF TURPENTINE 10 %|PEANUT OIL 57 %","CHLOROBUTANOL|DICHLOROBENZENE|OIL OF TURPENTINE|PEANUT OIL","0455610","0455610001"
"207","11030","00893757","PRAVASTATIN SODIUM 20 MG","PRAVASTATIN SODIUM","0122563","0122563002"
"208","11034","00895644","DIPYRIDAMOLE 25 MG","DIPYRIDAMOLE","0106621","0106621001"
"209","11035","00895652","DIPYRIDAMOLE 50 MG","DIPYRIDAMOLE","0106621","0106621002"
"210","11036","00895660","DIPYRIDAMOLE 75 MG","DIPYRIDAMOLE","0106621","0106621003"
"211","11039","00060232","SODIUM CHLORIDE 3 G","SODIUM CHLORIDE","0100053","0100053014"
"212","11040","00060240","SODIUM CHLORIDE 5 G","SODIUM CHLORIDE","0100053","0100053004"
"213","11047","00441619","HYDRALAZINE HYDROCHLORIDE 10 MG","HYDRALAZINE HYDROCHLORIDE","0107444","0107444003"
"214","11058","00882755","CARBON DIOXIDE 12 %|OXYGEN 88 %","CARBON DIOXIDE|OXYGEN","0213351","0213351005"
"215","11059","00882763","CARBON DIOXIDE 23 %|OXYGEN 77 %","CARBON DIOXIDE|OXYGEN","0213351","0213351003"
"216","11060","00882771","CARBON DIOXIDE 50 %|OXYGEN 50 %","CARBON DIOXIDE|OXYGEN","0213351","0213351004"
"217","11062","00872873","GENTAMICIN 1 MG","GENTAMICIN","0105695","0105695001"
"218","11063","00887587","ACETAMINOPHEN 80 MG","ACETAMINOPHEN","0102009","0102009003"
"219","11065","00180041","ACETYLSALICYLIC ACID 375 MG|CAFFEINE 15 MG|CODEINE PHOSPHATE 8 MG","ACETYLSALICYLIC ACID|CAFFEINE|CODEINE PHOSPHATE","0301235","0301235001"
"220","11068","00778907","DEXAMETHASONE 0.1 %|TOBRAMYCIN 0.3 %","DEXAMETHASONE|TOBRAMYCIN","0220325","0220325001"
"221","11095","00874957","NEOSTIGMINE METHYLSULFATE 0.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263002"
"222","11095","00874957","NEOSTIGMINE METHYLSULFATE 0.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263002"
"223","11095","00874957","NEOSTIGMINE METHYLSULFATE 0.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263002"
"224","11096","00876534","EPHEDRINE SULFATE 50 MG","EPHEDRINE SULFATE","0104862","0104862001"
"225","11096","00876534","EPHEDRINE SULFATE 50 MG","EPHEDRINE SULFATE","0104862","0104862001"
"226","11096","00876534","EPHEDRINE SULFATE 50 MG","EPHEDRINE SULFATE","0104862","0104862001"
"227","11101","00839388","LISINOPRIL 5 MG","LISINOPRIL","0121550","0121550003"
"228","11102","00839396","LISINOPRIL 10 MG","LISINOPRIL","0121550","0121550001"
"229","11103","00839418","LISINOPRIL 20 MG","LISINOPRIL","0121550","0121550002"
"230","11131","00885282","NEOSTIGMINE METHYLSULFATE 1 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263003"
"231","11131","00885282","NEOSTIGMINE METHYLSULFATE 1 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263003"
"232","11131","00885282","NEOSTIGMINE METHYLSULFATE 1 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263003"
"233","11133","00806714","TETRAHYDROZOLINE HYDROCHLORIDE .5 MG","TETRAHYDROZOLINE HYDROCHLORIDE","0107579","0107579001"
"234","11135","00869953","PYRIDOSTIGMINE BROMIDE 180 MG","PYRIDOSTIGMINE BROMIDE","0107514","0107514002"
"235","11136","00851795","ENALAPRIL SODIUM 2 MG","ENALAPRIL SODIUM","0152325","0152325001"
"236","11138","00870153","SODIUM CARBOXYMETHYL CELLULOSE 1 %","SODIUM CARBOXYMETHYL CELLULOSE","0107332","0107332002"
"237","11140","00891177","ACETAMINOPHEN 325 MG","ACETAMINOPHEN","0102009","0102009001"
"238","11141","00892505","ACETAMINOPHEN 500 MG","ACETAMINOPHEN","0102009","0102009002"
"239","11150","00891738","CALCITRIOL 1 MCG","CALCITRIOL","0113628","0113628002"
"240","11151","00870021","TRETINOIN 0.1 %","TRETINOIN","0112395","0112395004"
"241","11152","00443794","TRETINOIN 0.05 %","TRETINOIN","0112395","0112395001"
"242","11153","00443816","TRETINOIN 0.025 %","TRETINOIN","0112395","0112395002"
"243","11154","00870013","TRETINOIN 0.01 %","TRETINOIN","0112395","0112395003"
"244","1118","00010383","ACENOCOUMAROL 1 MG","ACENOCOUMAROL","0104595","0104595001"
"245","11196","00851744","MOMETASONE FUROATE 0.1 %","MOMETASONE FUROATE","0121732","0121732001"
"246","11207","00854514","HYDROQUINONE 2 %","HYDROQUINONE","0108649","0108649001"
"247","11223","00878200","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"248","11223","00878200","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"249","11224","00739944","TESTOSTERONE ENANTHATE 200 MG","TESTOSTERONE ENANTHATE","0106403","0106403001"
"250","11225","01911902","NITROGLYCERIN 80 MG","NITROGLYCERIN","0103615","0103615008"
"251","11226","01911929","NITROGLYCERIN 120 MG","NITROGLYCERIN","0103615","0103615008"
"252","11227","01911910","NITROGLYCERIN 40 MG","NITROGLYCERIN","0103615","0103615008"
"253","11229","01905635","AMMONIUM CHLORIDE 125 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","AMMONIUM CHLORIDE|DEXTROMETHORPHAN HYDROBROMIDE|DIPHENHYDRAMINE HYDROCHLORIDE","0311066","0311066001"
"254","1124","00020885","AMPICILLIN 500 MG","AMPICILLIN","0105872","0105872001"
"255","1125","00020877","AMPICILLIN 250 MG","AMPICILLIN","0105872","0105872002"
"256","11252","00893862","ERYTHROMYCIN 500 MG","ERYTHROMYCIN","0105708","0105708004"
"257","11254","00779806","NICOTINIC ACID 500 MG","NICOTINIC ACID","0108396","0108396003"
"258","11257","01901869","BELLADONNA 15 MG|OPIUM 65 MG","BELLADONNA|OPIUM","0204829","0204829001"
"259","11258","00896187","SODIUM PHOSPHATE DIBASIC 268 MG|SODIUM PHOSPHATE MONOBASIC 276 MG","SODIUM PHOSPHATE DIBASIC|SODIUM PHOSPHATE MONOBASIC","0208589","0208589002"
"260","11260","00582301","CLINDAMYCIN 1 %","CLINDAMYCIN","0105830","0105830004"
"261","11291","00891746","CALCITRIOL 2 MCG","CALCITRIOL","0113628","0113628003"
"262","1130","00036137","METHYLPREDNISOLONE 1 G","METHYLPREDNISOLONE","0106290","0106290001"
"263","1130","00036137","METHYLPREDNISOLONE 1 G","METHYLPREDNISOLONE","0106290","0106290001"
"264","1130","00036137","METHYLPREDNISOLONE 1 G","METHYLPREDNISOLONE","0106290","0106290001"
"265","1130","00036137","METHYLPREDNISOLONE 1 G","METHYLPREDNISOLONE","0106290","0106290001"
"266","11300","01902660","ZIDOVUDINE 100 MG","ZIDOVUDINE","0122716","0122716002"
"267","1132","00030678","METHYLPREDNISOLONE 500 MG","METHYLPREDNISOLONE","0106290","0106290005"
"268","1132","00030678","METHYLPREDNISOLONE 500 MG","METHYLPREDNISOLONE","0106290","0106290005"
"269","1132","00030678","METHYLPREDNISOLONE 500 MG","METHYLPREDNISOLONE","0106290","0106290005"
"270","1132","00030678","METHYLPREDNISOLONE 500 MG","METHYLPREDNISOLONE","0106290","0106290005"
"271","11320","00894214","HEXYLRESORCINOL 3.5 MG","HEXYLRESORCINOL","0124466","0124466001"
"272","11321","00895466","HEXYLRESORCINOL 3.5 MG","HEXYLRESORCINOL","0124466","0124466001"
"273","11328","01900854","IOVERSOL 68 %","IOVERSOL","0131317","0131317003"
"274","11329","00872296","ARGININE 1.15 G|GLYCINE 1.03 G|HISTIDINE 480 MG|ISOLEUCINE 600 MG|L-ALANINE 2.07 G|L-LYSINE 580 MG|LEUCINE 730 MG|METHIONINE 400 MG|PHENYLALANINE 560 MG|PROLINE 680 MG|SERINE 500 MG|THREONINE 420 MG|TRYPTOPHAN 180 MG|TYROSINE 40 MG|VALINE 580 MG","ARGININE|GLYCINE|HISTIDINE|ISOLEUCINE|L-ALANINE|L-LYSINE|LEUCINE|METHIONINE|PHENYLALANINE|PROLINE|SERINE|THREONINE|TRYPTOPHAN|TYROSINE|VALINE","1517080","1517080002"
"275","11330","00783668","GLYCERINE 57 G|POTASSIUM CHLORIDE 30 MG|SODIUM LACTATE 1.6 G|SODIUM PHOSPHATE DIBASIC 124.2 MG|SODIUM PHOSPHATE MONOBASIC 51.7 MG","GLYCERINE|POTASSIUM CHLORIDE|SODIUM LACTATE|SODIUM PHOSPHATE DIBASIC|SODIUM PHOSPHATE MONOBASIC","0520437","0520437001"
"276","11339","00834319","ACETAMINOPHEN 300 MG|CHLORZOXAZONE 250 MG|CODEINE PHOSPHATE 8 MG","ACETAMINOPHEN|CHLORZOXAZONE|CODEINE PHOSPHATE","0316476","0316476001"
"277","1134","00030759","METHYLPREDNISOLONE ACETATE 40 MG","METHYLPREDNISOLONE ACETATE","0106292","0106292002"
"278","1134","00030759","METHYLPREDNISOLONE ACETATE 40 MG","METHYLPREDNISOLONE ACETATE","0106292","0106292002"
"279","1134","00030759","METHYLPREDNISOLONE ACETATE 40 MG","METHYLPREDNISOLONE ACETATE","0106292","0106292002"
"280","1134","00030759","METHYLPREDNISOLONE ACETATE 40 MG","METHYLPREDNISOLONE ACETATE","0106292","0106292002"
"281","11341","00703419","CHARCOAL ACTIVATED 140 MG|DIMETHICONE 45 MG","CHARCOAL ACTIVATED|DIMETHICONE","0218484","0218484001"
"282","11342","01902644","ZIDOVUDINE 10 MG","ZIDOVUDINE","0122716","0122716001"
"283","11363","00885428","HYDROMORPHONE HYDROCHLORIDE 8 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698005"
"284","11370","00886971","CEFTAZIDIME 1 G","CEFTAZIDIME","0116900","0116900004"
"285","11370","00886971","CEFTAZIDIME 1 G","CEFTAZIDIME","0116900","0116900004"
"286","11371","00886963","CEFTAZIDIME 6 G","CEFTAZIDIME","0116900","0116900003"
"287","11372","00886955","CEFTAZIDIME 2 G","CEFTAZIDIME","0116900","0116900002"
"288","11376","00788139","CITRIC ACID 730 MG|DEXTROSE 2.45 G|SODIUM CITRATE 2.2 G","CITRIC ACID|DEXTROSE|SODIUM CITRATE","0300464","0300464001"
"289","11384","00816027","ACETAMINOPHEN 160 MG|CODEINE PHOSPHATE 8 MG","ACETAMINOPHEN|CODEINE PHOSPHATE","0211376","0211376002"
"290","11413","00885444","HYDROMORPHONE HYDROCHLORIDE 1 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698004"
"291","11416","00886157","ACYCLOVIR 200 MG","ACYCLOVIR","0115506","0115506003"
"292","11421","00894745","CLOZAPINE 100 MG","CLOZAPINE","0122583","0122583002"
"293","11422","00894737","CLOZAPINE 25 MG","CLOZAPINE","0122583","0122583001"
"294","11423","01912755","ERYTHROMYCIN 5 MG","ERYTHROMYCIN","0105708","0105708001"
"295","11425","00885401","HYDROMORPHONE HYDROCHLORIDE 4 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698006"
"296","11427","00834300","ACETAMINOPHEN 300 MG|CHLORZOXAZONE 250 MG","ACETAMINOPHEN|CHLORZOXAZONE","0202044","0202044001"
"297","11428","00885436","HYDROMORPHONE HYDROCHLORIDE 2 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698003"
"298","11430","01909169","DIMETHICONE 3 %|PETROLATUM 6 %","DIMETHICONE|PETROLATUM","0217096","0217096001"
"299","11440","00886858","LIDOCAINE 25 MG|PRILOCAINE 25 MG","LIDOCAINE|PRILOCAINE","0222447","0222447001"
"300","11443","00871095","MOMETASONE FUROATE 1 MG","MOMETASONE FUROATE","0121732","0121732001"
"301","11444","00851736","MOMETASONE FUROATE 0.1 %","MOMETASONE FUROATE","0121732","0121732001"
"302","11456","00786667","ISOSORBIDE DINITRATE 10 MG","ISOSORBIDE DINITRATE","0103176","0103176001"
"303","11457","00786640","ISOSORBIDE DINITRATE 30 MG","ISOSORBIDE DINITRATE","0103176","0103176003"
"304","11460","00894729","TERCONAZOLE 4 MG","TERCONAZOLE","0122582","0122582001"
"305","11465","01912038","FLURBIPROFEN 100 MG","FLURBIPROFEN","0115998","0115998001"
"306","11466","01912046","FLURBIPROFEN 50 MG","FLURBIPROFEN","0115998","0115998002"
"307","1147","00027944","BETAMETHASONE 0.1 %","BETAMETHASONE","0106299","0106299001"
"308","11472","00808741","GLYBURIDE 5 MG","GLYBURIDE","0108708","0108708001"
"309","11473","00808733","GLYBURIDE 2.5 MG","GLYBURIDE","0108708","0108708002"
"310","11481","00870935","CARBIDOPA 50 MG|LEVODOPA 200 MG","CARBIDOPA|LEVODOPA","0210315","0210315004"
"311","11484","01908189","ALPRAZOLAM .25 MG","ALPRAZOLAM","0115008","0115008001"
"312","11485","01908170","ALPRAZOLAM .5 MG","ALPRAZOLAM","0115008","0115008002"
"313","11499","01922734","CHLOROXYLENOL .5 %","CHLOROXYLENOL","0106942","0106942004"
"314","115","00037818","SODIUM CHLORIDE 9 MG","SODIUM CHLORIDE","0100053","0100053002"
"315","115","00037818","SODIUM CHLORIDE 9 MG","SODIUM CHLORIDE","0100053","0100053002"
"316","115","00037818","SODIUM CHLORIDE 9 MG","SODIUM CHLORIDE","0100053","0100053002"
"317","11520","00870226","DOCUSATE SODIUM 20 MG","DOCUSATE SODIUM","0104351","0104351003"
"318","11521","00870218","DOCUSATE SODIUM 10 MG","DOCUSATE SODIUM","0104351","0104351004"
"319","11534","01907123","VERAPAMIL HYDROCHLORIDE 120 MG","VERAPAMIL HYDROCHLORIDE","0113846","0113846001"
"320","11537","00779237","TRICLOSAN 0.3 %","TRICLOSAN","0108865","0108865003"
"321","11597","00614505","MORPHINE HYDROCHLORIDE 5 MG","MORPHINE HYDROCHLORIDE","0102476","0102476002"
"322","11624","00761834","DEXTROSE 50 MG|DOPAMINE HYDROCHLORIDE 3.2 MG","DEXTROSE|DOPAMINE HYDROCHLORIDE","0217918","0217918002"
"323","11625","00761826","DEXTROSE 50 MG|DOPAMINE HYDROCHLORIDE 1.6 MG","DEXTROSE|DOPAMINE HYDROCHLORIDE","0217918","0217918003"
"324","11626","00441627","HYDRALAZINE HYDROCHLORIDE 25 MG","HYDRALAZINE HYDROCHLORIDE","0107444","0107444002"
"325","11627","00441635","HYDRALAZINE HYDROCHLORIDE 50 MG","HYDRALAZINE HYDROCHLORIDE","0107444","0107444001"
"326","11629","01935348","MINERAL OIL 100 %","MINERAL OIL","0136741","0136741002"
"327","11641","00893285","NOREPINEPHRINE 1 MG","NOREPINEPHRINE","0131301","0131301001"
"328","11642","00897639","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","ISOPROTERENOL HYDROCHLORIDE","0101873","0101873001"
"329","11642","00897639","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","ISOPROTERENOL HYDROCHLORIDE","0101873","0101873001"
"330","11642","00897639","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","ISOPROTERENOL HYDROCHLORIDE","0101873","0101873001"
"331","11649","00833231","DEXTROMETHORPHAN HYDROBROMIDE 15 MG","DEXTROMETHORPHAN HYDROBROMIDE","0100807","0100807001"
"332","11650","00833266","DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639003"
"333","11680","00587273","BISACODYL 5 MG","BISACODYL","0101506","0101506001"
"334","11682","00816132","FLUOCINONIDE 0.05 %","FLUOCINONIDE","0106313","0106313001"
"335","117","00038202","WATER 100 %","WATER","0105143","0105143002"
"336","117","00038202","WATER 100 %","WATER","0105143","0105143002"
"337","117","00038202","WATER 100 %","WATER","0105143","0105143002"
"338","11709","00889806","HYPROMELLOSE 0.5 %","HYPROMELLOSE","0108634","0108634001"
"339","1172","00035076","PROXYMETACAINE HYDROCHLORIDE 0.5 %","PROXYMETACAINE HYDROCHLORIDE","0108759","0108759001"
"340","11727","01913662","GLYBURIDE 5 MG","GLYBURIDE","0108708","0108708001"
"341","11728","01913654","GLYBURIDE 2.5 MG","GLYBURIDE","0108708","0108708002"
"342","11742","01919431","HEPATITIS B SURFACE ANTIGEN 20 MCG","HEPATITIS B SURFACE ANTIGEN","0119570","0119570002"
"343","11743","00803499","TRIMEBUTINE MALEATE 200 MG","TRIMEBUTINE MALEATE","0115865","0115865004"
"344","11751","01919369","FLUVOXAMINE MALEATE 100 MG","FLUVOXAMINE MALEATE","0122450","0122450001"
"345","11752","01919342","FLUVOXAMINE MALEATE 50 MG","FLUVOXAMINE MALEATE","0122450","0122450002"
"346","11753","00852163","ACETAMINOPHEN 325 MG|CAFFEINE 15 MG|CODEINE PHOSPHATE 8 MG","ACETAMINOPHEN|CAFFEINE|CODEINE PHOSPHATE","0311391","0311391002"
"347","11760","01942964","CAPTOPRIL 12.5 MG","CAPTOPRIL","0114954","0114954004"
"348","11762","01934414","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"349","11763","01942972","CAPTOPRIL 25 MG","CAPTOPRIL","0114954","0114954001"
"350","11764","01942980","CAPTOPRIL 50 MG","CAPTOPRIL","0114954","0114954002"
"351","11765","01942999","CAPTOPRIL 100 MG","CAPTOPRIL","0114954","0114954003"
"352","11772","00804193","DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639003"
"353","11780","01913670","GLYBURIDE 2.5 MG","GLYBURIDE","0108708","0108708002"
"354","11781","01913689","GLYBURIDE 5 MG","GLYBURIDE","0108708","0108708001"
"355","11794","01905856","ACETAMINOPHEN 80 MG","ACETAMINOPHEN","0102009","0102009003"
"356","11795","01905864","ACETAMINOPHEN 80 MG","ACETAMINOPHEN","0102009","0102009003"
"357","11795","01905864","ACETAMINOPHEN 80 MG","ACETAMINOPHEN","0102009","0102009003"
"358","11796","01905848","ACETAMINOPHEN 80 MG","ACETAMINOPHEN","0102009","0102009004"
"359","11798","01905392","ACETYLSALICYLIC ACID 650 MG","ACETYLSALICYLIC ACID","0101169","0101169002"
"360","11803","01913484","ALPRAZOLAM 0.25 MG","ALPRAZOLAM","0115008","0115008001"
"361","11804","01913492","ALPRAZOLAM 0.5 MG","ALPRAZOLAM","0115008","0115008002"
"362","11805","00893722","CLOMIPHENE CITRATE 50 MG","CLOMIPHENE CITRATE","0102713","0102713001"
"363","1181","00038024","MANNITOL 250 MG","MANNITOL","0103277","0103277001"
"364","11826","01930079","CHLORHEXIDINE GLUCONATE 2 %","CHLORHEXIDINE GLUCONATE","0107629","0107629004"
"365","11830","01919679","DINOPROSTONE 1 MG","DINOPROSTONE","0111999","0111999001"
"366","11831","01919687","DINOPROSTONE 2 MG","DINOPROSTONE","0111999","0111999002"
"367","1184","00015547","CEPHALEXIN 125 MG","CEPHALEXIN","0105911","0105911001"
"368","11843","00897329","TRETINOIN 0.01 %","TRETINOIN","0112395","0112395003"
"369","11844","00897310","TRETINOIN 0.025 %","TRETINOIN","0112395","0112395002"
"370","11847","01928791","DEXTROMETHORPHAN HYDROBROMIDE 15 MG","DEXTROMETHORPHAN HYDROBROMIDE","0100807","0100807001"
"371","11848","01928783","DEXTROMETHORPHAN HYDROBROMIDE 15 MG","DEXTROMETHORPHAN HYDROBROMIDE","0100807","0100807001"
"372","11852","01915436","NEOSTIGMINE METHYLSULFATE 2.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263004"
"373","11852","01915436","NEOSTIGMINE METHYLSULFATE 2.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263004"
"374","11852","01915436","NEOSTIGMINE METHYLSULFATE 2.5 MG","NEOSTIGMINE METHYLSULFATE","0102263","0102263004"
"375","11853","00885894","AMOXICILLIN 500 MG","AMOXICILLIN","0131314","0131314006"
"376","11854","00885886","AMOXICILLIN 250 MG","AMOXICILLIN","0131314","0131314001"
"377","11855","00885916","AMOXICILLIN 250 MG","AMOXICILLIN","0131314","0131314003"
"378","11856","00885908","AMOXICILLIN 125 MG","AMOXICILLIN","0131314","0131314002"
"379","11862","01925199","BENZOYL PEROXIDE 10 %","BENZOYL PEROXIDE","0107205","0107205003"
"380","11869","01916394","HYDROMORPHONE HYDROCHLORIDE 3 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698002"
"381","11870","01916386","HYDROMORPHONE HYDROCHLORIDE 1 MG","HYDROMORPHONE HYDROCHLORIDE","0108698","0108698004"
"382","11879","00716928","TOLNAFTATE 1 %","TOLNAFTATE","0102537","0102537001"
"383","11880","00704423","CYPROTERONE ACETATE 100 MG","CYPROTERONE ACETATE","0116806","0116806002"
"384","11887","00788503","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","XYLOMETAZOLINE HYDROCHLORIDE","0107655","0107655001"
"385","11893","00812382","CLOTRIMAZOLE 1 %","CLOTRIMAZOLE","0110231","0110231001"
"386","11894","00751286","LEVOBUNOLOL HYDROCHLORIDE 0.25 %","LEVOBUNOLOL HYDROCHLORIDE","0116868","0116868002"
"387","11898","00874965","HYPROMELLOSE 10 MG","HYPROMELLOSE","0108634","0108634002"
"388","11904","00851256","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","XYLOMETAZOLINE HYDROCHLORIDE","0107655","0107655001"
"389","11914","01932268","SIMETHICONE 125 MG","SIMETHICONE","0131347","0131347001"
"390","11918","01931032","GUAIFENESIN 100 MG","GUAIFENESIN","0103181","0103181002"
"391","1192","00004596","AZATHIOPRINE 50 MG","AZATHIOPRINE","0101830","0101830001"
"392","1193","00004626","CHLORAMBUCIL 2 MG","CHLORAMBUCIL","0101769","0101769001"
"393","11936","01909142","DIMETHICONE 1 %|PETROLATUM 30 %","DIMETHICONE|PETROLATUM","0217096","0217096002"
"394","11942","01902652","ZIDOVUDINE 50 MG","ZIDOVUDINE","0122716","0122716001"
"395","1195","00004715","MELPHALAN 2 MG","MELPHALAN","0102597","0102597001"
"396","11969","01940414","DICLOFENAC SODIUM 0.1 %","DICLOFENAC SODIUM","0114417","0114417004"
"397","11970","01926713","NYLIDRIN HYDROCHLORIDE 6 MG","NYLIDRIN HYDROCHLORIDE","0104562","0104562001"
"398","11974","01945157","LORATADINE 5 MG|PSEUDOEPHEDRINE SULFATE 120 MG","LORATADINE|PSEUDOEPHEDRINE SULFATE","0245861","0245861002"
"399","1201","00223107","IOTHALAMATE MEGLUMINE 300 MG","IOTHALAMATE MEGLUMINE","0102763","0102763002"
"400","12016","01901885","YOHIMBINE HYDROCHLORIDE 5.4 MG","YOHIMBINE HYDROCHLORIDE","0117123","0117123003"
"401","1212","00035645","CEPHALEXIN 250 MG","CEPHALEXIN","0105911","0105911002"
"402","12137","01922726","CHLOROXYLENOL .5 %","CHLOROXYLENOL","0106942","0106942004"
"403","1214","00224391","KETAMINE 10 MG","KETAMINE","0131360","0131360002"
"404","1214","00224391","KETAMINE 10 MG","KETAMINE","0131360","0131360002"
"405","1215","00224405","KETAMINE 50 MG","KETAMINE","0131360","0131360003"
"406","1215","00224405","KETAMINE 50 MG","KETAMINE","0131360","0131360003"
"407","12154","01904124","ACETAMINOPHEN 325 MG","ACETAMINOPHEN","0102009","0102009001"
"408","12159","00833223","ACETAMINOPHEN 160 MG","ACETAMINOPHEN","0102009","0102009005"
"409","12168","00783625","SODIUM CHLORIDE 12 G","SODIUM CHLORIDE","0100053","0100053039"
"410","12169","00783633","SODIUM CHLORIDE 1.6 G","SODIUM CHLORIDE","0100053","0100053035"
"411","12171","00783641","DEXTROSE 200 MG|SODIUM CHLORIDE 900 MG","DEXTROSE|SODIUM CHLORIDE","0200203","0200203009"
"412","12182","00851760","BUDESONIDE 400 MCG","BUDESONIDE","0116807","0116807003"
"413","12182","00851760","BUDESONIDE 400 MCG","BUDESONIDE","0116807","0116807003"
"414","12185","01924303","SODIUM CHLORIDE 0.9 %","SODIUM CHLORIDE","0100053","0100053002"
"415","12186","01931636","CALCIUM CHLORIDE 20 MG|POTASSIUM CHLORIDE 30 MG|SODIUM CHLORIDE 600 MG|SODIUM LACTATE 310 MG","CALCIUM CHLORIDE|POTASSIUM CHLORIDE|SODIUM CHLORIDE|SODIUM LACTATE","0400132","0400132001"
"416","12192","01944673","DEXTROMETHORPHAN HYDROBROMIDE 15 MG|GUAIFENESIN 100 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN|PSEUDOEPHEDRINE HYDROCHLORIDE","0310136","0310136001"
"417","12196","01945149","PODOPHYLLOTOXIN 0.5 %","PODOPHYLLOTOXIN","0123181","0123181001"
"418","12208","00874582","DEXAMETHASONE 10 MG","DEXAMETHASONE","0106303","0106303005"
"419","12208","00874582","DEXAMETHASONE 10 MG","DEXAMETHASONE","0106303","0106303005"
"420","12208","00874582","DEXAMETHASONE 10 MG","DEXAMETHASONE","0106303","0106303005"
"421","12215","00622907","ATROPINE SULFATE 1 %|HYDROXYETHYLCELLULOSE 0.35 %","ATROPINE SULFATE|HYDROXYETHYLCELLULOSE","0216616","0216616001"
"422","12216","01916971","HYDROCODONE 5 MG|PHENYLTOLOXAMINE 10 MG","HYDROCODONE|PHENYLTOLOXAMINE","0252486","0252486002"
"423","12217","01916963","HYDROCODONE 5 MG|PHENYLTOLOXAMINE 10 MG","HYDROCODONE|PHENYLTOLOXAMINE","0252486","0252486001"
"424","12218","00401633","FUROSEMIDE 10 MG","FUROSEMIDE","0101944","0101944003"
"425","12220","01926454","NITROGLYCERIN 2 %","NITROGLYCERIN","0103615","0103615018"
