"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"842","SIMVASTATIN 20 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415003"
"843","SIMVASTATIN 40 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415002"
"844","SIMVASTATIN 5 MG","SIMVASTATIN","TABLET","ORAL","1",19,"0122415",1,1,"0122415001"
"845","SIMVASTATIN 80 MG","SIMVASTATIN","TABLET","ORAL","1",20,"0122415",1,1,"0122415005"
"846","SITAGLIPTIN 100 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414001"
"847","SITAGLIPTIN 25 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414002"
"848","SITAGLIPTIN 50 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414003"
"849","SPIRONOLACTONE 25 MG","SPIRONOLACTONE","TABLET","ORAL","1",2,"0106462",1,1,"0106462001"
"850","SPIRONOLACTONE 100 MG","SPIRONOLACTONE","TABLET","ORAL","1",2,"0106462",1,1,"0106462002"
"851","SULFAMETHOXAZOLE 40 MG!TRIMETHOPRIM 8 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","SUSPENSION","ORAL","2",2,"0208901",1,2,"0208901006, 0208901002"
"852","SULFAMETHOXAZOLE 100 MG!TRIMETHOPRIM 20 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",1,"0208901",1,1,"0208901004"
"853","SULFAMETHOXAZOLE 400 MG!TRIMETHOPRIM 80 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",2,"0208901",1,1,"0208901001"
"854","SULFAMETHOXAZOLE 800 MG!TRIMETHOPRIM 160 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",3,"0208901",1,1,"0208901003"
"855","SULFAMETHOXAZOLE 80 MG!TRIMETHOPRIM 16 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","SOLUTION","INTRAVENOUS","2",1,"0208901",1,1,"0208901005"
"856","SUMATRIPTAN 50 MG","SUMATRIPTAN","TABLET","ORAL","1",12,"0123238",1,1,"0123238002"
"857","SUMATRIPTAN 100 MG","SUMATRIPTAN","TABLET","ORAL","1",13,"0123238",1,1,"0123238001"
"858","SUMATRIPTAN 12 MG","SUMATRIPTAN","LIQUID","SUBCUTANEOUS","1",1,"0123238",1,1,"0123238006"
"859","SUMATRIPTAN 5 MG","SUMATRIPTAN","SPRAY","NASAL","1",1,"0123238",1,1,"0123238003"
"860","SUMATRIPTAN 20 MG","SUMATRIPTAN","SPRAY","NASAL","1",1,"0123238",1,1,"0123238005"
"861","SUMATRIPTAN 25 MG","SUMATRIPTAN","TABLET","ORAL","1",6,"0123238",1,1,"0123238007"
"862","SUMATRIPTAN 6 MG","SUMATRIPTAN","SOLUTION","SUBCUTANEOUS","1",1,"0123238",1,1,"0123238006"
"863","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857001"
"864","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857002"
"865","TACROLIMUS 5 MG","TACROLIMUS","SOLUTION","INTRAVENOUS","1",1,"0127857",1,1,"0127857001"
"866","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857003"
"867","TACROLIMUS 0.1 %","TACROLIMUS","OINTMENT","TOPICAL","1",1,"0127857",1,1,"0127857004"
"868","TACROLIMUS 0.03 %","TACROLIMUS","OINTMENT","TOPICAL","1",1,"0127857",1,1,"0127857005"
"869","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857003"
"870","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857002"
"871","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857001"
"872","TACROLIMUS 3 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857006"
"873","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857003"
"874","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857002"
"875","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857001"
"876","TADALAFIL 10 MG","TADALAFIL","TABLET","ORAL","1",12,"0149485",1,1,"0149485001"
"877","TADALAFIL 20 MG","TADALAFIL","TABLET","ORAL","1",16,"0149485",1,1,"0149485002"
"878","TADALAFIL 2.5 MG","TADALAFIL","TABLET","ORAL","1",11,"0149485",1,1,"0149485003"
"879","TADALAFIL 5.0 MG","TADALAFIL","TABLET","ORAL","1",1,"0149485",1,1,"0149485004"
"880","TADALAFIL 5 MG","TADALAFIL","TABLET","ORAL","1",13,"0149485",1,1,"0149485004"
"881","TELMISARTAN 40 MG","TELMISARTAN","TABLET","ORAL","1",15,"0138223",1,1,"0138223001"
"882","TELMISARTAN 80 MG","TELMISARTAN","TABLET","ORAL","1",15,"0138223",1,1,"0138223002"
"883","TEMAZEPAM 15 MG","TEMAZEPAM","CAPSULE","ORAL","1",5,"0114415",1,1,"0114415002"
"884","TEMAZEPAM 30 MG","TEMAZEPAM","CAPSULE","ORAL","1",5,"0114415",1,1,"0114415001"
"885","TERAZOSIN 1 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978001"
"886","TERAZOSIN 2 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978002"
"887","TERAZOSIN 5 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978003"
"888","TERAZOSIN 10 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978004"
"889","TERBINAFINE 250 MG","TERBINAFINE","TABLET","ORAL","1",15,"0132855",1,1,"0132855002"
"890","TESTOSTERONE 12.2 MG","TESTOSTERONE","PATCH","TRANSDERMAL","1",1,"0106405",1,1,"0106405003"
"891","TESTOSTERONE 1 %","TESTOSTERONE","GEL","TOPICAL","1",4,"0106405",1,1,"0106405004"
"892","TESTOSTERONE 24.3 MG","TESTOSTERONE","PATCH","TRANSDERMAL","1",1,"0106405",1,1,"0106405005"
"893","TESTOSTERONE 2 %","TESTOSTERONE","SOLUTION","TOPICAL","1",1,"0106405",1,1,"0106405006"
"894","TESTOSTERONE 4.5 %","TESTOSTERONE","GEL","NASAL","1",1,"0106405",1,1,"0106405007"
"895","TIMOLOL 0.25 %","TIMOLOL","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275001"
"896","TIMOLOL 0.5 %","TIMOLOL","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"897","TIMOLOL 0.5 %","TIMOLOL","SOLUTION","OPHTHALMIC","1",3,"0131275",1,1,"0131275002"
"898","TIMOLOL 0.25 %","TIMOLOL","SOLUTION","OPHTHALMIC","1",2,"0131275",1,1,"0131275001"
"899","TIMOLOL 0.5 %","TIMOLOL","LIQUID","OPHTHALMIC","1",3,"0131275",1,1,"0131275002"
"900","TIMOLOL 0.25 %","TIMOLOL","LIQUID","OPHTHALMIC","1",3,"0131275",1,1,"0131275001"
"901","TIMOLOL 0.50 %","TIMOLOL","SOLUTION","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"902","TIMOLOL 5 MG","TIMOLOL","SOLUTION","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"903","TOPIRAMATE 25 MG","TOPIRAMATE","TABLET","ORAL","1",20,"0132938",1,1,"0132938001"
"904","TOPIRAMATE 100 MG","TOPIRAMATE","TABLET","ORAL","1",20,"0132938",1,1,"0132938002"
"905","TOPIRAMATE 200 MG","TOPIRAMATE","TABLET","ORAL","1",19,"0132938",1,1,"0132938006"
"906","TOPIRAMATE 15 MG","TOPIRAMATE","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938007"
"907","TOPIRAMATE 25 MG","TOPIRAMATE","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938001"
"908","TOPIRAMATE 50 MG","TOPIRAMATE","TABLET","ORAL","1",1,"0132938",1,1,"0132938003"
"909","TRANDOLAPRIL 0.5 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524001"
"910","TRANDOLAPRIL 1 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524002"
"911","TRANDOLAPRIL 2 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524003"
"912","TRANDOLAPRIL 4 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524004"
"913","TRAVOPROST 0.004 %","TRAVOPROST","SOLUTION","OPHTHALMIC","1",4,"0145801",1,1,"0145801001"
"914","TRIAMCINOLONE ACETONIDE .1 %","TRIAMCINOLONE ACETONIDE","PASTE","DENTAL","1",1,"0106310",1,1,"0106310002"
"915","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRA-ARTICULAR","1",3,"0106310",1,1,"0106310006"
"916","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRAMUSCULAR","1",3,"0106310",1,1,"0106310006"
"917","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRA-ARTICULAR","1",2,"0106310",1,1,"0106310007"
"918","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRABURSAL","1",2,"0106310",1,1,"0106310007"
"919","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRADERMAL","1",2,"0106310",1,1,"0106310007"
"920","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRASYNOVIAL","1",2,"0106310",1,1,"0106310007"
"921","TRIAMCINOLONE ACETONIDE 55 MCG","TRIAMCINOLONE ACETONIDE","SPRAY, METERED DOSE","NASAL","1",3,"0106310",1,2,"0106310010, 0106310013"
"922","TRIAMCINOLONE ACETONIDE 0.1 %","TRIAMCINOLONE ACETONIDE","OINTMENT","TOPICAL","1",1,"0106310",1,1,"0106310002"
"923","TRIAMCINOLONE ACETONIDE 0.1 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",2,"0106310",1,1,"0106310002"
"924","TRIAMCINOLONE ACETONIDE 0.5 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",1,"0106310",1,1,"0106310001"
"925","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRABURSAL","1",1,"0106310",1,1,"0106310006"
"926","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRAVITREAL","1",1,"0106310",1,1,"0106310006"
"927","TRIAMCINOLONE ACETONIDE .025 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",1,"0106310",1,1,"0106310003"
"928","TRIAMCINOLONE ACETONIDE 1 MG","TRIAMCINOLONE ACETONIDE","OINTMENT","TOPICAL","1",1,"0106310",1,1,"0106310002"
"929","VALACYCLOVIR 500 MG","VALACYCLOVIR","TABLET","ORAL","1",16,"0128626",1,1,"0128626001"
"930","VALACYCLOVIR 1 G","VALACYCLOVIR","TABLET","ORAL","1",1,"0128626",1,1,"0128626003"
"931","VALACYCLOVIR 1000 MG","VALACYCLOVIR","TABLET","ORAL","1",4,"0128626",1,1,"0128626003"
"932","VALSARTAN 80 MG","VALSARTAN","CAPSULE","ORAL","1",1,"0131885",1,1,"0131885001"
"933","VALSARTAN 160 MG","VALSARTAN","CAPSULE","ORAL","1",1,"0131885",1,1,"0131885002"
"934","VALSARTAN 80 MG","VALSARTAN","TABLET","ORAL","1",14,"0131885",1,1,"0131885001"
"935","VALSARTAN 160 MG","VALSARTAN","TABLET","ORAL","1",13,"0131885",1,1,"0131885002"
"936","VALSARTAN 40 MG","VALSARTAN","TABLET","ORAL","1",13,"0131885",1,1,"0131885003"
"937","VALSARTAN 320 MG","VALSARTAN","TABLET","ORAL","1",12,"0131885",1,1,"0131885004"
"938","VARENICLINE 0.5 MG","VARENICLINE","TABLET","ORAL","1",1,"0152190",1,1,"0152190001"
"939","VARENICLINE 1.0 MG","VARENICLINE","TABLET","ORAL","1",1,"0152190",1,1,"0152190002"
"940","VENLAFAXINE 37.5 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",16,"0131294",1,1,"0131294002"
"941","VENLAFAXINE 75 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",13,"0131294",1,1,"0131294001"
"942","VENLAFAXINE 150 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",13,"0131294",1,1,"0131294005"
"943","VENLAFAXINE 75.0 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",3,"0131294",1,1,"0131294001"
"944","VENLAFAXINE 150.0 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",3,"0131294",1,1,"0131294005"
"945","ZOPICLONE 7.5 MG","ZOPICLONE","TABLET","ORAL","1",20,"0122562",1,1,"0122562001"
"946","ZOPICLONE 5.0 MG","ZOPICLONE","TABLET","ORAL","1",1,"0122562",1,1,"0122562002"
"947","ZOPICLONE 3.75 MG","ZOPICLONE","TABLET","ORAL","1",1,"0122562",1,1,"0122562003"
"948","ZOPICLONE 5 MG","ZOPICLONE","TABLET","ORAL","1",17,"0122562",1,1,"0122562002"
