"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"161","74828","02262886","PHL-AMOXICILLIN","AMOXICILLIN 125 MG","POWDER FOR SUSPENSION","ORAL","PHARMEL INC","AMOXICILLIN","0131314","0131314002"
"162","11856","00885908","AMOX S 125 SUS 125MG/5ML","AMOXICILLIN 125 MG","SUSPENSION","ORAL","JAAPHARM CANADA INC.","AMOXICILLIN","0131314","0131314002"
"163","15559","02036347","NOVAMOXIN","AMOXICILLIN 125 MG","TABLET (CHEWABLE)","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314009"
"164","15208","01916882","CLAVULIN 125 F ORAL SUS","AMOXICILLIN 125 MG!CLAVULANIC ACID 31.25 MG","POWDER FOR SUSPENSION","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720010"
"165","67930","02243986","APO-AMOXI CLAV 125MG/31.25MG PER 5ML","AMOXICILLIN 125 MG!CLAVULANIC ACID 31.25 MG","POWDER FOR SUSPENSION","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720010"
"166","68633","02244646","RATIO-ACLAVULANATE 125 F","AMOXICILLIN 125 MG!CLAVULANIC ACID 31.25 MG","SUSPENSION","ORAL","TEVA CANADA LIMITED","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720010"
"167","62269","02238831","CLAVULIN 200","AMOXICILLIN 200 MG!CLAVULANIC ACID 28.5 MG","POWDER FOR SUSPENSION","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720006"
"168","16955","01934171","NOVAMOXIN","AMOXICILLIN 25 MG","GRANULES FOR SUSPENSION","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314002"
"169","11854","00885886","AMOX 250 CAP 250MG","AMOXICILLIN 250 MG","CAPSULE","ORAL","JAAPHARM CANADA INC.","AMOXICILLIN","0131314","0131314001"
"170","3264","00406724","NOVAMOXIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314001"
"171","48975","02230243","PMS-AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","PHARMASCIENCE INC","AMOXICILLIN","0131314","0131314001"
"172","5822","00628115","APO-AMOXI CAP 250MG","AMOXICILLIN 250 MG","CAPSULE","ORAL","APOTEX INC","AMOXICILLIN","0131314","0131314001"
"173","61562","02238171","MYLAN-AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314001"
"174","74824","02262851","PHL-AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","PHARMEL INC","AMOXICILLIN","0131314","0131314001"
"175","83797","02352710","AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","SANIS HEALTH INC","AMOXICILLIN","0131314","0131314001"
"176","87364","02388073","AURO-AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","AURO PHARMA INC","AMOXICILLIN","0131314","0131314001"
"177","88639","02401495","AMOXICILLIN CAPSULES","AMOXICILLIN 250 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314001"
"178","91747","02433060","JAMP-AMOXICILLIN","AMOXICILLIN 250 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","AMOXICILLIN","0131314","0131314001"
"179","3344","00452130","NOVAMOXIN","AMOXICILLIN 250 MG","GRANULES FOR SUSPENSION","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314003"
"180","83801","02352753","AMOXICILLIN","AMOXICILLIN 250 MG","GRANULES FOR SUSPENSION","ORAL","SANIS HEALTH INC","AMOXICILLIN","0131314","0131314003"
"181","83803","02352788","AMOXICILLIN","AMOXICILLIN 250 MG","GRANULES FOR SUSPENSION","ORAL","SANIS HEALTH INC","AMOXICILLIN","0131314","0131314003"
"182","88644","02401541","AMOXICILLIN GRANULES FOR ORAL SUSPENSION","AMOXICILLIN 250 MG","GRANULES FOR SUSPENSION","ORAL","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314003"
"183","88646","02401576","AMOXICILLIN SUGAR-REDUCED GRANULES FOR ORAL SUSPENSION","AMOXICILLIN 250 MG","GRANULES FOR SUSPENSION","ORAL","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314003"
"184","6511","00644331","PRO-AMOX-250 ORL SUS 250MG/5ML","AMOXICILLIN 250 MG","POWDER FOR SOLUTION","ORAL","PRO DOC LIMITEE","AMOXICILLIN","0131314","0131314003"
"185","48978","02230246","PMS-AMOXICILLIN","AMOXICILLIN 250 MG","POWDER FOR SUSPENSION","ORAL","PHARMASCIENCE INC","AMOXICILLIN","0131314","0131314003"
"186","50157","02230880","APO-AMOXI SUGAR FREE","AMOXICILLIN 250 MG","POWDER FOR SUSPENSION","ORAL","APOTEX INC","AMOXICILLIN","0131314","0131314003"
"187","5825","00628158","APO-AMOXI PWR FOR SUSP 250MG/5ML","AMOXICILLIN 250 MG","POWDER FOR SUSPENSION","ORAL","APOTEX INC","AMOXICILLIN","0131314","0131314003"
"188","74829","02262894","PHL-AMOXICILLIN","AMOXICILLIN 250 MG","POWDER FOR SUSPENSION","ORAL","PHARMEL INC","AMOXICILLIN","0131314","0131314003"
"189","11855","00885916","AMOX S 250 SUS 250MG/5ML","AMOXICILLIN 250 MG","SUSPENSION","ORAL","JAAPHARM CANADA INC.","AMOXICILLIN","0131314","0131314003"
"190","14506","02036355","NOVAMOXIN","AMOXICILLIN 250 MG","TABLET (CHEWABLE)","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314001"
"191","67257","02243350","APO-AMOXI CLAV 250/125","AMOXICILLIN 250 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720008"
"192","15209","01916874","CLAVULIN 250 F ORAL SUS","AMOXICILLIN 250 MG!CLAVULANIC ACID 62.5 MG","POWDER FOR SUSPENSION","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720001"
"193","67931","02243987","APO-AMOXI CLAV 250MG/62.5MG PER 5ML","AMOXICILLIN 250 MG!CLAVULANIC ACID 62.5 MG","POWDER FOR SUSPENSION","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720001"
"194","68634","02244647","RATIO-ACLAVULANATE 250 F","AMOXICILLIN 250 MG!CLAVULANIC ACID 62.5 MG","SUSPENSION","ORAL","TEVA CANADA LIMITED","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720001"
"195","62268","02238830","CLAVULIN 400","AMOXICILLIN 400 MG!CLAVULANIC ACID 57 MG","POWDER FOR SUSPENSION","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720004"
"196","77397","02288559","APO-AMOXI CLAV","AMOXICILLIN 400 MG!CLAVULANIC ACID 57 MG","POWDER FOR SUSPENSION","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720004"
"197","16954","01934163","NOVAMOXIN","AMOXICILLIN 50 MG","GRANULES FOR SUSPENSION","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314003"
"198","11853","00885894","AMOX 500 CAP 500MG","AMOXICILLIN 500 MG","CAPSULE","ORAL","JAAPHARM CANADA INC.","AMOXICILLIN","0131314","0131314006"
"199","3263","00406716","NOVAMOXIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","AMOXICILLIN","0131314","0131314006"
"200","48976","02230244","PMS-AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","PHARMASCIENCE INC","AMOXICILLIN","0131314","0131314006"
"201","5823","00628123","APO-AMOXI CAP 500MG","AMOXICILLIN 500 MG","CAPSULE","ORAL","APOTEX INC","AMOXICILLIN","0131314","0131314006"
"202","61563","02238172","MYLAN-AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314006"
"203","6510","00644315","PRO AMOX-500 CAP 500MG","AMOXICILLIN 500 MG","CAPSULE","ORAL","PRO DOC LIMITEE","AMOXICILLIN","0131314","0131314006"
"204","74827","02262878","PHL-AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","PHARMEL INC","AMOXICILLIN","0131314","0131314006"
"205","83798","02352729","AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","SANIS HEALTH INC","AMOXICILLIN","0131314","0131314006"
"206","87365","02388081","AURO-AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","AURO PHARMA INC","AMOXICILLIN","0131314","0131314006"
"207","88640","02401509","AMOXICILLIN CAPSULES","AMOXICILLIN 500 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","AMOXICILLIN","0131314","0131314006"
"208","91748","02433079","JAMP-AMOXICILLIN","AMOXICILLIN 500 MG","CAPSULE","ORAL","JAMP PHARMA CORPORATION","AMOXICILLIN","0131314","0131314006"
"209","15903","01916858","CLAVULIN 500 F TAB","AMOXICILLIN 500 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720009"
"210","67258","02243351","APO-AMOXI CLAV 500/125","AMOXICILLIN 500 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720009"
"211","67706","02243771","RATIO-ACLAVULANATE","AMOXICILLIN 500 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","TEVA CANADA LIMITED","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720009"
"212","81188","02326515","AMOXI-CLAV","AMOXICILLIN 500 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","PRO DOC LIMITEE","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720009"
"213","62267","02238829","CLAVULIN 875","AMOXICILLIN 875 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","GLAXOSMITHKLINE INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720005"
"214","69723","02245623","APO-AMOXI CLAV 875/125","AMOXICILLIN 875 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","APOTEX INC","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720005"
"215","71255","02247021","RATIO-ACLAVULANATE","AMOXICILLIN 875 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","TEVA CANADA LIMITED","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720005"
"216","81189","02326523","AMOXI-CLAV","AMOXICILLIN 875 MG!CLAVULANIC ACID 125 MG","TABLET","ORAL","PRO DOC LIMITEE","AMOXICILLIN!CLAVULANIC ACID","0234720","0234720005"
"217","80784","02322390","ABILIFY","ARIPIPRAZOLE 10 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514006"
"218","80785","02322404","ABILIFY","ARIPIPRAZOLE 15 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514003"
"219","80782","02322374","ABILIFY","ARIPIPRAZOLE 2 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514001"
"220","80786","02322412","ABILIFY","ARIPIPRAZOLE 20 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514004"
"221","80790","02322455","ABILIFY","ARIPIPRAZOLE 30 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514005"
"222","90545","02420864","ABILIFY MAINTENA","ARIPIPRAZOLE 300 MG","KIT","INTRAMUSCULAR","OTSUKA PHARMACEUTICAL CO LTD","ARIPIPRAZOLE","0152514","0152514007"
"223","90545","02420864","ABILIFY MAINTENA","ARIPIPRAZOLE 300 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","OTSUKA PHARMACEUTICAL CO LTD","ARIPIPRAZOLE","0152514","0152514007"
"224","90546","02420872","ABILIFY MAINTENA","ARIPIPRAZOLE 400 MG","KIT","INTRAMUSCULAR","OTSUKA PHARMACEUTICAL CO LTD","ARIPIPRAZOLE","0152514","0152514008"
"225","90546","02420872","ABILIFY MAINTENA","ARIPIPRAZOLE 400 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","OTSUKA PHARMACEUTICAL CO LTD","ARIPIPRAZOLE","0152514","0152514008"
"226","80783","02322382","ABILIFY","ARIPIPRAZOLE 5 MG","TABLET","ORAL","BRISTOL-MYERS SQUIBB CANADA","ARIPIPRAZOLE","0152514","0152514002"
"227","17906","02039540","TENORMIN 100MG","ATENOLOL 100 MG","TABLET","ORAL","ASTRAZENECA CANADA INC","ATENOLOL","0113847","0113847001"
"228","18188","02147432","MYLAN-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847001"
"229","19692","02171805","RATIO-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","TEVA CANADA LIMITED","ATENOLOL","0113847","0113847001"
"230","47358","02229468","DOM-ATENOLOL - 100MG","ATENOLOL 100 MG","TABLET","ORAL","DOMINION PHARMACAL","ATENOLOL","0113847","0113847001"
"231","51112","02231733","SANDOZ ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","ATENOLOL","0113847","0113847001"
"232","60940","02237601","PMS-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","PHARMASCIENCE INC","ATENOLOL","0113847","0113847001"
"233","61719","02238318","ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847001"
"234","65768","02242093","RIVA-ATENOLOL 100 MG","ATENOLOL 100 MG","TABLET","ORAL","LABORATOIRE RIVA INC","ATENOLOL","0113847","0113847001"
"235","74075","02255553","ACT ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","ATENOLOL","0113847","0113847001"
"236","75338","02267993","RAN-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","ATENOLOL","0113847","0113847001"
"237","85241","02367572","JAMP-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","ATENOLOL","0113847","0113847001"
"238","85285","02368048","MINT-ATENOL","ATENOLOL 100 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","ATENOLOL","0113847","0113847001"
"239","85365","02368668","SEPTA-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","SEPTA PHARMACEUTICALS INC","ATENOLOL","0113847","0113847001"
"240","85712","02371995","MAR-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","ATENOLOL","0113847","0113847001"
"241","87746","02392186","BIO-ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","BIOMED PHARMA","ATENOLOL","0113847","0113847001"
"242","9175","00773697","APO-ATENOL TAB 100MG","ATENOLOL 100 MG","TABLET","ORAL","APOTEX INC","ATENOLOL","0113847","0113847001"
"243","9904","00828793","ATENOLOL","ATENOLOL 100 MG","TABLET","ORAL","PRO DOC LIMITEE","ATENOLOL","0113847","0113847001"
"244","70768","02246581","PMS-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","PHARMASCIENCE INC","ATENOLOL","0113847","0113847004"
"245","71424","02247182","ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847004"
"246","75207","02266660","TEVA-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","TEVA CANADA LIMITED","ATENOLOL","0113847","0113847004"
"247","76301","02277379","RIVA-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","LABORATOIRE RIVA INC","ATENOLOL","0113847","0113847004"
"248","78896","02303647","MYLAN-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847004"
"249","81205","02326701","ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","PRO DOC LIMITEE","ATENOLOL","0113847","0113847004"
"250","85239","02367556","JAMP-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","ATENOLOL","0113847","0113847004"
"251","85283","02368013","MINT-ATENOL","ATENOLOL 25 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","ATENOLOL","0113847","0113847004"
"252","85363","02368633","SEPTA-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","SEPTA PHARMACEUTICALS INC","ATENOLOL","0113847","0113847004"
"253","85710","02371979","MAR-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","ATENOLOL","0113847","0113847004"
"254","85918","02373963","RAN-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","ATENOLOL","0113847","0113847004"
"255","87747","02392194","BIO-ATENOLOL","ATENOLOL 25 MG","TABLET","ORAL","BIOMED PHARMA","ATENOLOL","0113847","0113847004"
"256","17905","02039532","TENORMIN 50MG","ATENOLOL 50 MG","TABLET","ORAL","ASTRAZENECA CANADA INC","ATENOLOL","0113847","0113847002"
"257","18161","02146894","MYLAN-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847002"
"258","19691","02171791","RATIO-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","TEVA CANADA LIMITED","ATENOLOL","0113847","0113847002"
"259","47357","02229467","DOM-ATENOLOL - 50MG","ATENOLOL 50 MG","TABLET","ORAL","DOMINION PHARMACAL","ATENOLOL","0113847","0113847002"
"260","51110","02231731","SANDOZ ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","ATENOLOL","0113847","0113847002"
"261","60939","02237600","PMS-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","PHARMASCIENCE INC","ATENOLOL","0113847","0113847002"
"262","61718","02238316","ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","ATENOLOL","0113847","0113847002"
"263","65769","02242094","RIVA-ATENOLOL 50 MG","ATENOLOL 50 MG","TABLET","ORAL","LABORATOIRE RIVA INC","ATENOLOL","0113847","0113847002"
"264","74074","02255545","ACT ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","ATENOLOL","0113847","0113847002"
"265","75337","02267985","RAN-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","ATENOLOL","0113847","0113847002"
"266","85240","02367564","JAMP-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","ATENOLOL","0113847","0113847002"
"267","85284","02368021","MINT-ATENOL","ATENOLOL 50 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","ATENOLOL","0113847","0113847002"
"268","85364","02368641","SEPTA-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","SEPTA PHARMACEUTICALS INC","ATENOLOL","0113847","0113847002"
"269","85711","02371987","MAR-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","ATENOLOL","0113847","0113847002"
"270","87745","02392178","BIO-ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","BIOMED PHARMA","ATENOLOL","0113847","0113847002"
"271","9174","00773689","APO-ATENOL TAB 50MG","ATENOLOL 50 MG","TABLET","ORAL","APOTEX INC","ATENOLOL","0113847","0113847002"
"272","9905","00828807","ATENOLOL","ATENOLOL 50 MG","TABLET","ORAL","PRO DOC LIMITEE","ATENOLOL","0113847","0113847002"
"273","74816","02262800","STRATTERA","ATOMOXETINE 10 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434001"
"274","80008","02314541","TEVA-ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","ATOMOXETINE","0150434","0150434001"
"275","80353","02318024","APO-ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","APOTEX INC","ATOMOXETINE","0150434","0150434001"
"276","86676","02381028","PMS-ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","PHARMASCIENCE INC","ATOMOXETINE","0150434","0150434001"
"277","87200","02386410","SANDOZ ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","ATOMOXETINE","0150434","0150434001"
"278","88191","02396904","ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","PRO DOC LIMITEE","ATOMOXETINE","0150434","0150434001"
"279","89071","02405962","RIVA-ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","ATOMOXETINE","0150434","0150434001"
"280","93116","02445883","ATOMOXETINE","ATOMOXETINE 10 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434001"
"281","76496","02279355","STRATTERA","ATOMOXETINE 100 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434007"
"282","80359","02318083","APO-ATOMOXETINE","ATOMOXETINE 100 MG","CAPSULE","ORAL","APOTEX INC","ATOMOXETINE","0150434","0150434007"
"283","84753","02362538","TEVA-ATOMOXETINE","ATOMOXETINE 100 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","ATOMOXETINE","0150434","0150434007"
"284","86486","02378981","MYLAN-ATOMOXETINE","ATOMOXETINE 100 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434007"
"285","87206","02386488","SANDOZ ATOMOXETINE","ATOMOXETINE 100 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","ATOMOXETINE","0150434","0150434007"
"286","74817","02262819","STRATTERA","ATOMOXETINE 18 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434002"
"287","80009","02314568","TEVA-ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","ATOMOXETINE","0150434","0150434002"
"288","80354","02318032","APO-ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","APOTEX INC","ATOMOXETINE","0150434","0150434002"
"289","86480","02378930","MYLAN-ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434002"
"290","86677","02381036","PMS-ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","PHARMASCIENCE INC","ATOMOXETINE","0150434","0150434002"
"291","87201","02386429","SANDOZ ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","ATOMOXETINE","0150434","0150434002"
"292","88192","02396912","ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","PRO DOC LIMITEE","ATOMOXETINE","0150434","0150434002"
"293","89072","02405970","RIVA-ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","ATOMOXETINE","0150434","0150434002"
"294","93118","02445905","ATOMOXETINE","ATOMOXETINE 18 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434002"
"295","74820","02262827","STRATTERA","ATOMOXETINE 25 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434003"
"296","80010","02314576","TEVA-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","ATOMOXETINE","0150434","0150434003"
"297","80355","02318040","APO-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","APOTEX INC","ATOMOXETINE","0150434","0150434003"
"298","86481","02378949","MYLAN-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434003"
"299","86678","02381044","PMS-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","PHARMASCIENCE INC","ATOMOXETINE","0150434","0150434003"
"300","87202","02386437","SANDOZ ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","ATOMOXETINE","0150434","0150434003"
"301","87591","02390485","DOM-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","DOMINION PHARMACAL","ATOMOXETINE","0150434","0150434003"
"302","88193","02396920","ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","PRO DOC LIMITEE","ATOMOXETINE","0150434","0150434003"
"303","89073","02405989","RIVA-ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","ATOMOXETINE","0150434","0150434003"
"304","93120","02445913","ATOMOXETINE","ATOMOXETINE 25 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434003"
"305","74822","02262835","STRATTERA","ATOMOXETINE 40 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434004"
"306","80011","02314584","TEVA-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","ATOMOXETINE","0150434","0150434004"
"307","80356","02318059","APO-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","APOTEX INC","ATOMOXETINE","0150434","0150434004"
"308","86483","02378957","MYLAN-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","MYLAN PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434004"
"309","86679","02381052","PMS-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","PHARMASCIENCE INC","ATOMOXETINE","0150434","0150434004"
"310","87203","02386445","SANDOZ ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","SANDOZ CANADA INCORPORATED","ATOMOXETINE","0150434","0150434004"
"311","87592","02390493","DOM-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","DOMINION PHARMACAL","ATOMOXETINE","0150434","0150434004"
"312","88194","02396939","ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","PRO DOC LIMITEE","ATOMOXETINE","0150434","0150434004"
"313","89074","02405997","RIVA-ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","LABORATOIRE RIVA INC","ATOMOXETINE","0150434","0150434004"
"314","93121","02445948","ATOMOXETINE","ATOMOXETINE 40 MG","CAPSULE","ORAL","SIVEM PHARMACEUTICALS ULC","ATOMOXETINE","0150434","0150434004"
"315","74823","02262843","STRATTERA","ATOMOXETINE 60 MG","CAPSULE","ORAL","ELI LILLY CANADA INC","ATOMOXETINE","0150434","0150434005"
