"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"841","TIMOLOL 0.25 %","TIMOLOL","SOLUTION","OPHTHALMIC","1",2,"0131275",1,1,"0131275001"
"842","TIMOLOL 0.5 %","TIMOLOL","LIQUID","OPHTHALMIC","1",3,"0131275",1,1,"0131275002"
"843","TIMOLOL 0.25 %","TIMOLOL","LIQUID","OPHTHALMIC","1",3,"0131275",1,1,"0131275001"
"844","TIMOLOL 5 MG","TIMOLOL","SOLUTION","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"845","TOPIRAMATE 25 MG","TOPIRAMATE","TABLET","ORAL","1",20,"0132938",1,1,"0132938001"
"846","TOPIRAMATE 100 MG","TOPIRAMATE","TABLET","ORAL","1",20,"0132938",1,1,"0132938002"
"847","TOPIRAMATE 200 MG","TOPIRAMATE","TABLET","ORAL","1",19,"0132938",1,1,"0132938006"
"848","TOPIRAMATE 15 MG","TOPIRAMATE","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938007"
"849","TOPIRAMATE 25 MG","TOPIRAMATE","CAPSULE","ORAL","1",1,"0132938",1,1,"0132938001"
"850","TOPIRAMATE 50 MG","TOPIRAMATE","TABLET","ORAL","1",1,"0132938",1,1,"0132938003"
"851","TRANDOLAPRIL 0.5 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524001"
"852","TRANDOLAPRIL 1 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524002"
"853","TRANDOLAPRIL 2 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524003"
"854","TRANDOLAPRIL 4 MG","TRANDOLAPRIL","CAPSULE","ORAL","1",1,"0131524",1,1,"0131524004"
"855","TRAVOPROST 0.004 %","TRAVOPROST","SOLUTION","OPHTHALMIC","1",4,"0145801",1,1,"0145801001"
"856","TRIAMCINOLONE ACETONIDE 0.1 %","TRIAMCINOLONE ACETONIDE","PASTE","DENTAL","1",1,"0106310",1,1,"0106310002"
"857","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRA-ARTICULAR","1",3,"0106310",1,1,"0106310006"
"858","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRAMUSCULAR","1",3,"0106310",1,1,"0106310006"
"859","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRA-ARTICULAR","1",2,"0106310",1,1,"0106310007"
"860","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRABURSAL","1",2,"0106310",1,1,"0106310007"
"861","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRADERMAL","1",2,"0106310",1,1,"0106310007"
"862","TRIAMCINOLONE ACETONIDE 10 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRASYNOVIAL","1",2,"0106310",1,1,"0106310007"
"863","TRIAMCINOLONE ACETONIDE 55 MCG","TRIAMCINOLONE ACETONIDE","SPRAY, METERED DOSE","NASAL","1",3,"0106310",1,2,"0106310010, 0106310013"
"864","TRIAMCINOLONE ACETONIDE 0.1 %","TRIAMCINOLONE ACETONIDE","OINTMENT","TOPICAL","1",1,"0106310",1,1,"0106310002"
"865","TRIAMCINOLONE ACETONIDE 0.1 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",2,"0106310",1,1,"0106310002"
"866","TRIAMCINOLONE ACETONIDE 0.5 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",1,"0106310",1,1,"0106310001"
"867","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRABURSAL","1",1,"0106310",1,1,"0106310006"
"868","TRIAMCINOLONE ACETONIDE 40 MG","TRIAMCINOLONE ACETONIDE","SUSPENSION","INTRAVITREAL","1",1,"0106310",1,1,"0106310006"
"869","TRIAMCINOLONE ACETONIDE 0.025 %","TRIAMCINOLONE ACETONIDE","CREAM","TOPICAL","1",1,"0106310",1,1,"0106310003"
"870","TRIAMCINOLONE ACETONIDE 1 MG","TRIAMCINOLONE ACETONIDE","OINTMENT","TOPICAL","1",1,"0106310",1,1,"0106310002"
"871","VALACYCLOVIR 500 MG","VALACYCLOVIR","TABLET","ORAL","1",16,"0128626",1,1,"0128626001"
"872","VALACYCLOVIR 1 G","VALACYCLOVIR","TABLET","ORAL","1",1,"0128626",1,1,"0128626003"
"873","VALACYCLOVIR 1000 MG","VALACYCLOVIR","TABLET","ORAL","1",4,"0128626",1,1,"0128626003"
"874","VALSARTAN 80 MG","VALSARTAN","CAPSULE","ORAL","1",1,"0131885",1,1,"0131885001"
"875","VALSARTAN 160 MG","VALSARTAN","CAPSULE","ORAL","1",1,"0131885",1,1,"0131885002"
"876","VALSARTAN 80 MG","VALSARTAN","TABLET","ORAL","1",14,"0131885",1,1,"0131885001"
"877","VALSARTAN 160 MG","VALSARTAN","TABLET","ORAL","1",13,"0131885",1,1,"0131885002"
"878","VALSARTAN 40 MG","VALSARTAN","TABLET","ORAL","1",13,"0131885",1,1,"0131885003"
"879","VALSARTAN 320 MG","VALSARTAN","TABLET","ORAL","1",12,"0131885",1,1,"0131885004"
"880","VARENICLINE 0.5 MG","VARENICLINE","TABLET","ORAL","1",1,"0152190",1,1,"0152190001"
"881","VARENICLINE 1 MG","VARENICLINE","TABLET","ORAL","1",1,"0152190",1,1,"0152190002"
"882","VENLAFAXINE 37.5 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",16,"0131294",1,1,"0131294002"
"883","VENLAFAXINE 75 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",16,"0131294",1,1,"0131294001"
"884","VENLAFAXINE 150 MG","VENLAFAXINE","CAPSULE (EXTENDED RELEASE)","ORAL","1",16,"0131294",1,1,"0131294005"
"885","ZOPICLONE 7.5 MG","ZOPICLONE","TABLET","ORAL","1",20,"0122562",1,1,"0122562001"
"886","ZOPICLONE 5 MG","ZOPICLONE","TABLET","ORAL","1",18,"0122562",1,1,"0122562002"
"887","ZOPICLONE 3.75 MG","ZOPICLONE","TABLET","ORAL","1",1,"0122562",1,1,"0122562003"
