"","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"211","DEXAMETHASONE 0.1 %|TOBRAMYCIN 0.3 %","SUSPENSION","OPHTHALMIC","2",1,"0220325",1,1,"0220325001"
"212","NEOSTIGMINE METHYLSULFATE 0.5 MG","SOLUTION","INTRAMUSCULAR","1",1,"0102263",1,1,"0102263002"
"213","NEOSTIGMINE METHYLSULFATE 0.5 MG","SOLUTION","INTRAVENOUS","1",1,"0102263",1,1,"0102263002"
"214","NEOSTIGMINE METHYLSULFATE 0.5 MG","SOLUTION","SUBCUTANEOUS","1",1,"0102263",1,1,"0102263002"
"215","EPHEDRINE SULFATE 50 MG","LIQUID","INTRAMUSCULAR","1",1,"0104862",1,1,"0104862001"
"216","EPHEDRINE SULFATE 50 MG","LIQUID","INTRAVENOUS","1",1,"0104862",1,1,"0104862001"
"217","EPHEDRINE SULFATE 50 MG","LIQUID","SUBCUTANEOUS","1",1,"0104862",1,1,"0104862001"
"218","LISINOPRIL 5 MG","TABLET","ORAL","1",16,"0121550",1,1,"0121550003"
"219","LISINOPRIL 10 MG","TABLET","ORAL","1",16,"0121550",1,1,"0121550001"
"220","LISINOPRIL 20 MG","TABLET","ORAL","1",16,"0121550",1,1,"0121550002"
"221","TETRAHYDROZOLINE HYDROCHLORIDE .5 MG","DROPS","OPHTHALMIC","1",1,"0107579",1,1,"0107579001"
"222","PYRIDOSTIGMINE BROMIDE 180 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0107514",1,1,"0107514002"
"223","ENALAPRIL SODIUM 2 MG","TABLET","ORAL","1",6,"0152325",1,1,"0152325001"
"224","SODIUM CARBOXYMETHYL CELLULOSE 1 %","DROPS","OPHTHALMIC","1",1,"0107332",1,1,"0107332002"
"225","ACETAMINOPHEN 325 MG","TABLET","ORAL","1",24,"0102009",1,1,"0102009001"
"226","ACETAMINOPHEN 500 MG","TABLET","ORAL","1",41,"0102009",1,1,"0102009002"
"227","CALCITRIOL 1 MCG","SOLUTION","INTRAVENOUS","1",3,"0113628",1,1,"0113628002"
"228","TRETINOIN 0.1 %","CREAM","TOPICAL","1",2,"0112395",1,1,"0112395004"
"229","TRETINOIN 0.05 %","CREAM","TOPICAL","1",2,"0112395",1,1,"0112395001"
"230","TRETINOIN 0.025 %","GEL","TOPICAL","1",2,"0112395",1,1,"0112395002"
"231","TRETINOIN 0.01 %","GEL","TOPICAL","1",2,"0112395",1,1,"0112395003"
"232","ACENOCOUMAROL 1 MG","TABLET","ORAL","1",1,"0104595",1,1,"0104595001"
"233","MOMETASONE FUROATE 0.1 %","CREAM","TOPICAL","1",2,"0121732",1,1,"0121732001"
"234","HYDROQUINONE 2 %","CREAM","TOPICAL","1",2,"0108649",1,1,"0108649001"
"235","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","LIQUID","INTRAMUSCULAR","1",3,"0102639",1,1,"0102639001"
"236","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","LIQUID","INTRAVENOUS","1",3,"0102639",1,1,"0102639001"
"237","TESTOSTERONE ENANTHATE 200 MG","LIQUID","INTRAMUSCULAR","1",1,"0106403",1,1,"0106403001"
"238","NITROGLYCERIN 80 MG","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"239","NITROGLYCERIN 120 MG","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"240","NITROGLYCERIN 40 MG","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"241","AMMONIUM CHLORIDE 125 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","SYRUP","ORAL","3",2,"0311066",1,1,"0311066001"
"242","AMPICILLIN 500 MG","CAPSULE","ORAL","1",2,"0105872",1,1,"0105872001"
"243","AMPICILLIN 250 MG","CAPSULE","ORAL","1",2,"0105872",1,1,"0105872002"
"244","ERYTHROMYCIN 500 MG","TABLET","ORAL","1",2,"0105708",1,1,"0105708004"
"245","NICOTINIC ACID 500 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",3,"0108396",1,1,"0108396003"
"246","BELLADONNA 15 MG|OPIUM 65 MG","SUPPOSITORY","RECTAL","2",1,"0204829",1,1,"0204829001"
"247","SODIUM PHOSPHATE DIBASIC 268 MG|SODIUM PHOSPHATE MONOBASIC 276 MG","SOLUTION","INTRAVENOUS","2",1,"0208589",1,1,"0208589002"
"248","CLINDAMYCIN 1 %","SOLUTION","TOPICAL","1",3,"0105830",1,1,"0105830004"
"249","CALCITRIOL 2 MCG","SOLUTION","INTRAVENOUS","1",2,"0113628",1,1,"0113628003"
"250","METHYLPREDNISOLONE 1 G","KIT","INTRAMUSCULAR","1",2,"0106290",1,2,"0106290001, 0106290009"
"251","METHYLPREDNISOLONE 1 G","KIT","INTRAVENOUS","1",2,"0106290",1,2,"0106290001, 0106290009"
"252","METHYLPREDNISOLONE 1 G","POWDER FOR SOLUTION","INTRAMUSCULAR","1",3,"0106290",1,2,"0106290001, 0106290009"
"253","METHYLPREDNISOLONE 1 G","POWDER FOR SOLUTION","INTRAVENOUS","1",3,"0106290",1,2,"0106290001, 0106290009"
"254","ZIDOVUDINE 100 MG","CAPSULE","ORAL","1",2,"0122716",1,1,"0122716002"
"255","METHYLPREDNISOLONE 500 MG","KIT","INTRAMUSCULAR","1",2,"0106290",1,1,"0106290005"
"256","METHYLPREDNISOLONE 500 MG","KIT","INTRAVENOUS","1",2,"0106290",1,1,"0106290005"
"257","METHYLPREDNISOLONE 500 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",3,"0106290",1,1,"0106290005"
"258","METHYLPREDNISOLONE 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",3,"0106290",1,1,"0106290005"
"259","HEXYLRESORCINOL 3.5 MG","LOZENGE","ORAL","1",3,"0124466",1,1,"0124466001"
"260","IOVERSOL 68 %","SOLUTION","INTRAVASCULAR","1",2,"0131317",1,1,"0131317003"
"261","ARGININE 1.15 G|GLYCINE 1.03 G|HISTIDINE 480 MG|ISOLEUCINE 600 MG|L-ALANINE 2.07 G|L-LYSINE 580 MG|LEUCINE 730 MG|METHIONINE 400 MG|PHENYLALANINE 560 MG|PROLINE 680 MG|SERINE 500 MG|THREONINE 420 MG|TRYPTOPHAN 180 MG|TYROSINE 40 MG|VALINE 580 MG","SOLUTION","INTRAVENOUS","15",1,"1517080",1,1,"1517080002"
"262","GLYCERINE 57 G|POTASSIUM CHLORIDE 30 MG|SODIUM LACTATE 1.6 G|SODIUM PHOSPHATE DIBASIC 124.2 MG|SODIUM PHOSPHATE MONOBASIC 51.7 MG","SOLUTION","0-UNASSIGNED","5",1,"0520437",1,1,"0520437001"
"263","ACETAMINOPHEN 300 MG|CHLORZOXAZONE 250 MG|CODEINE PHOSPHATE 8 MG","TABLET","ORAL","3",1,"0316476",1,1,"0316476001"
"264","METHYLPREDNISOLONE ACETATE 40 MG","SUSPENSION","INTRA-ARTICULAR","1",4,"0106292",1,1,"0106292002"
"265","METHYLPREDNISOLONE ACETATE 40 MG","SUSPENSION","INTRALESIONAL","1",2,"0106292",1,1,"0106292002"
"266","METHYLPREDNISOLONE ACETATE 40 MG","SUSPENSION","INTRAMUSCULAR","1",4,"0106292",1,1,"0106292002"
"267","METHYLPREDNISOLONE ACETATE 40 MG","SUSPENSION","INTRASYNOVIAL","1",4,"0106292",1,1,"0106292002"
"268","CHARCOAL ACTIVATED 140 MG|DIMETHICONE 45 MG","CAPSULE","ORAL","2",1,"0218484",1,1,"0218484001"
"269","ZIDOVUDINE 10 MG","LIQUID","INTRAVENOUS","1",1,"0122716",1,1,"0122716001"
"270","HYDROMORPHONE HYDROCHLORIDE 8 MG","TABLET","ORAL","1",4,"0108698",1,1,"0108698005"
"271","CEFTAZIDIME 1 G","POWDER FOR SOLUTION","INTRAMUSCULAR","1",3,"0116900",1,2,"0116900004, 0116900007"
"272","CEFTAZIDIME 1 G","POWDER FOR SOLUTION","INTRAVENOUS","1",3,"0116900",1,2,"0116900004, 0116900007"
"273","CEFTAZIDIME 6 G","POWDER FOR SOLUTION","INTRAVENOUS","1",3,"0116900",1,2,"0116900003, 0116900009"
"274","CEFTAZIDIME 2 G","POWDER FOR SOLUTION","INTRAVENOUS","1",3,"0116900",1,2,"0116900002, 0116900008"
"275","CITRIC ACID 730 MG|DEXTROSE 2.45 G|SODIUM CITRATE 2.2 G","SOLUTION","0-UNASSIGNED","3",1,"0300464",1,1,"0300464001"
"276","ACETAMINOPHEN 160 MG|CODEINE PHOSPHATE 8 MG","ELIXIR","ORAL","2",1,"0211376",1,1,"0211376002"
"277","HYDROMORPHONE HYDROCHLORIDE 1 MG","TABLET","ORAL","1",4,"0108698",1,1,"0108698004"
"278","ACYCLOVIR 200 MG","SUSPENSION","ORAL","1",1,"0115506",1,1,"0115506003"
"279","CLOZAPINE 100 MG","TABLET","ORAL","1",3,"0122583",1,1,"0122583002"
"280","CLOZAPINE 25 MG","TABLET","ORAL","1",3,"0122583",1,1,"0122583001"
"281","ERYTHROMYCIN 5 MG","OINTMENT","OPHTHALMIC","1",4,"0105708",1,2,"0105708001, 0105708019"
"282","HYDROMORPHONE HYDROCHLORIDE 4 MG","TABLET","ORAL","1",4,"0108698",1,1,"0108698006"
"283","ACETAMINOPHEN 300 MG|CHLORZOXAZONE 250 MG","TABLET","ORAL","2",1,"0202044",1,1,"0202044001"
"284","HYDROMORPHONE HYDROCHLORIDE 2 MG","TABLET","ORAL","1",4,"0108698",1,1,"0108698003"
"285","DIMETHICONE 3 %|PETROLATUM 6 %","LOTION","TOPICAL","2",1,"0217096",1,1,"0217096001"
"286","LIDOCAINE 25 MG|PRILOCAINE 25 MG","CREAM","TOPICAL","2",1,"0222447",1,1,"0222447001"
"287","MOMETASONE FUROATE 1 MG","LOTION","TOPICAL","1",1,"0121732",1,1,"0121732001"
"288","MOMETASONE FUROATE 0.1 %","OINTMENT","TOPICAL","1",5,"0121732",1,1,"0121732001"
"289","ISOSORBIDE DINITRATE 10 MG","TABLET","ORAL","1",2,"0103176",1,1,"0103176001"
"290","ISOSORBIDE DINITRATE 30 MG","TABLET","ORAL","1",2,"0103176",1,1,"0103176003"
"291","TERCONAZOLE 4 MG","CREAM","VAGINAL","1",1,"0122582",1,1,"0122582001"
"292","FLURBIPROFEN 100 MG","TABLET","ORAL","1",2,"0115998",1,1,"0115998001"
"293","FLURBIPROFEN 50 MG","TABLET","ORAL","1",2,"0115998",1,1,"0115998002"
"294","BETAMETHASONE 0.1 %","LOTION","TOPICAL","1",3,"0106299",1,1,"0106299001"
"295","GLYBURIDE 2.5 MG","TABLET","ORAL","1",7,"0108708",1,1,"0108708002"
"296","CARBIDOPA 50 MG|LEVODOPA 200 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",3,"0210315",1,1,"0210315004"
"297","ALPRAZOLAM .25 MG","TABLET","ORAL","1",1,"0115008",1,1,"0115008001"
"298","CHLOROXYLENOL .5 %","LOTION","TOPICAL","1",3,"0106942",1,1,"0106942004"
"299","SODIUM CHLORIDE 9 MG","SOLUTION","INTRAMUSCULAR","1",4,"0100053",1,1,"0100053002"
"300","SODIUM CHLORIDE 9 MG","SOLUTION","INTRAVENOUS","1",6,"0100053",1,1,"0100053002"
"301","SODIUM CHLORIDE 9 MG","SOLUTION","SUBCUTANEOUS","1",5,"0100053",1,1,"0100053002"
"302","DOCUSATE SODIUM 20 MG","SYRUP","ORAL","1",5,"0104351",1,1,"0104351003"
"303","DOCUSATE SODIUM 10 MG","SOLUTION","ORAL","1",2,"0104351",1,1,"0104351004"
"304","VERAPAMIL HYDROCHLORIDE 120 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",4,"0113846",1,1,"0113846001"
"305","TRICLOSAN 0.3 %","LIQUID","TOPICAL","1",17,"0108865",1,1,"0108865003"
"306","MORPHINE HYDROCHLORIDE 5 MG","SYRUP","ORAL","1",2,"0102476",1,1,"0102476002"
"307","DEXTROSE 50 MG|DOPAMINE HYDROCHLORIDE 3.2 MG","SOLUTION","INTRAVENOUS","2",2,"0217918",1,1,"0217918002"
"308","DEXTROSE 50 MG|DOPAMINE HYDROCHLORIDE 1.6 MG","SOLUTION","INTRAVENOUS","2",2,"0217918",1,1,"0217918003"
"309","HYDRALAZINE HYDROCHLORIDE 25 MG","TABLET","ORAL","1",1,"0107444",1,1,"0107444002"
"310","HYDRALAZINE HYDROCHLORIDE 50 MG","TABLET","ORAL","1",1,"0107444",1,1,"0107444001"
"311","MINERAL OIL 100 %","LIQUID","ORAL","1",3,"0136741",1,1,"0136741002"
"312","NOREPINEPHRINE 1 MG","LIQUID","INTRAVENOUS","1",1,"0131301",1,1,"0131301001"
"313","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","SOLUTION","INTRAMUSCULAR","1",1,"0101873",1,1,"0101873001"
"314","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","SOLUTION","INTRAVENOUS","1",1,"0101873",1,1,"0101873001"
"315","ISOPROTERENOL HYDROCHLORIDE 0.2 MG","SOLUTION","SUBCUTANEOUS","1",1,"0101873",1,1,"0101873001"
"316","DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","ELIXIR","ORAL","1",5,"0102639",1,1,"0102639003"
"317","BISACODYL 5 MG","TABLET","ORAL","1",10,"0101506",1,1,"0101506001"
"318","FLUOCINONIDE 0.05 %","CREAM","TOPICAL","1",5,"0106313",1,1,"0106313001"
"319","WATER 100 %","SOLUTION","INTRAMUSCULAR","1",2,"0105143",1,1,"0105143002"
"320","WATER 100 %","SOLUTION","INTRAVENOUS","1",2,"0105143",1,1,"0105143002"
"321","WATER 100 %","SOLUTION","SUBCUTANEOUS","1",2,"0105143",1,1,"0105143002"
"322","HYPROMELLOSE 0.5 %","DROPS","OPHTHALMIC","1",2,"0108634",1,1,"0108634001"
"323","PROXYMETACAINE HYDROCHLORIDE 0.5 %","DROPS","OPHTHALMIC","1",1,"0108759",1,1,"0108759001"
"324","HEPATITIS B SURFACE ANTIGEN 20 MCG","SUSPENSION","INTRAMUSCULAR","1",1,"0119570",1,1,"0119570002"
"325","TRIMEBUTINE MALEATE 200 MG","TABLET","ORAL","1",2,"0115865",1,1,"0115865004"
"326","FLUVOXAMINE MALEATE 100 MG","TABLET","ORAL","1",9,"0122450",1,1,"0122450001"
"327","FLUVOXAMINE MALEATE 50 MG","TABLET","ORAL","1",9,"0122450",1,1,"0122450002"
"328","ACETAMINOPHEN 325 MG|CAFFEINE 15 MG|CODEINE PHOSPHATE 8 MG","TABLET","ORAL","3",3,"0311391",1,1,"0311391002"
"329","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","TABLET","ORAL","1",18,"0102639",1,1,"0102639001"
"330","DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","SOLUTION","ORAL","1",3,"0102639",1,1,"0102639003"
"331","ACETAMINOPHEN 80 MG","TABLET","ORAL","1",6,"0102009",1,1,"0102009003"
"332","ACETAMINOPHEN 80 MG","DROPS","ORAL","1",5,"0102009",1,1,"0102009003"
"333","ACETAMINOPHEN 80 MG","LIQUID","ORAL","1",3,"0102009",1,2,"0102009003, 0102009004"
"334","ACETYLSALICYLIC ACID 650 MG","TABLET (ENTERIC-COATED)","ORAL","1",3,"0101169",1,1,"0101169002"
"335","ALPRAZOLAM 0.5 MG","TABLET","ORAL","1",6,"0115008",1,1,"0115008002"
"336","CLOMIPHENE CITRATE 50 MG","TABLET","ORAL","1",2,"0102713",1,1,"0102713001"
"337","MANNITOL 250 MG","SOLUTION","INTRAVENOUS","1",2,"0103277",1,1,"0103277001"
"338","CHLORHEXIDINE GLUCONATE 2 %","GEL","TOPICAL","1",1,"0107629",1,1,"0107629004"
"339","DINOPROSTONE 1 MG","GEL","VAGINAL","1",1,"0111999",1,1,"0111999001"
"340","DINOPROSTONE 2 MG","GEL","VAGINAL","1",1,"0111999",1,1,"0111999002"
"341","CEPHALEXIN 125 MG","POWDER FOR SUSPENSION","ORAL","1",2,"0105911",1,1,"0105911001"
"342","TRETINOIN 0.01 %","CREAM","TOPICAL","1",2,"0112395",1,1,"0112395003"
"343","TRETINOIN 0.025 %","CREAM","TOPICAL","1",2,"0112395",1,1,"0112395002"
"344","NEOSTIGMINE METHYLSULFATE 2.5 MG","SOLUTION","INTRAMUSCULAR","1",2,"0102263",1,1,"0102263004"
"345","NEOSTIGMINE METHYLSULFATE 2.5 MG","SOLUTION","INTRAVENOUS","1",2,"0102263",1,1,"0102263004"
"346","NEOSTIGMINE METHYLSULFATE 2.5 MG","SOLUTION","SUBCUTANEOUS","1",2,"0102263",1,1,"0102263004"
"347","AMOXICILLIN 500 MG","CAPSULE","ORAL","1",11,"0131314",1,1,"0131314006"
"348","AMOXICILLIN 250 MG","CAPSULE","ORAL","1",10,"0131314",1,1,"0131314001"
"349","AMOXICILLIN 250 MG","SUSPENSION","ORAL","1",1,"0131314",1,1,"0131314003"
"350","AMOXICILLIN 125 MG","SUSPENSION","ORAL","1",1,"0131314",1,1,"0131314002"
"351","BENZOYL PEROXIDE 10 %","GEL","TOPICAL","1",1,"0107205",1,1,"0107205003"
"352","HYDROMORPHONE HYDROCHLORIDE 3 MG","SUPPOSITORY","RECTAL","1",1,"0108698",1,1,"0108698002"
"353","HYDROMORPHONE HYDROCHLORIDE 1 MG","SYRUP","ORAL","1",1,"0108698",1,1,"0108698004"
"354","TOLNAFTATE 1 %","CREAM","TOPICAL","1",4,"0102537",1,1,"0102537001"
"355","CYPROTERONE ACETATE 100 MG","SOLUTION","INTRAMUSCULAR","1",1,"0116806",1,1,"0116806002"
"356","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","SOLUTION","NASAL","1",4,"0107655",1,1,"0107655001"
"357","CLOTRIMAZOLE 1 %","CREAM","TOPICAL","1",5,"0110231",1,1,"0110231001"
"358","LEVOBUNOLOL HYDROCHLORIDE 0.25 %","LIQUID","OPHTHALMIC","1",3,"0116868",1,1,"0116868002"
"359","HYPROMELLOSE 10 MG","DROPS","OPHTHALMIC","1",1,"0108634",1,1,"0108634002"
"360","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","DROPS","NASAL","1",1,"0107655",1,1,"0107655001"
"361","SIMETHICONE 125 MG","CAPSULE","ORAL","1",1,"0131347",1,1,"0131347001"
"362","AZATHIOPRINE 50 MG","TABLET","ORAL","1",6,"0101830",1,1,"0101830001"
"363","CHLORAMBUCIL 2 MG","TABLET","ORAL","1",1,"0101769",1,1,"0101769001"
"364","DIMETHICONE 1 %|PETROLATUM 30 %","CREAM","TOPICAL","2",1,"0217096",1,1,"0217096002"
"365","ZIDOVUDINE 50 MG","SYRUP","ORAL","1",1,"0122716",1,1,"0122716001"
"366","MELPHALAN 2 MG","TABLET","ORAL","1",1,"0102597",1,1,"0102597001"
"367","DICLOFENAC SODIUM 0.1 %","SOLUTION","OPHTHALMIC","1",3,"0114417",1,1,"0114417004"
"368","NYLIDRIN HYDROCHLORIDE 6 MG","TABLET","ORAL","1",1,"0104562",1,1,"0104562001"
"369","LORATADINE 5 MG|PSEUDOEPHEDRINE SULFATE 120 MG","TABLET (IMMEDIATE AND EXTENDED RELEASE)","ORAL","2",1,"0245861",1,1,"0245861002"
"370","IOTHALAMATE MEGLUMINE 300 MG","SOLUTION","INTRAVASCULAR","1",1,"0102763",1,1,"0102763002"
"371","YOHIMBINE HYDROCHLORIDE 5.4 MG","TABLET","ORAL","1",1,"0117123",1,1,"0117123003"
"372","CEPHALEXIN 250 MG","POWDER FOR SUSPENSION","ORAL","1",2,"0105911",1,1,"0105911002"
"373","KETAMINE 10 MG","SOLUTION","INTRAMUSCULAR","1",2,"0131360",1,1,"0131360002"
"374","KETAMINE 10 MG","SOLUTION","INTRAVENOUS","1",2,"0131360",1,1,"0131360002"
"375","KETAMINE 50 MG","SOLUTION","INTRAMUSCULAR","1",3,"0131360",1,1,"0131360003"
"376","KETAMINE 50 MG","SOLUTION","INTRAVENOUS","1",3,"0131360",1,1,"0131360003"
"377","ACETAMINOPHEN 160 MG","ELIXIR","ORAL","1",1,"0102009",1,1,"0102009005"
"378","SODIUM CHLORIDE 12 G","LIQUID","IRRIGATION","1",1,"0100053",1,1,"0100053039"
"379","SODIUM CHLORIDE 1.6 G","SOLUTION","IRRIGATION","1",1,"0100053",1,1,"0100053035"
"380","DEXTROSE 200 MG|SODIUM CHLORIDE 900 MG","SOLUTION","IRRIGATION","2",1,"0200203",1,1,"0200203009"
"381","BUDESONIDE 400 MCG","METERED-DOSE AEROSOL","INHALATION","1",1,"0116807",1,1,"0116807003"
"382","BUDESONIDE 400 MCG","POWDER","INHALATION","1",1,"0116807",1,1,"0116807003"
"383","SODIUM CHLORIDE 0.9 %","SOLUTION","INTRAVENOUS","1",3,"0100053",1,1,"0100053002"
"384","CALCIUM CHLORIDE 20 MG|POTASSIUM CHLORIDE 30 MG|SODIUM CHLORIDE 600 MG|SODIUM LACTATE 310 MG","SOLUTION","INTRAVENOUS","4",2,"0400132",1,1,"0400132001"
"385","DEXTROMETHORPHAN HYDROBROMIDE 15 MG|GUAIFENESIN 100 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","SYRUP","ORAL","3",7,"0310136",1,1,"0310136001"
"386","PODOPHYLLOTOXIN 0.5 %","SOLUTION","TOPICAL","1",1,"0123181",1,1,"0123181001"
"387","DEXAMETHASONE 10 MG","LIQUID","INTRAMUSCULAR","1",1,"0106303",1,1,"0106303005"
"388","DEXAMETHASONE 10 MG","LIQUID","INTRASYNOVIAL","1",1,"0106303",1,1,"0106303005"
"389","DEXAMETHASONE 10 MG","LIQUID","INTRAVENOUS","1",1,"0106303",1,1,"0106303005"
"390","ATROPINE SULFATE 1 %|HYDROXYETHYLCELLULOSE 0.35 %","DROPS","OPHTHALMIC","2",1,"0216616",1,1,"0216616001"
"391","HYDROCODONE 5 MG|PHENYLTOLOXAMINE 10 MG","SUSPENSION","ORAL","2",1,"0252486",1,1,"0252486002"
"392","HYDROCODONE 5 MG|PHENYLTOLOXAMINE 10 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0252486",1,1,"0252486001"
"393","FUROSEMIDE 10 MG","SOLUTION","INTRAVENOUS","1",4,"0101944",1,1,"0101944003"
"394","NITROGLYCERIN 2 %","OINTMENT","TOPICAL","1",1,"0103615",1,1,"0103615018"
"395","METRONIDAZOLE 500 MG","CAPSULE","ORAL","1",3,"0102572",1,1,"0102572003"
"396","PIPOTIAZINE PALMITATE 50 MG","SOLUTION","INTRAMUSCULAR","1",1,"0112633",1,1,"0112633001"
"397","HYDRALAZINE HYDROCHLORIDE 20 MG","SOLUTION","INTRAVENOUS","1",1,"0107444",1,1,"0107444005"
"398","CHLORPHENIRAMINE MALEATE 4 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","TABLET","ORAL","2",1,"0200661",1,1,"0200661001"
"399","CLINDAMYCIN 75 MG","POWDER FOR SOLUTION","ORAL","1",1,"0105830",1,1,"0105830007"
"400","DEXTROSE 50 MG|DOPAMINE HYDROCHLORIDE .8 MG","SOLUTION","INTRAVENOUS","2",1,"0217918",1,1,"0217918001"
"401","PILOCARPINE HYDROCHLORIDE 1 %","SOLUTION","OPHTHALMIC","1",2,"0107358",1,1,"0107358005"
"402","PILOCARPINE HYDROCHLORIDE 2 %","SOLUTION","OPHTHALMIC","1",1,"0107358",1,1,"0107358003"
"403","PILOCARPINE HYDROCHLORIDE 4 %","SOLUTION","OPHTHALMIC","1",1,"0107358",1,1,"0107358002"
"404","AMPICILLIN 250 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0105872",1,1,"0105872002"
"405","AMPICILLIN 250 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0105872",1,1,"0105872002"
"406","AMPICILLIN 500 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0105872",1,1,"0105872001"
"407","AMPICILLIN 500 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0105872",1,1,"0105872001"
"408","GENTAMICIN SULFATE 5 MG","SOLUTION","OPHTHALMIC","1",1,"0131227",1,1,"0131227005"
"409","LIDOCAINE 0.5 %","AEROSOL","TOPICAL","1",1,"0103565",1,1,"0103565006"
"410","AMPICILLIN 1000 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0105872",1,1,"0105872003"
"411","AMPICILLIN 1000 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105872",1,1,"0105872003"
"412","AMPICILLIN 2000 MG","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0105872",1,1,"0105872005"
"413","AMPICILLIN 2000 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105872",1,1,"0105872005"
"414","BETAMETHASONE DIPROPIONATE .5 MG","CREAM","TOPICAL","1",1,"0110156",1,1,"0110156002"
"415","ACETYLSALICYLIC ACID 330 MG|BUTALBITAL 50 MG|CAFFEINE 40 MG","CAPSULE","ORAL","3",3,"0301241",1,1,"0301241001"
"416","QUINAPRIL 5 MG","TABLET","ORAL","1",5,"0123206",1,1,"0123206001"
"417","QUINAPRIL 10 MG","TABLET","ORAL","1",5,"0123206",1,1,"0123206002"
"418","QUINAPRIL 20 MG","TABLET","ORAL","1",5,"0123206",1,1,"0123206003"
"419","QUINAPRIL 40 MG","TABLET","ORAL","1",5,"0123206",1,1,"0123206004"
"420","PENICILLIN G SODIUM 5000000 UNIT","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0105887",1,1,"0105887001"
"421","PENICILLIN G SODIUM 5000000 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",2,"0105887",1,1,"0105887001"
"422","VITAMIN D 10000 UNIT","TABLET","ORAL","1",4,"0108504",1,1,"0108504006"
"423","PITCHER PLANT 100 %","SOLUTION","INTRAMUSCULAR","1",1,"0108876",1,1,"0108876007"
"424","SODIUM CHLORIDE 9 MG","SOLUTION","INTRAPERITONEAL","1",3,"0100053",1,1,"0100053002"
"425","SODIUM CHLORIDE 9 MG","SOLUTION","IRRIGATION","1",2,"0100053",1,1,"0100053002"
"426","PENICILLIN G SODIUM 1000000 UNIT","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0105887",1,1,"0105887003"
"427","PENICILLIN G SODIUM 1000000 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105887",1,1,"0105887003"
"428","PENICILLIN G SODIUM 10000000 UNIT","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0105887",1,1,"0105887002"
"429","PENICILLIN G SODIUM 10000000 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0105887",1,1,"0105887002"
"430","ACETAMINOPHEN 160 MG","LIQUID","ORAL","1",2,"0102009",1,1,"0102009005"
"431","TRIMEPRAZINE 2.5 MG","TABLET","ORAL","1",1,"0106200",1,1,"0106200001"
"432","ACEBUTOLOL 100 MG","TABLET","ORAL","1",8,"0131282",1,1,"0131282001"
"433","ACEBUTOLOL 200 MG","TABLET","ORAL","1",8,"0131282",1,1,"0131282003"
"434","ACEBUTOLOL 400 MG","TABLET","ORAL","1",8,"0131282",1,1,"0131282002"
"435","PERICIAZINE 10 MG","CAPSULE","ORAL","1",1,"0106194",1,1,"0106194001"
"436","ZOPICLONE 7.5 MG","TABLET","ORAL","1",20,"0122562",1,1,"0122562001"
"437","CLOXACILLIN SODIUM 2 G","POWDER FOR SOLUTION","INTRAMUSCULAR","1",1,"0105904",1,1,"0105904004"
