"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"917","6906",1,"DEOXYCHOLIC ACID","DEOXYCHOLIC ACID","DEOXYCHOLIC ACID"
"918","7287",1,"DEHYDROCHOLIC ACID","DEHYDROCHOLIC ACID","DEHYDROCHOLIC ACID"
"919","4322",1,"CANTHARIDIN","CANTHARIDIN","CANTHARIDIN"
"920","6689",1,"PODOPHYLLIN","PODOPHYLLIN","PODOPHYLLIN"
"921","7312",1,"INSULIN SEMI SYNTHETIC HUMAN","INSULIN SEMI SYNTHETIC HUMAN","INSULIN SEMI SYNTHETIC HUMAN"
"922","7311",1,"INSULIN NPH HUMAN DNA ORIGIN","INSULIN NPH HUMAN DNA ORIGIN","INSULIN NPH HUMAN DNA ORIGIN"
"923","11561",1,"OLOPATADINE (OLOPATADINE HYDROCHLORIDE)","OLOPATADINE","OLOPATADINE HYDROCHLORIDE"
"924","7952",1,"PROMETHAZINE HYDROCHLORIDE","PROMETHAZINE HYDROCHLORIDE","PROMETHAZINE HYDROCHLORIDE"
"925","7507",1,"DIFLUCORTOLONE VALERATE","DIFLUCORTOLONE VALERATE","DIFLUCORTOLONE VALERATE"
"926","3975",1,"BRONOPOL","BRONOPOL","BRONOPOL"
"927","3795",1,"WILD LETTUCE","WILD LETTUCE","WILD LETTUCE"
"928","6888",1,"COCILLANA","COCILLANA","COCILLANA"
"929","6940",1,"EUPHORBIA","EUPHORBIA","EUPHORBIA"
"930","7182",1,"SENEGA","SENEGA","SENEGA"
"931","8723",1,"SQUILL","SQUILL","SQUILL"
"932","8513",1,"COLISTIN (COLISTIMETHATE SODIUM)","COLISTIN","COLISTIMETHATE SODIUM"
"933","6216",1,"HISTAMINE PHOSPHATE","HISTAMINE PHOSPHATE","HISTAMINE PHOSPHATE"
"934","8755",1,"UREA","UREA","UREA"
"935","7645",1,"LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)","LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN","EQUINE"
"936","11169",1,"VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","VITAMIN B6","PYRIDOXINE HYDROCHLORIDE"
"937","5000",2,"D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)|D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)","D-PANTOTHENIC ACID","CALCIUM D-PANTOTHENATE|CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE"
"938","8504",1,"FUSIDIC ACID","FUSIDIC ACID","FUSIDIC ACID"
"939","8505",1,"FUSIDATE SODIUM","FUSIDATE SODIUM","FUSIDATE SODIUM"
"940","8348",2,"CEFADROXIL|CEFADROXIL (CEFADROXIL MONOHYDRATE)","CEFADROXIL","CEFADROXIL MONOHYDRATE"
"941","2021",1,"CHROMIC CHLORIDE","CHROMIC CHLORIDE","CHROMIC CHLORIDE"
"942","5097",1,"CUPRIC CHLORIDE","CUPRIC CHLORIDE","CUPRIC CHLORIDE"
"943","6321",1,"ZINC CHLORIDE","ZINC CHLORIDE","ZINC CHLORIDE"
"944","9229",1,"MANGANESE CHLORIDE","MANGANESE CHLORIDE","MANGANESE CHLORIDE"
"945","6030",1,"PROCYCLIDINE HYDROCHLORIDE","PROCYCLIDINE HYDROCHLORIDE","PROCYCLIDINE HYDROCHLORIDE"
"946","11607",1,"STANDARDIZED CAT PELT","STANDARDIZED CAT PELT","STANDARDIZED CAT PELT"
"947","1924",1,"TENIPOSIDE","TENIPOSIDE","TENIPOSIDE"
"948","11685",1,"ZAFIRLUKAST","ZAFIRLUKAST","ZAFIRLUKAST"
"949","1844",1,"ATRACURIUM BESYLATE","ATRACURIUM BESYLATE","ATRACURIUM BESYLATE"
"950","9867",1,"ORCIPRENALINE SULFATE","ORCIPRENALINE SULFATE","ORCIPRENALINE SULFATE"
"951","11702",2,"VALSARTAN|VALSARTAN (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX)","VALSARTAN","SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX"
"952","945",1,"TICLOPIDINE HYDROCHLORIDE","TICLOPIDINE HYDROCHLORIDE","TICLOPIDINE HYDROCHLORIDE"
"953","11707",2,"ANAGRELIDE (ANAGRELIDE HYDROCHLORIDE MONOHYDRATE)|ANAGRELIDE (ANAGRELIDE HYDROCHLORIDE)","ANAGRELIDE","ANAGRELIDE HYDROCHLORIDE MONOHYDRATE|ANAGRELIDE HYDROCHLORIDE"
"954","11709",1,"L-ORNITHINE DIHYDROCHLORIDE","L-ORNITHINE DIHYDROCHLORIDE","L-ORNITHINE DIHYDROCHLORIDE"
"955","1366",1,"TAURINE","TAURINE","TAURINE"
"956","11710",1,"BRIMONIDINE TARTRATE","BRIMONIDINE TARTRATE","BRIMONIDINE TARTRATE"
"957","11714",1,"NADROPARIN CALCIUM","NADROPARIN CALCIUM","NADROPARIN CALCIUM"
"958","11718",1,"QUETIAPINE (QUETIAPINE FUMARATE)","QUETIAPINE","QUETIAPINE FUMARATE"
"959","11733",1,"PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE"
"960","8313",1,"IDOXURIDINE","IDOXURIDINE","IDOXURIDINE"
"961","12633",1,"FORMOTEROL FUMARATE DIHYDRATE","FORMOTEROL FUMARATE DIHYDRATE","FORMOTEROL FUMARATE DIHYDRATE"
"962","11336",1,"VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","VENLAFAXINE","VENLAFAXINE HYDROCHLORIDE"
"963","11746",1,"INTERFERON BETA-1A","INTERFERON BETA-1A","INTERFERON BETA-1A"
"964","4924",1,"VITAMIN D2","VITAMIN D2","VITAMIN D2"
"965","7238",1,"STARCH","STARCH","STARCH"
"966","11770",1,"NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)","NARATRIPTAN","NARATRIPTAN HYDROCHLORIDE"
"967","11772",1,"BUPROPION HYDROCHLORIDE","BUPROPION HYDROCHLORIDE","BUPROPION HYDROCHLORIDE"
"968","11776",1,"IRBESARTAN","IRBESARTAN","IRBESARTAN"
"969","418",1,"L-MENTHOL","L-MENTHOL","L-MENTHOL"
"970","9724",1,"GLYCOL SALICYLATE","GLYCOL SALICYLATE","GLYCOL SALICYLATE"
"971","10170",2,"ETHACRYNIC ACID|ETHACRYNIC ACID (SODIUM ETHACRYNATE)","ETHACRYNIC ACID","SODIUM ETHACRYNATE"
"972","11782",1,"PROGUANIL HYDROCHLORIDE","PROGUANIL HYDROCHLORIDE","PROGUANIL HYDROCHLORIDE"
"973","11784",1,"MONTELUKAST (MONTELUKAST SODIUM)","MONTELUKAST","MONTELUKAST SODIUM"
"974","8564",1,"STREPTOZOCIN","STREPTOZOCIN","STREPTOZOCIN"
"975","11786",1,"DELAVIRDINE MESYLATE","DELAVIRDINE MESYLATE","DELAVIRDINE MESYLATE"
"976","11787",1,"CAPECITABINE","CAPECITABINE","CAPECITABINE"
"977","4486",1,"STANDARDIZED MEADOW FESCUE GRASS POLLEN","STANDARDIZED MEADOW FESCUE GRASS POLLEN","STANDARDIZED MEADOW FESCUE GRASS POLLEN"
"978","22652",1,"STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN","STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN"
"979","5784",1,"STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN","STANDARDIZED ORCHARD GRASS POLLEN"
"980","5789",1,"STANDARDIZED REDTOP GRASS POLLEN","STANDARDIZED REDTOP GRASS POLLEN","STANDARDIZED REDTOP GRASS POLLEN"
"981","5788",1,"SWEET VERNAL GRASS","SWEET VERNAL GRASS","SWEET VERNAL GRASS"
"982","6333",1,"STANDARDIZED TIMOTHY GRASS POLLEN","STANDARDIZED TIMOTHY GRASS POLLEN","STANDARDIZED TIMOTHY GRASS POLLEN"
"983","5158",1,"STANDARDIZED PERENNIAL RYE GRASS POLLEN","STANDARDIZED PERENNIAL RYE GRASS POLLEN","STANDARDIZED PERENNIAL RYE GRASS POLLEN"
"984","6871",1,"BETAINE","BETAINE","BETAINE"
"985","11789",1,"NELFINAVIR (NELFINAVIR MESYLATE)","NELFINAVIR","NELFINAVIR MESYLATE"
"986","946",1,"NABUMETONE","NABUMETONE","NABUMETONE"
"987","11793",1,"ZOLMITRIPTAN","ZOLMITRIPTAN","ZOLMITRIPTAN"
"988","11795",1,"CLOPIDOGREL (CLOPIDOGREL BISULFATE)","CLOPIDOGREL","CLOPIDOGREL BISULFATE"
"989","11796",1,"NEVIRAPINE","NEVIRAPINE","NEVIRAPINE"
"990","11799",1,"BRINZOLAMIDE","BRINZOLAMIDE","BRINZOLAMIDE"
"991","13830",1,"POLLEN AND NON POLLEN","POLLEN AND NON POLLEN","POLLEN AND NON POLLEN"
"992","952",1,"URSODIOL","URSODIOL","URSODIOL"
"993","11811",1,"RALOXIFENE HYDROCHLORIDE","RALOXIFENE HYDROCHLORIDE","RALOXIFENE HYDROCHLORIDE"
"994","20821",1,"TOLTERODINE TARTRATE","TOLTERODINE TARTRATE","TOLTERODINE TARTRATE"
"995","11814",1,"CANDESARTAN CILEXETIL","CANDESARTAN CILEXETIL","CANDESARTAN CILEXETIL"
"996","11819",2,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)|RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE)","RISEDRONATE SODIUM","RISEDRONATE SODIUM HEMI-PENTAHYDRATE|RISEDRONATE SODIUM MONOHYDRATE"
"997","7289",1,"ZINC OXIDE","ZINC OXIDE","ZINC OXIDE"
"998","11821",1,"TIZANIDINE (TIZANIDINE HYDROCHLORIDE)","TIZANIDINE","TIZANIDINE HYDROCHLORIDE"
"999","12127",1,"HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)","HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE","PRP-T"
"1000","9557",1,"DIAZOXIDE","DIAZOXIDE","DIAZOXIDE"
"1001","2133",1,"FLUNISOLIDE","FLUNISOLIDE","FLUNISOLIDE"
"1002","20364",1,"TRIPELENNAMINE HYDROCHLORIDE","TRIPELENNAMINE HYDROCHLORIDE","TRIPELENNAMINE HYDROCHLORIDE"
"1003","6301",1,"CLIDINIUM BROMIDE","CLIDINIUM BROMIDE","CLIDINIUM BROMIDE"
"1004","11833",1,"CAT (FELIS DOMESTICUS) PELT AND CAT DANDER","CAT (FELIS DOMESTICUS) PELT AND CAT DANDER","FELIS DOMESTICUS"
"1005","11834",1,"IMIQUIMOD","IMIQUIMOD","IMIQUIMOD"
"1006","11847",1,"CITALOPRAM (CITALOPRAM HYDROBROMIDE)","CITALOPRAM","CITALOPRAM HYDROBROMIDE"
"1007","7568",1,"FLUMETHASONE PIVALATE","FLUMETHASONE PIVALATE","FLUMETHASONE PIVALATE"
"1008","9081",1,"CLIOQUINOL","CLIOQUINOL","CLIOQUINOL"
"1009","7485",1,"TESTOSTERONE","TESTOSTERONE","TESTOSTERONE"
"1010","9543",1,"METHACHOLINE CHLORIDE","METHACHOLINE CHLORIDE","METHACHOLINE CHLORIDE"
"1011","11852",1,"MODAFINIL","MODAFINIL","MODAFINIL"
"1012","11854",1,"SILDENAFIL (SILDENAFIL CITRATE)","SILDENAFIL","SILDENAFIL CITRATE"
"1013","7155",1,"PYRILAMINE MALEATE","PYRILAMINE MALEATE","PYRILAMINE MALEATE"
"1014","9437",1,"PAMABROM","PAMABROM","PAMABROM"
"1015","1400",1,"AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE"
"1016","11857",1,"EFAVIRENZ","EFAVIRENZ","EFAVIRENZ"
"1017","11860",1,"REPAGLINIDE","REPAGLINIDE","REPAGLINIDE"
"1018","11865",1,"CELECOXIB","CELECOXIB","CELECOXIB"
"1019","6400",1,"ALUMINUM DIACETATE","ALUMINUM DIACETATE","ALUMINUM DIACETATE"
"1020","783",1,"BENZETHONIUM CHLORIDE","BENZETHONIUM CHLORIDE","BENZETHONIUM CHLORIDE"
"1021","11874",1,"TRIPTORELIN (TRIPTORELIN PAMOATE)","TRIPTORELIN","TRIPTORELIN PAMOATE"
"1022","11968",1,"SODIUM ACETATE TRIHYDRATE","SODIUM ACETATE TRIHYDRATE","SODIUM ACETATE TRIHYDRATE"
"1023","11969",1,"SODIUM CITRATE DIHYDRATE","SODIUM CITRATE DIHYDRATE","SODIUM CITRATE DIHYDRATE"
"1024","20594",1,"FIMBRIAE TYPES 2 AND 3 (FIM)","FIMBRIAE TYPES 2 AND 3","FIM"
"1025","11188",2,"MIDAZOLAM|MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","MIDAZOLAM","MIDAZOLAM HYDROCHLORIDE"
"1026","12028",1,"INSULIN LISPRO PROTAMINE SUSPENSION","INSULIN LISPRO PROTAMINE SUSPENSION","INSULIN LISPRO PROTAMINE SUSPENSION"
"1027","11884",1,"ORLISTAT","ORLISTAT","ORLISTAT"
"1028","4892",1,"ALFACALCIDOL","ALFACALCIDOL","ALFACALCIDOL"
"1029","11861",1,"FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)","FOSFOMYCIN","FOSFOMYCIN TROMETHAMINE"
"1030","5080",1,"ANETHOLE TRITHIONE","ANETHOLE TRITHIONE","ANETHOLE TRITHIONE"
"1031","11891",1,"EPTIFIBATIDE","EPTIFIBATIDE","EPTIFIBATIDE"
"1032","11893",1,"ABACAVIR (ABACAVIR SULFATE)","ABACAVIR","ABACAVIR SULFATE"
"1033","11894",1,"EPROSARTAN (EPROSARTAN MESYLATE)","EPROSARTAN","EPROSARTAN MESYLATE"
"1034","11899",1,"RIZATRIPTAN (RIZATRIPTAN BENZOATE)","RIZATRIPTAN","RIZATRIPTAN BENZOATE"
"1035","9556",1,"BUSULFAN","BUSULFAN","BUSULFAN"
"1036","11905",1,"TRASTUZUMAB","TRASTUZUMAB","TRASTUZUMAB"
"1037","11752",1,"TIROFIBAN (TIROFIBAN HYDROCHLORIDE)","TIROFIBAN","TIROFIBAN HYDROCHLORIDE"
"1038","11879",1,"INOSINE PRANOBEX","INOSINE PRANOBEX","INOSINE PRANOBEX"
"1039","11907",2,"TELMISARTAN|TELMISARTAN (TELMISARTAN SODIUM)","TELMISARTAN","TELMISARTAN SODIUM"
"1040","11909",1,"ICODEXTRIN","ICODEXTRIN","ICODEXTRIN"
"1041","11911",1,"ZANAMIVIR","ZANAMIVIR","ZANAMIVIR"
"1042","20380",1,"VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED (OKA/MERCK STRAIN)","VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED","OKA/MERCK STRAIN"
"1043","11922",1,"GADOBUTROL","GADOBUTROL","GADOBUTROL"
"1044","11923",1,"TEMOZOLOMIDE","TEMOZOLOMIDE","TEMOZOLOMIDE"
"1045","11925",1,"ROSIGLITAZONE (ROSIGLITAZONE MALEATE)","ROSIGLITAZONE","ROSIGLITAZONE MALEATE"
"1046","390",1,"TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID"
"1047","11933",1,"INACTIVATED POLIOVIRUS TYPE I","INACTIVATED POLIOVIRUS TYPE I","INACTIVATED POLIOVIRUS TYPE I"
"1048","11934",1,"INACTIVATED POLIOVIRUS TYPE II","INACTIVATED POLIOVIRUS TYPE II","INACTIVATED POLIOVIRUS TYPE II"
"1049","11935",1,"INACTIVATED POLIOVIRUS TYPE III","INACTIVATED POLIOVIRUS TYPE III","INACTIVATED POLIOVIRUS TYPE III"
"1050","4956",1,"CHOLINE BITARTRATE","CHOLINE BITARTRATE","CHOLINE BITARTRATE"
"1051","6485",1,"POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)","POTASSIUM","POTASSIUM CHLORIDE, POTASSIUM CITRATE"
"1052","6487",1,"MAGNESIUM (MAGNESIUM OXIDE)","MAGNESIUM","MAGNESIUM OXIDE"
"1053","1747",1,"IFOSFAMIDE","IFOSFAMIDE","IFOSFAMIDE"
"1054","6417",1,"METHADONE HYDROCHLORIDE","METHADONE HYDROCHLORIDE","METHADONE HYDROCHLORIDE"
"1055","1324",1,"NEDOCROMIL SODIUM","NEDOCROMIL SODIUM","NEDOCROMIL SODIUM"
"1056","1281",1,"MESNA","MESNA","MESNA"
"1057","2264",1,"DACARBAZINE","DACARBAZINE","DACARBAZINE"
"1058","11956",1,"OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","OSELTAMIVIR","OSELTAMIVIR PHOSPHATE"
"1059","1777",1,"VECURONIUM BROMIDE","VECURONIUM BROMIDE","VECURONIUM BROMIDE"
"1060","11365",1,"IMIGLUCERASE","IMIGLUCERASE","IMIGLUCERASE"
"1061","5927",1,"CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE"
"1062","11980",1,"LEFLUNOMIDE","LEFLUNOMIDE","LEFLUNOMIDE"
"1063","8923",1,"EPINEPHRINE BITARTRATE","EPINEPHRINE BITARTRATE","EPINEPHRINE BITARTRATE"
"1064","11982",1,"RITUXIMAB","RITUXIMAB","RITUXIMAB"
"1065","11984",1,"OXCARBAZEPINE","OXCARBAZEPINE","OXCARBAZEPINE"
"1066","11987",2,"RIVASTIGMINE|RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","RIVASTIGMINE","RIVASTIGMINE HYDROGEN TARTRATE"
"1067","1239",1,"DIPIVEFRIN HYDROCHLORIDE","DIPIVEFRIN HYDROCHLORIDE","DIPIVEFRIN HYDROCHLORIDE"
"1068","11996",1,"VERTEPORFIN","VERTEPORFIN","VERTEPORFIN"
"1069","11463",1,"FOLLITROPIN BETA","FOLLITROPIN BETA","FOLLITROPIN BETA"
"1070","12002",1,"VALRUBICIN","VALRUBICIN","VALRUBICIN"
"1071","6167",1,"OXYCODONE (OXYCODONE HYDROCHLORIDE)","OXYCODONE","OXYCODONE HYDROCHLORIDE"
"1072","12005",1,"IBUTILIDE FUMARATE","IBUTILIDE FUMARATE","IBUTILIDE FUMARATE"
"1073","12006",1,"CABERGOLINE","CABERGOLINE","CABERGOLINE"
"1074","2142",1,"BUTORPHANOL TARTRATE","BUTORPHANOL TARTRATE","BUTORPHANOL TARTRATE"
"1075","12012",1,"PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)","PIOGLITAZONE","PIOGLITAZONE HYDROCHLORIDE"
"1076","22651",1,"STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN"
"1077","20460",1,"STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN"
"1078","12019",1,"EXEMESTANE","EXEMESTANE","EXEMESTANE"
"1079","12020",1,"ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGEN EXTRACT - ALUM PRECIPITATED","ALLERGEN EXTRACT - ALUM PRECIPITATED"
"1080","3876",1,"ALLERGENIC EXTRACTS","ALLERGENIC EXTRACTS","ALLERGENIC EXTRACTS"
"1081","12022",1,"ALLERGEN EXTRACT - DIAGNOSTIC","ALLERGEN EXTRACT - DIAGNOSTIC","ALLERGEN EXTRACT - DIAGNOSTIC"
"1082","12026",1,"RILUZOLE","RILUZOLE","RILUZOLE"
"1083","11764",1,"MELOXICAM","MELOXICAM","MELOXICAM"
"1084","12027",1,"BASILIXIMAB","BASILIXIMAB","BASILIXIMAB"
"1085","12032",1,"ETANERCEPT","ETANERCEPT","ETANERCEPT"
"1086","12034",1,"MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","MOXIFLOXACIN","MOXIFLOXACIN HYDROCHLORIDE"
"1087","11178",1,"AMIKACIN (AMIKACIN SULFATE)","AMIKACIN","AMIKACIN SULFATE"
"1088","5974",1,"PHENTOLAMINE MESYLATE","PHENTOLAMINE MESYLATE","PHENTOLAMINE MESYLATE"
"1089","12038",1,"FOMEPIZOLE","FOMEPIZOLE","FOMEPIZOLE"
"1090","7509",1,"HYDROCORTISONE VALERATE","HYDROCORTISONE VALERATE","HYDROCORTISONE VALERATE"
"1091","12039",1,"GADOVERSETAMIDE","GADOVERSETAMIDE","GADOVERSETAMIDE"
"1092","893",1,"DILUENT","DILUENT","DILUENT"
"1093","3487",1,"LACTIC ACID","LACTIC ACID","LACTIC ACID"
"1094","12053",1,"PERFLUTREN","PERFLUTREN","PERFLUTREN"
"1095","745",1,"ANTIHEMOPHILIC FACTOR (RECOMBINANT)","ANTIHEMOPHILIC FACTOR","RECOMBINANT"
"1096","12064",1,"SIROLIMUS","SIROLIMUS","SIROLIMUS"
"1097","1996",1,"PIROXICAM","PIROXICAM","PIROXICAM"
"1098","12072",2,"GLUCAGON (RECOMBINANT DNA ORIGIN)|GLUCAGON (RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE)","GLUCAGON","RECOMBINANT DNA ORIGIN|RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE"
"1099","1893",1,"PROPAFENONE HYDROCHLORIDE","PROPAFENONE HYDROCHLORIDE","PROPAFENONE HYDROCHLORIDE"
"1100","12093",1,"LOPINAVIR","LOPINAVIR","LOPINAVIR"
"1101","8603",1,"STREPTOMYCIN (STREPTOMYCIN SULFATE)","STREPTOMYCIN","STREPTOMYCIN SULFATE"
"1102","1863",1,"OXAPROZIN","OXAPROZIN","OXAPROZIN"
"1103","12110",1,"LINEZOLID","LINEZOLID","LINEZOLID"
"1104","12126",1,"ENTACAPONE","ENTACAPONE","ENTACAPONE"
"1105","12149",1,"RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM"
"1106","12152",1,"MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","MENINGOCOCCAL GROUP C OLIGOSACCHARIDE"
"1107","12153",1,"CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN","CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN","CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN"
"1108","12184",1,"ARGATROBAN","ARGATROBAN","ARGATROBAN"
"1109","12187",1,"EFLORNITHINE HYDROCHLORIDE","EFLORNITHINE HYDROCHLORIDE","EFLORNITHINE HYDROCHLORIDE"
"1110","9483",1,"BETAHISTINE HYDROCHLORIDE","BETAHISTINE HYDROCHLORIDE","BETAHISTINE HYDROCHLORIDE"
"1111","12209",1,"MIRTAZAPINE","MIRTAZAPINE","MIRTAZAPINE"
"1112","12210",1,"DESLORATADINE","DESLORATADINE","DESLORATADINE"
"1113","12216",1,"AMINOLEVULINIC ACID HYDROCHLORIDE","AMINOLEVULINIC ACID HYDROCHLORIDE","AMINOLEVULINIC ACID HYDROCHLORIDE"
"1114","10205",1,"BROMPHENIRAMINE MALEATE","BROMPHENIRAMINE MALEATE","BROMPHENIRAMINE MALEATE"
"1115","12094",1,"INFLIXIMAB","INFLIXIMAB","INFLIXIMAB"
"1116","12343",1,"SUFENTANIL (SUFENTANIL CITRATE)","SUFENTANIL","SUFENTANIL CITRATE"
"1117","6547",1,"CHLOROQUINE DIPHOSPHATE","CHLOROQUINE DIPHOSPHATE","CHLOROQUINE DIPHOSPHATE"
"1118","12330",1,"CASPOFUNGIN (CASPOFUNGIN ACETATE)","CASPOFUNGIN","CASPOFUNGIN ACETATE"
"1119","11777",1,"SEVELAMER HYDROCHLORIDE","SEVELAMER HYDROCHLORIDE","SEVELAMER HYDROCHLORIDE"
"1120","12335",1,"INSULIN ASPART","INSULIN ASPART","INSULIN ASPART"
"1121","11386",1,"MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)","MEFLOQUINE","MEFLOQUINE HYDROCHLORIDE"
"1122","732",2,"PACLITAXEL|PACLITAXEL (TAXUS CANADENSIS)","PACLITAXEL","TAXUS CANADENSIS"
"1123","12371",3,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)|ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM)|ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","ESOMEPRAZOLE","ESOMEPRAZOLE MAGNESIUM TRIHYDRATE|ESOMEPRAZOLE MAGNESIUM|Esomeprazole magnesium dihydrate"
"1124","896",1,"PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM"
"1125","916",1,"DIDANOSINE","DIDANOSINE","DIDANOSINE"
"1126","11343",1,"MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)","MITOXANTRONE","MITOXANTRONE HYDROCHLORIDE"
"1127","1216",1,"MILRINONE (MILRINONE LACTATE)","MILRINONE","MILRINONE LACTATE"
"1128","2009",1,"FLOCTAFENINE","FLOCTAFENINE","FLOCTAFENINE"
"1129","12468",1,"TENECTEPLASE","TENECTEPLASE","TENECTEPLASE"
"1130","9419",1,"FLAVOXATE HYDROCHLORIDE","FLAVOXATE HYDROCHLORIDE","FLAVOXATE HYDROCHLORIDE"
"1131","12538",1,"BOSENTAN (BOSENTAN MONOHYDRATE)","BOSENTAN","BOSENTAN MONOHYDRATE"
"1132","1411",1,"ERGOLOID MESYLATES","ERGOLOID MESYLATES","ERGOLOID MESYLATES"
"1133","7920",1,"MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C"
"1134","12597",1,"GLIMEPIRIDE","GLIMEPIRIDE","GLIMEPIRIDE"
"1135","13353",2,"ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE)|ALENDRONIC ACID (ALENDRONATE SODIUM)","ALENDRONIC ACID","ALENDRONATE SODIUM TRIHYDRATE|ALENDRONATE SODIUM"
"1136","12611",1,"ETIDRONATE DISODIUM","ETIDRONATE DISODIUM","ETIDRONATE DISODIUM"
"1137","10282",1,"PHOSPHOLIPID","PHOSPHOLIPID","PHOSPHOLIPID"
"1138","12688",1,"SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C"
"1139","539",1,"SODIUM HYPOCHLORITE","SODIUM HYPOCHLORITE","SODIUM HYPOCHLORITE"
"1140","12253",1,"FONDAPARINUX SODIUM","FONDAPARINUX SODIUM","FONDAPARINUX SODIUM"
"1141","12699",1,"ALFUZOSIN HYDROCHLORIDE","ALFUZOSIN HYDROCHLORIDE","ALFUZOSIN HYDROCHLORIDE"
"1142","11533",1,"GLATIRAMER ACETATE","GLATIRAMER ACETATE","GLATIRAMER ACETATE"
"1143","12713",1,"GANIRELIX (GANIRELIX ACETATE)","GANIRELIX","GANIRELIX ACETATE"
"1144","12720",1,"DOCOSANOL","DOCOSANOL","DOCOSANOL"
"1145","12724",1,"INSULIN GLARGINE","INSULIN GLARGINE","INSULIN GLARGINE"
"1146","12759",1,"VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE)","VALGANCICLOVIR","VALGANCICLOVIR HYDROCHLORIDE"
