AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
62R1A43O49,ADEKALANT,62R1A43O49,ADEKALANT,Active Ingredient,,
1BUC3685QU,ADELMIDROL,1BUC3685QU,ADELMIDROL,Active Ingredient,,
7LP2MPO46S,ADEMETIONINE,7LP2MPO46S,ADEMETIONINE,Active Ingredient,,
JAC85A2161,ADENINE,JAC85A2161,ADENINE,Active Ingredient,,
K72T3FS567,ADENOSINE,K72T3FS567,ADENOSINE,Active Ingredient,,
E0399OZS9N,"ADENOSINE CYCLIC 3',5'-PHOSPHATE",E0399OZS9N,"ADENOSINE CYCLIC 3',5'-PHOSPHATE",Active Ingredient,,
415SHH325A,ADENOSINE PHOSPHATE,415SHH325A,ADENOSINE PHOSPHATE,Active Ingredient,,
225M14T7DD,ADENOSINE PHOSPHATE DIPOTASSIUM,415SHH325A,ADENOSINE PHOSPHATE,,,
T1WZ11DSRN,ADENOSINE PHOSPHATE DISODIUM,415SHH325A,ADENOSINE PHOSPHATE,,,
8L70Q75FXE,ADENOSINE TRIPHOSPHATE,8L70Q75FXE,ADENOSINE TRIPHOSPHATE,Active Ingredient,,
5L51B4DR1G,ADENOSINE TRIPHOSPHATE DISODIUM,8L70Q75FXE,ADENOSINE TRIPHOSPHATE,,,
V9YL6NEJ3G,ADERBASIB,V9YL6NEJ3G,ADERBASIB,Active Ingredient,,
E87N3L27KX,ADIBENDAN,E87N3L27KX,ADIBENDAN,Active Ingredient,,
NOF9U9EYQ4,ADICILLIN,NOF9U9EYQ4,ADICILLIN,Active Ingredient,,
B6CJY5K2ST,ADIMOLOL,B6CJY5K2ST,ADIMOLOL,Active Ingredient,,
KN08449444,ADINAZOLAM,KN08449444,ADINAZOLAM,Active Ingredient,,
NT8S62A727,ADINAZOLAM MESYLATE,KN08449444,ADINAZOLAM,,,
YKG6OR043Q,ADIPHENINE,YKG6OR043Q,ADIPHENINE,Active Ingredient,,
42B4PDY0AV,ADIPHENINE HYDROCHLORIDE,YKG6OR043Q,ADIPHENINE,,,
76A0JE0FKJ,ADIPIC ACID,76A0JE0FKJ,ADIPIC ACID,Active Ingredient,,
OPL214POJ1,ADIPIPLON,OPL214POJ1,ADIPIPLON,Active Ingredient,,
L4F80M873G,ADITEREN,L4F80M873G,ADITEREN,Active Ingredient,,
2Z81WDX2ZH,ADITOPRIM,2Z81WDX2ZH,ADITOPRIM,Active Ingredient,,
DX3ZNI25WK,ADONIS VERNALIS,DX3ZNI25WK,ADONIS VERNALIS,Active Ingredient,,
7SNB18Q89D,ADOPRAZINE,7SNB18Q89D,ADOPRAZINE,Active Ingredient,,
OKB1O47Q6F,ADOSOPINE,OKB1O47Q6F,ADOSOPINE,Active Ingredient,,
6N3M4XJR2V,ADOZELESIN,6N3M4XJR2V,ADOZELESIN,Active Ingredient,,
BI81Z4542G,ADRAFINIL,BI81Z4542G,ADRAFINIL,Active Ingredient,,
EGU41QL329,ADRENALONE,EGU41QL329,ADRENALONE,Active Ingredient,,
NN82YWE2IC,ADRENALONE HYDROCHLORIDE,EGU41QL329,ADRENALONE,,,
YC3281G42A,ADROGOLIDE,YC3281G42A,ADROGOLIDE,Active Ingredient,,
69MG3OZA0H,ADROGOLIDE HYDROCHLORIDE,YC3281G42A,ADROGOLIDE,,,
BN2DNW66IQ,AEDES TAENIORHYNCHUS,BN2DNW66IQ,AEDES TAENIORHYNCHUS,Active Ingredient,,
717DPT98VM,AESCULUS CARNEA FLOWER,717DPT98VM,AESCULUS CARNEA FLOWER,Active Ingredient,,
KK0Z92II8M,AESCULUS HIPPOCASTANUM FLOWER,KK0Z92II8M,AESCULUS HIPPOCASTANUM FLOWER,Active Ingredient,,
M6936L953C,AETHUSA CYNAPIUM,M6936L953C,AETHUSA CYNAPIUM,Active Ingredient,,
XQU62QZ74P,AFACIFENACIN,XQU62QZ74P,AFACIFENACIN,Active Ingredient,,
FFW2NGO18S,AFALANINE,FFW2NGO18S,AFALANINE,Active Ingredient,,
QW68W3J66U,AFAMELANOTIDE,QW68W3J66U,AFAMELANOTIDE,Active Ingredient,,
41UD74L59M,AFATINIB,41UD74L59M,AFATINIB,Active Ingredient,,
V1T5K7RZ0B,AFATINIB DIMALEATE,41UD74L59M,AFATINIB,Active Moiety,,
G23AP190YS,AFEGOSTAT,G23AP190YS,AFEGOSTAT,Active Ingredient,,
285ZJJ9773,AFEGOSTAT TARTRATE,G23AP190YS,AFEGOSTAT,,,
IX0QAD6RD2,AFELETECAN,IX0QAD6RD2,AFELETECAN,Active Ingredient,,
17197F0KYM,AFIMOXIFENE,17197F0KYM,AFIMOXIFENE,Active Ingredient,,
15C2VL427D,AFLIBERCEPT,15C2VL427D,AFLIBERCEPT,Active Ingredient,,
CO4U2C8ORZ,AFLOQUALONE,CO4U2C8ORZ,AFLOQUALONE,Active Ingredient,,
WQ1WRV49R9,AFUROLOL,WQ1WRV49R9,AFUROLOL,Active Ingredient,,
2HLC17MX9G,AGALSIDASE ALFA,2HLC17MX9G,AGALSIDASE ALFA,Active Ingredient,,
RZD65TSM9U,AGALSIDASE BETA,RZD65TSM9U,AGALSIDASE BETA,Active Ingredient,,
ODT7ZEW9O7,AGANEPAG,ODT7ZEW9O7,AGANEPAG,Active Ingredient,,
670P9AQR46,AGANODINE,670P9AQR46,AGANODINE,Active Ingredient,,
369DDH39Z0,AGATHOSMA BETULINA LEAF,369DDH39Z0,AGATHOSMA BETULINA LEAF,Active Ingredient,,
MRJ91HVV4H,AGAVE SISALANA FIBER,MRJ91HVV4H,AGAVE SISALANA FIBER,Active Ingredient,,
3BKX485ZP0,AGKISTRODON CONTORTRIX VENOM,3BKX485ZP0,AGKISTRODON CONTORTRIX VENOM,Active Ingredient,,
0UT4JLE1CM,AGLEPRISTONE,0UT4JLE1CM,AGLEPRISTONE,Active Ingredient,,
137R1N49AD,AGOMELATINE,137R1N49AD,AGOMELATINE,Active Ingredient,,
EBU0U94820,AGRIMONIA EUPATORIA,EBU0U94820,AGRIMONIA EUPATORIA,Active Ingredient,,
5811MI029U,AGRIMONIA EUPATORIA FLOWER,5811MI029U,AGRIMONIA EUPATORIA FLOWER,Active Ingredient,,
GYD07VBS73,AGRIMONIA EUPATORIA FLOWERING TOP,GYD07VBS73,AGRIMONIA EUPATORIA FLOWERING TOP,Active Ingredient,,
HU8V6E7HOA,AGROSTIS GIGANTEA POLLEN,HU8V6E7HOA,AGROSTIS GIGANTEA POLLEN,Active Ingredient,,
A5ODF78EPD,AGROSTIS GIGANTEA TOP,A5ODF78EPD,AGROSTIS GIGANTEA TOP,Active Ingredient,,
255H8VT4RK,AGROSTIS STOLONIFERA POLLEN,255H8VT4RK,AGROSTIS STOLONIFERA POLLEN,Active Ingredient,,
8P29O5P7XU,AILANTHUS ALTISSIMA FLOWERING TWIG,8P29O5P7XU,AILANTHUS ALTISSIMA FLOWERING TWIG,Active Ingredient,,
2A64U81OQ3,AILANTHUS ALTISSIMA POLLEN,2A64U81OQ3,AILANTHUS ALTISSIMA POLLEN,Active Ingredient,,
K21NZZ5Y0B,AIR,K21NZZ5Y0B,AIR,Active Ingredient,,
2J6IV6A74V,AJI PEPPER,2J6IV6A74V,AJI PEPPER,Active Ingredient,,
1PON08459R,AJMALINE,1PON08459R,AJMALINE,Active Ingredient,,
B0E341RA20,AKLOMIDE,B0E341RA20,AKLOMIDE,Active Ingredient,,
X39TL7JDPF,ALACEPRIL,9G64RSX1XD,CAPTOPRIL,,,
0M8OM373BS,ALAFOSFALIN,0M8OM373BS,ALAFOSFALIN,Active Ingredient,,
0N739K2A8A,ALAMIFOVIR,0N739K2A8A,ALAMIFOVIR,Active Ingredient,,
OF5P57N2ZX,ALANINE,OF5P57N2ZX,ALANINE,Active Ingredient,,
1FU7983T0U,"ALANINE, DL-",1FU7983T0U,"ALANINE, DL-",Active Ingredient,,
2CNI71214Y,ALANOSINE,2CNI71214Y,ALANOSINE,Active Ingredient,,
C4R42570ZO,ALAPROCLATE,C4R42570ZO,ALAPROCLATE,Active Ingredient,,
7QVV6I50DT,ALATROFLOXACIN,7QVV6I50DT,ALATROFLOXACIN,Active Ingredient,,
2IXX802851,ALATROFLOXACIN MESYLATE,7QVV6I50DT,ALATROFLOXACIN,,,
YDW24Y8IAB,ALBACONAZOLE,YDW24Y8IAB,ALBACONAZOLE,Active Ingredient,,
F4216019LN,ALBENDAZOLE,F4216019LN,ALBENDAZOLE,Active Ingredient,,
J39B52TV34,ALBENDAZOLE OXIDE,J39B52TV34,ALBENDAZOLE OXIDE,Active Ingredient,,
A3E4BQL3WG,ALBIFYLLINE,A3E4BQL3WG,ALBIFYLLINE,Active Ingredient,,
5E7U48495E,ALBIGLUTIDE,5E7U48495E,ALBIGLUTIDE,Active Ingredient,,
ZIF514RVZR,ALBUMIN (HUMAN),ZIF514RVZR,ALBUMIN (HUMAN),Active Ingredient,,
799C8VF17R,ALBUMIN AGGREGATED,799C8VF17R,ALBUMIN AGGREGATED,Active Ingredient,,
27432CM55Q,ALBUMIN BOVINE,27432CM55Q,ALBUMIN BOVINE,Active Ingredient,,
QF8SVZ843E,ALBUTEROL,QF8SVZ843E,ALBUTEROL,Active Ingredient,,
021SEF3731,ALBUTEROL SULFATE,QF8SVZ843E,ALBUTEROL,Active Moiety,,
475NGR2DC1,ALBUTOIN,475NGR2DC1,ALBUTOIN,Active Ingredient,,
7Z8O94ECSX,ALCAFTADINE,7Z8O94ECSX,ALCAFTADINE,Active Ingredient,,
05KB30NGW2,ALCALIGENES FAECALIS,05KB30NGW2,ALCALIGENES FAECALIS,Active Ingredient,,
9M289NKI69,ALCHEMILLA XANTHOCHLORA FLOWERING TOP,9M289NKI69,ALCHEMILLA XANTHOCHLORA FLOWERING TOP,Active Ingredient,,
M9CP5H21N8,ALCLOFENAC,M9CP5H21N8,ALCLOFENAC,Active Ingredient,,
136H45TB7B,ALCLOMETASONE,136H45TB7B,ALCLOMETASONE,Active Ingredient,,
S56PQL4N1V,ALCLOMETASONE DIPROPIONATE,136H45TB7B,ALCLOMETASONE,Active Ingredient,,
18B8O9DQA2,ALCLOXA,344S277G0Z,ALLANTOIN,Active Ingredient,,
18B8O9DQA2,ALCLOXA,18B8O9DQA2,ALCLOXA,Active Ingredient,,
18B8O9DQA2,ALCLOXA,HPN8MZW13M,ALUMINUM CHLOROHYDRATE,Active Ingredient,,
18B8O9DQA2,ALCLOXA,344S277G0Z,ALUMINUM CATION,Active Ingredient,,
3K9958V90M,ALCOHOL,3K9958V90M,ALCOHOL,Active Ingredient,,
S8U3J5W06N,ALCURONIUM,S8U3J5W06N,ALCURONIUM,Active Ingredient,,
490DW6501Y,ALCURONIUM CHLORIDE,S8U3J5W06N,ALCURONIUM,,,
M89N0Q7EQR,ALDESLEUKIN,M89N0Q7EQR,ALDESLEUKIN,Active Ingredient,,
8T66I31YNK,ALDIOXA,8T66I31YNK,ALDIOXA,Active Ingredient,,
4964P6T9RB,ALDOSTERONE,4964P6T9RB,ALDOSTERONE,Active Ingredient,,
P9YY73LO6J,ALECTINIB HYDROCHLORIDE,LIJ4CT1Z3Y,ALECTINIB,Active Moiety,,
ELK3V90G6C,ALEFACEPT,ELK3V90G6C,ALEFACEPT,Active Ingredient,,
41T4OAG59U,ALEGLITAZAR,41T4OAG59U,ALEGLITAZAR,Active Ingredient,,
5DS173ODI4,ALEMCINAL,5DS173ODI4,ALEMCINAL,Active Ingredient,,
3A189DH42V,ALEMTUZUMAB,3A189DH42V,ALEMTUZUMAB,Active Ingredient,,
2UY4M2U3RA,ALENDRONATE SODIUM,X1J18R4W8P,ALENDRONIC ACID,Active Moiety,,
X1J18R4W8P,ALENDRONIC ACID,X1J18R4W8P,ALENDRONIC ACID,Active Ingredient,,
78TJA4E8I9,ALENDRONIC ACID MONOHYDRATE,X1J18R4W8P,ALENDRONIC ACID,,,
F6S91MHL3E,ALENTEMOL,F6S91MHL3E,ALENTEMOL,Active Ingredient,,
Y67FY3RWN1,ALENTEMOL HYDROBROMIDE,F6S91MHL3E,ALENTEMOL,,,
LL56J87F3X,ALEPLASININ,LL56J87F3X,ALEPLASININ,Active Ingredient,,
R6G1M06TPO,ALEPRIDE,R6G1M06TPO,ALEPRIDE,Active Ingredient,,
81U8A51CHK,ALESTRAMUSTINE,81U8A51CHK,ALESTRAMUSTINE,Active Ingredient,,
Q3V87119BP,ALETAMINE,Q3V87119BP,ALETAMINE,Active Ingredient,,
O021JGR97X,ALETRIS FARINOSA ROOT,O021JGR97X,ALETRIS FARINOSA ROOT,Active Ingredient,,
GVN71CAL3G,ALEXIDINE,GVN71CAL3G,ALEXIDINE,Active Ingredient,,
I2A7616PY1,ALEXIDINE DIHYDROCHLORIDE,GVN71CAL3G,ALEXIDINE,,,
URQ2517572,ALFACALCIDOL,URQ2517572,ALFACALCIDOL,Active Ingredient,,
Z1LH97KTRM,ALFADEX,Z1LH97KTRM,ALFADEX,Active Ingredient,,
OE1C96974E,ALFADOLONE,OE1C96974E,ALFADOLONE,Active Ingredient,,
00TN4GS00S,ALFADOLONE ACETATE,OE1C96974E,ALFADOLONE,,,
DJO934BRBD,ALFALFA,DJO934BRBD,ALFALFA,Active Ingredient,,
HY3L927V6M,ALFALFA LEAF,HY3L927V6M,ALFALFA LEAF,Active Ingredient,,
SQI2NBY9KR,ALFALFA TOP,SQI2NBY9KR,ALFALFA TOP,Active Ingredient,,
4XKL2JJ08I,ALFAPROSTOL,4XKL2JJ08I,ALFAPROSTOL,Active Ingredient,,
3VQ38D63M7,ALFATRADIOL,3VQ38D63M7,ALFATRADIOL,Active Ingredient,,
BD07M97B2A,ALFAXALONE,BD07M97B2A,ALFAXALONE,Active Ingredient,,
1N74HM2BS7,ALFENTANIL,1N74HM2BS7,ALFENTANIL,Active Ingredient,,
11S92G0TIW,ALFENTANIL HYDROCHLORIDE,1N74HM2BS7,ALFENTANIL,Active Moiety,,
333JTI7A2M,ALFENTANIL HYDROCHLORIDE ANHYDROUS,1N74HM2BS7,ALFENTANIL,Active Moiety,,
90347YTW5F,ALFUZOSIN,90347YTW5F,ALFUZOSIN,Active Ingredient,,
75046A1XTN,ALFUZOSIN HYDROCHLORIDE,90347YTW5F,ALFUZOSIN,Active Ingredient,,
03J11K103C,ALGELDRATE,5QB0T2IUN0,ALUMINUM HYDROXIDE,,,
3JEB53B3WT,ALGESTONE,3JEB53B3WT,ALGESTONE,Active Ingredient,,
OL7KC2O3OT,ALGESTONE ACETOPHENIDE,OL7KC2O3OT,ALGESTONE ACETOPHENIDE,Active Ingredient,,
8C3Z4148WZ,ALGINIC ACID,8C3Z4148WZ,ALGINIC ACID,Active Ingredient,,
27T56C7KK0,ALGLUCERASE,27T56C7KK0,ALGLUCERASE,Active Ingredient,,
DTI67O9503,ALGLUCOSIDASE ALFA,DTI67O9503,ALGLUCOSIDASE ALFA,Active Ingredient,,
A8CO1VZK2Z,ALIBENDOL,A8CO1VZK2Z,ALIBENDOL,Active Ingredient,,
51HX72H34H,ALICONAZOLE,51HX72H34H,ALICONAZOLE,Active Ingredient,,
K2PM66M0VQ,ALIFEDRINE,K2PM66M0VQ,ALIFEDRINE,Active Ingredient,,
Q1069WKM8G,ALIFLURANE,Q1069WKM8G,ALIFLURANE,Active Ingredient,,
37376U135T,ALILUSEM,37376U135T,ALILUSEM,Active Ingredient,,
8ET970D66K,ALIMADOL,8ET970D66K,ALIMADOL,Active Ingredient,,
FDP9A2F6YL,ALINASTINE,FDP9A2F6YL,ALINASTINE,Active Ingredient,,
E7IDJ8DS1D,ALINIDINE,E7IDJ8DS1D,ALINIDINE,Active Ingredient,,
PE8925K9EY,ALIPAMIDE,PE8925K9EY,ALIPAMIDE,Active Ingredient,,
PP0SHH6V16,ALIROCUMAB,PP0SHH6V16,ALIROCUMAB,Active Ingredient,,
T66ES73M18,ALISERTIB,T66ES73M18,ALISERTIB,Active Ingredient,,
502FWN4Q32,ALISKIREN,502FWN4Q32,ALISKIREN,Active Ingredient,,
C8A0P8G029,ALISKIREN HEMIFUMARATE,502FWN4Q32,ALISKIREN,Active Moiety,,
1UA8E65KDZ,ALITRETINOIN,1UA8E65KDZ,ALITRETINOIN,Active Ingredient,,
P55703ZRZY,ALIZAPRIDE,P55703ZRZY,ALIZAPRIDE,Active Ingredient,,
41BT72BOQ7,ALIZAPRIDE HYDROCHLORIDE,P55703ZRZY,ALIZAPRIDE,,,
344S277G0Z,ALLANTOIN,344S277G0Z,ALLANTOIN,Active Ingredient,,
5W6JAI84OI,ALLENROLFEA OCCIDENTALIS POLLEN,5W6JAI84OI,ALLENROLFEA OCCIDENTALIS POLLEN,Active Ingredient,,
4UWR086NOA,ALLETORPHINE,4UWR086NOA,ALLETORPHINE,Active Ingredient,,
8NT43GG2HA,ALLOBARBITAL,8NT43GG2HA,ALLOBARBITAL,Active Ingredient,,
H7B263Z7AQ,ALLOCLAMIDE,H7B263Z7AQ,ALLOCLAMIDE,Active Ingredient,,
P6ASX4Y422,ALLOCLAMIDE HYDROCHLORIDE,H7B263Z7AQ,ALLOCLAMIDE,,,
BFT641Z2YT,ALLOMETHADIONE,BFT641Z2YT,ALLOMETHADIONE,Active Ingredient,,
63CZ7GJN5I,ALLOPURINOL,63CZ7GJN5I,ALLOPURINOL,Active Ingredient,,
428673RC2Z,ALLOPURINOL SODIUM,63CZ7GJN5I,ALLOPURINOL,Active Moiety,,
I5GZG55B36,ALLSPICE,I5GZG55B36,ALLSPICE,Active Ingredient,,
I47VB5DZ8O,ALLYLESTRENOL,I47VB5DZ8O,ALLYLESTRENOL,Active Ingredient,,
4343OEZ18O,ALLYLPRODINE,4343OEZ18O,ALLYLPRODINE,Active Ingredient,,
706IDJ14B7,ALLYLTHIOUREA,706IDJ14B7,ALLYLTHIOUREA,Active Ingredient,,
OZQ8O62H53,ALMASILATE,OZQ8O62H53,ALMASILATE,Active Ingredient,,
6246WH0S1O,ALMECILLIN,6246WH0S1O,ALMECILLIN,Active Ingredient,,
CT68HV1826,ALMECILLIN SODIUM,6246WH0S1O,ALMECILLIN,,,
N18A31MTB0,ALMESTRONE,N18A31MTB0,ALMESTRONE,Active Ingredient,,
0255AHR9GJ,ALMINOPROFEN,0255AHR9GJ,ALMINOPROFEN,Active Ingredient,,
9A1222NBG4,ALMITRINE,9A1222NBG4,ALMITRINE,Active Ingredient,,
6RY6V6XM8T,ALMITRINE MESYLATE,9A1222NBG4,ALMITRINE,,,
I9NG89L275,ALMOKALANT,I9NG89L275,ALMOKALANT,Active Ingredient,,
3Z252A2K9G,ALMOND,3Z252A2K9G,ALMOND,Active Ingredient,,
66YXD4DKO9,ALMOND OIL,66YXD4DKO9,ALMOND OIL,Active Ingredient,,
9KCW39P2EI,ALMOREXANT,9KCW39P2EI,ALMOREXANT,Active Ingredient,,
1O4XL5SN61,ALMOTRIPTAN,1O4XL5SN61,ALMOTRIPTAN,Active Ingredient,,
PJP312605E,ALMOTRIPTAN MALATE,1O4XL5SN61,ALMOTRIPTAN,Active Moiety,,
85V47MCE4Z,ALMOXATONE,85V47MCE4Z,ALMOXATONE,Active Ingredient,,
1DCO35D4OR,ALMURTIDE,1DCO35D4OR,ALMURTIDE,Active Ingredient,,
34E28BM822,ALNESPIRONE,34E28BM822,ALNESPIRONE,Active Ingredient,,
B57Z82EOGE,ALNIDITAN,B57Z82EOGE,ALNIDITAN,Active Ingredient,,
54PE58MGKB,ALNIDITAN DIHYDROCHLORIDE,B57Z82EOGE,ALNIDITAN,,,
605T96G8Y5,ALNUS INCANA SUBSP. RUGOSA POLLEN,605T96G8Y5,ALNUS INCANA SUBSP. RUGOSA POLLEN,Active Ingredient,,
7X8HL8GRTM,ALNUS RHOMBIFOLIA POLLEN,7X8HL8GRTM,ALNUS RHOMBIFOLIA POLLEN,Active Ingredient,,
Z0F2YK1B7H,ALNUS RUBRA POLLEN,Z0F2YK1B7H,ALNUS RUBRA POLLEN,Active Ingredient,,
V5VD430YW9,ALOE,V5VD430YW9,ALOE,Active Ingredient,,
0D145J8EME,ALOE FEROX LEAF,0D145J8EME,ALOE FEROX LEAF,Active Ingredient,,
575DY8C1ER,ALOE VERA FLOWER,575DY8C1ER,ALOE VERA FLOWER,Active Ingredient,,
ZY81Z83H0X,ALOE VERA LEAF,ZY81Z83H0X,ALOE VERA LEAF,Active Ingredient,,
JHC049LO86,ALOGLIPTIN,JHC049LO86,ALOGLIPTIN,Active Ingredient,,
EEN99869SC,ALOGLIPTIN BENZOATE,JHC049LO86,ALOGLIPTIN,Active Moiety,,
J7RT0951E3,ALONACIC,J7RT0951E3,ALONACIC,Active Ingredient,,
14144823D4,ALONIMID,14144823D4,ALONIMID,Active Ingredient,,
U0RKZ75D0T,ALORACETAM,U0RKZ75D0T,ALORACETAM,Active Ingredient,,
13Z9HTH115,ALOSETRON,13Z9HTH115,ALOSETRON,Active Ingredient,,
2F5R1A46YW,ALOSETRON HYDROCHLORIDE,13Z9HTH115,ALOSETRON,Active Moiety,,
PG53R0DWDQ,ALOVUDINE,PG53R0DWDQ,ALOVUDINE,Active Ingredient,,
6QT214X4XU,ALOXIPRIN,R16CO5Y76E,ASPIRIN,,,
6QT214X4XU,ALOXIPRIN,LMI26O6933,ALUMINUM OXIDE,,,
L5W337AOUR,ALOXISTATIN,L5W337AOUR,ALOXISTATIN,Active Ingredient,,
PF3UC3747Y,ALOZAFONE,PF3UC3747Y,ALOZAFONE,Active Ingredient,,
KYT38QTB4K,ALPERTINE,KYT38QTB4K,ALPERTINE,Active Ingredient,,
BXF83S0HEL,ALPHACETYLMETHADOL,BXF83S0HEL,ALPHACETYLMETHADOL,Active Ingredient,,
1177I648L1,ALPHAMEPRODINE,1177I648L1,ALPHAMEPRODINE,Active Ingredient,,
XBD99QNI42,ALPHAMETHADOL,XBD99QNI42,ALPHAMETHADOL,Active Ingredient,,
001O2254AC,ALPHAPRODINE,001O2254AC,ALPHAPRODINE,Active Ingredient,,
CO51Q2EI5Z,ALPHAPRODINE HYDROCHLORIDE,001O2254AC,ALPHAPRODINE,,,
ZO763K43XR,ALPHA-TOCOPHERYLQUINONE,ZO763K43XR,ALPHA-TOCOPHERYLQUINONE,Active Ingredient,,
I93SC245QZ,ALPIDEM,I93SC245QZ,ALPIDEM,Active Ingredient,,
CG6IX3GCMU,ALPINE STRAWBERRY,CG6IX3GCMU,ALPINE STRAWBERRY,Active Ingredient,,
GD58MI8TU5,ALPINIA GALANGA LEAF,GD58MI8TU5,ALPINIA GALANGA LEAF,Active Ingredient,,
1768UW0XS1,ALPIROPRIDE,1768UW0XS1,ALPIROPRIDE,Active Ingredient,,
D5H25D039V,ALPRAFENONE,D5H25D039V,ALPRAFENONE,Active Ingredient,,
YU55MQ3IZY,ALPRAZOLAM,YU55MQ3IZY,ALPRAZOLAM,Active Ingredient,,
877K5MQ27W,ALPRENOLOL,877K5MQ27W,ALPRENOLOL,Active Ingredient,,
T3H696761C,ALPRENOLOL BENZOATE,877K5MQ27W,ALPRENOLOL,,,
2502C2OIRK,ALPRENOLOL HYDROCHLORIDE,877K5MQ27W,ALPRENOLOL,,,
F5TD010360,ALPROSTADIL,F5TD010360,ALPROSTADIL,Active Ingredient,,
515DHK15LG,ALRESTATIN,515DHK15LG,ALRESTATIN,Active Ingredient,,
018XNU6812,ALRESTATIN SODIUM,515DHK15LG,ALRESTATIN,,,
5015H744JQ,ALTANSERIN,5015H744JQ,ALTANSERIN,Active Ingredient,,
9P204CHE8J,ALTANSERIN TARTRATE,5015H744JQ,ALTANSERIN,,,
SW3OJS6TOD,ALTAPIZONE,SW3OJS6TOD,ALTAPIZONE,Active Ingredient,,
EA590X615B,ALTECONAZOLE,EA590X615B,ALTECONAZOLE,Active Ingredient,,
1RXS4UE564,ALTEPLASE,1RXS4UE564,ALTEPLASE,Active Ingredient,,
52B29REC7H,ALTERNARIA ALTERNATA,52B29REC7H,ALTERNARIA ALTERNATA,Active Ingredient,,
E2QQV92338,ALTHAEA OFFICINALIS LEAF,E2QQV92338,ALTHAEA OFFICINALIS LEAF,Active Ingredient,,
TRW2FUF47H,ALTHAEA OFFICINALIS ROOT,TRW2FUF47H,ALTHAEA OFFICINALIS ROOT,Active Ingredient,,
GI8CB72B0D,ALTHIAZIDE,GI8CB72B0D,ALTHIAZIDE,Active Ingredient,,
RJ9V9V09VM,ALTINICLINE,RJ9V9V09VM,ALTINICLINE,Active Ingredient,,
PCL7Q9Q62Q,ALTINICLINE MALEATE,RJ9V9V09VM,ALTINICLINE,,,
56G228IW9Q,ALTOQUALINE,56G228IW9Q,ALTOQUALINE,Active Ingredient,,
2U0X0JA2NB,ALTRENOGEST,2U0X0JA2NB,ALTRENOGEST,Active Ingredient,,
Q8BIH59O7H,ALTRETAMINE,Q8BIH59O7H,ALTRETAMINE,Active Ingredient,,
CPD4NFA903,ALUMINUM,CPD4NFA903,ALUMINUM,Active Ingredient,,
80EHD8I43D,ALUMINUM ACETATE,3XHB1D032B,ALUMINUM CATION,,,
3CYT62D3GA,ALUMINUM CHLORIDE,3XHB1D032B,ALUMINUM CATION,Active Ingredient,,
LIF1N9568Y,ALUMINUM CHLORIDE ANHYDROUS,3XHB1D032B,ALUMINUM CATION,Active Ingredient,,
HPN8MZW13M,ALUMINUM CHLOROHYDRATE,HPN8MZW13M,ALUMINUM CHLOROHYDRATE,Active Ingredient,,
PGG6VG42HP,ALUMINUM CHLOROHYDREX PROPYLENE GLYCOL,PGG6VG42HP,ALUMINUM CHLOROHYDREX PROPYLENE GLYCOL,Active Ingredient,,
56203T2K2X,ALUMINUM CLOFIBRATE,53PF01Q249,CLOFIBRIC ACID,,,
5QB0T2IUN0,ALUMINUM HYDROXIDE,5QB0T2IUN0,ALUMINUM HYDROXIDE,Active Ingredient,,
LMI26O6933,ALUMINUM OXIDE,LMI26O6933,ALUMINUM OXIDE,Active Ingredient,,
F92V3S521O,ALUMINUM PHOSPHATE,F92V3S521O,ALUMINUM PHOSPHATE,Active Ingredient,,
UCN889409V,ALUMINUM SESQUICHLOROHYDRATE,UCN889409V,ALUMINUM SESQUICHLOROHYDRATE,Active Ingredient,,
T1FAD4SS2M,ALUMINUM SILICATE,T1FAD4SS2M,ALUMINUM SILICATE,Active Ingredient,,
U6XF9NP8HM,ALUMINUM STEARATE,U6XF9NP8HM,ALUMINUM STEARATE,Active Ingredient,,
34S289N54E,ALUMINUM SULFATE,I7T908772F,ALUMINUM SULFATE ANHYDROUS,Active Ingredient,,
P9D3YP29MY,ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,P9D3YP29MY,ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,Active Ingredient,,
15K31617MU,ALUMINUM ZIRCONIUM PENTACHLOROHYDRATE,15K31617MU,ALUMINUM ZIRCONIUM PENTACHLOROHYDRATE,Active Ingredient,,
94703016SM,ALUMINUM ZIRCONIUM PENTACHLOROHYDREX GLY,94703016SM,ALUMINUM ZIRCONIUM PENTACHLOROHYDREX GLY,Active Ingredient,,
J9263IGL6S,ALUMINUM ZIRCONIUM TETRACHLOROHYDRATE,J9263IGL6S,ALUMINUM ZIRCONIUM TETRACHLOROHYDRATE,Active Ingredient,,
8O386558JE,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,8O386558JE,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Active Ingredient,,
8O386558JE,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,3XHB1D032B,ALUMINUM CATION,Active Ingredient,,
T27D6T99LH,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,T27D6T99LH,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,Active Ingredient,,
