mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,
2438704,LORAZEPAM INJECTION USP (lorazepam 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20151112,DIN,2438704,LORAZEPAM INJECTION USP,
2243278,LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20010606,DIN,2243278,LORAZEPAM INJECTION USP,
2388669,LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,20140610,DIN,2388669,LORAZEPAM INJECTION USP,
585092,DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19951231,DIN,585092,DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,
2322250,MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,DIN,2322250,MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP,
30848,DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML (medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19601231,DIN,30848,DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML,
700199,METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19951231,CCDD,2185431,METOCLOPRAMIDE HYDROCHLORIDE INJECTION,
700200,METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19951231,CCDD,2185431,METOCLOPRAMIDE HYDROCHLORIDE INJECTION,
700201,METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19951231,CCDD,2185431,METOCLOPRAMIDE HYDROCHLORIDE INJECTION,
700202,METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,ACTIVE,20010430,CCDD,2243563,METOCLOPRAMIDE OMEGA,
700203,METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,ACTIVE,20010430,CCDD,2243563,METOCLOPRAMIDE OMEGA,
700204,METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,ACTIVE,20010430,CCDD,2243563,METOCLOPRAMIDE OMEGA,
590819,LOPRESOR INJ 1.0MG/ML (metoprolol tartrate 5 mg per 5 mL solution for injection ampoule) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,19871231,DIN,590819,LOPRESOR INJ 1.0MG/ML,
2267853,METOPROLOL TARTRATE INJECTION USP (metoprolol tartrate 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20050720,DIN,2267853,METOPROLOL TARTRATE INJECTION USP,
649074,METRONIDAZOLE INJECTION USP (metronidazole 500 mg per 100 mL solution for injection bag) PFIZER CANADA INC,NA,NA,ACTIVE,19871231,DIN,649074,METRONIDAZOLE INJECTION USP,
700015,METRONIDAZOLE 5MG/ML INJECTION (metronidazole 500 mg per 100 mL solution for injection bag) BAXTER CORPORATION,NA,NA,ACTIVE,19901231,CCDD,870420,METRONIDAZOLE 5MG/ML INJECTION,
700016,METRONIDAZOLE 5MG/ML INJECTION (metronidazole 1500 mg per 300 mL solution for injection bag) BAXTER CORPORATION,NA,NA,ACTIVE,19901231,CCDD,870420,METRONIDAZOLE 5MG/ML INJECTION,
614262,NITROJECT INJ 1MG/ML (nitroglycerin 10 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,INACTIVE,20170804,DIN,614262,NITROJECT INJ 1MG/ML,
778869,NITROJECT INJ 5MG/ML (nitroglycerin 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,ACTIVE,19881231,DIN,778869,NITROJECT INJ 5MG/ML,
700150,PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,497304,PHENYTOIN SODIUM INJ 50MG/ML USP,
700151,PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,497304,PHENYTOIN SODIUM INJ 50MG/ML USP,
700157,TREMYTOINE (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,INACTIVE,20170804,CCDD,498335,TREMYTOINE,
700158,TREMYTOINE (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD,NA,NA,INACTIVE,20170804,CCDD,498335,TREMYTOINE,
700013,PHENYTOIN SODIUM INJECTION USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19881231,CCDD,780626,PHENYTOIN SODIUM INJECTION USP,
700014,PHENYTOIN SODIUM INJECTION USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19881231,CCDD,780626,PHENYTOIN SODIUM INJECTION USP,
700131,"PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 100 mg per 2 mL solution for injection vial) STERIMAX INC",NA,NA,ACTIVE,20150312,CCDD,2431378,"PHENYTOIN SODIUM INJECTION, USP",
700132,"PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 250 mg per 5 mL solution for injection vial) STERIMAX INC",NA,NA,ACTIVE,20150312,CCDD,2431378,"PHENYTOIN SODIUM INJECTION, USP",
2212366,ZANTAC (ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,20000501,DIN,2212366,ZANTAC,
2256711,RANITIDINE INJECTION USP (ranitidine (ranitidine hydrochloride) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20040916,DIN,2256711,RANITIDINE INJECTION USP,
2213451,VENTOLIN I.V. INFUSION SOLUTION 5.0MG SALBUTAMOL IN 5ML (1000MCG/ML) (salbutamol (salbutamol sulfate) 5 mg per 5 mL solution for injection ampoule) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19990524,DIN,2213451,VENTOLIN I.V. INFUSION SOLUTION 5.0MG SALBUTAMOL IN 5ML (1000MCG/ML),
2212188,IMITREX (sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection 0.5 mL syringe) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19990830,DIN,2212188,IMITREX,
2361698,TARO-SUMATRIPTAN (sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection 0.5 mL syringe) TARO PHARMACEUTICALS INC,NA,NA,ACTIVE,20110606,DIN,2361698,TARO-SUMATRIPTAN,
30783,DEPO-TESTOSTERONE INJ 100MG/ML (testosterone cypionate 1000 mg per 10 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19531231,DIN,30783,DEPO-TESTOSTERONE INJ 100MG/ML,
1977601,"TESTOSTERONE CYPIONATE INJECTION, USP (testosterone cypionate 200 mg per 2 mL solution for injection ampoule) STERIMAX INC",NA,NA,INACTIVE,20170803,DIN,1977601,"TESTOSTERONE CYPIONATE INJECTION, USP",
29246,DELATESTRYL (testosterone enanthate 1000 mg per 5 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C.,NA,NA,ACTIVE,19551231,DIN,29246,DELATESTRYL,
1999761,KENALOG-10 INJECTION 10MG/ML (triamcinolone acetonide 50 mg per 5 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,19661231,DIN,1999761,KENALOG-10 INJECTION 10MG/ML,
700022,KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 40 mg per 1 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,19731231,CCDD,1999869,KENALOG-40 INJECTION 40MG/ML,
700023,KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA,NA,NA,ACTIVE,19731231,CCDD,1999869,KENALOG-40 INJECTION 40MG/ML,
2368676,TRIESENCE (triamcinolone acetonide 40 mg per 1 mL suspension for injection vial) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,20120822,DIN,2368676,TRIESENCE,
700380,VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19941231,CCDD,839299,VERAPAMIL HYDROCHLORIDE INJECTION USP,
700379,VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19941231,CCDD,839299,VERAPAMIL HYDROCHLORIDE INJECTION USP,
700378,VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC,NA,NA,ACTIVE,19941231,CCDD,839299,VERAPAMIL HYDROCHLORIDE INJECTION USP,
2166739,VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19951231,DIN,2166739,VERAPAMIL HYDROCHLORIDE INJECTION USP,
2408511,CLINDAMYCIN IV INFUSION (clindamycin (clindamycin phosphate) 600 mg per 50 mL solution for injection bag) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20131205,DIN,2408511,CLINDAMYCIN IV INFUSION,
700238,DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19731231,CCDD,260436,DALACIN C PHOSPHATE,
700239,DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19731231,CCDD,260436,DALACIN C PHOSPHATE,
700241,DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19731231,CCDD,260436,DALACIN C PHOSPHATE,
700240,DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19731231,CCDD,260436,DALACIN C PHOSPHATE,
700226,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD,NA,NA,ACTIVE,19951231,CCDD,2139286,CLINDAMYCIN INJECTION,
700227,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) FRESENIUS KABI CANADA LTD,NA,NA,ACTIVE,19951231,CCDD,2139286,CLINDAMYCIN INJECTION,
700229,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) FRESENIUS KABI CANADA LTD,NA,NA,ACTIVE,19951231,CCDD,2139286,CLINDAMYCIN INJECTION,
700228,CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) FRESENIUS KABI CANADA LTD,NA,NA,ACTIVE,19951231,CCDD,2139286,CLINDAMYCIN INJECTION,
700230,CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,CCDD,2385716,CLINDAMYCIN INJECTION SDZ,
700231,CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,CCDD,2385716,CLINDAMYCIN INJECTION SDZ,
700232,CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,INACTIVE,20170803,CCDD,2385716,CLINDAMYCIN INJECTION SDZ,
2408538,CLINDAMYCIN IV INFUSION (clindamycin (clindamycin phosphate) 900 mg per 50 mL solution for injection bag) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20131205,DIN,2408538,CLINDAMYCIN IV INFUSION,
700211,ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC,NA,NA,ACTIVE,19511231,CCDD,155357,ADRENALIN CHLORIDE SOL 1:1000 AMP,
700212,ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC,NA,NA,ACTIVE,19511231,CCDD,155357,ADRENALIN CHLORIDE SOL 1:1000 AMP,
710814,EPINEPHRINE INJECTION USP (epinephrine 10 mg per 10 mL solution for injection syringe) PFIZER CANADA INC,NA,NA,ACTIVE,19871231,DIN,710814,EPINEPHRINE INJECTION USP,
2306743,ANAPEN JUNIOR (epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe) LINCOLN MEDICAL LIMITED,NA,NA,INACTIVE,20171218,DIN,2306743,ANAPEN JUNIOR,
2306751,ANAPEN (epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe) LINCOLN MEDICAL LIMITED,NA,NA,INACTIVE,20171218,DIN,2306751,ANAPEN,
578657,EPIPEN JR (epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe) MYLAN SPECIALTY LP,NA,NA,ACTIVE,19841231,DIN,578657,EPIPEN JR,
2430959,TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe) TARO PHARMACEUTICALS INC,NA,NA,INACTIVE,20180124,DIN,2430959,TARO-EPINEPHRINE AUTO-INJECTOR,
721891,EPINEPHRINE INJECTION USP (epinephrine 1 mg per 1 mL solution for injection ampoule) PFIZER CANADA INC,NA,NA,ACTIVE,19881231,DIN,721891,EPINEPHRINE INJECTION USP,
509558,EPIPEN (epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe) MYLAN SPECIALTY LP,NA,NA,ACTIVE,19801231,DIN,509558,EPIPEN,
2325225,EPINEPHRINE INJECTION USP 1 MG/ML (epinephrine 1 mg per 1 mL solution for injection ampoule) ALVEDA PHARMACEUTICALS INC,NA,NA,INACTIVE,20170801,DIN,2325225,EPINEPHRINE INJECTION USP 1 MG/ML,
2430940,TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe) TARO PHARMACEUTICALS INC,NA,NA,INACTIVE,20180124,DIN,2430940,TARO-EPINEPHRINE AUTO-INJECTOR,
2435810,EPINEPHRINE INJECTION (epinephrine 1 mg per 1 mL solution for injection ampoule) TELIGENT OU,NA,NA,ACTIVE,20150720,DIN,2435810,EPINEPHRINE INJECTION,
2182947,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 20 mg per 2 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19970730,DIN,2182947,METHOTREXATE INJECTION USP,
2320037,METOJECT (methotrexate (methotrexate sodium) 10 mg per mL solution for injection 1 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20090126,DIN,2320037,METOJECT,
2320045,METOJECT (methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20090126,DIN,2320045,METOJECT,
2320029,METOJECT (methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20090126,DIN,2320029,METOJECT,
2454769,METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20161202,DIN,2454769,METOJECT SUBCUTANEOUS,
2454866,METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20161202,DIN,2454866,METOJECT SUBCUTANEOUS,
2454777,METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection 0.45 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20161202,DIN,2454777,METOJECT SUBCUTANEOUS,
2454874,METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe) MEDEXUS INC,NA,NA,ACTIVE,20161202,DIN,2454874,METOJECT SUBCUTANEOUS,
700331,METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED,NA,NA,ACTIVE,19951231,CCDD,2099705,METHOTREXATE SODIUM INJECTION,
700330,METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) TEVA CANADA LIMITED,NA,NA,ACTIVE,19951231,CCDD,2099705,METHOTREXATE SODIUM INJECTION,
700329,METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) TEVA CANADA LIMITED,NA,NA,ACTIVE,19951231,CCDD,2099705,METHOTREXATE SODIUM INJECTION,
2182777,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19980430,DIN,2182777,METHOTREXATE INJECTION USP,
2182955,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19980713,DIN,2182955,METHOTREXATE INJECTION USP,
2182971,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) PFIZER CANADA INC,NA,NA,ACTIVE,19970730,DIN,2182971,METHOTREXATE INJECTION USP,
700328,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20130214,CCDD,2398427,METHOTREXATE INJECTION USP,
700326,METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20130214,CCDD,2398427,METHOTREXATE INJECTION USP,
700327,"METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC",NA,NA,INACTIVE,20170804,CCDD,2417626,"METHOTREXATE INJECTION, USP",
700325,"METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC",NA,NA,INACTIVE,20170804,CCDD,2417626,"METHOTREXATE INJECTION, USP",
700315,JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION,NA,NA,INACTIVE,20170807,CCDD,2419173,JAMP-METHOTREXATE,
700314,JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) JAMP PHARMA CORPORATION,NA,NA,INACTIVE,20170807,CCDD,2419173,JAMP-METHOTREXATE,
2422174,"METHOTREXATE INJECTION, BP (methotrexate 10 mg per 0.4 mL solution for injection 0.4 mL syringe) PHARMASCIENCE INC",NA,NA,ACTIVE,20140508,DIN,2422174,"METHOTREXATE INJECTION, BP",
2422182,"METHOTREXATE INJECTION, BP (methotrexate 15 mg per 0.6 mL solution for injection 0.6 mL syringe) PHARMASCIENCE INC",NA,NA,ACTIVE,20140508,DIN,2422182,"METHOTREXATE INJECTION, BP",
2422190,"METHOTREXATE INJECTION, BP (methotrexate 20 mg per 0.8 mL solution for injection 0.8 mL syringe) PHARMASCIENCE INC",NA,NA,ACTIVE,20140508,DIN,2422190,"METHOTREXATE INJECTION, BP",
700324,"METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC",NA,NA,ACTIVE,20110930,CCDD,2327236,"METHOTREXATE INJECTION, BP",
700323,"METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC",NA,NA,ACTIVE,20110930,CCDD,2327236,"METHOTREXATE INJECTION, BP",
700322,"METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC",NA,NA,ACTIVE,20110930,CCDD,2327236,"METHOTREXATE INJECTION, BP",
2422204,"METHOTREXATE INJECTION, BP (methotrexate 25 mg per mL solution for injection 1 mL syringe) PHARMASCIENCE INC",NA,NA,ACTIVE,20140508,DIN,2422204,"METHOTREXATE INJECTION, BP",
2422166,"METHOTREXATE INJECTION, BP (methotrexate 7.5 mg per 0.3 mL solution for injection 0.3 mL syringe) PHARMASCIENCE INC",NA,NA,ACTIVE,20140508,DIN,2422166,"METHOTREXATE INJECTION, BP",
1949047,MORPHINE-EPD INJECTION 0.5MG/ML USP (morphine sulfate 5 mg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,DIN,1949047,MORPHINE-EPD INJECTION 0.5MG/ML USP,
2021056,MORPHINE LP EPIDURAL (morphine sulfate 5 mg per 10 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19931231,DIN,2021056,MORPHINE LP EPIDURAL,
636908,MORPHINE SULFATE INJECTION USP (morphine sulfate 30 mg per 30 mL solution for injection vial) ICU MEDICAL CANADA INC,NA,NA,ACTIVE,19861231,DIN,636908,MORPHINE SULFATE INJECTION USP,
1949055,MORPHINE-EPD INJECTION 1MG/ML USP (morphine sulfate 5 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,DIN,1949055,MORPHINE-EPD INJECTION 1MG/ML USP,
2021048,MORPHINE LP EPIDURAL (morphine sulfate 5 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19931231,DIN,2021048,MORPHINE LP EPIDURAL,
850322,MORPHINE SULFATE INJECTION 10MG/ML USP (morphine sulfate 10 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,DIN,850322,MORPHINE SULFATE INJECTION 10MG/ML USP,
700356,MORPHINE SULFATE INJECTION SDZ (morphine sulfate 10 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20121018,CCDD,2382997,MORPHINE SULFATE INJECTION SDZ,
700357,MORPHINE SULFATE INJECTION SDZ (morphine sulfate 50 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20121018,CCDD,2382997,MORPHINE SULFATE INJECTION SDZ,
850330,MORPHINE SULFATE INJECTION 15MG/ML USP (morphine sulfate 15 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,DIN,850330,MORPHINE SULFATE INJECTION 15MG/ML USP,
392561,MORPHINE SULFATE INJ 15MG/ML USP (morphine sulfate 15 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,19781231,DIN,392561,MORPHINE SULFATE INJ 15MG/ML USP,
850314,MORPHINE SULFATE INJECTION 2MG/ML USP (morphine sulfate 2 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170724,DIN,850314,MORPHINE SULFATE INJECTION 2MG/ML USP,
700344,MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 25 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,869317,MORPHINE FORTE INJECTION 25MG/ML USP,
700343,MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 100 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,869317,MORPHINE FORTE INJECTION 25MG/ML USP,
649619,MORPHINE SULFATE INJECTION USP (morphine sulfate 150 mg per 30 mL solution for injection vial) ICU MEDICAL CANADA INC,NA,NA,ACTIVE,19861231,DIN,649619,MORPHINE SULFATE INJECTION USP,
700340,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,869325,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP,
700341,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 20 mL vial) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,869325,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP,
700342,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION,NA,NA,INACTIVE,20170728,CCDD,869325,MORPHINE EXTRA FORTE INJECTION 50MG/ML USP,
2229099,PULMICORT NEBUAMP 0.125 MG/ML (budesonide 0.25 mg per 2 mL nebuliser suspension unit dose vial) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,19970616,DIN,2229099,PULMICORT NEBUAMP 0.125 MG/ML,
